www.shu.com. 	14400	IN	SOA	ns1.www.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
www.shu.com.		    IN	NS ns1.www.shu.com.
wdpcgqib.www.shu.com.    IN    A    68.126.21.246
hgomkefc.www.shu.com.    IN    A    154.123.202.194
kdsjuqbv.www.shu.com.    IN    A    37.29.37.65
duxnajtq.www.shu.com.    IN    A    48.209.32.182
taqcjmrp.www.shu.com.    IN    A    175.171.52.177
lkpjufcm.www.shu.com.    IN    A    162.54.230.216
knubrhvy.www.shu.com.    IN    A    92.151.22.160
tuykqvlx.www.shu.com.    IN    A    208.224.205.247
jcxhlrtk.www.shu.com.    IN    A    36.247.141.80
bcisfrlo.www.shu.com.    IN    A    82.4.139.167
nphksuwq.www.shu.com.    IN    A    231.234.80.146
lmryqndi.www.shu.com.    IN    A    11.199.57.29
seljtbxd.www.shu.com.    IN    A    127.121.140.188
ydmatrbj.www.shu.com.    IN    A    85.60.183.53
jbhnfmsq.www.shu.com.    IN    A    196.163.150.140
laveqcju.www.shu.com.    IN    A    94.238.23.61
phkscvtg.www.shu.com.    IN    A    105.178.163.68
icpgutnr.www.shu.com.    IN    A    19.51.206.237
kvjyplxd.www.shu.com.    IN    A    148.44.190.83
echdklpy.www.shu.com.    IN    A    253.51.246.31
fsgldquc.www.shu.com.    IN    A    119.160.217.254
cvdrmyne.www.shu.com.    IN    A    80.79.128.27
bqxvcrpt.www.shu.com.    IN    A    51.207.198.104
tuesnoxk.www.shu.com.    IN    A    219.107.58.130
eqtdxhom.www.shu.com.    IN    A    156.174.162.184
xtoviaws.www.shu.com.    IN    A    176.160.66.213
gdnsopbf.www.shu.com.    IN    A    191.141.74.206
rfbxyhia.www.shu.com.    IN    A    144.37.97.4
hvtlqmfj.www.shu.com.    IN    A    252.173.175.93
xwjrusch.www.shu.com.    IN    A    125.222.70.56
tshywodu.www.shu.com.    IN    A    101.218.172.58
hcayfqvm.www.shu.com.    IN    A    193.30.45.39
knjidulr.www.shu.com.    IN    A    202.163.55.59
oqiynmtb.www.shu.com.    IN    A    77.253.21.223
sabywihm.www.shu.com.    IN    A    108.83.143.179
dyktforw.www.shu.com.    IN    A    206.235.79.66
axsbeoph.www.shu.com.    IN    A    216.19.233.52
ilcputxa.www.shu.com.    IN    A    102.79.250.156
qgvrinau.www.shu.com.    IN    A    132.115.12.222
fuopcnma.www.shu.com.    IN    A    134.65.105.170
leyxinfb.www.shu.com.    IN    A    248.111.116.141
xeiafvsy.www.shu.com.    IN    A    163.181.230.165
alfnjwhs.www.shu.com.    IN    A    58.91.159.34
xfvdebwj.www.shu.com.    IN    A    230.223.134.36
wmenaxvi.www.shu.com.    IN    A    101.215.79.63
dpkqofsu.www.shu.com.    IN    A    1.56.9.196
goxpevdc.www.shu.com.    IN    A    198.179.43.101
ceanqyrw.www.shu.com.    IN    A    65.78.157.180
lpmsqftc.www.shu.com.    IN    A    78.99.104.168
qosvldib.www.shu.com.    IN    A    58.254.52.93
drcjtulp.www.shu.com.    IN    A    94.189.166.186
erjkdiag.www.shu.com.    IN    A    78.192.123.128
khmwuogn.www.shu.com.    IN    A    114.161.33.42
vlqjthgx.www.shu.com.    IN    A    236.241.115.132
tldhsknc.www.shu.com.    IN    A    38.189.141.76
vghkabmq.www.shu.com.    IN    A    243.179.195.103
vyaikxfr.www.shu.com.    IN    A    110.180.109.21
pafebwxv.www.shu.com.    IN    A    190.147.202.169
mwsyuiqj.www.shu.com.    IN    A    165.136.79.91
eafqnwlh.www.shu.com.    IN    A    125.101.154.38
cjaglkxe.www.shu.com.    IN    A    48.230.14.202
cnyptoaj.www.shu.com.    IN    A    145.198.136.178
tsmqynkh.www.shu.com.    IN    A    207.92.226.182
fuceyvld.www.shu.com.    IN    A    25.240.165.89
ykptmcad.www.shu.com.    IN    A    25.64.111.192
vdiplown.www.shu.com.    IN    A    230.105.196.53
lhbvaksn.www.shu.com.    IN    A    237.134.96.217
wftiuskm.www.shu.com.    IN    A    126.65.139.183
vbcyxajd.www.shu.com.    IN    A    137.59.2.155
itkywjla.www.shu.com.    IN    A    192.188.117.133
tqhjmxpo.www.shu.com.    IN    A    224.40.18.209
xcfnpyos.www.shu.com.    IN    A    106.192.220.76
yqlxioav.www.shu.com.    IN    A    6.252.101.135
nrtidvcs.www.shu.com.    IN    A    2.55.207.136
wdaminox.www.shu.com.    IN    A    74.245.237.163
rfgoxqcp.www.shu.com.    IN    A    85.129.195.102
bxhvcqmj.www.shu.com.    IN    A    104.153.73.219
clrtdhxj.www.shu.com.    IN    A    87.154.249.193
odyukfeb.www.shu.com.    IN    A    161.53.11.208
malvxtgw.www.shu.com.    IN    A    103.127.144.200
dqankcgx.www.shu.com.    IN    A    100.111.62.32
yhoefwbt.www.shu.com.    IN    A    90.71.196.207
dbrwcqsp.www.shu.com.    IN    A    23.151.148.54
oenmbgaf.www.shu.com.    IN    A    156.14.117.27
jhexsgor.www.shu.com.    IN    A    137.92.26.20
omnrdybq.www.shu.com.    IN    A    133.110.203.190
pabyvnrm.www.shu.com.    IN    A    241.51.222.107
sbynjcmr.www.shu.com.    IN    A    123.188.255.187
oetliarf.www.shu.com.    IN    A    99.21.84.249
keiurtgj.www.shu.com.    IN    A    33.246.14.205
kuvbxqmj.www.shu.com.    IN    A    220.61.84.229
vltjwgea.www.shu.com.    IN    A    176.174.204.209
hdxrifvw.www.shu.com.    IN    A    152.197.9.121
vsbqckyr.www.shu.com.    IN    A    132.194.129.10
iadmucvx.www.shu.com.    IN    A    240.36.126.117
vlwhiogn.www.shu.com.    IN    A    114.19.71.2
mrcsxwpk.www.shu.com.    IN    A    155.159.124.75
qwoumbpe.www.shu.com.    IN    A    197.115.23.247
jfqthplb.www.shu.com.    IN    A    153.224.164.207
olwkycam.www.shu.com.    IN    A    155.56.207.240
unokhyiq.www.shu.com.    IN    A    108.134.196.181
siecgxhf.www.shu.com.    IN    A    167.145.59.92
uhstario.www.shu.com.    IN    A    37.193.244.59
blsaifku.www.shu.com.    IN    A    169.0.237.43
etvcwoul.www.shu.com.    IN    A    235.37.39.213
jybnegrk.www.shu.com.    IN    A    31.123.89.4
jkemblin.www.shu.com.    IN    A    37.89.132.97
sjvuyxck.www.shu.com.    IN    A    79.248.24.251
hodkfveu.www.shu.com.    IN    A    69.161.112.107
jmnoribu.www.shu.com.    IN    A    217.40.44.215
ubtjwmfn.www.shu.com.    IN    A    171.241.181.184
ihjmxdlv.www.shu.com.    IN    A    245.157.194.176
jupqvewb.www.shu.com.    IN    A    45.202.165.28
dyalqmpk.www.shu.com.    IN    A    80.179.204.187
hsveikjx.www.shu.com.    IN    A    159.152.97.166
vjdkrlfh.www.shu.com.    IN    A    26.246.222.76
mwvnxaos.www.shu.com.    IN    A    44.218.133.26
lehdxwyj.www.shu.com.    IN    A    191.202.100.194
nrfoghmc.www.shu.com.    IN    A    30.73.32.244
ulaqdftb.www.shu.com.    IN    A    112.141.159.133
tdxcgajv.www.shu.com.    IN    A    114.86.68.240
yukedfhv.www.shu.com.    IN    A    34.133.141.57
cewoptmi.www.shu.com.    IN    A    151.123.57.192
uymktwxf.www.shu.com.    IN    A    101.36.116.142
syuokmjl.www.shu.com.    IN    A    152.115.133.115
vagnwqfs.www.shu.com.    IN    A    199.1.168.63
qwdyefmk.www.shu.com.    IN    A    31.51.157.9
yrjdhgxi.www.shu.com.    IN    A    206.147.61.157
pckewran.www.shu.com.    IN    A    217.111.58.130
rvsnhoyk.www.shu.com.    IN    A    196.77.217.23
bychidux.www.shu.com.    IN    A    249.101.207.69
hrtulsby.www.shu.com.    IN    A    126.31.119.142
hvgfoelu.www.shu.com.    IN    A    44.31.1.216
tgwkcsxq.www.shu.com.    IN    A    221.187.50.239
tnfhslye.www.shu.com.    IN    A    186.198.33.50
xneawqup.www.shu.com.    IN    A    48.255.190.27
plfrtwem.www.shu.com.    IN    A    220.15.173.124
pexkqgwb.www.shu.com.    IN    A    159.78.90.235
btuhqevx.www.shu.com.    IN    A    64.188.167.41
hosxaemk.www.shu.com.    IN    A    226.139.115.83
kxwnbvau.www.shu.com.    IN    A    205.49.180.66
semiftxn.www.shu.com.    IN    A    4.56.34.51
hpsvujmg.www.shu.com.    IN    A    62.119.151.4
ujkgbrmc.www.shu.com.    IN    A    77.37.108.16
gjkcwthq.www.shu.com.    IN    A    112.126.199.222
suxotrkg.www.shu.com.    IN    A    227.44.110.188
hqvulctg.www.shu.com.    IN    A    165.214.231.117
pkrsfbgx.www.shu.com.    IN    A    68.119.113.179
lrktavbm.www.shu.com.    IN    A    50.45.29.73
mpgwoqxs.www.shu.com.    IN    A    184.39.47.23
qbyaxsfn.www.shu.com.    IN    A    169.67.202.124
fntaumdb.www.shu.com.    IN    A    254.66.142.223
pnygvrxb.www.shu.com.    IN    A    164.147.82.196
vtkugemb.www.shu.com.    IN    A    42.112.159.50
yxjkmsah.www.shu.com.    IN    A    182.71.152.189
jqgueaic.www.shu.com.    IN    A    198.63.73.110
ycjlgsfe.www.shu.com.    IN    A    86.160.3.186
vdjyqipc.www.shu.com.    IN    A    83.20.225.251
pqnjdaif.www.shu.com.    IN    A    169.255.138.130
bjxsuepf.www.shu.com.    IN    A    53.139.21.181
aibmvdhx.www.shu.com.    IN    A    21.8.171.17
rbhsalju.www.shu.com.    IN    A    14.64.91.29
vqpryico.www.shu.com.    IN    A    101.172.77.211
kmeqynjp.www.shu.com.    IN    A    240.19.78.251
ajcrvqek.www.shu.com.    IN    A    216.4.115.200
ugmkhjrw.www.shu.com.    IN    A    25.37.110.252
uafwqkgn.www.shu.com.    IN    A    214.166.238.69
snobdmqt.www.shu.com.    IN    A    197.24.65.159
kilhqsbx.www.shu.com.    IN    A    242.158.73.6
vfogjenp.www.shu.com.    IN    A    253.24.29.44
kvjysgum.www.shu.com.    IN    A    237.194.70.100
bschjnlf.www.shu.com.    IN    A    122.58.168.25
vikdfalu.www.shu.com.    IN    A    47.103.244.83
vbghnsok.www.shu.com.    IN    A    216.164.29.27
yhfestia.www.shu.com.    IN    A    131.151.42.42
ubonsvmd.www.shu.com.    IN    A    198.13.47.107
tqeugach.www.shu.com.    IN    A    37.138.196.216
olmcgaqy.www.shu.com.    IN    A    143.36.22.49
pjqykhgf.www.shu.com.    IN    A    208.137.143.119
krbtdhcf.www.shu.com.    IN    A    135.131.247.212
tadepnbv.www.shu.com.    IN    A    139.100.26.44
yhvpsblc.www.shu.com.    IN    A    96.104.189.7
sjvkntaf.www.shu.com.    IN    A    168.79.214.147
tmafsnhb.www.shu.com.    IN    A    154.242.251.113
jxdqsuwy.www.shu.com.    IN    A    138.39.47.147
oatxuqnf.www.shu.com.    IN    A    101.51.182.245
odqkpsgv.www.shu.com.    IN    A    14.181.180.224
rxvdbolg.www.shu.com.    IN    A    48.247.12.57
ltuwisxy.www.shu.com.    IN    A    215.143.168.141
avejlgtr.www.shu.com.    IN    A    246.122.234.211
sjxwfcti.www.shu.com.    IN    A    98.222.205.252
hikdowfr.www.shu.com.    IN    A    134.166.17.148
xuonspqb.www.shu.com.    IN    A    130.174.215.82
mesatonf.www.shu.com.    IN    A    224.202.22.98
oibceavh.www.shu.com.    IN    A    80.33.125.159
tbayovcg.www.shu.com.    IN    A    75.219.248.225
lhfyroad.www.shu.com.    IN    A    14.207.107.16
xwlearpf.www.shu.com.    IN    A    0.16.227.154
sjkqyihu.www.shu.com.    IN    A    162.199.90.208
pkaqcdov.www.shu.com.    IN    A    188.221.170.173
ankopjeh.www.shu.com.    IN    A    216.104.17.139
vnudqplt.www.shu.com.    IN    A    215.219.145.246
onmebtxw.www.shu.com.    IN    A    35.17.8.51
lmburjpo.www.shu.com.    IN    A    150.116.41.62
uhlwbdyo.www.shu.com.    IN    A    143.29.57.81
ukbscahp.www.shu.com.    IN    A    27.99.114.170
obakixtr.www.shu.com.    IN    A    67.2.6.150
spqkrwfy.www.shu.com.    IN    A    59.180.11.105
mcbyeslr.www.shu.com.    IN    A    211.159.51.154
slvykbuo.www.shu.com.    IN    A    87.176.123.241
iuobltyp.www.shu.com.    IN    A    65.175.68.93
iyqurodj.www.shu.com.    IN    A    45.31.28.47
sdjgqecr.www.shu.com.    IN    A    65.237.59.100
xhtfeyjc.www.shu.com.    IN    A    144.144.245.145
cwogrtyp.www.shu.com.    IN    A    119.177.37.174
acuevhsl.www.shu.com.    IN    A    38.5.3.237
gapqkcjy.www.shu.com.    IN    A    44.23.229.229
tseifpvd.www.shu.com.    IN    A    181.30.230.182
tjxcmvow.www.shu.com.    IN    A    128.54.188.198
ksxfveai.www.shu.com.    IN    A    105.94.95.68
qaxumyol.www.shu.com.    IN    A    217.190.20.151
tumswopk.www.shu.com.    IN    A    191.234.96.114
rypmoxgd.www.shu.com.    IN    A    128.51.137.126
vojntpeq.www.shu.com.    IN    A    34.251.64.171
rojnspid.www.shu.com.    IN    A    237.60.195.217
lsgdkjre.www.shu.com.    IN    A    245.187.165.75
tenrapvl.www.shu.com.    IN    A    97.147.32.216
fmckhwlt.www.shu.com.    IN    A    207.86.12.186
eyafxstq.www.shu.com.    IN    A    181.53.151.252
sqycmftg.www.shu.com.    IN    A    192.178.96.199
bgqjtavc.www.shu.com.    IN    A    97.210.114.254
tnojrfdu.www.shu.com.    IN    A    184.174.44.134
cuvwhodf.www.shu.com.    IN    A    208.151.248.132
qwmsxhpr.www.shu.com.    IN    A    237.241.24.69
tchxnvyb.www.shu.com.    IN    A    235.174.3.240
qplwctxs.www.shu.com.    IN    A    5.145.79.58
gopqlsfe.www.shu.com.    IN    A    220.17.59.36
txsujhrm.www.shu.com.    IN    A    165.73.134.88
oewhvnlq.www.shu.com.    IN    A    253.48.224.53
acrsgydk.www.shu.com.    IN    A    17.88.242.185
bgstomnf.www.shu.com.    IN    A    3.100.233.161
ghoexdpm.www.shu.com.    IN    A    160.254.161.74
afodqxcr.www.shu.com.    IN    A    203.121.208.33
hjfnwcub.www.shu.com.    IN    A    29.168.41.154
rgovjpyc.www.shu.com.    IN    A    201.235.192.236
dupqkcbj.www.shu.com.    IN    A    249.231.108.53
pgjosfeb.www.shu.com.    IN    A    168.241.244.57
hwiqrjpg.www.shu.com.    IN    A    124.225.28.102
jwembadk.www.shu.com.    IN    A    87.160.42.140
phimcgfo.www.shu.com.    IN    A    215.74.146.60
wqagvxpu.www.shu.com.    IN    A    39.48.212.115
dnfuqwob.www.shu.com.    IN    A    48.121.189.117
fbmhiqsg.www.shu.com.    IN    A    24.218.43.158
vnisytwg.www.shu.com.    IN    A    219.41.50.114
mugrqnoh.www.shu.com.    IN    A    131.12.126.255
mcwfudgq.www.shu.com.    IN    A    107.229.61.253
gavdrwlt.www.shu.com.    IN    A    50.203.141.86
fpkmscgj.www.shu.com.    IN    A    11.24.192.76
agqrsuwb.www.shu.com.    IN    A    172.31.113.209
enxalpmt.www.shu.com.    IN    A    86.58.136.24
rjyenhat.www.shu.com.    IN    A    24.232.137.201
fmwtsicb.www.shu.com.    IN    A    84.1.207.125
iertuxka.www.shu.com.    IN    A    68.209.130.75
npmexdkj.www.shu.com.    IN    A    232.176.182.160
jirgwdoy.www.shu.com.    IN    A    134.108.226.8
pndfyisw.www.shu.com.    IN    A    57.240.158.227
dthcxlqw.www.shu.com.    IN    A    97.60.147.18
fxyjhomk.www.shu.com.    IN    A    175.9.203.84
nlkmfuhc.www.shu.com.    IN    A    148.77.90.243
xeywtmhl.www.shu.com.    IN    A    204.100.185.242
chutmbed.www.shu.com.    IN    A    233.169.250.209
qydvafgx.www.shu.com.    IN    A    155.147.236.11
geandmqb.www.shu.com.    IN    A    214.8.245.83
kinhumlt.www.shu.com.    IN    A    106.22.114.161
ymfeluxw.www.shu.com.    IN    A    207.217.101.210
qunmgeyp.www.shu.com.    IN    A    200.175.68.71
kxhcgqav.www.shu.com.    IN    A    97.47.131.182
hgisbfxq.www.shu.com.    IN    A    184.167.9.224
iyeptcks.www.shu.com.    IN    A    104.4.220.105
tmwjqkys.www.shu.com.    IN    A    42.233.254.96
tgyodvsq.www.shu.com.    IN    A    75.203.143.216
olbfcraq.www.shu.com.    IN    A    193.200.120.122
bdowjyfi.www.shu.com.    IN    A    141.48.51.51
bdrveyjf.www.shu.com.    IN    A    177.69.94.86
fsodaiem.www.shu.com.    IN    A    137.110.233.156
vwpqomhi.www.shu.com.    IN    A    160.222.25.117
vnkrleya.www.shu.com.    IN    A    102.226.216.198
xcesgvqo.www.shu.com.    IN    A    156.3.47.136
kguadqln.www.shu.com.    IN    A    39.139.207.222
vctndjsa.www.shu.com.    IN    A    140.120.67.249
ptruwhca.www.shu.com.    IN    A    72.86.137.28
uwejlkct.www.shu.com.    IN    A    246.119.76.225
kvcqatle.www.shu.com.    IN    A    74.38.86.127
nlxabmqf.www.shu.com.    IN    A    72.176.137.76
xyanvklo.www.shu.com.    IN    A    104.192.1.118
tfjkmvdl.www.shu.com.    IN    A    93.206.205.63
gjwufvsy.www.shu.com.    IN    A    201.95.84.65
nsilqghb.www.shu.com.    IN    A    73.37.106.151
usjolgpk.www.shu.com.    IN    A    194.5.9.173
aikwyltp.www.shu.com.    IN    A    86.15.132.165
wpfakyhj.www.shu.com.    IN    A    175.197.47.239
wxjmhsny.www.shu.com.    IN    A    196.197.22.58
wvstulbm.www.shu.com.    IN    A    239.103.9.197
icoptmxl.www.shu.com.    IN    A    113.128.251.189
ricwjyvq.www.shu.com.    IN    A    189.58.224.42
gesmdfih.www.shu.com.    IN    A    114.162.123.208
gxidjhuw.www.shu.com.    IN    A    185.61.109.171
kgrjacsx.www.shu.com.    IN    A    116.54.218.57
omgfpats.www.shu.com.    IN    A    128.42.204.19
vltebjic.www.shu.com.    IN    A    145.7.152.170
evrbplxc.www.shu.com.    IN    A    242.3.44.177
dornlvjg.www.shu.com.    IN    A    16.133.246.26
hbsqgtpw.www.shu.com.    IN    A    201.239.92.26
iorghebj.www.shu.com.    IN    A    84.32.220.116
hcidqerm.www.shu.com.    IN    A    14.203.240.74
shdobjlr.www.shu.com.    IN    A    188.241.136.253
muybvxgo.www.shu.com.    IN    A    222.144.91.231
lakwqdob.www.shu.com.    IN    A    211.14.8.60
ixmkturs.www.shu.com.    IN    A    119.157.126.21
btrfknei.www.shu.com.    IN    A    128.49.57.86
qhfoisbl.www.shu.com.    IN    A    125.222.225.242
dtagflbj.www.shu.com.    IN    A    143.248.188.74
asucwhip.www.shu.com.    IN    A    64.136.181.152
xvchwptk.www.shu.com.    IN    A    245.9.11.51
xvisufaj.www.shu.com.    IN    A    242.150.252.228
cjgitpso.www.shu.com.    IN    A    219.10.198.109
sqgupwvj.www.shu.com.    IN    A    8.124.33.46
jfemoaiu.www.shu.com.    IN    A    27.46.74.144
adocwrmn.www.shu.com.    IN    A    64.23.176.215
tnidalhc.www.shu.com.    IN    A    227.46.86.87
jcrmseah.www.shu.com.    IN    A    71.179.213.204
eurxdvja.www.shu.com.    IN    A    58.70.16.57
lpwcyitm.www.shu.com.    IN    A    149.147.91.65
iwuclmkd.www.shu.com.    IN    A    5.114.48.38
ycdsbpim.www.shu.com.    IN    A    212.48.106.94
cxniqbjv.www.shu.com.    IN    A    204.76.116.160
vfitcrao.www.shu.com.    IN    A    238.56.192.18
bvsmgift.www.shu.com.    IN    A    203.5.47.43
oahbdcxy.www.shu.com.    IN    A    146.213.20.36
qbnydmov.www.shu.com.    IN    A    254.115.141.125
cuoyvrwn.www.shu.com.    IN    A    37.122.136.198
necyqlui.www.shu.com.    IN    A    129.198.128.226
egwjcaob.www.shu.com.    IN    A    1.103.224.58
kdqasxwu.www.shu.com.    IN    A    51.15.202.101
cgsjqfve.www.shu.com.    IN    A    177.201.32.184
aifbgjdc.www.shu.com.    IN    A    187.62.139.89
bmxgsupy.www.shu.com.    IN    A    183.70.253.26
exrsmwui.www.shu.com.    IN    A    77.79.190.192
jqapovkn.www.shu.com.    IN    A    42.199.157.132
hajlxcsw.www.shu.com.    IN    A    91.205.148.27
hsmfavpk.www.shu.com.    IN    A    165.211.141.241
yudhxwpi.www.shu.com.    IN    A    13.159.85.25
iabrqlov.www.shu.com.    IN    A    87.189.9.69
joxmrdgl.www.shu.com.    IN    A    148.26.58.102
hgfunjiv.www.shu.com.    IN    A    196.183.115.43
xwrhpvos.www.shu.com.    IN    A    48.186.147.128
aurwpekq.www.shu.com.    IN    A    191.82.91.39
yuwvtqln.www.shu.com.    IN    A    53.120.23.119
vijrbqpu.www.shu.com.    IN    A    121.235.205.23
mewubjna.www.shu.com.    IN    A    26.183.221.135
rhqbwnts.www.shu.com.    IN    A    110.14.102.165
agbmnryf.www.shu.com.    IN    A    114.239.141.63
ejtwfrky.www.shu.com.    IN    A    125.236.196.75
pkovuhax.www.shu.com.    IN    A    177.8.103.107
tbrickvf.www.shu.com.    IN    A    203.149.186.211
kdhacnrg.www.shu.com.    IN    A    49.63.38.171
kjmanpxc.www.shu.com.    IN    A    210.115.14.122
yguntfci.www.shu.com.    IN    A    175.99.100.29
fxhajdbs.www.shu.com.    IN    A    30.149.194.13
rscweqbj.www.shu.com.    IN    A    120.133.103.115
oqhknmts.www.shu.com.    IN    A    14.196.34.147
icbsmyle.www.shu.com.    IN    A    147.111.75.70
wxcrqyjp.www.shu.com.    IN    A    241.77.228.59
xhwqulst.www.shu.com.    IN    A    49.83.124.80
jrgmenia.www.shu.com.    IN    A    102.17.170.117
xmkbinoe.www.shu.com.    IN    A    44.140.251.228
ykujacln.www.shu.com.    IN    A    200.86.98.193
qvakhedm.www.shu.com.    IN    A    114.63.190.56
jlmdtuof.www.shu.com.    IN    A    97.42.140.0
yfibosnh.www.shu.com.    IN    A    71.177.234.115
wksebrom.www.shu.com.    IN    A    221.7.242.224
gwdjvaci.www.shu.com.    IN    A    58.195.120.67
sdaycglt.www.shu.com.    IN    A    72.36.254.103
jyuxshrp.www.shu.com.    IN    A    4.27.133.153
wudsrpji.www.shu.com.    IN    A    8.96.231.61
xtbwkqgy.www.shu.com.    IN    A    234.101.131.74
gihkxalq.www.shu.com.    IN    A    24.230.57.172
xbgkmlye.www.shu.com.    IN    A    181.55.46.96
thwocyje.www.shu.com.    IN    A    61.197.186.101
oyuigpxq.www.shu.com.    IN    A    66.78.181.114
ikvbuprw.www.shu.com.    IN    A    253.27.28.172
ajmgdhye.www.shu.com.    IN    A    253.71.41.127
nkubjqgi.www.shu.com.    IN    A    194.63.134.195
cwuepytr.www.shu.com.    IN    A    254.43.96.98
hcnmjpkb.www.shu.com.    IN    A    84.206.239.152
xdcoqkml.www.shu.com.    IN    A    174.220.37.146
ryqwvkim.www.shu.com.    IN    A    132.91.243.80
mxgvfasw.www.shu.com.    IN    A    155.248.246.2
rwlfxdcm.www.shu.com.    IN    A    203.133.68.167
luibsvof.www.shu.com.    IN    A    14.60.46.248
txeqduan.www.shu.com.    IN    A    166.21.33.229
kqbucrsv.www.shu.com.    IN    A    220.176.35.43
sdiqaunr.www.shu.com.    IN    A    232.229.162.48
colwymph.www.shu.com.    IN    A    246.20.47.140
njlixvyb.www.shu.com.    IN    A    217.27.136.81
