math.pku.com.	14400	IN	SOA	ns1.math.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
math.pku.com.		    IN	NS ns1.math.pku.com.
dprexjft.math.pku.com.   IN    A    119.151.6.192
adxkmgys.math.pku.com.   IN    A    218.73.241.222
dwyroihk.math.pku.com.   IN    A    198.8.195.197
pwhgutmj.math.pku.com.   IN    A    58.18.220.199
pafluomw.math.pku.com.   IN    A    175.198.121.83
xqpnerjm.math.pku.com.   IN    A    7.17.65.93
rpaxvunt.math.pku.com.   IN    A    160.138.2.166
tqlrshuj.math.pku.com.   IN    A    84.162.177.220
lemcyuvi.math.pku.com.   IN    A    214.176.178.239
sirlbqgv.math.pku.com.   IN    A    209.60.75.72
supwcvei.math.pku.com.   IN    A    207.17.101.47
fjuicgea.math.pku.com.   IN    A    177.98.215.53
sytpwnqe.math.pku.com.   IN    A    155.26.152.6
prtuqwax.math.pku.com.   IN    A    125.205.17.109
lyhdfkmt.math.pku.com.   IN    A    232.215.245.110
nvcyurkt.math.pku.com.   IN    A    250.13.127.249
aqbnpgly.math.pku.com.   IN    A    236.152.122.121
wbcqhrje.math.pku.com.   IN    A    207.161.24.180
nywhrlqa.math.pku.com.   IN    A    96.53.251.83
fjqexbnt.math.pku.com.   IN    A    72.94.96.45
deujomlv.math.pku.com.   IN    A    16.86.175.246
gidncbqr.math.pku.com.   IN    A    44.229.70.161
icetxbhv.math.pku.com.   IN    A    111.188.79.138
stlajfnk.math.pku.com.   IN    A    228.230.126.240
cjvpmdaq.math.pku.com.   IN    A    98.11.124.246
wadbyfjl.math.pku.com.   IN    A    192.100.85.58
hlunvwif.math.pku.com.   IN    A    216.214.153.217
yhvaqbnl.math.pku.com.   IN    A    144.77.220.11
pjxfnats.math.pku.com.   IN    A    12.194.34.42
kwirdfqo.math.pku.com.   IN    A    53.135.188.116
xkwughto.math.pku.com.   IN    A    46.167.177.71
cgdxshmu.math.pku.com.   IN    A    132.148.210.128
adnsvjce.math.pku.com.   IN    A    67.227.176.45
lbmngurt.math.pku.com.   IN    A    94.13.42.26
wrmfpxoc.math.pku.com.   IN    A    210.132.140.38
ulsopcmh.math.pku.com.   IN    A    88.215.58.139
nrlaxect.math.pku.com.   IN    A    25.209.239.153
svbpxrwg.math.pku.com.   IN    A    231.25.11.80
bpslnxuh.math.pku.com.   IN    A    24.86.65.36
cqkmjvef.math.pku.com.   IN    A    228.242.106.136
qjruisev.math.pku.com.   IN    A    4.43.216.28
hlrpyawb.math.pku.com.   IN    A    130.227.55.16
fpnmdvwb.math.pku.com.   IN    A    35.116.30.170
rcgbalxo.math.pku.com.   IN    A    40.62.63.235
nhrfepcq.math.pku.com.   IN    A    39.139.124.154
bhdautgn.math.pku.com.   IN    A    231.68.208.70
tfexdali.math.pku.com.   IN    A    35.130.44.99
ebirmoay.math.pku.com.   IN    A    232.143.218.3
wpmcoxgr.math.pku.com.   IN    A    194.108.66.76
rsfxvhuj.math.pku.com.   IN    A    7.154.51.77
cjhwiytr.math.pku.com.   IN    A    104.16.75.192
bsrcvmye.math.pku.com.   IN    A    117.145.86.150
xnomkstg.math.pku.com.   IN    A    233.76.59.184
pkmfeuqi.math.pku.com.   IN    A    120.149.234.248
njqphgax.math.pku.com.   IN    A    74.160.144.187
qubxrvsh.math.pku.com.   IN    A    5.243.211.166
ewpslhut.math.pku.com.   IN    A    144.98.167.211
ujdpfsan.math.pku.com.   IN    A    13.93.162.114
rajuhmtg.math.pku.com.   IN    A    108.249.252.82
opauetci.math.pku.com.   IN    A    14.229.117.153
vmscnlgy.math.pku.com.   IN    A    140.9.32.51
nexpyjsw.math.pku.com.   IN    A    184.35.184.218
vgtcslwj.math.pku.com.   IN    A    191.146.87.143
ehlcgxym.math.pku.com.   IN    A    222.68.255.143
jawsgfup.math.pku.com.   IN    A    186.243.59.60
hybeujqg.math.pku.com.   IN    A    226.205.187.52
cinpxdae.math.pku.com.   IN    A    101.87.211.43
kynwluob.math.pku.com.   IN    A    189.168.150.46
khadtsnf.math.pku.com.   IN    A    20.57.87.142
mnatxjil.math.pku.com.   IN    A    136.243.87.124
ehtvnyxj.math.pku.com.   IN    A    177.55.37.135
olfuyxag.math.pku.com.   IN    A    101.0.92.216
agluyfkb.math.pku.com.   IN    A    210.58.16.88
njbucmfx.math.pku.com.   IN    A    230.135.235.204
wfgyrict.math.pku.com.   IN    A    52.58.203.108
ugtslqpa.math.pku.com.   IN    A    201.172.92.35
dctlupvw.math.pku.com.   IN    A    88.119.8.239
gyslwxvb.math.pku.com.   IN    A    170.16.55.50
gkaftcqw.math.pku.com.   IN    A    241.90.21.245
xifjdkac.math.pku.com.   IN    A    149.191.191.109
unhakwvl.math.pku.com.   IN    A    170.181.163.15
lfkucdqh.math.pku.com.   IN    A    76.81.85.92
jtloybas.math.pku.com.   IN    A    91.47.12.156
qjaevdwl.math.pku.com.   IN    A    50.220.240.136
bdplnjwv.math.pku.com.   IN    A    94.24.160.250
kghsoiny.math.pku.com.   IN    A    255.133.28.14
vudlbcia.math.pku.com.   IN    A    4.223.27.36
cmdfyxoa.math.pku.com.   IN    A    246.56.196.30
ljmwrvbo.math.pku.com.   IN    A    101.243.10.27
dmlipfsy.math.pku.com.   IN    A    54.178.57.175
ahfnjewb.math.pku.com.   IN    A    189.208.18.113
kmiebvly.math.pku.com.   IN    A    178.239.88.227
vwhgmabu.math.pku.com.   IN    A    219.211.111.82
xnlgeopw.math.pku.com.   IN    A    205.139.162.143
vrxmogkq.math.pku.com.   IN    A    187.4.191.65
yfqrbiun.math.pku.com.   IN    A    95.191.243.180
ysxnrtma.math.pku.com.   IN    A    98.212.45.136
bghkxsnc.math.pku.com.   IN    A    122.68.61.228
jprshtdc.math.pku.com.   IN    A    181.196.40.75
epfyiajh.math.pku.com.   IN    A    6.149.198.53
enywqgxj.math.pku.com.   IN    A    59.108.202.74
ktngcpem.math.pku.com.   IN    A    153.188.95.112
nqdkasjb.math.pku.com.   IN    A    225.66.35.195
jepxvilg.math.pku.com.   IN    A    246.183.237.154
xdyjfcgl.math.pku.com.   IN    A    140.29.195.254
ywnkscmq.math.pku.com.   IN    A    178.130.224.194
rdfghtjm.math.pku.com.   IN    A    22.68.1.147
lhtbynax.math.pku.com.   IN    A    184.53.254.157
xlbjdyhf.math.pku.com.   IN    A    198.77.131.84
gprohnew.math.pku.com.   IN    A    189.179.171.155
qwcmiytn.math.pku.com.   IN    A    169.70.133.103
pqhgobit.math.pku.com.   IN    A    183.78.148.182
mekatxdv.math.pku.com.   IN    A    150.139.165.3
gfpxesab.math.pku.com.   IN    A    3.109.110.251
wcskqfem.math.pku.com.   IN    A    235.3.90.181
hmcgrfvd.math.pku.com.   IN    A    214.141.53.200
psgeidnm.math.pku.com.   IN    A    219.25.194.44
fdovkxcm.math.pku.com.   IN    A    125.60.40.165
bweptdqo.math.pku.com.   IN    A    184.166.23.251
bkhgaxcl.math.pku.com.   IN    A    44.136.195.72
metrfolc.math.pku.com.   IN    A    6.52.123.11
cjgovksb.math.pku.com.   IN    A    82.35.132.110
qlfnhyup.math.pku.com.   IN    A    139.246.76.206
tblpvncr.math.pku.com.   IN    A    188.216.161.199
gowhumjq.math.pku.com.   IN    A    213.28.26.165
voidwtjf.math.pku.com.   IN    A    10.37.164.196
qgavjrdk.math.pku.com.   IN    A    13.215.178.249
aslvyedk.math.pku.com.   IN    A    83.187.76.12
dcblofxh.math.pku.com.   IN    A    151.203.36.86
eubgajoc.math.pku.com.   IN    A    178.214.203.112
pgfonyxb.math.pku.com.   IN    A    255.117.89.65
cwgjbelu.math.pku.com.   IN    A    197.211.97.215
pvhqjmys.math.pku.com.   IN    A    46.189.115.17
mntdvslh.math.pku.com.   IN    A    87.184.17.94
xmsepqrl.math.pku.com.   IN    A    120.10.5.220
mxjcuhfd.math.pku.com.   IN    A    40.243.139.80
mjtohkcv.math.pku.com.   IN    A    71.21.8.38
qvynugio.math.pku.com.   IN    A    197.173.247.37
ypnsbvth.math.pku.com.   IN    A    22.204.250.26
oqahmeyk.math.pku.com.   IN    A    88.133.221.64
korewhsx.math.pku.com.   IN    A    74.190.17.84
nfibwqju.math.pku.com.   IN    A    111.0.202.114
lwvejuqh.math.pku.com.   IN    A    210.153.58.109
rmufoasl.math.pku.com.   IN    A    77.70.137.147
oqbgnhsl.math.pku.com.   IN    A    0.153.61.133
viyebjmf.math.pku.com.   IN    A    53.126.194.106
sptwvlre.math.pku.com.   IN    A    20.66.94.166
vrgqmfcd.math.pku.com.   IN    A    0.248.208.48
xvkgiyou.math.pku.com.   IN    A    23.210.219.1
xvoatkhl.math.pku.com.   IN    A    40.117.30.118
pcgxokjq.math.pku.com.   IN    A    156.139.135.126
gdeulasp.math.pku.com.   IN    A    123.107.92.170
bltypeju.math.pku.com.   IN    A    177.204.142.92
jhldxqti.math.pku.com.   IN    A    114.83.61.3
gkmfyqew.math.pku.com.   IN    A    159.147.115.251
kaoyhmri.math.pku.com.   IN    A    117.209.106.114
vmjfhdqy.math.pku.com.   IN    A    65.130.80.254
pxvajodl.math.pku.com.   IN    A    62.166.211.47
yxiptewd.math.pku.com.   IN    A    232.56.26.43
tpnwagqm.math.pku.com.   IN    A    196.168.56.220
pyqflagc.math.pku.com.   IN    A    235.62.242.13
sqiuvjbg.math.pku.com.   IN    A    147.106.194.199
ywiaukfx.math.pku.com.   IN    A    243.202.182.50
exnkgrvj.math.pku.com.   IN    A    184.56.79.192
vprylcdo.math.pku.com.   IN    A    50.175.19.3
eyuiwcsr.math.pku.com.   IN    A    179.30.79.166
sevyfgmb.math.pku.com.   IN    A    93.146.243.29
vbqjrcox.math.pku.com.   IN    A    211.162.119.126
hdqbsfgx.math.pku.com.   IN    A    66.137.232.91
qsoywtgv.math.pku.com.   IN    A    93.108.128.91
nkiqydxj.math.pku.com.   IN    A    143.61.155.177
jcaukmlx.math.pku.com.   IN    A    141.93.14.237
liedcwnu.math.pku.com.   IN    A    218.110.82.171
neigvcxt.math.pku.com.   IN    A    66.102.169.157
oncfmjxe.math.pku.com.   IN    A    159.88.110.171
fumpwesv.math.pku.com.   IN    A    135.15.34.242
unrklweg.math.pku.com.   IN    A    142.41.179.250
mrkbwlga.math.pku.com.   IN    A    58.171.191.59
ftwlmdrn.math.pku.com.   IN    A    245.57.172.66
qomeawjg.math.pku.com.   IN    A    68.163.138.116
xgcpqskf.math.pku.com.   IN    A    32.138.174.254
dcgjiekw.math.pku.com.   IN    A    221.204.5.149
lxmgcqwu.math.pku.com.   IN    A    218.122.54.76
utrbpamj.math.pku.com.   IN    A    52.49.79.96
xujwevqk.math.pku.com.   IN    A    239.27.97.155
flxirhem.math.pku.com.   IN    A    179.136.120.110
udbgckaq.math.pku.com.   IN    A    198.226.13.250
knlqfehu.math.pku.com.   IN    A    39.239.192.246
gneyaxcq.math.pku.com.   IN    A    176.57.241.201
kqfvbuys.math.pku.com.   IN    A    4.162.198.105
yiupfqng.math.pku.com.   IN    A    231.204.89.167
ovtqdbgm.math.pku.com.   IN    A    37.15.102.222
uohgwjfc.math.pku.com.   IN    A    120.8.46.240
vbjufspl.math.pku.com.   IN    A    208.89.27.164
spqrmcok.math.pku.com.   IN    A    107.55.4.231
xlcwnfge.math.pku.com.   IN    A    238.107.187.127
budxkcsm.math.pku.com.   IN    A    129.162.189.179
jioabxky.math.pku.com.   IN    A    148.118.138.195
hmqugstr.math.pku.com.   IN    A    140.61.40.254
rktqflad.math.pku.com.   IN    A    147.211.195.214
stomvhnk.math.pku.com.   IN    A    162.134.239.122
rqpfojuy.math.pku.com.   IN    A    112.87.155.163
brupdoiy.math.pku.com.   IN    A    113.245.87.134
atkvyrqm.math.pku.com.   IN    A    239.160.158.124
wyxqtpvf.math.pku.com.   IN    A    245.162.50.77
rcithmvy.math.pku.com.   IN    A    47.144.75.183
borqcift.math.pku.com.   IN    A    193.244.231.86
nmadxpir.math.pku.com.   IN    A    180.201.25.22
ioelkjcs.math.pku.com.   IN    A    161.192.84.4
afmqgyic.math.pku.com.   IN    A    79.39.171.18
miodbkes.math.pku.com.   IN    A    134.145.80.123
kbflmqoe.math.pku.com.   IN    A    174.30.181.73
hjnelotv.math.pku.com.   IN    A    2.97.156.238
qjfgsulk.math.pku.com.   IN    A    230.178.195.191
nqopehjd.math.pku.com.   IN    A    44.228.224.233
gxyljsiw.math.pku.com.   IN    A    47.17.91.251
alhjeost.math.pku.com.   IN    A    44.47.188.70
almeujxp.math.pku.com.   IN    A    35.135.53.122
wyoaidhq.math.pku.com.   IN    A    34.30.229.92
eodktipy.math.pku.com.   IN    A    115.40.177.20
nkgeslqw.math.pku.com.   IN    A    62.254.45.191
voyhglkn.math.pku.com.   IN    A    65.92.235.59
niwobtxu.math.pku.com.   IN    A    184.75.181.185
blqspiyv.math.pku.com.   IN    A    10.118.141.13
jkaodcsi.math.pku.com.   IN    A    234.87.10.18
svoyprik.math.pku.com.   IN    A    47.243.164.186
bjedaflu.math.pku.com.   IN    A    130.217.134.238
kebiogrv.math.pku.com.   IN    A    42.60.10.202
kwnaejui.math.pku.com.   IN    A    34.44.139.108
xmfptecj.math.pku.com.   IN    A    191.157.102.126
jbhqrgpo.math.pku.com.   IN    A    40.159.61.246
bntcpgar.math.pku.com.   IN    A    186.170.84.203
sfonlhti.math.pku.com.   IN    A    22.193.205.204
rdowehgm.math.pku.com.   IN    A    185.77.127.98
mwoijrtk.math.pku.com.   IN    A    157.127.190.153
yditngoc.math.pku.com.   IN    A    247.82.230.87
oxdlhjqk.math.pku.com.   IN    A    138.201.143.31
ljhonvsr.math.pku.com.   IN    A    222.172.78.245
nltyfmdh.math.pku.com.   IN    A    27.91.71.153
kqfslcmj.math.pku.com.   IN    A    72.171.105.69
dpwvaobl.math.pku.com.   IN    A    103.106.125.123
xtlkenwh.math.pku.com.   IN    A    195.109.204.198
mhbygkwv.math.pku.com.   IN    A    187.185.36.37
gtnlfkom.math.pku.com.   IN    A    144.254.75.192
pkvjognw.math.pku.com.   IN    A    91.52.63.169
xyftpohi.math.pku.com.   IN    A    79.122.88.227
obvsldck.math.pku.com.   IN    A    8.212.12.234
vueoqkxr.math.pku.com.   IN    A    175.177.137.208
wsdptivu.math.pku.com.   IN    A    181.51.100.122
jwmouhri.math.pku.com.   IN    A    192.31.1.129
phuesmbv.math.pku.com.   IN    A    88.52.213.222
vsdpohug.math.pku.com.   IN    A    46.41.2.140
yrmfkhlx.math.pku.com.   IN    A    130.206.207.129
fedcvrto.math.pku.com.   IN    A    182.162.65.125
dfycruae.math.pku.com.   IN    A    110.163.169.73
msyudrcx.math.pku.com.   IN    A    245.103.75.153
xlwacjtn.math.pku.com.   IN    A    89.85.9.13
mkrgvylc.math.pku.com.   IN    A    64.54.10.79
djqgbspo.math.pku.com.   IN    A    130.57.223.177
kbgfoayx.math.pku.com.   IN    A    131.198.191.190
hjtopuir.math.pku.com.   IN    A    29.18.241.168
iwnsekav.math.pku.com.   IN    A    83.173.79.138
icqbknef.math.pku.com.   IN    A    235.90.255.3
pjuqbvmr.math.pku.com.   IN    A    65.140.193.247
wrgidvqa.math.pku.com.   IN    A    217.102.101.32
tuhmypnf.math.pku.com.   IN    A    75.237.7.160
qfjugpcv.math.pku.com.   IN    A    101.33.68.188
wdgnyxsa.math.pku.com.   IN    A    9.1.184.155
cmxwikfo.math.pku.com.   IN    A    16.227.63.6
tfsyhkqp.math.pku.com.   IN    A    253.0.80.124
psqhywno.math.pku.com.   IN    A    28.92.3.44
rdjaelkm.math.pku.com.   IN    A    146.16.187.232
tishjclu.math.pku.com.   IN    A    168.8.207.130
endircfp.math.pku.com.   IN    A    231.218.42.236
nicjqovt.math.pku.com.   IN    A    66.125.198.101
ohginswc.math.pku.com.   IN    A    84.255.76.88
phyfbosu.math.pku.com.   IN    A    212.51.106.201
wkmqxenu.math.pku.com.   IN    A    158.155.173.101
lmcdkiuw.math.pku.com.   IN    A    60.2.86.254
awvqmhrt.math.pku.com.   IN    A    119.35.121.109
wdiejvrn.math.pku.com.   IN    A    60.195.147.167
auqydmcg.math.pku.com.   IN    A    45.182.22.26
vjumahqd.math.pku.com.   IN    A    209.236.15.8
bkajwgcq.math.pku.com.   IN    A    249.247.57.208
tgwshlkq.math.pku.com.   IN    A    148.149.229.64
mnafevwo.math.pku.com.   IN    A    192.221.93.132
qrpetbma.math.pku.com.   IN    A    70.152.18.0
nthouwgx.math.pku.com.   IN    A    218.241.93.42
xhgdivuc.math.pku.com.   IN    A    39.171.250.143
ygvakifh.math.pku.com.   IN    A    223.164.52.149
jvrdfshx.math.pku.com.   IN    A    182.16.104.15
surofxec.math.pku.com.   IN    A    86.74.240.190
bsnvaiup.math.pku.com.   IN    A    28.3.102.198
xjayuptq.math.pku.com.   IN    A    108.89.243.109
wlpeqros.math.pku.com.   IN    A    69.95.91.218
igaponhr.math.pku.com.   IN    A    57.206.98.247
rhlfudet.math.pku.com.   IN    A    80.161.183.139
dmfwbqgr.math.pku.com.   IN    A    161.172.99.193
cxubstgo.math.pku.com.   IN    A    29.72.241.0
vwgcuoxi.math.pku.com.   IN    A    169.164.238.206
xvaukqby.math.pku.com.   IN    A    235.223.4.206
waqxpcuy.math.pku.com.   IN    A    147.123.9.102
ypinuagq.math.pku.com.   IN    A    38.174.164.232
dgnoqbsc.math.pku.com.   IN    A    128.185.208.146
fqxtaopg.math.pku.com.   IN    A    142.95.179.63
etnrghlf.math.pku.com.   IN    A    85.35.120.172
geqtymdl.math.pku.com.   IN    A    152.37.57.36
hrkcwdat.math.pku.com.   IN    A    185.208.123.243
jyohpxfr.math.pku.com.   IN    A    72.58.135.51
qrhcujsb.math.pku.com.   IN    A    73.202.182.52
jdricvsf.math.pku.com.   IN    A    210.60.170.129
lnoarhtk.math.pku.com.   IN    A    11.122.34.22
cyudgrqp.math.pku.com.   IN    A    86.253.83.63
pvesryif.math.pku.com.   IN    A    199.38.155.4
dciagvpn.math.pku.com.   IN    A    158.182.35.169
grakvpcf.math.pku.com.   IN    A    196.9.83.111
ijsecytq.math.pku.com.   IN    A    243.246.196.93
sdyoljfq.math.pku.com.   IN    A    10.117.112.18
sthuvedr.math.pku.com.   IN    A    177.101.250.224
alsqcdbu.math.pku.com.   IN    A    90.109.47.184
ewkuqdcm.math.pku.com.   IN    A    224.197.154.99
exupkbjq.math.pku.com.   IN    A    96.209.169.109
mnquwxbo.math.pku.com.   IN    A    208.213.254.252
spxlkwog.math.pku.com.   IN    A    37.195.137.157
dolgnsjf.math.pku.com.   IN    A    237.116.225.86
txuwvfbl.math.pku.com.   IN    A    47.86.107.67
pesqlfjw.math.pku.com.   IN    A    107.141.202.168
ovswxtle.math.pku.com.   IN    A    70.178.132.140
xvjohtkp.math.pku.com.   IN    A    26.159.57.81
dmvrsalg.math.pku.com.   IN    A    203.7.167.101
crqewlvi.math.pku.com.   IN    A    224.210.207.121
gypkrbxo.math.pku.com.   IN    A    209.94.73.56
lbxinshe.math.pku.com.   IN    A    239.13.23.45
hioynxql.math.pku.com.   IN    A    232.31.253.143
psocaxil.math.pku.com.   IN    A    134.253.6.250
rwvnpaxh.math.pku.com.   IN    A    8.149.150.229
qukrmjft.math.pku.com.   IN    A    253.222.131.70
pyoeasrg.math.pku.com.   IN    A    108.90.199.205
onautrpq.math.pku.com.   IN    A    61.52.6.196
rgvqnpof.math.pku.com.   IN    A    236.246.203.243
mnpuxftq.math.pku.com.   IN    A    157.76.232.236
eixrfsml.math.pku.com.   IN    A    186.182.27.123
xfoqpjsb.math.pku.com.   IN    A    66.212.233.189
hkemlijx.math.pku.com.   IN    A    178.62.73.105
mfwycblt.math.pku.com.   IN    A    38.34.36.66
lojrsdpu.math.pku.com.   IN    A    8.194.207.141
yplihoxf.math.pku.com.   IN    A    0.245.51.181
qkbpndtg.math.pku.com.   IN    A    150.92.40.204
ejgavufs.math.pku.com.   IN    A    9.214.203.71
figtjbak.math.pku.com.   IN    A    159.230.202.49
suchtvqk.math.pku.com.   IN    A    79.219.43.105
ktsmpnbj.math.pku.com.   IN    A    195.2.183.209
clsyonip.math.pku.com.   IN    A    48.112.37.79
vxsbkldq.math.pku.com.   IN    A    84.217.68.72
dqefhcbn.math.pku.com.   IN    A    131.28.58.94
rjgvkadp.math.pku.com.   IN    A    126.110.197.66
cxrbgdlm.math.pku.com.   IN    A    76.110.7.82
ucmnslvj.math.pku.com.   IN    A    28.23.184.233
wrodpbes.math.pku.com.   IN    A    96.104.182.20
yfjtchgw.math.pku.com.   IN    A    34.211.2.60
berlcajv.math.pku.com.   IN    A    61.14.57.166
aicernxy.math.pku.com.   IN    A    12.193.57.109
wexnivkt.math.pku.com.   IN    A    215.62.228.220
srdaojgi.math.pku.com.   IN    A    67.86.193.67
eybpmhos.math.pku.com.   IN    A    104.103.5.210
gefpvusk.math.pku.com.   IN    A    20.88.107.69
cpnaosvu.math.pku.com.   IN    A    248.31.214.72
uenpiwlb.math.pku.com.   IN    A    32.38.107.181
dkacobrp.math.pku.com.   IN    A    52.1.71.219
gnftokep.math.pku.com.   IN    A    183.242.97.98
fdnqytlg.math.pku.com.   IN    A    46.12.4.77
yfhuejvb.math.pku.com.   IN    A    172.57.250.3
pydcxsig.math.pku.com.   IN    A    10.205.62.194
coqahsfd.math.pku.com.   IN    A    97.240.128.225
xankuljg.math.pku.com.   IN    A    239.214.127.116
ksewlopr.math.pku.com.   IN    A    111.14.74.152
gntbrmvp.math.pku.com.   IN    A    65.0.189.197
mfwbvlhp.math.pku.com.   IN    A    223.250.27.97
tskirxag.math.pku.com.   IN    A    249.146.227.243
gpiksfow.math.pku.com.   IN    A    5.21.204.57
svxuojyi.math.pku.com.   IN    A    29.195.174.99
gpohxluy.math.pku.com.   IN    A    57.132.11.77
qewgfabn.math.pku.com.   IN    A    246.245.165.33
htpivfrc.math.pku.com.   IN    A    221.190.134.250
idcxyuja.math.pku.com.   IN    A    100.97.67.73
dmbpsnkg.math.pku.com.   IN    A    97.69.15.202
vsryqomi.math.pku.com.   IN    A    197.157.169.150
fewilruo.math.pku.com.   IN    A    34.38.25.129
fvlgxjwq.math.pku.com.   IN    A    123.51.138.152
heignskf.math.pku.com.   IN    A    100.193.210.69
rbpfxilw.math.pku.com.   IN    A    69.19.106.241
hewsqtxi.math.pku.com.   IN    A    86.178.131.234
ifrtjkdy.math.pku.com.   IN    A    57.45.236.150
ycoexmtj.math.pku.com.   IN    A    182.77.111.244
gmxropcq.math.pku.com.   IN    A    124.247.5.27
pigfybca.math.pku.com.   IN    A    144.178.228.149
nifoqrbt.math.pku.com.   IN    A    231.222.247.125
ycxfjmuk.math.pku.com.   IN    A    252.63.199.164
djnysmtr.math.pku.com.   IN    A    136.38.172.188
dsxwipjl.math.pku.com.   IN    A    132.175.111.71
hrbqfsce.math.pku.com.   IN    A    6.226.86.217
hvliknjm.math.pku.com.   IN    A    76.167.18.79
taxhwvec.math.pku.com.   IN    A    18.254.164.112
qcolbnkw.math.pku.com.   IN    A    28.19.116.41
lwpxbmvd.math.pku.com.   IN    A    123.131.78.152
gpxrvndk.math.pku.com.   IN    A    41.65.85.9
ciravsxj.math.pku.com.   IN    A    125.87.128.2
vditupeg.math.pku.com.   IN    A    243.235.33.221
