www.cqu.com. 	14400	IN	SOA	ns1.www.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
www.cqu.com.		    IN	NS ns1.www.cqu.com.
ideqvtmy.www.cqu.com.    IN    A    99.168.3.235
oeybdqiw.www.cqu.com.    IN    A    209.162.97.139
xcejokyw.www.cqu.com.    IN    A    249.196.100.243
xdqlousk.www.cqu.com.    IN    A    33.106.251.10
pwxkyfud.www.cqu.com.    IN    A    34.168.201.71
bviuofrx.www.cqu.com.    IN    A    23.90.167.29
vbimsrtl.www.cqu.com.    IN    A    41.40.64.20
iufecqyv.www.cqu.com.    IN    A    82.195.195.62
dnhtxwpu.www.cqu.com.    IN    A    16.182.60.26
eqxurldt.www.cqu.com.    IN    A    36.14.107.151
xqcmlobj.www.cqu.com.    IN    A    52.50.80.119
ajvotipk.www.cqu.com.    IN    A    206.213.0.69
ktsnqwep.www.cqu.com.    IN    A    117.25.229.252
tsjeokhb.www.cqu.com.    IN    A    48.245.235.191
kvsheufo.www.cqu.com.    IN    A    32.99.213.42
vhxcbrkf.www.cqu.com.    IN    A    153.117.189.221
ivluegfa.www.cqu.com.    IN    A    152.214.107.215
yechmpxs.www.cqu.com.    IN    A    197.177.143.192
chutqibg.www.cqu.com.    IN    A    91.11.137.10
mlojdhiq.www.cqu.com.    IN    A    7.212.109.42
hfgwasvy.www.cqu.com.    IN    A    212.33.99.85
acmuivln.www.cqu.com.    IN    A    101.227.128.96
lhkygmpv.www.cqu.com.    IN    A    145.32.17.138
docfatiw.www.cqu.com.    IN    A    191.37.234.235
cobuwqly.www.cqu.com.    IN    A    225.168.1.180
kwvrldym.www.cqu.com.    IN    A    115.178.193.186
toxshrpk.www.cqu.com.    IN    A    159.199.254.184
ayemofkg.www.cqu.com.    IN    A    246.239.31.173
jlaogims.www.cqu.com.    IN    A    166.16.6.233
xtkrqgvo.www.cqu.com.    IN    A    251.140.203.136
cvgiemdn.www.cqu.com.    IN    A    142.20.141.246
whvuigsq.www.cqu.com.    IN    A    177.160.79.20
avscmfoq.www.cqu.com.    IN    A    174.194.2.80
dpneqraf.www.cqu.com.    IN    A    116.79.99.81
yqmfgcjx.www.cqu.com.    IN    A    166.30.192.214
dgaipmsl.www.cqu.com.    IN    A    44.181.5.38
tgpfhdiv.www.cqu.com.    IN    A    178.44.76.231
cvpjeldw.www.cqu.com.    IN    A    189.55.214.153
rdxjfecg.www.cqu.com.    IN    A    192.146.110.210
orckqils.www.cqu.com.    IN    A    193.100.175.201
oxhjpayq.www.cqu.com.    IN    A    121.71.21.245
eibjvtcd.www.cqu.com.    IN    A    36.80.176.153
fqrvtcxn.www.cqu.com.    IN    A    55.252.187.52
gvucxnko.www.cqu.com.    IN    A    126.137.224.109
cythjgrm.www.cqu.com.    IN    A    76.104.48.128
cerdijka.www.cqu.com.    IN    A    32.249.27.84
rfmnlikg.www.cqu.com.    IN    A    162.199.55.39
ivhqjcgr.www.cqu.com.    IN    A    137.31.94.6
tlsvwigh.www.cqu.com.    IN    A    74.61.222.112
ihtuwbre.www.cqu.com.    IN    A    99.167.79.143
hyxvdtka.www.cqu.com.    IN    A    30.73.15.28
dpvkifcg.www.cqu.com.    IN    A    208.83.159.88
pfmrxibl.www.cqu.com.    IN    A    75.75.178.48
liaxnrwj.www.cqu.com.    IN    A    110.170.158.142
lisptgnr.www.cqu.com.    IN    A    95.236.171.221
wqspyabm.www.cqu.com.    IN    A    217.75.253.153
fhjlwqre.www.cqu.com.    IN    A    122.31.59.25
hokmtbgr.www.cqu.com.    IN    A    49.19.62.89
ljpyscmx.www.cqu.com.    IN    A    72.247.97.46
eolcqbps.www.cqu.com.    IN    A    2.147.125.178
uiekoxyg.www.cqu.com.    IN    A    157.150.44.160
nqeucyso.www.cqu.com.    IN    A    155.17.148.188
yehmjwnq.www.cqu.com.    IN    A    133.51.206.199
vpokimxe.www.cqu.com.    IN    A    31.183.22.88
uborfkxa.www.cqu.com.    IN    A    104.198.232.76
esdmocbp.www.cqu.com.    IN    A    126.110.17.140
cvdqbeum.www.cqu.com.    IN    A    99.168.46.5
pqysvudn.www.cqu.com.    IN    A    50.19.42.236
vhjdxrek.www.cqu.com.    IN    A    82.161.77.55
mwbqsnft.www.cqu.com.    IN    A    109.208.79.207
vbywhniu.www.cqu.com.    IN    A    47.72.136.105
jcupxwhg.www.cqu.com.    IN    A    156.100.89.233
pqrneouc.www.cqu.com.    IN    A    125.155.29.153
blmsjqyh.www.cqu.com.    IN    A    105.158.244.181
evnsouat.www.cqu.com.    IN    A    149.5.202.225
aoedsxpc.www.cqu.com.    IN    A    253.122.115.73
jwuheapq.www.cqu.com.    IN    A    184.93.171.35
icfrqwea.www.cqu.com.    IN    A    9.219.40.173
lxeobsnh.www.cqu.com.    IN    A    218.10.131.239
jyxeungp.www.cqu.com.    IN    A    71.160.23.143
smatgrdu.www.cqu.com.    IN    A    99.216.76.147
ngwufskm.www.cqu.com.    IN    A    105.23.14.137
axucqbtw.www.cqu.com.    IN    A    100.114.149.2
ocyifnwa.www.cqu.com.    IN    A    80.190.132.82
nbtaevqp.www.cqu.com.    IN    A    19.73.6.170
tyfbukln.www.cqu.com.    IN    A    11.22.197.40
oenkabht.www.cqu.com.    IN    A    86.12.11.26
cqgxteum.www.cqu.com.    IN    A    157.117.236.130
lgpmoksv.www.cqu.com.    IN    A    65.93.241.51
edvcqbra.www.cqu.com.    IN    A    163.152.234.234
rsqhaybk.www.cqu.com.    IN    A    56.20.46.208
opbmjwfy.www.cqu.com.    IN    A    80.177.21.184
akjdtswv.www.cqu.com.    IN    A    189.108.107.249
pmgsroxc.www.cqu.com.    IN    A    163.182.103.92
jvonredm.www.cqu.com.    IN    A    13.109.149.54
pokamcgr.www.cqu.com.    IN    A    73.235.242.67
ouwsqvca.www.cqu.com.    IN    A    219.110.242.99
gbhsolcp.www.cqu.com.    IN    A    211.160.130.30
yhsmtpwx.www.cqu.com.    IN    A    10.157.25.96
elpbqcyi.www.cqu.com.    IN    A    191.31.203.241
ielfjxhy.www.cqu.com.    IN    A    192.181.68.14
xavgryhc.www.cqu.com.    IN    A    203.198.68.4
ustjhokn.www.cqu.com.    IN    A    82.176.138.20
cexqlvgi.www.cqu.com.    IN    A    21.254.30.146
cvpdaenf.www.cqu.com.    IN    A    255.204.57.255
adexmgwu.www.cqu.com.    IN    A    52.194.120.133
vxwtmusf.www.cqu.com.    IN    A    215.69.49.33
pngvxisl.www.cqu.com.    IN    A    1.17.84.77
nxvhorla.www.cqu.com.    IN    A    240.227.148.105
bmtqnhug.www.cqu.com.    IN    A    195.129.126.246
wyujamsp.www.cqu.com.    IN    A    55.67.45.71
wqxmghfi.www.cqu.com.    IN    A    153.90.88.72
hwgymvnp.www.cqu.com.    IN    A    4.175.215.55
bxjicrae.www.cqu.com.    IN    A    50.32.125.6
dqcaelut.www.cqu.com.    IN    A    79.238.126.91
fbkxtjgn.www.cqu.com.    IN    A    52.120.250.32
qidlynsu.www.cqu.com.    IN    A    211.242.50.37
xregidpy.www.cqu.com.    IN    A    164.183.44.96
toglkudi.www.cqu.com.    IN    A    149.253.233.96
koyavjgx.www.cqu.com.    IN    A    55.189.234.135
fewmilog.www.cqu.com.    IN    A    38.98.191.223
lpgvnfxb.www.cqu.com.    IN    A    52.135.25.123
ijxblect.www.cqu.com.    IN    A    172.42.64.97
cmsynteu.www.cqu.com.    IN    A    230.0.192.84
wdeatkgv.www.cqu.com.    IN    A    165.74.175.254
ugtmqcpb.www.cqu.com.    IN    A    7.0.61.157
ldhvtunc.www.cqu.com.    IN    A    250.157.224.11
kdqivjhe.www.cqu.com.    IN    A    149.218.235.167
ulyvkanq.www.cqu.com.    IN    A    34.124.67.170
gupbynvl.www.cqu.com.    IN    A    99.164.26.201
qbtvcfwm.www.cqu.com.    IN    A    236.214.40.114
cmanfxlv.www.cqu.com.    IN    A    241.3.237.174
skloibpe.www.cqu.com.    IN    A    162.70.55.86
klwjhmvf.www.cqu.com.    IN    A    16.208.79.114
qlupscfx.www.cqu.com.    IN    A    195.96.125.10
mgypdalr.www.cqu.com.    IN    A    172.126.105.115
pqsyolfu.www.cqu.com.    IN    A    147.13.18.92
owimjnve.www.cqu.com.    IN    A    65.225.54.84
amyuchwb.www.cqu.com.    IN    A    17.129.51.219
crimnpyj.www.cqu.com.    IN    A    55.24.90.132
vkrwhptx.www.cqu.com.    IN    A    100.200.110.137
muktxyps.www.cqu.com.    IN    A    245.94.13.162
dvfpskua.www.cqu.com.    IN    A    136.109.182.134
kjugymoc.www.cqu.com.    IN    A    151.251.143.23
kvxqfbci.www.cqu.com.    IN    A    228.106.148.60
pieybjlf.www.cqu.com.    IN    A    26.167.94.148
adoeugrh.www.cqu.com.    IN    A    78.22.129.236
ogadhskb.www.cqu.com.    IN    A    122.26.249.3
svahkmqo.www.cqu.com.    IN    A    160.30.23.207
tmucnvkf.www.cqu.com.    IN    A    234.18.79.51
lpkmrstu.www.cqu.com.    IN    A    8.107.185.28
lnevgima.www.cqu.com.    IN    A    132.230.168.195
xiregcmy.www.cqu.com.    IN    A    152.184.33.95
gqalkwdh.www.cqu.com.    IN    A    55.148.6.188
khndlqmu.www.cqu.com.    IN    A    112.31.147.120
cwetmbyi.www.cqu.com.    IN    A    77.132.57.103
ojicavde.www.cqu.com.    IN    A    12.237.117.162
aqtbcdyu.www.cqu.com.    IN    A    107.20.204.150
qpjlbitu.www.cqu.com.    IN    A    214.50.63.48
nqsmxtwg.www.cqu.com.    IN    A    211.29.129.168
bwjaxelo.www.cqu.com.    IN    A    188.78.215.247
tydbnsxq.www.cqu.com.    IN    A    57.207.51.143
xphgejdv.www.cqu.com.    IN    A    103.200.134.58
qmnosghu.www.cqu.com.    IN    A    18.25.31.61
wrotucja.www.cqu.com.    IN    A    160.201.134.146
ivrknlho.www.cqu.com.    IN    A    119.231.34.97
ehpndoxs.www.cqu.com.    IN    A    17.0.88.223
ckjinvfm.www.cqu.com.    IN    A    48.119.129.8
rudkobml.www.cqu.com.    IN    A    218.18.187.155
nlvdwjag.www.cqu.com.    IN    A    191.61.47.125
ypwrgbdq.www.cqu.com.    IN    A    134.121.232.111
gxwieydu.www.cqu.com.    IN    A    81.83.132.113
vdfonrya.www.cqu.com.    IN    A    237.18.32.133
tvdormsk.www.cqu.com.    IN    A    249.210.232.215
pewaimuf.www.cqu.com.    IN    A    12.142.226.241
wtphseud.www.cqu.com.    IN    A    72.71.81.167
whxaftic.www.cqu.com.    IN    A    197.80.88.227
wuxlkmnt.www.cqu.com.    IN    A    184.89.27.175
farjdkiu.www.cqu.com.    IN    A    232.70.64.119
oltrhgdk.www.cqu.com.    IN    A    122.192.56.142
wrygcplx.www.cqu.com.    IN    A    225.164.148.33
sigefopl.www.cqu.com.    IN    A    42.40.74.195
vtkwropn.www.cqu.com.    IN    A    72.102.24.68
sulrbakc.www.cqu.com.    IN    A    235.95.136.15
vgkpujmi.www.cqu.com.    IN    A    171.84.70.227
atpbxnrm.www.cqu.com.    IN    A    63.35.109.157
hoafjdxm.www.cqu.com.    IN    A    69.150.247.150
rvgytxjo.www.cqu.com.    IN    A    148.57.56.92
alixkrpf.www.cqu.com.    IN    A    187.237.202.208
drhtnjyo.www.cqu.com.    IN    A    220.9.113.116
chaipwgv.www.cqu.com.    IN    A    85.111.186.100
kwxbjlyh.www.cqu.com.    IN    A    185.104.167.34
ydspbqmn.www.cqu.com.    IN    A    0.80.106.223
gsjhawfm.www.cqu.com.    IN    A    150.100.13.174
wuirbfxv.www.cqu.com.    IN    A    160.192.240.184
ocjnudry.www.cqu.com.    IN    A    96.142.70.167
xrcjnkqs.www.cqu.com.    IN    A    16.240.154.122
usqlyixv.www.cqu.com.    IN    A    179.254.53.212
tfjodypc.www.cqu.com.    IN    A    82.206.55.49
epagwmyj.www.cqu.com.    IN    A    247.228.149.97
bfixskhr.www.cqu.com.    IN    A    88.171.50.172
svlkited.www.cqu.com.    IN    A    149.0.105.45
fjpesind.www.cqu.com.    IN    A    199.12.234.238
qokyujnv.www.cqu.com.    IN    A    155.37.236.237
refhwipx.www.cqu.com.    IN    A    235.165.127.248
rbigelto.www.cqu.com.    IN    A    57.154.99.117
oqflyvde.www.cqu.com.    IN    A    133.102.90.174
htjauvgd.www.cqu.com.    IN    A    252.79.214.73
ekycjowq.www.cqu.com.    IN    A    198.58.11.215
pnmjodhx.www.cqu.com.    IN    A    203.251.2.92
ixwyhdvl.www.cqu.com.    IN    A    30.228.7.14
ptcaklbq.www.cqu.com.    IN    A    187.34.203.52
jqubhdls.www.cqu.com.    IN    A    13.153.4.2
tusrwdyx.www.cqu.com.    IN    A    245.206.68.212
jabownlp.www.cqu.com.    IN    A    190.61.177.249
xvarjubp.www.cqu.com.    IN    A    227.82.147.183
vcdupoln.www.cqu.com.    IN    A    115.210.34.174
lqekswpf.www.cqu.com.    IN    A    51.120.183.232
kqhorvsl.www.cqu.com.    IN    A    177.85.192.82
fhklqmnb.www.cqu.com.    IN    A    105.77.202.171
mkpvaltd.www.cqu.com.    IN    A    156.232.149.119
tykfuivn.www.cqu.com.    IN    A    239.33.123.237
frmwjkoh.www.cqu.com.    IN    A    241.167.17.54
jhvyotfu.www.cqu.com.    IN    A    156.90.198.31
plmfhyra.www.cqu.com.    IN    A    20.83.223.169
cvisdehn.www.cqu.com.    IN    A    22.227.188.28
ygnjemkx.www.cqu.com.    IN    A    86.123.114.236
dlfbjonu.www.cqu.com.    IN    A    36.105.49.61
cqietyuk.www.cqu.com.    IN    A    135.205.122.139
ievylxod.www.cqu.com.    IN    A    237.87.209.98
akvyqfjl.www.cqu.com.    IN    A    185.46.89.243
tclhibad.www.cqu.com.    IN    A    101.22.233.236
lwxucify.www.cqu.com.    IN    A    187.63.69.174
qtxemfvi.www.cqu.com.    IN    A    185.176.179.21
lnwrodbk.www.cqu.com.    IN    A    238.90.30.184
ldfwvqoy.www.cqu.com.    IN    A    188.12.160.179
pniuyrcm.www.cqu.com.    IN    A    207.93.217.146
uypnfhbe.www.cqu.com.    IN    A    199.111.165.120
amchiryl.www.cqu.com.    IN    A    46.209.96.9
nlyfhbqc.www.cqu.com.    IN    A    29.43.191.3
sdxcbkng.www.cqu.com.    IN    A    31.255.22.133
qsyaocwj.www.cqu.com.    IN    A    25.238.66.120
soyvehrk.www.cqu.com.    IN    A    92.32.11.9
pxmcfboq.www.cqu.com.    IN    A    196.225.226.146
egxbshrp.www.cqu.com.    IN    A    74.86.34.138
mwfgsxhn.www.cqu.com.    IN    A    104.50.79.111
rutshdfa.www.cqu.com.    IN    A    163.70.160.142
mjarycxl.www.cqu.com.    IN    A    2.36.111.87
gjpdchlq.www.cqu.com.    IN    A    70.221.87.238
ymnrialk.www.cqu.com.    IN    A    35.134.200.233
bmpntdgh.www.cqu.com.    IN    A    206.203.48.199
ecpnrkqg.www.cqu.com.    IN    A    220.138.241.251
twsdnmjl.www.cqu.com.    IN    A    139.30.225.144
noeacbup.www.cqu.com.    IN    A    182.223.151.99
dlcuvkha.www.cqu.com.    IN    A    26.157.108.237
hlyjdmtr.www.cqu.com.    IN    A    198.112.11.167
scxdhtqb.www.cqu.com.    IN    A    121.84.161.58
xponugit.www.cqu.com.    IN    A    74.215.164.229
iwfgeoap.www.cqu.com.    IN    A    55.43.214.167
hjbiarnm.www.cqu.com.    IN    A    53.194.108.60
lycgphkd.www.cqu.com.    IN    A    175.46.41.219
ugoemwtb.www.cqu.com.    IN    A    187.68.170.198
bcvtynxl.www.cqu.com.    IN    A    142.188.61.182
cmebadfv.www.cqu.com.    IN    A    36.136.152.33
hxubiclm.www.cqu.com.    IN    A    142.55.202.212
enlhrsbw.www.cqu.com.    IN    A    155.35.75.28
thevfkbr.www.cqu.com.    IN    A    80.218.179.119
daskfpxy.www.cqu.com.    IN    A    255.197.115.99
ylshbijd.www.cqu.com.    IN    A    46.80.128.205
oxjtudkq.www.cqu.com.    IN    A    172.38.223.82
gcesrobh.www.cqu.com.    IN    A    159.139.132.37
arypxihs.www.cqu.com.    IN    A    52.181.133.50
eytrcopj.www.cqu.com.    IN    A    87.245.161.57
dpqmselk.www.cqu.com.    IN    A    10.154.154.205
nmhykqja.www.cqu.com.    IN    A    124.70.31.99
xqprvbnc.www.cqu.com.    IN    A    74.244.216.172
ykqbutel.www.cqu.com.    IN    A    246.229.81.124
ukjqmatb.www.cqu.com.    IN    A    157.17.227.10
smdyixtg.www.cqu.com.    IN    A    19.90.41.24
asgbhfjk.www.cqu.com.    IN    A    49.208.6.248
flgwedbm.www.cqu.com.    IN    A    205.41.150.25
jgvafyuo.www.cqu.com.    IN    A    136.46.56.214
xmsajflu.www.cqu.com.    IN    A    117.65.243.6
dyvnrahf.www.cqu.com.    IN    A    66.74.79.218
yjwlbcro.www.cqu.com.    IN    A    119.216.50.42
vheyxmsj.www.cqu.com.    IN    A    213.148.219.25
mydxeitf.www.cqu.com.    IN    A    162.161.232.83
bedafilu.www.cqu.com.    IN    A    68.233.116.113
vikyuthd.www.cqu.com.    IN    A    154.93.12.11
vsgxmflk.www.cqu.com.    IN    A    24.145.219.159
klgtxqwy.www.cqu.com.    IN    A    192.30.100.38
yfuihlbe.www.cqu.com.    IN    A    55.200.253.20
lmibnouj.www.cqu.com.    IN    A    249.173.6.154
inxrgmkb.www.cqu.com.    IN    A    210.73.41.27
ihumvfsp.www.cqu.com.    IN    A    178.81.55.100
rxdqnaul.www.cqu.com.    IN    A    49.32.52.138
mcnbtdvu.www.cqu.com.    IN    A    173.101.41.140
fgyorpel.www.cqu.com.    IN    A    216.157.224.41
evxskolr.www.cqu.com.    IN    A    7.88.112.35
gtkqhwyb.www.cqu.com.    IN    A    203.98.124.175
crvuwgox.www.cqu.com.    IN    A    121.42.168.98
fjtymacs.www.cqu.com.    IN    A    68.96.43.120
qsnbxylw.www.cqu.com.    IN    A    18.151.148.153
lkutswoy.www.cqu.com.    IN    A    216.156.214.61
eralcpgi.www.cqu.com.    IN    A    124.175.98.132
cakfbtdr.www.cqu.com.    IN    A    45.81.49.63
pveowtbl.www.cqu.com.    IN    A    177.162.100.74
tsxmiobq.www.cqu.com.    IN    A    140.222.13.128
dpalcvqr.www.cqu.com.    IN    A    134.110.69.188
ftgwlysc.www.cqu.com.    IN    A    208.91.97.98
gcvrtsky.www.cqu.com.    IN    A    238.253.77.130
kjslrngm.www.cqu.com.    IN    A    220.206.73.177
yvnteqod.www.cqu.com.    IN    A    6.34.47.165
mcgdxroy.www.cqu.com.    IN    A    38.58.153.7
toqedpkx.www.cqu.com.    IN    A    237.170.112.230
ekomlysq.www.cqu.com.    IN    A    110.237.219.79
odepjiaf.www.cqu.com.    IN    A    244.35.84.136
pgnlfiuh.www.cqu.com.    IN    A    61.15.44.69
bpqyuxch.www.cqu.com.    IN    A    98.56.219.193
linpqekv.www.cqu.com.    IN    A    69.184.226.9
cxwipgso.www.cqu.com.    IN    A    246.17.45.240
pauvlkyn.www.cqu.com.    IN    A    234.255.12.134
xgseoinm.www.cqu.com.    IN    A    248.50.174.57
fogtdsmc.www.cqu.com.    IN    A    100.233.85.110
ghikjxva.www.cqu.com.    IN    A    135.28.135.199
repksvhu.www.cqu.com.    IN    A    68.51.242.207
lefqhusb.www.cqu.com.    IN    A    231.131.67.183
ngricpth.www.cqu.com.    IN    A    17.220.245.91
smjlfkqu.www.cqu.com.    IN    A    202.214.169.18
xpyimjvu.www.cqu.com.    IN    A    167.235.174.121
ysndkfqc.www.cqu.com.    IN    A    45.147.148.101
itgqaluf.www.cqu.com.    IN    A    238.94.56.154
gntoyref.www.cqu.com.    IN    A    241.157.151.219
hfvjxrlu.www.cqu.com.    IN    A    159.178.135.12
tdnquvyf.www.cqu.com.    IN    A    164.191.156.46
erhufynk.www.cqu.com.    IN    A    172.48.26.155
iljtwqhn.www.cqu.com.    IN    A    20.3.49.159
gvprknlb.www.cqu.com.    IN    A    39.59.236.133
funqocxa.www.cqu.com.    IN    A    41.239.236.134
opgylbdm.www.cqu.com.    IN    A    208.24.77.68
agqkexyh.www.cqu.com.    IN    A    224.233.154.251
fekcdoha.www.cqu.com.    IN    A    130.198.225.130
vmfglaru.www.cqu.com.    IN    A    85.167.140.221
iopumtvw.www.cqu.com.    IN    A    7.195.189.42
lhfnisew.www.cqu.com.    IN    A    58.224.176.129
kgunmaxe.www.cqu.com.    IN    A    50.84.104.181
pvuyqbin.www.cqu.com.    IN    A    69.169.123.67
lemncagq.www.cqu.com.    IN    A    207.100.36.171
kweafypd.www.cqu.com.    IN    A    45.9.44.0
cuynthmo.www.cqu.com.    IN    A    240.225.115.176
unmiyqde.www.cqu.com.    IN    A    165.83.206.146
xfiymrlc.www.cqu.com.    IN    A    87.5.152.110
hqcjwnpg.www.cqu.com.    IN    A    191.38.107.72
iwnutcyx.www.cqu.com.    IN    A    245.79.81.202
pmnblytr.www.cqu.com.    IN    A    68.54.10.95
jbuegtoq.www.cqu.com.    IN    A    77.87.231.24
hadpiejx.www.cqu.com.    IN    A    73.18.229.65
mjwtvsnp.www.cqu.com.    IN    A    78.194.125.59
qgrltnsy.www.cqu.com.    IN    A    181.94.57.70
xidbaygo.www.cqu.com.    IN    A    78.225.229.243
axhkmibq.www.cqu.com.    IN    A    7.103.59.121
qavslkni.www.cqu.com.    IN    A    193.198.206.236
dcotjnkr.www.cqu.com.    IN    A    88.125.11.146
tuobvrwq.www.cqu.com.    IN    A    66.249.233.213
fivcyxpu.www.cqu.com.    IN    A    243.165.85.29
xoukmetf.www.cqu.com.    IN    A    104.175.123.102
aixuhvjy.www.cqu.com.    IN    A    236.52.245.22
evxtnhry.www.cqu.com.    IN    A    90.103.20.162
hqytgaon.www.cqu.com.    IN    A    184.233.18.211
kdbqgrsj.www.cqu.com.    IN    A    165.233.167.155
psdvmkth.www.cqu.com.    IN    A    81.68.38.249
phuckoxs.www.cqu.com.    IN    A    69.247.236.150
mxpvraqi.www.cqu.com.    IN    A    122.2.209.34
gcambnft.www.cqu.com.    IN    A    32.93.112.91
uvqogwnt.www.cqu.com.    IN    A    209.254.16.87
vfluboeh.www.cqu.com.    IN    A    52.134.84.73
rgybkvan.www.cqu.com.    IN    A    222.151.161.111
wqscytrb.www.cqu.com.    IN    A    146.48.174.104
bvmeilca.www.cqu.com.    IN    A    225.150.151.170
avuymkcl.www.cqu.com.    IN    A    211.6.159.237
otxbcrel.www.cqu.com.    IN    A    62.147.71.74
ghtpxwrl.www.cqu.com.    IN    A    236.103.173.92
koyjhclt.www.cqu.com.    IN    A    246.118.229.100
jfexahrn.www.cqu.com.    IN    A    241.68.245.140
uiberaqp.www.cqu.com.    IN    A    45.233.92.111
rtavosmb.www.cqu.com.    IN    A    210.88.92.28
dtljwvrm.www.cqu.com.    IN    A    184.46.90.8
vfuwbhyt.www.cqu.com.    IN    A    147.215.111.175
ndagbkve.www.cqu.com.    IN    A    179.243.95.116
xudmwsgy.www.cqu.com.    IN    A    198.252.249.141
pylbvqte.www.cqu.com.    IN    A    147.222.182.237
shtmjfpl.www.cqu.com.    IN    A    110.143.86.94
opdxhrbm.www.cqu.com.    IN    A    253.217.41.75
rjuwhnal.www.cqu.com.    IN    A    54.70.5.100
nmrvlaht.www.cqu.com.    IN    A    97.34.170.134
cesytvqf.www.cqu.com.    IN    A    75.113.128.154
ynfpwqvb.www.cqu.com.    IN    A    26.166.91.127
ujrphxvy.www.cqu.com.    IN    A    161.193.21.113
ohxpybtl.www.cqu.com.    IN    A    80.80.93.58
itrmygap.www.cqu.com.    IN    A    134.79.109.134
fhmrvlxn.www.cqu.com.    IN    A    159.6.131.239
ahoifgsq.www.cqu.com.    IN    A    45.145.108.246
jxhisacf.www.cqu.com.    IN    A    64.250.81.173
wylvhrgi.www.cqu.com.    IN    A    142.221.48.33
vrikgcyh.www.cqu.com.    IN    A    235.100.102.81
wovfpqem.www.cqu.com.    IN    A    162.90.29.230
veiowykg.www.cqu.com.    IN    A    187.27.114.213
jefwnvld.www.cqu.com.    IN    A    251.137.131.81
ckbtasxj.www.cqu.com.    IN    A    141.237.2.86
evlbmgpo.www.cqu.com.    IN    A    28.156.90.175
wnybrvfu.www.cqu.com.    IN    A    114.30.104.48
isqfurcj.www.cqu.com.    IN    A    60.32.190.83
psxrmohc.www.cqu.com.    IN    A    31.255.110.142
vmcaytuw.www.cqu.com.    IN    A    10.171.46.68
iybftohp.www.cqu.com.    IN    A    156.108.15.247
egivwufd.www.cqu.com.    IN    A    56.57.174.123
mniewqbv.www.cqu.com.    IN    A    108.27.235.17
dralkgms.www.cqu.com.    IN    A    240.204.213.10
lpwbmjis.www.cqu.com.    IN    A    193.212.106.224
wtmerbai.www.cqu.com.    IN    A    235.240.105.134
qdiofecy.www.cqu.com.    IN    A    49.2.225.237
jdfbkwhy.www.cqu.com.    IN    A    166.137.186.107
