arch.tju.com.	14400	IN	SOA	ns1.arch.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
arch.tju.com.		    IN	NS ns1.arch.tju.com.
bjceydgt.arch.tju.com.   IN    A    227.175.81.39
wultdfvo.arch.tju.com.   IN    A    95.118.197.23
acmwrsue.arch.tju.com.   IN    A    108.226.136.58
krjqlpfc.arch.tju.com.   IN    A    148.230.124.68
uhwymxcd.arch.tju.com.   IN    A    73.34.192.143
qwmebkap.arch.tju.com.   IN    A    250.108.163.69
cdarbwgf.arch.tju.com.   IN    A    247.29.5.162
auqnoktv.arch.tju.com.   IN    A    37.137.124.19
rkudjfpm.arch.tju.com.   IN    A    235.55.9.237
tgmndpfi.arch.tju.com.   IN    A    233.209.148.177
nxjsduep.arch.tju.com.   IN    A    237.22.125.85
iobrvfqs.arch.tju.com.   IN    A    99.192.100.67
pfhkbyja.arch.tju.com.   IN    A    173.76.169.207
bwacpjvq.arch.tju.com.   IN    A    152.197.209.132
pjonaqvh.arch.tju.com.   IN    A    107.184.121.208
atsoxvlk.arch.tju.com.   IN    A    240.49.4.153
wdtxyuie.arch.tju.com.   IN    A    176.111.255.146
fcvdhpgt.arch.tju.com.   IN    A    244.106.144.161
qbiphyfw.arch.tju.com.   IN    A    24.91.58.4
kremwfpn.arch.tju.com.   IN    A    122.155.102.29
ncwoaqvy.arch.tju.com.   IN    A    209.66.191.233
nkirmdex.arch.tju.com.   IN    A    188.121.44.39
iobeclyu.arch.tju.com.   IN    A    80.129.48.194
jinfhymo.arch.tju.com.   IN    A    31.173.66.246
vjruptkb.arch.tju.com.   IN    A    83.144.129.33
ocusehkl.arch.tju.com.   IN    A    141.31.248.189
tgcvupdx.arch.tju.com.   IN    A    50.17.55.174
cmhkwlgj.arch.tju.com.   IN    A    204.177.209.133
mvcnhsow.arch.tju.com.   IN    A    217.43.236.14
lrvxposd.arch.tju.com.   IN    A    14.96.217.209
sjynokpe.arch.tju.com.   IN    A    112.141.122.198
iokvqhme.arch.tju.com.   IN    A    195.227.163.173
vipwmgtl.arch.tju.com.   IN    A    36.62.232.174
fkxivade.arch.tju.com.   IN    A    255.81.104.130
mkgsxbdw.arch.tju.com.   IN    A    16.144.39.89
tnwyjcog.arch.tju.com.   IN    A    117.74.4.12
obxneslp.arch.tju.com.   IN    A    6.83.142.90
nelficwt.arch.tju.com.   IN    A    236.126.126.189
gydfmbhr.arch.tju.com.   IN    A    190.125.71.114
gpauvrxi.arch.tju.com.   IN    A    140.226.0.104
ejdviwnu.arch.tju.com.   IN    A    78.2.56.235
kdgynxsh.arch.tju.com.   IN    A    207.105.103.81
xiabtnos.arch.tju.com.   IN    A    1.2.105.134
shfmvlci.arch.tju.com.   IN    A    33.113.87.162
hluiewna.arch.tju.com.   IN    A    228.52.26.55
rwbsgcot.arch.tju.com.   IN    A    106.149.213.24
xqivmkhn.arch.tju.com.   IN    A    76.38.160.172
labiogvn.arch.tju.com.   IN    A    135.122.53.198
qvgnhswx.arch.tju.com.   IN    A    93.76.148.139
jhoawdiu.arch.tju.com.   IN    A    241.84.99.153
yestlugr.arch.tju.com.   IN    A    76.40.15.202
cluxpwjf.arch.tju.com.   IN    A    160.62.97.59
yvphsbwk.arch.tju.com.   IN    A    181.128.84.113
osdaekif.arch.tju.com.   IN    A    230.147.60.18
efnbxdmt.arch.tju.com.   IN    A    211.174.90.127
ibyvxrnm.arch.tju.com.   IN    A    73.207.95.168
tykqchwl.arch.tju.com.   IN    A    156.70.171.201
ricmyaqt.arch.tju.com.   IN    A    30.150.24.17
lvfgqsmn.arch.tju.com.   IN    A    245.26.120.37
jaebqvkd.arch.tju.com.   IN    A    109.196.150.125
fstoxicg.arch.tju.com.   IN    A    158.211.188.19
pwguiyxb.arch.tju.com.   IN    A    134.140.251.227
fvjthcpb.arch.tju.com.   IN    A    251.105.49.252
fearkpbu.arch.tju.com.   IN    A    13.222.209.124
vhnabwlk.arch.tju.com.   IN    A    30.25.141.126
iuramkxo.arch.tju.com.   IN    A    95.79.167.183
jxgkdpul.arch.tju.com.   IN    A    73.224.114.38
fhvcyejr.arch.tju.com.   IN    A    43.106.9.215
cesbjoah.arch.tju.com.   IN    A    204.86.222.157
mjfaydse.arch.tju.com.   IN    A    220.85.255.228
tpurdgcx.arch.tju.com.   IN    A    41.100.177.246
kynhjcxq.arch.tju.com.   IN    A    236.169.230.134
xfgmuyvk.arch.tju.com.   IN    A    207.206.228.93
mfkwcbxj.arch.tju.com.   IN    A    93.172.208.201
vqsnwpjl.arch.tju.com.   IN    A    147.180.212.124
ncishdxj.arch.tju.com.   IN    A    73.173.130.189
mwhvjocx.arch.tju.com.   IN    A    153.61.26.64
bcraoung.arch.tju.com.   IN    A    220.42.27.192
ahfkegtm.arch.tju.com.   IN    A    235.166.218.160
vjfptgwe.arch.tju.com.   IN    A    90.197.114.250
btspuwic.arch.tju.com.   IN    A    130.131.226.56
ldjcybvu.arch.tju.com.   IN    A    133.25.220.156
tadfhyer.arch.tju.com.   IN    A    21.1.95.251
xijbnasv.arch.tju.com.   IN    A    18.228.6.2
ybjlencv.arch.tju.com.   IN    A    44.197.9.113
ilwxdqas.arch.tju.com.   IN    A    115.232.158.58
hlkrwsqb.arch.tju.com.   IN    A    197.79.17.132
fkayxris.arch.tju.com.   IN    A    15.144.96.39
nthlmqoa.arch.tju.com.   IN    A    156.12.122.200
ugiesdfp.arch.tju.com.   IN    A    50.0.172.200
qdtheaun.arch.tju.com.   IN    A    162.3.70.132
ovdmnyep.arch.tju.com.   IN    A    205.9.26.33
gkfjshrv.arch.tju.com.   IN    A    77.158.102.142
ovhbptdn.arch.tju.com.   IN    A    178.41.239.144
vecposgn.arch.tju.com.   IN    A    239.255.210.179
rpytcoxm.arch.tju.com.   IN    A    82.45.180.227
jmhvuqei.arch.tju.com.   IN    A    224.77.248.233
luxkswtq.arch.tju.com.   IN    A    184.100.107.73
stnwvaeo.arch.tju.com.   IN    A    226.134.40.29
wxtqvfhl.arch.tju.com.   IN    A    200.187.103.42
yopjnvgr.arch.tju.com.   IN    A    1.80.34.56
xnpyivku.arch.tju.com.   IN    A    124.73.117.93
icdvrgxt.arch.tju.com.   IN    A    56.223.210.85
mlxndyeo.arch.tju.com.   IN    A    164.16.102.76
ebhkydtw.arch.tju.com.   IN    A    150.119.78.2
jdnuvlse.arch.tju.com.   IN    A    11.179.133.218
alhtfiru.arch.tju.com.   IN    A    162.145.200.109
qnykedhm.arch.tju.com.   IN    A    47.56.223.27
qpanlcse.arch.tju.com.   IN    A    129.137.146.240
fldrstqo.arch.tju.com.   IN    A    8.131.255.13
laymwfbp.arch.tju.com.   IN    A    248.128.112.136
qtykgfsn.arch.tju.com.   IN    A    182.200.13.143
gnlmvixc.arch.tju.com.   IN    A    10.246.92.29
irptvnml.arch.tju.com.   IN    A    60.251.208.13
amywjtxn.arch.tju.com.   IN    A    73.60.241.13
vnjumwfc.arch.tju.com.   IN    A    82.174.240.124
jxrlvsig.arch.tju.com.   IN    A    3.195.163.150
egbfkcyo.arch.tju.com.   IN    A    143.199.37.30
jwbxplce.arch.tju.com.   IN    A    255.39.0.178
wclapkbt.arch.tju.com.   IN    A    115.220.183.156
wkorhvpm.arch.tju.com.   IN    A    172.172.239.131
lwotngxa.arch.tju.com.   IN    A    163.122.19.195
muxcrpij.arch.tju.com.   IN    A    128.112.22.232
ucvehkot.arch.tju.com.   IN    A    215.105.180.160
ksdyqthg.arch.tju.com.   IN    A    63.218.249.156
fwbykdpg.arch.tju.com.   IN    A    29.102.205.0
pwngtyqv.arch.tju.com.   IN    A    147.128.62.248
vsurdwnm.arch.tju.com.   IN    A    240.117.16.120
meclsapb.arch.tju.com.   IN    A    43.237.22.10
mcsbweup.arch.tju.com.   IN    A    245.38.255.37
riwkmevb.arch.tju.com.   IN    A    43.83.183.31
yktwixcl.arch.tju.com.   IN    A    124.83.132.46
rvgyphqm.arch.tju.com.   IN    A    154.25.187.36
uahvbsyc.arch.tju.com.   IN    A    225.134.76.190
ytecobsu.arch.tju.com.   IN    A    196.210.65.134
bouwtfej.arch.tju.com.   IN    A    216.219.1.88
qfbalned.arch.tju.com.   IN    A    24.100.242.114
sjpnrixy.arch.tju.com.   IN    A    189.230.54.164
kteovuay.arch.tju.com.   IN    A    79.190.35.250
bndfqack.arch.tju.com.   IN    A    48.12.82.11
joasqwuh.arch.tju.com.   IN    A    82.222.250.220
vjuqxyal.arch.tju.com.   IN    A    173.55.48.33
xcmarbiu.arch.tju.com.   IN    A    4.92.93.74
jaxywhnb.arch.tju.com.   IN    A    108.58.16.69
njbrksgm.arch.tju.com.   IN    A    237.244.222.7
ufgtskma.arch.tju.com.   IN    A    0.252.159.72
qkcgpfsy.arch.tju.com.   IN    A    132.34.25.223
koidaxyg.arch.tju.com.   IN    A    220.7.169.124
qckaylrw.arch.tju.com.   IN    A    230.172.92.217
jqkbwsdl.arch.tju.com.   IN    A    169.19.205.168
bximclan.arch.tju.com.   IN    A    43.202.118.174
cqyvmatu.arch.tju.com.   IN    A    196.1.200.27
myartcdj.arch.tju.com.   IN    A    94.152.46.175
yegrpvci.arch.tju.com.   IN    A    71.17.190.251
toehipkv.arch.tju.com.   IN    A    53.159.155.18
ijpfntrg.arch.tju.com.   IN    A    176.246.30.65
qwdkngpm.arch.tju.com.   IN    A    152.237.196.253
ceqblgnx.arch.tju.com.   IN    A    173.2.10.66
mtvybljs.arch.tju.com.   IN    A    211.198.123.30
mbfscydn.arch.tju.com.   IN    A    73.179.36.44
ryjfwend.arch.tju.com.   IN    A    29.120.71.82
sjotvein.arch.tju.com.   IN    A    0.146.227.110
jktyvrbo.arch.tju.com.   IN    A    87.81.51.213
iykohegq.arch.tju.com.   IN    A    0.157.84.143
sdhjyluf.arch.tju.com.   IN    A    29.221.148.35
myoxbaju.arch.tju.com.   IN    A    142.206.156.74
xvjgpnry.arch.tju.com.   IN    A    89.183.72.121
rabdqgio.arch.tju.com.   IN    A    174.106.204.118
kmycvlnq.arch.tju.com.   IN    A    122.240.92.48
hcufxovy.arch.tju.com.   IN    A    255.72.203.238
tlqofiuj.arch.tju.com.   IN    A    131.202.46.82
ejhxsvmb.arch.tju.com.   IN    A    45.217.103.85
xbglaywf.arch.tju.com.   IN    A    22.42.188.60
ugncelta.arch.tju.com.   IN    A    236.91.31.88
wsacfbiy.arch.tju.com.   IN    A    203.200.141.222
gholensr.arch.tju.com.   IN    A    142.226.77.222
twboxugq.arch.tju.com.   IN    A    7.66.151.143
jedibnam.arch.tju.com.   IN    A    85.137.19.134
odysapqn.arch.tju.com.   IN    A    54.55.181.20
wsuhmcrq.arch.tju.com.   IN    A    215.196.140.216
vjhwkbnt.arch.tju.com.   IN    A    103.240.219.120
jyfvadgr.arch.tju.com.   IN    A    147.107.168.199
tnfvgbqp.arch.tju.com.   IN    A    52.43.171.36
btdowlga.arch.tju.com.   IN    A    2.246.253.21
lybjavif.arch.tju.com.   IN    A    138.240.67.191
tndfcxyk.arch.tju.com.   IN    A    111.133.114.160
bfgpjays.arch.tju.com.   IN    A    138.131.32.115
polahujm.arch.tju.com.   IN    A    33.238.32.97
hatykqvf.arch.tju.com.   IN    A    214.220.59.211
boifsnqp.arch.tju.com.   IN    A    127.62.31.238
wpsofklj.arch.tju.com.   IN    A    145.7.169.53
owqlnvrs.arch.tju.com.   IN    A    173.115.227.194
ujosnibh.arch.tju.com.   IN    A    32.99.98.16
phrboawu.arch.tju.com.   IN    A    161.115.152.102
qmvagloc.arch.tju.com.   IN    A    238.145.11.105
wanmpkgx.arch.tju.com.   IN    A    15.214.209.143
hbvflopu.arch.tju.com.   IN    A    223.223.144.134
wjikeudv.arch.tju.com.   IN    A    243.250.136.166
geswxkmi.arch.tju.com.   IN    A    120.171.55.227
tkyvchwb.arch.tju.com.   IN    A    184.77.62.93
yuojdrpc.arch.tju.com.   IN    A    143.72.237.150
jmsrxfun.arch.tju.com.   IN    A    86.158.98.30
moabsntc.arch.tju.com.   IN    A    33.237.113.208
jnlqtvxb.arch.tju.com.   IN    A    239.229.156.127
unlpyqrc.arch.tju.com.   IN    A    162.59.209.33
adytcmjf.arch.tju.com.   IN    A    190.142.141.226
eanjwbqu.arch.tju.com.   IN    A    21.8.195.25
uiytenps.arch.tju.com.   IN    A    42.159.110.81
fiyaedub.arch.tju.com.   IN    A    26.17.86.17
ofkeaqhb.arch.tju.com.   IN    A    251.126.11.74
qxrshlvj.arch.tju.com.   IN    A    68.205.178.122
mgyxiuon.arch.tju.com.   IN    A    80.174.205.182
ewfobglv.arch.tju.com.   IN    A    173.14.145.196
ipxmhqub.arch.tju.com.   IN    A    242.135.145.22
hmjfrpvg.arch.tju.com.   IN    A    254.203.148.2
gxopubfc.arch.tju.com.   IN    A    50.120.111.172
ymgfkpnq.arch.tju.com.   IN    A    226.220.8.20
dxmqfaws.arch.tju.com.   IN    A    170.108.206.125
ifbxwdok.arch.tju.com.   IN    A    145.116.18.189
whcfebqn.arch.tju.com.   IN    A    186.114.0.14
ahxsqvgn.arch.tju.com.   IN    A    122.197.117.119
kjsgoxhp.arch.tju.com.   IN    A    244.145.228.125
xvdlbwct.arch.tju.com.   IN    A    196.223.38.15
nkeopwbs.arch.tju.com.   IN    A    97.248.16.168
jnhmfigb.arch.tju.com.   IN    A    21.95.152.251
lmduryke.arch.tju.com.   IN    A    235.174.76.59
pxfjtrls.arch.tju.com.   IN    A    46.130.212.13
mdavujil.arch.tju.com.   IN    A    194.170.227.188
remfidcn.arch.tju.com.   IN    A    86.187.20.74
sbjygoka.arch.tju.com.   IN    A    239.102.197.102
evdahjcn.arch.tju.com.   IN    A    253.167.136.211
jigawmnl.arch.tju.com.   IN    A    7.48.177.155
owqyhtbv.arch.tju.com.   IN    A    52.8.62.130
uapmcilw.arch.tju.com.   IN    A    225.14.104.108
gqktcsew.arch.tju.com.   IN    A    147.63.117.200
mhknoeiq.arch.tju.com.   IN    A    219.129.94.50
kglusovq.arch.tju.com.   IN    A    231.53.230.0
curxihoa.arch.tju.com.   IN    A    171.210.192.241
thajlmpw.arch.tju.com.   IN    A    136.133.11.28
ywpfqmax.arch.tju.com.   IN    A    14.253.42.120
cfwbliva.arch.tju.com.   IN    A    173.165.240.216
athiqdsm.arch.tju.com.   IN    A    198.85.144.121
lynavriq.arch.tju.com.   IN    A    32.65.108.121
albikvhp.arch.tju.com.   IN    A    126.248.250.202
uedvhsin.arch.tju.com.   IN    A    66.209.55.38
aknemcbj.arch.tju.com.   IN    A    201.141.163.108
dugakpco.arch.tju.com.   IN    A    179.98.60.252
sodalpnw.arch.tju.com.   IN    A    130.151.58.5
ywtfcgkm.arch.tju.com.   IN    A    55.196.204.120
ntgsxmhr.arch.tju.com.   IN    A    152.241.113.99
bkeypcnq.arch.tju.com.   IN    A    23.199.11.222
takiujwr.arch.tju.com.   IN    A    183.77.198.128
gvrylaew.arch.tju.com.   IN    A    169.63.150.166
upcgfwdn.arch.tju.com.   IN    A    83.22.49.180
xiwdpqba.arch.tju.com.   IN    A    38.166.134.125
cgjukbnx.arch.tju.com.   IN    A    4.196.113.72
yhwmakcj.arch.tju.com.   IN    A    29.169.5.129
joeqlamp.arch.tju.com.   IN    A    229.102.144.36
aymrgjis.arch.tju.com.   IN    A    58.25.147.119
flygkarv.arch.tju.com.   IN    A    45.121.209.8
icuesqhl.arch.tju.com.   IN    A    223.174.139.47
taoqugbj.arch.tju.com.   IN    A    254.38.48.144
fwuxgkod.arch.tju.com.   IN    A    109.124.83.176
jbtimhfc.arch.tju.com.   IN    A    60.60.68.124
cqfvphjx.arch.tju.com.   IN    A    141.101.190.157
vjnqgabu.arch.tju.com.   IN    A    6.231.203.155
ajvgwbdr.arch.tju.com.   IN    A    226.110.210.84
yvjkhbpo.arch.tju.com.   IN    A    36.59.219.119
wqjcnlgt.arch.tju.com.   IN    A    75.127.243.1
kdsenbyh.arch.tju.com.   IN    A    170.24.222.150
bniwvuht.arch.tju.com.   IN    A    251.158.244.252
bxtamvow.arch.tju.com.   IN    A    196.202.16.100
lnqvsixp.arch.tju.com.   IN    A    7.13.157.229
tfhgusji.arch.tju.com.   IN    A    199.236.197.197
kahfqtrg.arch.tju.com.   IN    A    178.5.36.73
rjmlqtxp.arch.tju.com.   IN    A    42.134.176.85
eouphxls.arch.tju.com.   IN    A    103.174.205.240
rvybdnms.arch.tju.com.   IN    A    53.43.44.226
lyixmbse.arch.tju.com.   IN    A    154.241.56.56
fdjnouvm.arch.tju.com.   IN    A    118.107.228.44
osljbhtc.arch.tju.com.   IN    A    53.172.124.87
ovcqeuth.arch.tju.com.   IN    A    30.29.62.35
vrjgctdy.arch.tju.com.   IN    A    102.179.32.79
wygokdil.arch.tju.com.   IN    A    36.185.242.204
dlnoakci.arch.tju.com.   IN    A    61.211.92.46
fsbpwgau.arch.tju.com.   IN    A    139.189.72.101
bpjkdcxe.arch.tju.com.   IN    A    63.205.62.181
xkpvrhyw.arch.tju.com.   IN    A    206.139.222.250
qhgiavby.arch.tju.com.   IN    A    99.100.138.241
gskolvwn.arch.tju.com.   IN    A    208.89.170.77
fnkylors.arch.tju.com.   IN    A    219.44.57.48
rhoqiyvn.arch.tju.com.   IN    A    199.159.196.188
mxrasgyf.arch.tju.com.   IN    A    230.208.66.100
rnmvtelo.arch.tju.com.   IN    A    44.223.108.135
hvpmikas.arch.tju.com.   IN    A    154.41.224.94
eslxwyun.arch.tju.com.   IN    A    141.196.79.244
ptyagquo.arch.tju.com.   IN    A    71.163.208.55
advotexr.arch.tju.com.   IN    A    55.244.19.57
dflaocyn.arch.tju.com.   IN    A    221.5.10.207
ghfmraut.arch.tju.com.   IN    A    113.45.243.168
kshaxmei.arch.tju.com.   IN    A    217.153.75.28
qjsvphrt.arch.tju.com.   IN    A    141.171.80.44
bdpqjxsf.arch.tju.com.   IN    A    29.230.174.153
poydtesh.arch.tju.com.   IN    A    76.179.219.26
luniovdb.arch.tju.com.   IN    A    142.33.173.186
ravipshq.arch.tju.com.   IN    A    160.131.211.178
vdxnwmyb.arch.tju.com.   IN    A    164.121.88.200
dvahikfc.arch.tju.com.   IN    A    37.134.121.105
bcgfhnet.arch.tju.com.   IN    A    100.204.224.151
jubhnsgy.arch.tju.com.   IN    A    150.126.50.189
chykrbfd.arch.tju.com.   IN    A    131.186.162.205
diyewlbh.arch.tju.com.   IN    A    9.8.47.226
cnwxtehl.arch.tju.com.   IN    A    182.244.55.86
kmlvrhga.arch.tju.com.   IN    A    35.1.103.161
ogxbvcma.arch.tju.com.   IN    A    155.85.105.21
nipqtymc.arch.tju.com.   IN    A    155.139.142.54
snqybihw.arch.tju.com.   IN    A    108.204.241.22
oapwnusg.arch.tju.com.   IN    A    88.161.25.20
vomubxyr.arch.tju.com.   IN    A    115.28.108.180
kgdwlpma.arch.tju.com.   IN    A    254.162.173.158
uasxildh.arch.tju.com.   IN    A    178.117.85.202
cdbhiaqg.arch.tju.com.   IN    A    170.78.76.156
fuorxtwg.arch.tju.com.   IN    A    85.39.98.66
ijbymucx.arch.tju.com.   IN    A    34.119.56.135
otpvyife.arch.tju.com.   IN    A    12.200.181.88
mokrxnqu.arch.tju.com.   IN    A    62.129.138.209
tcdilqmn.arch.tju.com.   IN    A    41.93.149.133
xoivsypj.arch.tju.com.   IN    A    221.190.250.163
irwglfeo.arch.tju.com.   IN    A    141.78.76.111
uwjplokq.arch.tju.com.   IN    A    42.45.68.115
fysuwnpv.arch.tju.com.   IN    A    87.250.174.109
qodvbryh.arch.tju.com.   IN    A    29.182.247.224
plraegcv.arch.tju.com.   IN    A    35.88.75.64
slvyxgkf.arch.tju.com.   IN    A    27.243.36.153
vrwtuohp.arch.tju.com.   IN    A    146.41.146.51
wdrgnvoa.arch.tju.com.   IN    A    37.55.231.230
oxksncrf.arch.tju.com.   IN    A    211.149.66.97
jieusfnc.arch.tju.com.   IN    A    156.79.114.170
rxhigtqy.arch.tju.com.   IN    A    175.28.254.143
rfkcwsia.arch.tju.com.   IN    A    138.0.116.193
ybmgpsxw.arch.tju.com.   IN    A    135.146.165.97
weqsdufm.arch.tju.com.   IN    A    66.253.32.230
wqncsxml.arch.tju.com.   IN    A    182.150.76.152
akfstxey.arch.tju.com.   IN    A    102.48.106.174
tqrcjmkh.arch.tju.com.   IN    A    127.242.249.218
bgcxlhwe.arch.tju.com.   IN    A    214.230.127.71
tnmvyigd.arch.tju.com.   IN    A    58.202.96.159
mftcujwp.arch.tju.com.   IN    A    29.248.182.61
grdnvlsx.arch.tju.com.   IN    A    36.90.211.103
fenksyai.arch.tju.com.   IN    A    88.124.130.162
ukoqxnge.arch.tju.com.   IN    A    14.163.25.238
dtmpeyrk.arch.tju.com.   IN    A    165.26.192.73
kpfydxti.arch.tju.com.   IN    A    74.133.221.164
icgprqmx.arch.tju.com.   IN    A    7.244.210.148
nywkmfae.arch.tju.com.   IN    A    231.57.96.129
wbsludaj.arch.tju.com.   IN    A    99.52.69.173
fcymjowp.arch.tju.com.   IN    A    88.22.147.248
aienwqyt.arch.tju.com.   IN    A    168.143.184.174
siyaumeb.arch.tju.com.   IN    A    90.47.180.245
fgaqrycp.arch.tju.com.   IN    A    78.249.1.215
vtofwgpx.arch.tju.com.   IN    A    46.94.216.104
vealurpi.arch.tju.com.   IN    A    155.184.209.247
csgkfdqr.arch.tju.com.   IN    A    115.160.148.137
hqgnuyef.arch.tju.com.   IN    A    170.184.36.25
vexnwkoi.arch.tju.com.   IN    A    97.35.85.41
umeygwlt.arch.tju.com.   IN    A    171.32.205.33
qgdeiabw.arch.tju.com.   IN    A    102.165.215.195
airloywh.arch.tju.com.   IN    A    153.159.29.230
dvjxqcos.arch.tju.com.   IN    A    182.227.148.70
cxidnrpj.arch.tju.com.   IN    A    137.149.108.253
bkidvohu.arch.tju.com.   IN    A    116.157.61.227
uweftxin.arch.tju.com.   IN    A    119.194.154.225
tiqucsbl.arch.tju.com.   IN    A    167.132.241.1
uqiyreob.arch.tju.com.   IN    A    247.57.6.70
ecpxuoah.arch.tju.com.   IN    A    141.210.204.206
onldmjfe.arch.tju.com.   IN    A    96.53.180.39
imgocxhv.arch.tju.com.   IN    A    5.155.55.131
efadqyxc.arch.tju.com.   IN    A    83.123.154.176
guavxqbn.arch.tju.com.   IN    A    38.226.70.213
tlwcuovq.arch.tju.com.   IN    A    173.241.184.46
fsubxqeo.arch.tju.com.   IN    A    224.78.191.2
fucovsdm.arch.tju.com.   IN    A    110.13.163.152
dwsgpybf.arch.tju.com.   IN    A    45.126.155.86
vlupfmoq.arch.tju.com.   IN    A    16.38.67.254
nsdcfbkh.arch.tju.com.   IN    A    229.181.2.251
dsxjkght.arch.tju.com.   IN    A    170.146.131.222
brlocmaq.arch.tju.com.   IN    A    199.100.210.86
pjuymnqs.arch.tju.com.   IN    A    153.62.96.108
pbetgxsr.arch.tju.com.   IN    A    62.123.226.30
ohrfackl.arch.tju.com.   IN    A    148.86.112.149
cpxauvhe.arch.tju.com.   IN    A    134.151.21.144
vatyobux.arch.tju.com.   IN    A    106.54.93.57
qeypbikc.arch.tju.com.   IN    A    31.255.217.144
uysqhcie.arch.tju.com.   IN    A    125.133.191.85
lejatndy.arch.tju.com.   IN    A    152.221.69.179
ljwevoca.arch.tju.com.   IN    A    244.249.83.67
ahjeqkun.arch.tju.com.   IN    A    65.123.82.236
nurlihty.arch.tju.com.   IN    A    84.42.156.7
vauoqdbf.arch.tju.com.   IN    A    72.192.165.207
lrdypqho.arch.tju.com.   IN    A    51.19.87.68
wuptrahk.arch.tju.com.   IN    A    105.69.37.96
btuosjxk.arch.tju.com.   IN    A    10.131.198.249
jhtxnlym.arch.tju.com.   IN    A    92.71.132.8
hlbmnpiw.arch.tju.com.   IN    A    60.9.238.141
cqtvbxdh.arch.tju.com.   IN    A    65.64.169.114
mtlvequx.arch.tju.com.   IN    A    110.164.211.63
spqyrihv.arch.tju.com.   IN    A    121.121.136.63
ilkgmxne.arch.tju.com.   IN    A    204.125.238.55
qxdlrkjt.arch.tju.com.   IN    A    33.136.45.177
fmqhpbiv.arch.tju.com.   IN    A    151.5.38.175
gnmujsqa.arch.tju.com.   IN    A    44.232.121.81
hapofxnc.arch.tju.com.   IN    A    170.191.222.250
kchojmdf.arch.tju.com.   IN    A    255.184.45.29
isjqxlwa.arch.tju.com.   IN    A    111.16.144.80
mnqtfseh.arch.tju.com.   IN    A    223.223.221.155
wxubslnk.arch.tju.com.   IN    A    203.24.229.52
tqujoaeb.arch.tju.com.   IN    A    86.146.226.90
lxhfsudn.arch.tju.com.   IN    A    204.9.122.12
ndrqytkb.arch.tju.com.   IN    A    8.33.174.76
rtlmwgfu.arch.tju.com.   IN    A    168.160.185.85
xdigfmav.arch.tju.com.   IN    A    177.76.188.211
sdiafobk.arch.tju.com.   IN    A    158.70.61.150
cmeygidx.arch.tju.com.   IN    A    33.59.81.180
