hist.pku.com.	14400	IN	SOA	ns1.hist.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
hist.pku.com.		    IN	NS ns1.hist.pku.com.
neyrqsli.hist.pku.com.   IN    A    193.43.140.133
ayfhgrqe.hist.pku.com.   IN    A    31.28.185.41
fqkebslj.hist.pku.com.   IN    A    238.114.156.245
ksrncojx.hist.pku.com.   IN    A    170.25.119.146
aiqbtsjv.hist.pku.com.   IN    A    125.104.94.203
bisrucyf.hist.pku.com.   IN    A    45.134.54.93
ygvetohp.hist.pku.com.   IN    A    9.150.210.116
camhogfx.hist.pku.com.   IN    A    243.176.151.159
huoekrwv.hist.pku.com.   IN    A    163.220.172.252
owsqfjpy.hist.pku.com.   IN    A    43.242.47.42
suyodkbi.hist.pku.com.   IN    A    120.221.39.176
qcfegosw.hist.pku.com.   IN    A    177.86.89.117
jxamovdg.hist.pku.com.   IN    A    178.79.82.109
tuhefmon.hist.pku.com.   IN    A    27.15.253.19
ykjsnfpv.hist.pku.com.   IN    A    70.14.116.95
bfiqensh.hist.pku.com.   IN    A    231.116.99.134
ncsrbayl.hist.pku.com.   IN    A    174.88.44.149
qeswdtla.hist.pku.com.   IN    A    204.53.146.230
fnmgtpeq.hist.pku.com.   IN    A    225.89.119.95
qhflitsg.hist.pku.com.   IN    A    209.79.184.135
yhorndkj.hist.pku.com.   IN    A    158.138.25.63
begsilfd.hist.pku.com.   IN    A    11.20.107.199
waxpegvi.hist.pku.com.   IN    A    137.236.101.39
bfgpqtxu.hist.pku.com.   IN    A    74.232.114.175
hapojfre.hist.pku.com.   IN    A    164.136.132.217
kdbyphmn.hist.pku.com.   IN    A    75.212.64.162
ubdcftkj.hist.pku.com.   IN    A    179.221.42.35
mruiwasn.hist.pku.com.   IN    A    103.19.118.135
cjysangq.hist.pku.com.   IN    A    236.86.65.2
fqyterbk.hist.pku.com.   IN    A    75.3.185.116
cebndmyj.hist.pku.com.   IN    A    93.164.19.161
ljbauyfi.hist.pku.com.   IN    A    17.168.111.84
stmbqiha.hist.pku.com.   IN    A    95.95.16.67
fmrotwyl.hist.pku.com.   IN    A    66.124.229.6
dvuqmkwa.hist.pku.com.   IN    A    3.71.27.216
relgiwcd.hist.pku.com.   IN    A    65.101.205.246
txkygolr.hist.pku.com.   IN    A    255.255.7.28
clatiqdk.hist.pku.com.   IN    A    92.28.199.3
xthbojml.hist.pku.com.   IN    A    65.170.246.76
trfvadsx.hist.pku.com.   IN    A    156.207.216.205
jwqyubgx.hist.pku.com.   IN    A    91.18.35.179
dlvgryqp.hist.pku.com.   IN    A    11.95.74.112
paijwdug.hist.pku.com.   IN    A    219.126.32.55
tbuifrdx.hist.pku.com.   IN    A    107.134.145.137
cmpaorgb.hist.pku.com.   IN    A    141.87.3.212
rcxhbfqa.hist.pku.com.   IN    A    156.141.167.48
qxpckydg.hist.pku.com.   IN    A    34.122.253.243
xoymwsqv.hist.pku.com.   IN    A    237.176.206.108
avngdlwt.hist.pku.com.   IN    A    96.240.233.179
ubpqxnlg.hist.pku.com.   IN    A    234.100.116.252
ierfcbyv.hist.pku.com.   IN    A    145.156.130.28
slinfory.hist.pku.com.   IN    A    52.6.59.219
waprxeud.hist.pku.com.   IN    A    218.248.51.80
xidgjqwh.hist.pku.com.   IN    A    224.209.46.53
eklhcgtn.hist.pku.com.   IN    A    140.158.153.138
ipdvwanc.hist.pku.com.   IN    A    82.193.232.77
fewiqgal.hist.pku.com.   IN    A    3.109.88.227
cylgktho.hist.pku.com.   IN    A    145.243.168.86
oiyhqkct.hist.pku.com.   IN    A    30.107.219.8
aobdpmig.hist.pku.com.   IN    A    250.205.63.205
tfpreuvm.hist.pku.com.   IN    A    111.104.249.196
cajpkobu.hist.pku.com.   IN    A    216.148.143.20
rhalgmet.hist.pku.com.   IN    A    192.211.118.109
upgbqwcd.hist.pku.com.   IN    A    61.27.187.41
hfnuekir.hist.pku.com.   IN    A    58.154.152.209
vbyplcdx.hist.pku.com.   IN    A    34.87.71.158
lwkapdti.hist.pku.com.   IN    A    171.124.231.127
eqtbungv.hist.pku.com.   IN    A    40.160.141.108
pegyiavu.hist.pku.com.   IN    A    134.3.64.74
luojtqfv.hist.pku.com.   IN    A    222.92.137.134
lhoxmvid.hist.pku.com.   IN    A    114.124.210.73
qxrlbdth.hist.pku.com.   IN    A    128.27.252.240
onastqbm.hist.pku.com.   IN    A    126.92.44.208
fqgdewjc.hist.pku.com.   IN    A    183.168.25.191
judpbtig.hist.pku.com.   IN    A    42.216.84.191
ptnxohli.hist.pku.com.   IN    A    58.68.160.59
icrqmslt.hist.pku.com.   IN    A    144.58.29.58
uvkwsibt.hist.pku.com.   IN    A    233.30.167.28
unrhxcwt.hist.pku.com.   IN    A    127.46.30.182
fubajrow.hist.pku.com.   IN    A    9.237.65.28
honxpigr.hist.pku.com.   IN    A    70.32.196.37
xpmeylfw.hist.pku.com.   IN    A    154.131.134.117
pbkmohgw.hist.pku.com.   IN    A    246.216.145.212
tfawgben.hist.pku.com.   IN    A    82.7.111.15
vsykpjmi.hist.pku.com.   IN    A    150.228.135.65
gwomxnrk.hist.pku.com.   IN    A    33.211.73.147
ehgvknmu.hist.pku.com.   IN    A    114.239.125.58
uflykeam.hist.pku.com.   IN    A    242.221.141.142
hkoymgit.hist.pku.com.   IN    A    183.194.20.42
dvcihlpo.hist.pku.com.   IN    A    230.84.241.171
lusqkjba.hist.pku.com.   IN    A    183.191.109.244
aixjbcwt.hist.pku.com.   IN    A    152.148.16.181
qvxejobi.hist.pku.com.   IN    A    132.42.222.224
xhtldicv.hist.pku.com.   IN    A    72.184.54.40
jnradhxg.hist.pku.com.   IN    A    3.47.152.8
nevdbmai.hist.pku.com.   IN    A    70.102.239.149
hrcmonwb.hist.pku.com.   IN    A    152.64.174.62
awghlysx.hist.pku.com.   IN    A    168.102.199.131
kioxtqam.hist.pku.com.   IN    A    181.195.166.136
vqcxenoh.hist.pku.com.   IN    A    209.129.240.69
fuhevtpo.hist.pku.com.   IN    A    99.66.135.234
thsqnxul.hist.pku.com.   IN    A    31.72.103.169
ehcouyfm.hist.pku.com.   IN    A    31.93.96.231
ncjeytah.hist.pku.com.   IN    A    126.25.44.218
uykxgpjo.hist.pku.com.   IN    A    242.47.45.149
mkypvlxq.hist.pku.com.   IN    A    191.139.204.130
iaxevwcj.hist.pku.com.   IN    A    52.92.123.7
qufcrbyj.hist.pku.com.   IN    A    24.147.44.95
lmpasevt.hist.pku.com.   IN    A    140.104.126.27
gdeomlix.hist.pku.com.   IN    A    31.243.8.85
qrgvfdne.hist.pku.com.   IN    A    94.14.199.88
wbxcdlme.hist.pku.com.   IN    A    113.105.49.58
etchaxio.hist.pku.com.   IN    A    114.239.178.101
dvqusgrc.hist.pku.com.   IN    A    83.78.39.54
mjcusgyb.hist.pku.com.   IN    A    1.103.112.4
exfvacno.hist.pku.com.   IN    A    140.0.125.91
xmvgqubr.hist.pku.com.   IN    A    13.117.75.102
eqaokhsj.hist.pku.com.   IN    A    127.165.77.123
onbdjhkx.hist.pku.com.   IN    A    171.67.125.22
vagiwurh.hist.pku.com.   IN    A    154.23.66.98
orqfbixd.hist.pku.com.   IN    A    111.228.236.92
cuxilthb.hist.pku.com.   IN    A    180.221.243.137
icglpafq.hist.pku.com.   IN    A    239.54.27.80
rwyhakpe.hist.pku.com.   IN    A    207.30.161.108
ipdoskrx.hist.pku.com.   IN    A    153.1.131.40
bgerhmvi.hist.pku.com.   IN    A    116.33.156.110
yswfneux.hist.pku.com.   IN    A    121.128.5.198
xpkmeovc.hist.pku.com.   IN    A    22.65.214.71
npxeoihr.hist.pku.com.   IN    A    85.164.199.91
bvxkqogf.hist.pku.com.   IN    A    95.185.95.53
bqicdsjh.hist.pku.com.   IN    A    71.55.100.162
dvbcnusr.hist.pku.com.   IN    A    169.191.33.39
pyejgbwn.hist.pku.com.   IN    A    133.151.219.192
vtmcsjnd.hist.pku.com.   IN    A    145.195.149.50
wjvldief.hist.pku.com.   IN    A    182.186.47.194
noplhmky.hist.pku.com.   IN    A    70.33.65.246
mjrekpbd.hist.pku.com.   IN    A    229.78.177.16
viwyqplm.hist.pku.com.   IN    A    14.85.165.45
acmnsdto.hist.pku.com.   IN    A    186.209.181.255
denvplyq.hist.pku.com.   IN    A    5.120.134.34
cjlrtkiy.hist.pku.com.   IN    A    37.235.122.13
nuelgcwk.hist.pku.com.   IN    A    99.127.208.209
lxuawsev.hist.pku.com.   IN    A    195.28.72.93
oynqwbju.hist.pku.com.   IN    A    61.184.197.98
kachnpjg.hist.pku.com.   IN    A    29.49.154.250
evdnmlog.hist.pku.com.   IN    A    216.43.139.6
hewsavkp.hist.pku.com.   IN    A    68.70.237.169
fjwercbm.hist.pku.com.   IN    A    209.236.25.210
yuiwbtvx.hist.pku.com.   IN    A    96.197.17.97
ipdxflve.hist.pku.com.   IN    A    174.77.77.247
uxapyebt.hist.pku.com.   IN    A    112.126.90.212
trvyklgc.hist.pku.com.   IN    A    118.224.50.142
ywxifdon.hist.pku.com.   IN    A    154.10.136.38
ryvfkxcq.hist.pku.com.   IN    A    194.236.51.30
ivlneqsf.hist.pku.com.   IN    A    134.37.13.235
woylbsrm.hist.pku.com.   IN    A    94.16.232.181
sgeqrpba.hist.pku.com.   IN    A    77.170.91.83
jvrqhlya.hist.pku.com.   IN    A    118.143.73.189
unkgcbla.hist.pku.com.   IN    A    12.166.78.106
gqbxjwsm.hist.pku.com.   IN    A    156.124.162.133
bpwcvsef.hist.pku.com.   IN    A    133.225.90.100
arthigmq.hist.pku.com.   IN    A    44.198.95.162
ixdthkae.hist.pku.com.   IN    A    155.0.100.43
mlcsrwde.hist.pku.com.   IN    A    70.8.228.58
egfnkdya.hist.pku.com.   IN    A    189.228.204.220
qfcgtlka.hist.pku.com.   IN    A    227.83.129.95
uomwfpey.hist.pku.com.   IN    A    100.206.109.40
vbylsjcx.hist.pku.com.   IN    A    49.57.116.218
vtlxpgcf.hist.pku.com.   IN    A    62.45.72.139
keuoydqg.hist.pku.com.   IN    A    126.168.23.219
igyjbhot.hist.pku.com.   IN    A    22.46.142.190
wmcsubqo.hist.pku.com.   IN    A    208.53.135.222
pqaelvdw.hist.pku.com.   IN    A    210.102.68.222
dligksvw.hist.pku.com.   IN    A    130.26.3.90
aglotfiw.hist.pku.com.   IN    A    188.110.51.133
kqrioadj.hist.pku.com.   IN    A    69.138.252.109
glrikatv.hist.pku.com.   IN    A    12.1.146.42
brdfxage.hist.pku.com.   IN    A    62.204.154.114
hnjmekvp.hist.pku.com.   IN    A    162.121.22.3
dqpixwrb.hist.pku.com.   IN    A    104.160.157.37
sbiudkfg.hist.pku.com.   IN    A    152.67.110.129
wpurdqxs.hist.pku.com.   IN    A    185.47.67.167
nkhxoguy.hist.pku.com.   IN    A    219.164.134.252
nbamglhq.hist.pku.com.   IN    A    205.153.95.15
wopycdtn.hist.pku.com.   IN    A    245.130.137.112
hsqbnpgm.hist.pku.com.   IN    A    155.85.14.5
huidcxly.hist.pku.com.   IN    A    106.214.180.217
dbgjwnko.hist.pku.com.   IN    A    141.136.32.65
ldcruoyi.hist.pku.com.   IN    A    238.121.54.91
gnfwqact.hist.pku.com.   IN    A    165.193.155.136
ykcwvgph.hist.pku.com.   IN    A    11.55.156.78
jstgprvx.hist.pku.com.   IN    A    34.5.69.224
mvkbxwon.hist.pku.com.   IN    A    12.34.252.77
irekcahu.hist.pku.com.   IN    A    157.164.181.226
beprdcvq.hist.pku.com.   IN    A    7.187.122.194
fgvhekwd.hist.pku.com.   IN    A    9.113.78.241
ulqxndwi.hist.pku.com.   IN    A    251.97.193.187
htdwcjbx.hist.pku.com.   IN    A    138.38.109.70
bxgorvqw.hist.pku.com.   IN    A    94.231.34.164
sqlrkawg.hist.pku.com.   IN    A    38.114.247.83
twegvjoc.hist.pku.com.   IN    A    183.112.147.210
fsvarqhc.hist.pku.com.   IN    A    254.54.18.46
idgkupho.hist.pku.com.   IN    A    63.252.189.109
fouayrli.hist.pku.com.   IN    A    111.251.10.3
meqojify.hist.pku.com.   IN    A    108.5.63.78
uahimygv.hist.pku.com.   IN    A    223.138.30.128
moldjptb.hist.pku.com.   IN    A    239.189.246.246
kboqveyw.hist.pku.com.   IN    A    219.170.120.248
drinkjwm.hist.pku.com.   IN    A    111.27.208.208
hcauvmns.hist.pku.com.   IN    A    148.254.4.7
jqnwxdyi.hist.pku.com.   IN    A    228.9.250.75
neimlrjq.hist.pku.com.   IN    A    88.225.138.241
edptouxh.hist.pku.com.   IN    A    69.194.201.126
fdbwntom.hist.pku.com.   IN    A    34.105.226.28
buimqnko.hist.pku.com.   IN    A    90.137.237.56
xrlpynjg.hist.pku.com.   IN    A    129.20.198.112
dykusont.hist.pku.com.   IN    A    155.15.254.31
dkgjcsvy.hist.pku.com.   IN    A    211.213.189.250
mqycdjvk.hist.pku.com.   IN    A    117.205.31.147
avxusicb.hist.pku.com.   IN    A    175.158.161.120
smqavtgd.hist.pku.com.   IN    A    195.135.35.5
ygoqvnws.hist.pku.com.   IN    A    222.189.142.142
nxtdbvra.hist.pku.com.   IN    A    9.156.196.242
cnkbgstq.hist.pku.com.   IN    A    205.110.61.87
byuxlvhn.hist.pku.com.   IN    A    24.115.1.32
fveucltk.hist.pku.com.   IN    A    123.88.162.228
wivghsxb.hist.pku.com.   IN    A    68.19.8.13
tvkpaerj.hist.pku.com.   IN    A    105.249.97.48
vlpucdjg.hist.pku.com.   IN    A    11.157.128.169
txdhnuak.hist.pku.com.   IN    A    57.250.49.194
cerifmpt.hist.pku.com.   IN    A    84.105.234.105
cfyaxusi.hist.pku.com.   IN    A    213.132.220.43
itksrywe.hist.pku.com.   IN    A    64.131.48.247
vmxniudy.hist.pku.com.   IN    A    242.219.170.43
agtomepk.hist.pku.com.   IN    A    77.127.236.132
enmjfois.hist.pku.com.   IN    A    142.92.30.133
ckbsdhja.hist.pku.com.   IN    A    209.117.114.90
hldusxvn.hist.pku.com.   IN    A    87.104.24.207
oeqxfvgc.hist.pku.com.   IN    A    18.8.36.107
ocbiners.hist.pku.com.   IN    A    239.73.125.198
fywqkmdc.hist.pku.com.   IN    A    195.103.197.99
jvptyilh.hist.pku.com.   IN    A    249.201.121.157
keqvdfab.hist.pku.com.   IN    A    63.217.222.75
stwrhqnc.hist.pku.com.   IN    A    239.170.228.51
rybjcxth.hist.pku.com.   IN    A    179.44.198.38
sdwcxehm.hist.pku.com.   IN    A    187.153.155.102
niwolyuj.hist.pku.com.   IN    A    151.217.110.75
stpqwlec.hist.pku.com.   IN    A    12.97.132.138
oyugxfkt.hist.pku.com.   IN    A    245.83.249.113
berfmuoq.hist.pku.com.   IN    A    252.227.175.37
matveoni.hist.pku.com.   IN    A    174.186.16.248
eufrdixo.hist.pku.com.   IN    A    29.37.75.203
pvcuwtrk.hist.pku.com.   IN    A    95.73.153.185
gqvxtdnl.hist.pku.com.   IN    A    230.139.139.209
ueojwnlr.hist.pku.com.   IN    A    183.31.88.107
yxucotks.hist.pku.com.   IN    A    23.85.147.193
enspiqxw.hist.pku.com.   IN    A    76.122.77.104
kastiyfe.hist.pku.com.   IN    A    103.88.158.14
qsbcijdm.hist.pku.com.   IN    A    192.185.157.124
jnypbwvc.hist.pku.com.   IN    A    130.158.232.111
bosyucxn.hist.pku.com.   IN    A    106.33.125.221
dlureyxk.hist.pku.com.   IN    A    168.138.230.62
rtjwxfgp.hist.pku.com.   IN    A    228.66.151.72
tvscryde.hist.pku.com.   IN    A    179.168.202.12
npbcvmuq.hist.pku.com.   IN    A    35.99.25.182
kprqidmg.hist.pku.com.   IN    A    200.61.97.214
pvhefiut.hist.pku.com.   IN    A    57.173.216.1
hsyidgpj.hist.pku.com.   IN    A    162.61.169.250
vqibacde.hist.pku.com.   IN    A    201.1.235.52
pesmlxuw.hist.pku.com.   IN    A    120.12.1.146
daiugmje.hist.pku.com.   IN    A    242.224.183.44
etbaforx.hist.pku.com.   IN    A    231.200.169.243
lxbjgpre.hist.pku.com.   IN    A    134.80.202.230
jhtqpafc.hist.pku.com.   IN    A    52.120.220.12
hejrpdgw.hist.pku.com.   IN    A    150.115.59.204
esdbqfvr.hist.pku.com.   IN    A    238.155.155.1
duplyvex.hist.pku.com.   IN    A    224.149.83.219
pqucvlix.hist.pku.com.   IN    A    205.180.56.17
cgkasoxj.hist.pku.com.   IN    A    225.107.182.249
ioumnrek.hist.pku.com.   IN    A    195.245.129.106
qaubrtwd.hist.pku.com.   IN    A    33.187.176.28
kjtqglxs.hist.pku.com.   IN    A    49.141.215.53
ktfxsanp.hist.pku.com.   IN    A    165.143.189.207
nyewoplr.hist.pku.com.   IN    A    137.112.215.214
dbnomawv.hist.pku.com.   IN    A    61.224.192.142
jocmhqpe.hist.pku.com.   IN    A    236.64.49.138
bijfkcoe.hist.pku.com.   IN    A    37.2.36.44
qftdiusj.hist.pku.com.   IN    A    32.66.84.45
jdhuxvsb.hist.pku.com.   IN    A    149.98.247.117
eqhdipfs.hist.pku.com.   IN    A    2.89.45.73
tebscrfw.hist.pku.com.   IN    A    222.141.141.125
rnjfqcbs.hist.pku.com.   IN    A    73.0.152.89
ufjimvek.hist.pku.com.   IN    A    215.19.35.183
gujqfvtd.hist.pku.com.   IN    A    70.63.78.243
rpdaqhco.hist.pku.com.   IN    A    206.67.251.114
husckmiy.hist.pku.com.   IN    A    239.97.17.19
jwpdecfs.hist.pku.com.   IN    A    79.240.4.108
qolswvry.hist.pku.com.   IN    A    115.208.239.113
ogqapljm.hist.pku.com.   IN    A    87.5.71.209
trbsihgn.hist.pku.com.   IN    A    248.145.80.253
ilnjeshg.hist.pku.com.   IN    A    37.235.144.81
pymikqsc.hist.pku.com.   IN    A    85.63.89.252
sgbdhytx.hist.pku.com.   IN    A    119.90.131.38
sbjwkcfq.hist.pku.com.   IN    A    140.196.221.159
fwnupveb.hist.pku.com.   IN    A    22.24.115.20
hdosawfu.hist.pku.com.   IN    A    70.136.18.160
bqrctxyf.hist.pku.com.   IN    A    36.196.137.16
mdrfgujo.hist.pku.com.   IN    A    208.205.135.99
sjtumfid.hist.pku.com.   IN    A    243.14.101.192
ensthvby.hist.pku.com.   IN    A    221.14.255.134
pqoudvmb.hist.pku.com.   IN    A    146.182.31.14
hupvigwq.hist.pku.com.   IN    A    172.255.94.80
almqefdn.hist.pku.com.   IN    A    62.184.53.187
srmyfgtn.hist.pku.com.   IN    A    41.79.132.147
krjdoqxp.hist.pku.com.   IN    A    146.203.221.57
itbswhvx.hist.pku.com.   IN    A    220.191.182.123
aknsvdtm.hist.pku.com.   IN    A    159.200.28.218
gbfwxmne.hist.pku.com.   IN    A    44.126.225.135
ywkpjxum.hist.pku.com.   IN    A    81.42.227.26
ykjhpnlr.hist.pku.com.   IN    A    31.41.208.223
oycqfvnl.hist.pku.com.   IN    A    133.20.42.154
atbugdoh.hist.pku.com.   IN    A    59.127.163.188
vuyhamei.hist.pku.com.   IN    A    225.71.178.177
edfltyag.hist.pku.com.   IN    A    162.190.234.115
avungfrk.hist.pku.com.   IN    A    177.15.245.19
vhkdaplx.hist.pku.com.   IN    A    209.58.119.66
cqfukygi.hist.pku.com.   IN    A    251.182.239.17
rgekdqvs.hist.pku.com.   IN    A    5.109.225.183
ugwsbjck.hist.pku.com.   IN    A    41.112.75.163
tyqdsevc.hist.pku.com.   IN    A    92.174.219.106
rxuynfgh.hist.pku.com.   IN    A    15.26.13.65
lhgriuot.hist.pku.com.   IN    A    246.156.13.0
rilwhupy.hist.pku.com.   IN    A    202.31.50.194
lvwbshmd.hist.pku.com.   IN    A    56.219.30.72
kwfrlpbu.hist.pku.com.   IN    A    1.153.4.68
kgsxvjbh.hist.pku.com.   IN    A    157.101.146.81
hmlxpwgd.hist.pku.com.   IN    A    35.43.110.26
tgpqxahj.hist.pku.com.   IN    A    229.35.32.197
yvsuowma.hist.pku.com.   IN    A    76.106.43.239
hsypmrno.hist.pku.com.   IN    A    16.245.16.54
udjhoyrq.hist.pku.com.   IN    A    245.104.174.207
oenjmwts.hist.pku.com.   IN    A    185.39.196.253
bvlreygi.hist.pku.com.   IN    A    204.223.23.7
aqbdlfwu.hist.pku.com.   IN    A    46.58.208.165
xesyujgn.hist.pku.com.   IN    A    141.243.96.218
wyxopshn.hist.pku.com.   IN    A    174.4.181.24
gfxuotmi.hist.pku.com.   IN    A    250.142.83.150
qlambrvi.hist.pku.com.   IN    A    155.21.34.197
btjfsinx.hist.pku.com.   IN    A    157.99.12.8
civybogh.hist.pku.com.   IN    A    247.195.255.214
iefnrltw.hist.pku.com.   IN    A    243.187.189.118
bmckajne.hist.pku.com.   IN    A    206.167.71.252
ognrquje.hist.pku.com.   IN    A    184.244.159.249
mhntjbgl.hist.pku.com.   IN    A    249.230.241.197
khnxtuqo.hist.pku.com.   IN    A    76.201.110.126
vyfrdcje.hist.pku.com.   IN    A    39.142.42.193
lhtsmdvo.hist.pku.com.   IN    A    98.151.118.37
ekyarjpg.hist.pku.com.   IN    A    182.159.17.214
djehkosb.hist.pku.com.   IN    A    100.115.117.239
ikbvxpoj.hist.pku.com.   IN    A    176.201.48.108
givadlmf.hist.pku.com.   IN    A    159.150.134.132
fngsytio.hist.pku.com.   IN    A    151.137.188.109
rnhdfgqt.hist.pku.com.   IN    A    142.186.96.208
arvnydhw.hist.pku.com.   IN    A    160.123.170.155
nreaxkqw.hist.pku.com.   IN    A    178.118.128.141
spxrehla.hist.pku.com.   IN    A    244.106.183.2
rqbugoni.hist.pku.com.   IN    A    57.184.194.93
oklewqbf.hist.pku.com.   IN    A    80.211.157.54
gvriqboy.hist.pku.com.   IN    A    171.227.186.225
owafyxut.hist.pku.com.   IN    A    212.77.103.27
spqimnjw.hist.pku.com.   IN    A    228.180.114.71
dmaifpbs.hist.pku.com.   IN    A    6.24.10.122
nixvufca.hist.pku.com.   IN    A    0.58.153.231
jgedvaqx.hist.pku.com.   IN    A    77.185.96.146
jesytdiu.hist.pku.com.   IN    A    101.89.177.252
imlfwbsr.hist.pku.com.   IN    A    28.112.127.34
uajoxfdc.hist.pku.com.   IN    A    79.235.238.11
mfiayseq.hist.pku.com.   IN    A    237.5.45.2
gneqbahj.hist.pku.com.   IN    A    235.164.192.26
vynrwpmu.hist.pku.com.   IN    A    255.247.212.4
afhvxroj.hist.pku.com.   IN    A    200.255.167.254
auqnwjkm.hist.pku.com.   IN    A    128.116.204.124
loanfcdi.hist.pku.com.   IN    A    130.29.23.116
ubioaqen.hist.pku.com.   IN    A    119.21.89.49
aokienlh.hist.pku.com.   IN    A    244.36.83.177
txerkcly.hist.pku.com.   IN    A    182.215.222.117
wrpyenua.hist.pku.com.   IN    A    200.45.126.247
ybocgfmr.hist.pku.com.   IN    A    49.196.162.197
qbopvtiu.hist.pku.com.   IN    A    142.210.54.84
arcluixo.hist.pku.com.   IN    A    152.253.47.32
cdiypbex.hist.pku.com.   IN    A    130.219.39.165
nupdaghs.hist.pku.com.   IN    A    90.27.136.169
tsocvnqe.hist.pku.com.   IN    A    9.46.134.115
mqhbfwxp.hist.pku.com.   IN    A    197.121.118.41
jpuctmqf.hist.pku.com.   IN    A    227.82.117.3
ricjyotg.hist.pku.com.   IN    A    218.173.128.167
tsnpmuvi.hist.pku.com.   IN    A    247.96.198.135
saqevwbf.hist.pku.com.   IN    A    204.120.228.9
bjxhadfv.hist.pku.com.   IN    A    40.50.100.26
nhfsixod.hist.pku.com.   IN    A    230.191.181.33
wfsrvleu.hist.pku.com.   IN    A    28.23.185.187
kwgufhyp.hist.pku.com.   IN    A    238.235.230.166
iqtsvarl.hist.pku.com.   IN    A    14.80.26.118
cpfblexi.hist.pku.com.   IN    A    47.31.71.71
idjsewyq.hist.pku.com.   IN    A    101.7.207.227
mvhqtxig.hist.pku.com.   IN    A    185.49.39.33
fkaqmunv.hist.pku.com.   IN    A    34.211.185.217
aknysdjr.hist.pku.com.   IN    A    197.218.206.94
xuqctokp.hist.pku.com.   IN    A    194.83.227.191
rwxugmsf.hist.pku.com.   IN    A    199.101.224.205
diunamct.hist.pku.com.   IN    A    21.66.129.21
bqxhnkvf.hist.pku.com.   IN    A    226.182.106.4
drsxmagv.hist.pku.com.   IN    A    192.27.5.21
kawcrfli.hist.pku.com.   IN    A    112.102.205.164
cwudstlm.hist.pku.com.   IN    A    86.224.189.194
tschkwau.hist.pku.com.   IN    A    105.8.4.125
qtiyaojg.hist.pku.com.   IN    A    102.69.92.0
lycgdeom.hist.pku.com.   IN    A    9.25.62.184
ynwsvltr.hist.pku.com.   IN    A    248.156.26.92
jupydmoe.hist.pku.com.   IN    A    204.116.106.18
whgrqtpb.hist.pku.com.   IN    A    89.93.73.253
bfhxyegw.hist.pku.com.   IN    A    239.213.215.203
rcbhfmkt.hist.pku.com.   IN    A    10.251.197.91
