ai.shu.com.	14400	IN	SOA	ns1.ai.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
ai.shu.com.		    IN	NS ns1.ai.shu.com.
qhkgbjfo.ai.shu.com.     IN    A    11.1.8.220
drocsyaq.ai.shu.com.     IN    A    251.53.109.20
gtsdehro.ai.shu.com.     IN    A    124.20.40.93
lboykwcg.ai.shu.com.     IN    A    204.8.239.151
haubefpl.ai.shu.com.     IN    A    163.133.55.81
fnqivkrg.ai.shu.com.     IN    A    213.245.108.143
takdywjv.ai.shu.com.     IN    A    7.160.255.243
atuphnvq.ai.shu.com.     IN    A    19.243.44.206
jsdxlnif.ai.shu.com.     IN    A    187.2.243.158
idbfwnql.ai.shu.com.     IN    A    96.230.77.130
aspoqkif.ai.shu.com.     IN    A    7.17.87.233
snqoxfrt.ai.shu.com.     IN    A    249.24.116.166
mflrvinw.ai.shu.com.     IN    A    6.251.24.120
xbaeilfh.ai.shu.com.     IN    A    114.14.95.49
cqthpumd.ai.shu.com.     IN    A    179.196.76.218
nebqxjyc.ai.shu.com.     IN    A    111.19.32.194
hmfexvra.ai.shu.com.     IN    A    242.30.171.20
xuinfhrv.ai.shu.com.     IN    A    218.3.72.172
ogfntejs.ai.shu.com.     IN    A    166.86.32.210
wkynmofv.ai.shu.com.     IN    A    124.3.181.92
adcluqwg.ai.shu.com.     IN    A    2.35.96.147
imwqnfue.ai.shu.com.     IN    A    245.87.69.38
qmofyhle.ai.shu.com.     IN    A    69.135.24.53
fvlepgsi.ai.shu.com.     IN    A    210.112.147.211
okxqjapu.ai.shu.com.     IN    A    73.190.0.71
nihofjsk.ai.shu.com.     IN    A    220.162.114.87
qovbsnkr.ai.shu.com.     IN    A    110.245.182.142
mpulrdqn.ai.shu.com.     IN    A    178.226.111.187
knriwyct.ai.shu.com.     IN    A    222.95.219.126
chbtadiq.ai.shu.com.     IN    A    12.40.139.101
wmerjnua.ai.shu.com.     IN    A    90.90.177.69
egurcjyk.ai.shu.com.     IN    A    90.135.206.190
bweqxydg.ai.shu.com.     IN    A    18.20.83.65
qoumstxj.ai.shu.com.     IN    A    44.90.113.132
bvqxmwru.ai.shu.com.     IN    A    141.221.143.246
rgluojtn.ai.shu.com.     IN    A    0.91.192.99
knfmqixu.ai.shu.com.     IN    A    111.6.253.219
sltgqviu.ai.shu.com.     IN    A    221.144.0.235
kxofgtcp.ai.shu.com.     IN    A    173.81.97.179
nylpivgt.ai.shu.com.     IN    A    158.179.70.88
qjpcnuva.ai.shu.com.     IN    A    100.168.79.238
chfyrjdw.ai.shu.com.     IN    A    114.110.14.157
njewlcrh.ai.shu.com.     IN    A    24.20.146.214
akblhryc.ai.shu.com.     IN    A    77.139.173.184
njuwefrc.ai.shu.com.     IN    A    49.206.209.245
dmulrgsn.ai.shu.com.     IN    A    24.13.145.46
kyvestpw.ai.shu.com.     IN    A    175.161.185.174
ronxbtcd.ai.shu.com.     IN    A    203.223.86.217
wmgksxbv.ai.shu.com.     IN    A    133.174.206.202
mixtnuak.ai.shu.com.     IN    A    245.156.66.237
tnqbfhsk.ai.shu.com.     IN    A    249.226.86.30
crynampk.ai.shu.com.     IN    A    123.0.96.205
qlxyoket.ai.shu.com.     IN    A    216.0.128.26
mupkhdbt.ai.shu.com.     IN    A    145.43.30.36
hotjvdln.ai.shu.com.     IN    A    29.93.250.0
aohiksgx.ai.shu.com.     IN    A    149.8.172.214
wrmlvtxj.ai.shu.com.     IN    A    71.214.246.181
gcriwasl.ai.shu.com.     IN    A    18.220.224.62
temhacrj.ai.shu.com.     IN    A    127.54.179.243
fmbqwtnr.ai.shu.com.     IN    A    127.251.1.176
wrfhdoke.ai.shu.com.     IN    A    215.121.199.184
ivqhdxmw.ai.shu.com.     IN    A    246.34.240.124
dmbwjtyf.ai.shu.com.     IN    A    99.125.64.205
leuhjmnr.ai.shu.com.     IN    A    68.54.17.213
rxwibmpc.ai.shu.com.     IN    A    208.12.23.158
edpmwulj.ai.shu.com.     IN    A    3.241.231.209
vybcjfdg.ai.shu.com.     IN    A    154.145.186.112
bjmgfsqd.ai.shu.com.     IN    A    140.128.242.119
lghfqydw.ai.shu.com.     IN    A    34.93.192.107
otmnavyh.ai.shu.com.     IN    A    173.153.64.201
yejnicuv.ai.shu.com.     IN    A    192.113.227.206
klarifbm.ai.shu.com.     IN    A    143.144.250.78
amxvkbfu.ai.shu.com.     IN    A    205.103.193.158
sdewpgub.ai.shu.com.     IN    A    15.84.93.47
ngtvsfuk.ai.shu.com.     IN    A    232.200.238.104
qedsbhun.ai.shu.com.     IN    A    35.124.157.15
dfeqvuro.ai.shu.com.     IN    A    86.215.1.63
sfluwexd.ai.shu.com.     IN    A    46.207.105.254
jrqhvepu.ai.shu.com.     IN    A    150.163.167.80
bewmojch.ai.shu.com.     IN    A    86.162.158.145
akuqwxin.ai.shu.com.     IN    A    203.255.166.45
lfwvqehn.ai.shu.com.     IN    A    214.198.73.254
hivjflrg.ai.shu.com.     IN    A    74.121.139.63
kmqrogsi.ai.shu.com.     IN    A    216.232.182.90
hopxvulq.ai.shu.com.     IN    A    91.5.62.92
wbpgjfoa.ai.shu.com.     IN    A    30.192.206.243
yuqxmjnl.ai.shu.com.     IN    A    5.229.30.44
xantchfu.ai.shu.com.     IN    A    198.252.153.244
lhfxvujb.ai.shu.com.     IN    A    214.173.100.72
eoqmsrhp.ai.shu.com.     IN    A    193.246.125.92
fmqahjnk.ai.shu.com.     IN    A    63.199.101.213
ecrvglxa.ai.shu.com.     IN    A    55.140.58.153
tlkcraxm.ai.shu.com.     IN    A    229.76.86.232
yqpgkbim.ai.shu.com.     IN    A    44.1.3.46
nkagwxph.ai.shu.com.     IN    A    166.39.233.76
vpehlatx.ai.shu.com.     IN    A    223.3.103.66
ednhokcy.ai.shu.com.     IN    A    28.207.54.40
jygmrlhi.ai.shu.com.     IN    A    213.78.90.68
dvbtjfsp.ai.shu.com.     IN    A    203.212.35.228
ecsuaijy.ai.shu.com.     IN    A    196.153.123.197
dhpkyfcn.ai.shu.com.     IN    A    83.227.5.252
vmlxansb.ai.shu.com.     IN    A    97.11.21.213
xyfiqgdr.ai.shu.com.     IN    A    226.246.30.89
eauivfyc.ai.shu.com.     IN    A    27.188.8.103
whoyscfd.ai.shu.com.     IN    A    219.11.7.36
jwctglhd.ai.shu.com.     IN    A    135.56.10.108
gmtisxja.ai.shu.com.     IN    A    146.115.98.83
qeibgtvs.ai.shu.com.     IN    A    61.159.107.22
kfsondym.ai.shu.com.     IN    A    22.58.99.127
gbmjunev.ai.shu.com.     IN    A    144.84.150.28
ynmhuokc.ai.shu.com.     IN    A    177.206.22.191
xblgkrwn.ai.shu.com.     IN    A    205.11.180.84
xwjinyqa.ai.shu.com.     IN    A    27.54.74.199
dybgksoc.ai.shu.com.     IN    A    221.12.159.214
fxwakyrl.ai.shu.com.     IN    A    60.8.104.158
csuxgfor.ai.shu.com.     IN    A    127.193.175.191
xhsdlkbn.ai.shu.com.     IN    A    116.197.114.224
adbhscne.ai.shu.com.     IN    A    58.245.182.0
mburaego.ai.shu.com.     IN    A    15.229.195.52
ojdhcten.ai.shu.com.     IN    A    149.128.176.153
bitsdeaq.ai.shu.com.     IN    A    182.171.26.23
wgshceal.ai.shu.com.     IN    A    102.165.220.194
usmhwyiq.ai.shu.com.     IN    A    223.248.193.168
kphomqic.ai.shu.com.     IN    A    249.153.126.141
jaeydosl.ai.shu.com.     IN    A    184.93.0.180
idgfutyc.ai.shu.com.     IN    A    187.220.49.177
hfjgxdpq.ai.shu.com.     IN    A    171.191.187.117
fsqhwptj.ai.shu.com.     IN    A    38.30.125.194
ygfdkabj.ai.shu.com.     IN    A    23.95.5.187
usghoavb.ai.shu.com.     IN    A    208.134.127.159
vitqrsup.ai.shu.com.     IN    A    206.59.31.122
asiphcox.ai.shu.com.     IN    A    153.234.136.107
ubifplkv.ai.shu.com.     IN    A    140.112.197.69
xefacuhg.ai.shu.com.     IN    A    251.34.30.242
npithmwa.ai.shu.com.     IN    A    25.154.219.67
fkughenx.ai.shu.com.     IN    A    84.233.177.54
yreknmst.ai.shu.com.     IN    A    243.121.137.87
vwogjxht.ai.shu.com.     IN    A    79.181.73.125
qaxvnkyb.ai.shu.com.     IN    A    191.47.94.68
ndactyuh.ai.shu.com.     IN    A    247.8.109.56
jgrviedf.ai.shu.com.     IN    A    33.8.213.72
rondvwbu.ai.shu.com.     IN    A    84.87.90.203
mvhdoqka.ai.shu.com.     IN    A    96.216.12.242
yomlpxes.ai.shu.com.     IN    A    186.181.44.198
qmwnhlck.ai.shu.com.     IN    A    156.203.215.123
pdhyegjw.ai.shu.com.     IN    A    139.14.134.219
udtxsiwe.ai.shu.com.     IN    A    102.80.227.118
sqicrvel.ai.shu.com.     IN    A    69.249.185.22
hjbdeqkl.ai.shu.com.     IN    A    182.159.19.191
wvajolhf.ai.shu.com.     IN    A    197.218.226.122
qtprfoja.ai.shu.com.     IN    A    172.159.41.206
rwduefan.ai.shu.com.     IN    A    35.72.163.61
vgwlkimo.ai.shu.com.     IN    A    122.175.25.28
sgbtxowk.ai.shu.com.     IN    A    181.88.115.217
acutiove.ai.shu.com.     IN    A    171.200.132.194
mxwhndli.ai.shu.com.     IN    A    163.193.175.25
yotrexms.ai.shu.com.     IN    A    45.71.166.210
gbmpwvri.ai.shu.com.     IN    A    221.38.234.75
owuqdrih.ai.shu.com.     IN    A    82.12.73.86
rngmbdvf.ai.shu.com.     IN    A    101.249.71.39
uanqmdpk.ai.shu.com.     IN    A    109.130.81.189
goqrflwp.ai.shu.com.     IN    A    93.137.98.194
snarmbvd.ai.shu.com.     IN    A    167.84.25.243
lidyjfan.ai.shu.com.     IN    A    200.167.94.15
eqjhvamy.ai.shu.com.     IN    A    103.69.195.120
ocdrkxpi.ai.shu.com.     IN    A    100.245.161.153
kintplrd.ai.shu.com.     IN    A    176.164.105.239
damcifbr.ai.shu.com.     IN    A    59.31.102.149
klwuoxmr.ai.shu.com.     IN    A    51.70.71.177
anvkrgoy.ai.shu.com.     IN    A    40.250.224.166
cvagmoux.ai.shu.com.     IN    A    250.42.47.3
owstvhdl.ai.shu.com.     IN    A    29.16.66.195
hknbiars.ai.shu.com.     IN    A    136.38.239.225
xetlrdfv.ai.shu.com.     IN    A    41.43.163.32
twrsvuik.ai.shu.com.     IN    A    75.179.19.9
qosrjpkd.ai.shu.com.     IN    A    225.221.87.123
fhymngso.ai.shu.com.     IN    A    228.25.219.45
anvqtmds.ai.shu.com.     IN    A    135.99.147.169
tlmwivkx.ai.shu.com.     IN    A    25.223.52.144
ncpvxbae.ai.shu.com.     IN    A    139.13.227.54
bctyalid.ai.shu.com.     IN    A    168.17.154.27
pfybkwxr.ai.shu.com.     IN    A    132.126.166.246
wydtqari.ai.shu.com.     IN    A    127.217.132.227
uhxngair.ai.shu.com.     IN    A    153.151.114.115
exwclsvi.ai.shu.com.     IN    A    11.255.148.25
vnfqtehg.ai.shu.com.     IN    A    156.173.217.2
vkxsuwhb.ai.shu.com.     IN    A    108.162.135.228
ckjhaweb.ai.shu.com.     IN    A    230.177.83.190
biaxuwmv.ai.shu.com.     IN    A    159.206.47.166
fpwxukjl.ai.shu.com.     IN    A    249.49.150.168
rwbsgalv.ai.shu.com.     IN    A    233.60.39.100
rvnlqfmc.ai.shu.com.     IN    A    101.56.254.162
juicrbxm.ai.shu.com.     IN    A    138.162.125.68
xwvpnsit.ai.shu.com.     IN    A    212.195.14.160
repmyxlo.ai.shu.com.     IN    A    81.203.237.245
cpdfrigk.ai.shu.com.     IN    A    126.239.239.210
sfiecqnt.ai.shu.com.     IN    A    97.241.171.31
vngectbm.ai.shu.com.     IN    A    211.236.118.52
otdsngmi.ai.shu.com.     IN    A    193.64.5.81
vkuqhsgj.ai.shu.com.     IN    A    162.125.245.255
iagnyjom.ai.shu.com.     IN    A    199.13.243.29
ouprwbfm.ai.shu.com.     IN    A    215.67.60.235
vsujrgqy.ai.shu.com.     IN    A    47.197.238.128
ugqsmwly.ai.shu.com.     IN    A    163.62.188.123
fwkhnlry.ai.shu.com.     IN    A    69.220.52.241
aerjqghb.ai.shu.com.     IN    A    155.11.1.176
qprjvhib.ai.shu.com.     IN    A    164.231.106.44
ugdtamnl.ai.shu.com.     IN    A    87.116.217.194
quespval.ai.shu.com.     IN    A    216.201.252.96
kqvfsmjl.ai.shu.com.     IN    A    71.140.84.9
hepsjbxn.ai.shu.com.     IN    A    116.129.219.42
rkwnubmq.ai.shu.com.     IN    A    25.151.223.89
dsyqfbrm.ai.shu.com.     IN    A    102.183.107.217
qejwpyhf.ai.shu.com.     IN    A    108.182.105.203
evgnykpa.ai.shu.com.     IN    A    25.7.91.206
bpkdlocj.ai.shu.com.     IN    A    164.36.163.251
ercxgpoi.ai.shu.com.     IN    A    46.119.182.193
oaqjcnml.ai.shu.com.     IN    A    108.153.245.234
oshpcfbw.ai.shu.com.     IN    A    0.221.160.36
kqpnubjr.ai.shu.com.     IN    A    149.62.19.3
afphqmvb.ai.shu.com.     IN    A    99.113.25.111
uasjfrkl.ai.shu.com.     IN    A    53.169.34.159
qhemcuws.ai.shu.com.     IN    A    171.36.207.221
linjboxk.ai.shu.com.     IN    A    20.251.209.196
rsvxgftm.ai.shu.com.     IN    A    121.168.136.253
oglbwxhm.ai.shu.com.     IN    A    58.54.136.153
qwacbdvt.ai.shu.com.     IN    A    117.102.164.147
xektbwdr.ai.shu.com.     IN    A    161.127.237.183
unltrdkx.ai.shu.com.     IN    A    96.214.169.158
pxtaoyfg.ai.shu.com.     IN    A    87.124.93.192
bmvjhtdp.ai.shu.com.     IN    A    46.58.217.240
oqbmwtfi.ai.shu.com.     IN    A    77.221.219.137
ikovnsmq.ai.shu.com.     IN    A    99.26.20.92
caytonfs.ai.shu.com.     IN    A    47.84.123.104
nujvcdkl.ai.shu.com.     IN    A    168.109.108.191
shlanqbx.ai.shu.com.     IN    A    247.10.168.173
wevpbldq.ai.shu.com.     IN    A    129.165.209.3
nvxbkuio.ai.shu.com.     IN    A    41.78.37.161
oiwmnbxv.ai.shu.com.     IN    A    46.102.83.166
efyatcqm.ai.shu.com.     IN    A    24.236.8.118
rfjsyqmh.ai.shu.com.     IN    A    66.70.85.127
odjstxlw.ai.shu.com.     IN    A    209.26.83.2
ibgkyrqp.ai.shu.com.     IN    A    159.202.151.49
dpvgnsiu.ai.shu.com.     IN    A    153.209.12.234
yadoxqhg.ai.shu.com.     IN    A    126.5.87.204
evoadgpm.ai.shu.com.     IN    A    95.142.230.18
bikrauox.ai.shu.com.     IN    A    52.237.101.132
idcqwxun.ai.shu.com.     IN    A    117.168.132.230
kdwelbjp.ai.shu.com.     IN    A    134.108.124.61
toxubkvc.ai.shu.com.     IN    A    112.85.0.27
ofivspan.ai.shu.com.     IN    A    26.150.210.60
gayhnxqm.ai.shu.com.     IN    A    173.43.149.21
elxdywct.ai.shu.com.     IN    A    147.124.5.40
ydgxrhfa.ai.shu.com.     IN    A    192.24.127.123
imfjsheb.ai.shu.com.     IN    A    191.149.34.154
cijftkbw.ai.shu.com.     IN    A    183.228.155.29
tmyhgfbc.ai.shu.com.     IN    A    198.239.118.136
anfditjg.ai.shu.com.     IN    A    205.8.81.204
yauoqnkv.ai.shu.com.     IN    A    62.214.183.188
ymjatgel.ai.shu.com.     IN    A    86.110.203.142
psogwjvl.ai.shu.com.     IN    A    92.225.240.251
hgmuvksc.ai.shu.com.     IN    A    193.113.84.118
jnvlxgur.ai.shu.com.     IN    A    102.166.134.7
fohmkqrn.ai.shu.com.     IN    A    97.35.20.29
imohlaey.ai.shu.com.     IN    A    156.180.145.244
mhpeftlx.ai.shu.com.     IN    A    97.104.131.15
lndwqupa.ai.shu.com.     IN    A    39.229.168.149
pxwovrgc.ai.shu.com.     IN    A    110.191.134.100
njsqtvlr.ai.shu.com.     IN    A    72.96.7.176
ilfsqvdu.ai.shu.com.     IN    A    137.92.135.61
cruejnpd.ai.shu.com.     IN    A    173.74.236.183
mfghjcyv.ai.shu.com.     IN    A    42.42.243.107
nrpkomwv.ai.shu.com.     IN    A    0.155.118.152
wtbhykfs.ai.shu.com.     IN    A    134.180.113.89
pdtuqash.ai.shu.com.     IN    A    237.205.23.237
nmtyduxr.ai.shu.com.     IN    A    187.124.92.235
hdmwceos.ai.shu.com.     IN    A    125.107.60.2
yauprbfe.ai.shu.com.     IN    A    89.232.218.138
tnuafhjv.ai.shu.com.     IN    A    181.127.157.147
wdnpfaje.ai.shu.com.     IN    A    231.40.91.217
noeklshv.ai.shu.com.     IN    A    105.122.44.132
nbafomwi.ai.shu.com.     IN    A    142.155.27.221
nktolqrh.ai.shu.com.     IN    A    109.124.141.157
qnlbcvja.ai.shu.com.     IN    A    187.233.149.103
blcewpyv.ai.shu.com.     IN    A    208.191.68.127
ldtbxeoq.ai.shu.com.     IN    A    91.230.188.94
dhjbpsfw.ai.shu.com.     IN    A    213.229.234.241
ulsjotxh.ai.shu.com.     IN    A    38.150.188.210
fwajbrdx.ai.shu.com.     IN    A    243.122.229.96
fitscpld.ai.shu.com.     IN    A    50.127.43.40
dmionxet.ai.shu.com.     IN    A    197.97.162.44
gmbdxcnl.ai.shu.com.     IN    A    51.82.126.221
itadseuv.ai.shu.com.     IN    A    124.2.161.220
xyjeaqhu.ai.shu.com.     IN    A    121.38.145.242
rmviwyth.ai.shu.com.     IN    A    51.172.191.191
fanbexwc.ai.shu.com.     IN    A    179.216.198.176
hnxomiyb.ai.shu.com.     IN    A    78.148.33.164
cyjorhbd.ai.shu.com.     IN    A    232.111.81.33
dilvtexk.ai.shu.com.     IN    A    4.79.181.97
umyfxhbp.ai.shu.com.     IN    A    225.200.160.35
osjydclk.ai.shu.com.     IN    A    239.124.205.179
qeomjxgt.ai.shu.com.     IN    A    32.253.99.208
rkgubdxm.ai.shu.com.     IN    A    87.27.168.177
sdqgolwb.ai.shu.com.     IN    A    45.98.30.87
ipkymagv.ai.shu.com.     IN    A    246.122.224.251
bkpajsnm.ai.shu.com.     IN    A    120.47.40.75
semwovif.ai.shu.com.     IN    A    35.99.67.69
qveglrnj.ai.shu.com.     IN    A    80.113.149.3
dupfbegn.ai.shu.com.     IN    A    173.132.133.91
hyvjifdw.ai.shu.com.     IN    A    147.60.28.204
toruhcyq.ai.shu.com.     IN    A    122.183.172.56
ynhlgvwd.ai.shu.com.     IN    A    170.249.109.36
dylpbrvq.ai.shu.com.     IN    A    25.210.48.42
hfjrnioc.ai.shu.com.     IN    A    144.91.52.248
auloxmvh.ai.shu.com.     IN    A    86.216.112.119
vxblhrmf.ai.shu.com.     IN    A    55.150.130.13
larkgvwf.ai.shu.com.     IN    A    144.207.57.5
gwbnpixj.ai.shu.com.     IN    A    27.237.107.99
egtpwhxq.ai.shu.com.     IN    A    58.247.0.210
vwbgqfoh.ai.shu.com.     IN    A    18.213.46.244
dpqtisjr.ai.shu.com.     IN    A    231.212.206.204
mdsfvxew.ai.shu.com.     IN    A    251.146.179.152
hacembwx.ai.shu.com.     IN    A    102.219.62.104
aijnehqk.ai.shu.com.     IN    A    199.183.161.66
dxvcjlao.ai.shu.com.     IN    A    21.118.162.237
wlnuxfkg.ai.shu.com.     IN    A    120.237.118.118
cktynsgm.ai.shu.com.     IN    A    113.3.77.133
vfmeisap.ai.shu.com.     IN    A    157.189.238.238
mrfqvciu.ai.shu.com.     IN    A    187.185.86.148
ynisctbv.ai.shu.com.     IN    A    51.160.23.172
fhiqrmnv.ai.shu.com.     IN    A    160.130.213.149
rtwoclvf.ai.shu.com.     IN    A    181.181.8.41
ksjhxoeu.ai.shu.com.     IN    A    134.144.53.2
bpmakejq.ai.shu.com.     IN    A    138.19.172.197
pyqeuxkw.ai.shu.com.     IN    A    181.244.23.230
gqsilxdc.ai.shu.com.     IN    A    78.207.24.133
apdlurxy.ai.shu.com.     IN    A    144.176.47.16
eoainjqb.ai.shu.com.     IN    A    16.236.160.250
eincvbkf.ai.shu.com.     IN    A    105.243.199.218
mhrfpuib.ai.shu.com.     IN    A    37.114.177.206
oblpvtaj.ai.shu.com.     IN    A    166.215.145.118
owijxuck.ai.shu.com.     IN    A    237.158.16.91
aqtobpyk.ai.shu.com.     IN    A    242.90.103.54
rumvowta.ai.shu.com.     IN    A    8.69.175.129
ibuwogmt.ai.shu.com.     IN    A    137.36.39.82
bkvucqef.ai.shu.com.     IN    A    112.52.54.234
rysxgkdj.ai.shu.com.     IN    A    234.128.122.72
rcyglbpi.ai.shu.com.     IN    A    2.32.69.90
utrglxik.ai.shu.com.     IN    A    210.15.93.181
mirvueph.ai.shu.com.     IN    A    48.140.146.192
caoqkext.ai.shu.com.     IN    A    28.7.222.169
kspnltyr.ai.shu.com.     IN    A    50.70.5.43
kphyojra.ai.shu.com.     IN    A    55.217.241.55
wqhsikvc.ai.shu.com.     IN    A    58.150.160.21
pfuygiej.ai.shu.com.     IN    A    87.166.122.109
qtlivpmg.ai.shu.com.     IN    A    217.233.73.110
uvgtjwyi.ai.shu.com.     IN    A    50.126.101.112
bnpdjium.ai.shu.com.     IN    A    83.39.6.84
mrqbgyhj.ai.shu.com.     IN    A    155.228.240.37
qyuarsph.ai.shu.com.     IN    A    253.185.240.65
velrpgak.ai.shu.com.     IN    A    171.115.135.86
kqlteyfp.ai.shu.com.     IN    A    78.116.130.21
lqktdpoj.ai.shu.com.     IN    A    132.56.189.30
jnxyhtvl.ai.shu.com.     IN    A    18.112.108.118
gxqclnfo.ai.shu.com.     IN    A    197.206.148.117
vkldcpuo.ai.shu.com.     IN    A    98.17.168.115
xbpfhron.ai.shu.com.     IN    A    128.51.209.110
hneuxoyb.ai.shu.com.     IN    A    88.160.111.176
gjuwtind.ai.shu.com.     IN    A    148.96.117.246
icapbldj.ai.shu.com.     IN    A    83.130.105.72
ojuqdpic.ai.shu.com.     IN    A    208.101.147.87
fdtjwopl.ai.shu.com.     IN    A    211.155.202.74
tsmgwaxr.ai.shu.com.     IN    A    108.136.66.76
utwhqidc.ai.shu.com.     IN    A    251.22.100.225
hjmwyuok.ai.shu.com.     IN    A    118.218.255.58
lkecqfts.ai.shu.com.     IN    A    189.213.36.93
wvheyxsb.ai.shu.com.     IN    A    76.83.221.126
fnmsrhwl.ai.shu.com.     IN    A    150.118.7.94
pytehcrl.ai.shu.com.     IN    A    14.67.120.55
lvuhokrb.ai.shu.com.     IN    A    253.188.222.202
udfipevo.ai.shu.com.     IN    A    81.216.26.11
ensqotwl.ai.shu.com.     IN    A    37.62.129.120
hisqaeng.ai.shu.com.     IN    A    204.107.124.80
eondrhcg.ai.shu.com.     IN    A    217.248.53.141
rpkhofcb.ai.shu.com.     IN    A    101.20.25.49
xgirneps.ai.shu.com.     IN    A    155.158.30.155
wsubqcfo.ai.shu.com.     IN    A    140.137.40.108
konrqfum.ai.shu.com.     IN    A    220.174.226.148
mdehyutf.ai.shu.com.     IN    A    217.60.100.217
iumdvrbw.ai.shu.com.     IN    A    208.12.247.79
aucjyqno.ai.shu.com.     IN    A    240.102.43.10
giadjqwb.ai.shu.com.     IN    A    210.223.28.82
hqiktmgx.ai.shu.com.     IN    A    102.97.7.218
tsrqhbvg.ai.shu.com.     IN    A    207.197.122.244
rseculkv.ai.shu.com.     IN    A    138.36.60.159
fwaloksd.ai.shu.com.     IN    A    120.141.254.152
mhjundkb.ai.shu.com.     IN    A    157.21.224.236
ctqfxyir.ai.shu.com.     IN    A    139.64.151.94
ktdmjspq.ai.shu.com.     IN    A    22.244.39.38
iyqnercl.ai.shu.com.     IN    A    187.182.251.16
drwfbvno.ai.shu.com.     IN    A    116.128.231.144
bcsdgqyh.ai.shu.com.     IN    A    149.170.170.61
kmpyahui.ai.shu.com.     IN    A    246.146.107.74
uetpmrvc.ai.shu.com.     IN    A    83.66.90.145
ytcvbash.ai.shu.com.     IN    A    93.123.83.70
venxocfu.ai.shu.com.     IN    A    117.169.184.120
tplofehi.ai.shu.com.     IN    A    192.16.233.109
ouqcxfta.ai.shu.com.     IN    A    162.98.58.68
ecqnwuhi.ai.shu.com.     IN    A    236.116.141.78
bntjoeru.ai.shu.com.     IN    A    27.34.229.6
sbxlugjk.ai.shu.com.     IN    A    51.73.1.150
qxwmstib.ai.shu.com.     IN    A    178.214.127.156
aqmcinur.ai.shu.com.     IN    A    137.181.92.183
ostlmexh.ai.shu.com.     IN    A    129.230.205.215
ndbpqohu.ai.shu.com.     IN    A    199.98.134.39
sgeaiurx.ai.shu.com.     IN    A    236.66.47.69
onvslewa.ai.shu.com.     IN    A    121.11.132.249
bryxgopn.ai.shu.com.     IN    A    220.108.141.172
xnpyhlaj.ai.shu.com.     IN    A    167.215.47.177
xswmcyof.ai.shu.com.     IN    A    234.225.150.47
gurmncxe.ai.shu.com.     IN    A    98.239.163.127
icwagljn.ai.shu.com.     IN    A    133.117.201.78
bmkvxjrf.ai.shu.com.     IN    A    156.104.47.38
