; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR whu.com. @ns2.whu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
whu.com.			      14400 IN NS	ns1.whu.com.
ns1.whu.com.			      14400 IN A	10.166.21.13

www.whu.com.		      14400 IN NS	ns1.www.whu.com.
ns1.www.whu.com.		      14400 IN A		10.166.21.14

pharm.whu.com.		      14400 IN NS	ns1.pharm.whu.com.
ns1.pharm.whu.com.		      14400 IN A		10.166.21.15

hyxt.whu.com.		      14400 IN NS	ns1.hyxt.whu.com.
ns1.hyxt.whu.com.		      14400 IN A		10.166.21.12

whu.com.			      14400 IN MX	10 hyxttp.whu.edu.
whu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
msrhdtjc.whu.com.        IN    A    115.28.209.116
vobpfegu.whu.com.        IN    A    46.245.75.92
dboehqwu.whu.com.        IN    A    239.211.174.131
socynfjv.whu.com.        IN    A    167.170.79.104
ipgaxjbt.whu.com.        IN    A    157.182.70.128
ghceojwd.whu.com.        IN    A    172.176.155.204
qlexwnfb.whu.com.        IN    A    220.38.90.145
yxqlbikg.whu.com.        IN    A    123.206.142.160
mnalpjhg.whu.com.        IN    A    117.63.77.29
dpogherf.whu.com.        IN    A    167.29.33.206
smbrgpci.whu.com.        IN    A    44.146.244.7
luecjdnw.whu.com.        IN    A    82.104.193.11
wyxboefn.whu.com.        IN    A    154.178.21.233
igluchbw.whu.com.        IN    A    188.242.49.144
mnjibros.whu.com.        IN    A    98.6.94.105
lpwhroia.whu.com.        IN    A    134.171.166.13
srhuktcw.whu.com.        IN    A    115.252.70.192
qkrilwbh.whu.com.        IN    A    237.215.131.128
nerpciks.whu.com.        IN    A    18.103.159.8
xqadkurm.whu.com.        IN    A    77.106.162.221
ncqthwdk.whu.com.        IN    A    98.47.174.12
hdaqnswv.whu.com.        IN    A    115.244.97.222
gmvbluxi.whu.com.        IN    A    61.125.239.30
cpifngls.whu.com.        IN    A    157.183.83.146
aiodjeqw.whu.com.        IN    A    116.42.210.103
cwrevtix.whu.com.        IN    A    86.214.176.181
quikgvta.whu.com.        IN    A    61.8.187.123
hubnaymc.whu.com.        IN    A    78.154.73.112
ridpmqxn.whu.com.        IN    A    212.149.114.85
brmfnjvx.whu.com.        IN    A    20.61.163.106
uiwdcnxa.whu.com.        IN    A    225.23.255.223
eljiqnbc.whu.com.        IN    A    107.89.147.252
kunoahfb.whu.com.        IN    A    235.243.190.89
ogdijrnv.whu.com.        IN    A    73.56.247.98
xunkoqlb.whu.com.        IN    A    178.57.33.137
ilekoxnq.whu.com.        IN    A    145.227.222.1
dmkyrhng.whu.com.        IN    A    92.150.131.30
nfdgwbjq.whu.com.        IN    A    98.210.186.147
xbhmkdyt.whu.com.        IN    A    17.22.159.8
vdsmktwh.whu.com.        IN    A    29.62.191.249
tvjbwdeg.whu.com.        IN    A    60.127.11.75
tplynafv.whu.com.        IN    A    161.193.113.168
gmhxdyie.whu.com.        IN    A    128.218.81.173
bpedcyha.whu.com.        IN    A    168.98.240.58
wgjuneti.whu.com.        IN    A    253.133.254.105
tsnxqveb.whu.com.        IN    A    12.204.52.154
lbkjgocm.whu.com.        IN    A    95.32.218.173
bwmvyeuf.whu.com.        IN    A    71.199.141.72
vsulparq.whu.com.        IN    A    179.136.234.204
gohtuycs.whu.com.        IN    A    244.211.237.79
niufhktv.whu.com.        IN    A    252.100.147.105
jverphdi.whu.com.        IN    A    24.224.138.110
evhyjuof.whu.com.        IN    A    143.55.47.86
dhkqnobc.whu.com.        IN    A    21.189.166.110
vaqincjs.whu.com.        IN    A    84.20.46.220
jrevyuag.whu.com.        IN    A    87.151.101.160
nctwpafb.whu.com.        IN    A    210.163.220.153
niyheqkb.whu.com.        IN    A    82.120.190.243
jgwbsafm.whu.com.        IN    A    203.149.73.171
fbeyvdso.whu.com.        IN    A    217.195.15.99
wqlkgjhv.whu.com.        IN    A    90.102.33.232
abygqmcn.whu.com.        IN    A    17.89.38.4
bligadoy.whu.com.        IN    A    45.21.67.14
jcuflysq.whu.com.        IN    A    62.30.27.165
iegkdofr.whu.com.        IN    A    23.147.203.2
mbpxceis.whu.com.        IN    A    123.127.112.139
jvwlytie.whu.com.        IN    A    76.242.69.19
xlrioqkn.whu.com.        IN    A    49.14.182.233
hquotjie.whu.com.        IN    A    94.50.222.17
saerocdm.whu.com.        IN    A    97.197.22.236
gfbopcnj.whu.com.        IN    A    73.57.200.5
wesloxbi.whu.com.        IN    A    22.82.157.152
nkvxdsmq.whu.com.        IN    A    163.55.64.172
iltkxnch.whu.com.        IN    A    31.50.17.114
nerwhxoi.whu.com.        IN    A    0.121.83.138
nlcryvhq.whu.com.        IN    A    133.75.32.254
boskvipn.whu.com.        IN    A    243.199.35.158
cmihsgpl.whu.com.        IN    A    95.3.56.52
cutjrpya.whu.com.        IN    A    94.84.251.64
nlycitrf.whu.com.        IN    A    89.136.106.157
mfyuokqn.whu.com.        IN    A    59.26.38.24
wagrctue.whu.com.        IN    A    48.154.126.86
irtuwdfe.whu.com.        IN    A    196.225.43.126
bjwautqy.whu.com.        IN    A    60.52.18.206
jmqpgveo.whu.com.        IN    A    41.41.193.133
wfuriens.whu.com.        IN    A    92.167.87.113
rainbwme.whu.com.        IN    A    36.203.164.145
fmdbvseu.whu.com.        IN    A    159.102.16.45
bfgorwpy.whu.com.        IN    A    198.240.34.107
vmkytirj.whu.com.        IN    A    21.73.174.171
idgktsam.whu.com.        IN    A    148.188.65.4
qlhtmibj.whu.com.        IN    A    87.229.93.139
skvgajhn.whu.com.        IN    A    194.141.133.20
nhxrdwkp.whu.com.        IN    A    185.130.200.254
jkceuaix.whu.com.        IN    A    206.201.145.197
lyjstfac.whu.com.        IN    A    237.89.40.105
tbjrwunm.whu.com.        IN    A    46.89.106.50
efpmiwyh.whu.com.        IN    A    89.75.201.192
kimsyqpu.whu.com.        IN    A    126.170.124.168
qgsemxvf.whu.com.        IN    A    64.166.95.144
xyijmkuo.whu.com.        IN    A    119.145.33.55
atysbdom.whu.com.        IN    A    205.31.164.98
koqtgjnm.whu.com.        IN    A    168.194.30.241
madjsyxl.whu.com.        IN    A    98.99.206.57
dtwlfqbx.whu.com.        IN    A    7.251.34.128
rhbxfkym.whu.com.        IN    A    240.243.76.89
uqfwriap.whu.com.        IN    A    145.2.68.88
ghjfnkib.whu.com.        IN    A    42.227.138.237
eplorgsx.whu.com.        IN    A    20.132.27.157
obergpnc.whu.com.        IN    A    235.238.221.16
hdfrxupv.whu.com.        IN    A    133.203.146.154
uyhxetlc.whu.com.        IN    A    209.112.236.113
peoyjrsu.whu.com.        IN    A    19.36.153.25
bwjgkirv.whu.com.        IN    A    181.188.17.71
dupnierm.whu.com.        IN    A    98.60.22.8
qsxfkidm.whu.com.        IN    A    92.134.122.247
rnmhyvfc.whu.com.        IN    A    18.125.227.160
obnwvxhp.whu.com.        IN    A    134.7.103.138
rksoixpy.whu.com.        IN    A    13.138.156.56
wrunpgqh.whu.com.        IN    A    164.82.66.27
kebgaurt.whu.com.        IN    A    193.34.71.15
cbjylwdk.whu.com.        IN    A    39.3.199.87
xcwkqysg.whu.com.        IN    A    70.30.126.171
bhnjwqxo.whu.com.        IN    A    177.199.81.26
gqodabnx.whu.com.        IN    A    102.231.29.83
oikunefj.whu.com.        IN    A    232.21.224.133
jopytkna.whu.com.        IN    A    5.141.109.151
msydkfhj.whu.com.        IN    A    249.217.175.34
shvuqxoc.whu.com.        IN    A    180.250.161.187
xagjroki.whu.com.        IN    A    239.58.131.24
ixcbgovm.whu.com.        IN    A    6.245.161.166
jwinopxm.whu.com.        IN    A    106.108.74.13
lsvaofim.whu.com.        IN    A    107.47.153.120
vaqlnbmd.whu.com.        IN    A    37.143.250.70
abtvwxyq.whu.com.        IN    A    90.32.27.126
bdvtsqen.whu.com.        IN    A    21.76.134.157
hatobkyr.whu.com.        IN    A    227.141.162.48
hfdtjbxk.whu.com.        IN    A    143.120.172.142
rdcvythx.whu.com.        IN    A    73.17.169.67
svcarbwq.whu.com.        IN    A    159.87.204.176
uwrnjcmi.whu.com.        IN    A    139.22.1.236
peduflnr.whu.com.        IN    A    187.178.86.226
vcoiqnrm.whu.com.        IN    A    49.166.228.211
yuwnfohi.whu.com.        IN    A    78.222.53.235
dpqfovcx.whu.com.        IN    A    254.10.94.131
gcuhsxda.whu.com.        IN    A    162.184.36.146
fgihulco.whu.com.        IN    A    155.23.139.185
tdnibjrq.whu.com.        IN    A    42.14.14.102
udnvalyi.whu.com.        IN    A    29.112.176.236
gnqrvsok.whu.com.        IN    A    50.131.133.32
aucnvels.whu.com.        IN    A    12.170.164.68
sfihqbec.whu.com.        IN    A    116.160.220.138
gsnkiwej.whu.com.        IN    A    125.130.158.77
sfgcqomy.whu.com.        IN    A    139.225.102.77
mjwdgfse.whu.com.        IN    A    144.163.35.6
ykjhnbad.whu.com.        IN    A    226.166.87.37
jvpexwor.whu.com.        IN    A    176.133.171.48
chsbitjm.whu.com.        IN    A    147.147.9.30
hmdlrgkw.whu.com.        IN    A    103.31.34.139
rqobkuxd.whu.com.        IN    A    54.23.248.30
yonsdgmi.whu.com.        IN    A    216.37.60.203
skfqbwea.whu.com.        IN    A    174.164.225.245
ybkxdjor.whu.com.        IN    A    151.60.48.138
cvyquaho.whu.com.        IN    A    229.74.181.17
mtouspnr.whu.com.        IN    A    110.102.132.198
psqxhgyo.whu.com.        IN    A    1.171.196.61
bkctvldq.whu.com.        IN    A    21.101.148.228
easrhymp.whu.com.        IN    A    126.178.136.50
oyvbsxie.whu.com.        IN    A    151.188.231.104
anrlwpjy.whu.com.        IN    A    216.153.232.28
idjmlwce.whu.com.        IN    A    91.142.84.239
qmlnjphf.whu.com.        IN    A    44.182.218.212
meyqsbnh.whu.com.        IN    A    24.77.115.241
oiehnspb.whu.com.        IN    A    81.240.26.124
ewsmbfqy.whu.com.        IN    A    76.61.19.94
mfogeric.whu.com.        IN    A    4.85.81.5
afuntosl.whu.com.        IN    A    169.113.224.11
kblmvjxg.whu.com.        IN    A    46.120.120.20
pqtndkui.whu.com.        IN    A    138.197.212.14
rmnpevuh.whu.com.        IN    A    37.250.201.112
wfqomslh.whu.com.        IN    A    59.223.126.100
akntlpby.whu.com.        IN    A    249.252.44.20
bxsgewnl.whu.com.        IN    A    55.164.87.147
ahogxsmf.whu.com.        IN    A    242.98.222.46
cbjidlys.whu.com.        IN    A    108.87.8.57
yauewlhq.whu.com.        IN    A    140.94.67.238
kosqwpmv.whu.com.        IN    A    196.108.136.249
cnkmayrw.whu.com.        IN    A    29.136.9.55
tlqbougc.whu.com.        IN    A    59.39.56.58
ediftbgq.whu.com.        IN    A    111.91.163.215
svyreqjg.whu.com.        IN    A    128.165.97.124
qskyvnxj.whu.com.        IN    A    214.185.247.78
lsetyoir.whu.com.        IN    A    253.234.181.162
iqtyuhle.whu.com.        IN    A    43.150.206.39
psjcmoix.whu.com.        IN    A    105.139.6.233
esnqvjtl.whu.com.        IN    A    110.193.147.23
rufijnse.whu.com.        IN    A    231.92.71.144
pbvgnmhk.whu.com.        IN    A    169.228.145.21
bfsdnohr.whu.com.        IN    A    103.38.6.74
jlqrwfdo.whu.com.        IN    A    28.25.44.155
hbqcvlpj.whu.com.        IN    A    128.155.119.16
txlpmsdo.whu.com.        IN    A    158.135.19.185
ugvaidkr.whu.com.        IN    A    70.101.96.247
hwefbsnd.whu.com.        IN    A    253.172.226.225
boxmrcuh.whu.com.        IN    A    42.191.111.113
tojacvqg.whu.com.        IN    A    26.56.73.63
cjshvwoa.whu.com.        IN    A    221.242.46.4
nidlrubs.whu.com.        IN    A    227.67.108.211
yexkdjau.whu.com.        IN    A    174.71.156.116
afkwbvlp.whu.com.        IN    A    11.205.226.103
uxedhpwm.whu.com.        IN    A    154.5.253.197
ceglmqdf.whu.com.        IN    A    47.32.144.85
nlfxdkre.whu.com.        IN    A    218.225.218.244
rnswmhgt.whu.com.        IN    A    211.114.104.204
rlkmfxpe.whu.com.        IN    A    220.241.23.239
xltehqnu.whu.com.        IN    A    142.211.243.142
lvpsgkae.whu.com.        IN    A    94.43.237.196
xbmktcdw.whu.com.        IN    A    235.217.199.48
gnlohuit.whu.com.        IN    A    55.203.181.152
dnqsheyw.whu.com.        IN    A    193.244.109.122
uonibpqg.whu.com.        IN    A    178.66.43.82
scojahem.whu.com.        IN    A    123.109.202.67
cxjdouey.whu.com.        IN    A    174.47.207.229
ynhxmkdt.whu.com.        IN    A    7.126.170.177
bjiekrap.whu.com.        IN    A    75.87.218.162
rmyucilv.whu.com.        IN    A    23.18.19.69
hvfuweoj.whu.com.        IN    A    9.141.1.96
eqdtywjx.whu.com.        IN    A    8.85.154.17
hbnrvipt.whu.com.        IN    A    198.67.187.57
ktxuaqmp.whu.com.        IN    A    185.123.26.15
flanegdt.whu.com.        IN    A    5.40.15.239
cqdvmpog.whu.com.        IN    A    107.206.12.137
knwsuxcd.whu.com.        IN    A    128.216.221.219
gwlqmdif.whu.com.        IN    A    74.20.139.75
pgijfylm.whu.com.        IN    A    53.143.196.9
vockihfb.whu.com.        IN    A    11.250.96.210
fepslmhk.whu.com.        IN    A    232.16.236.0
ltgeafpq.whu.com.        IN    A    64.37.142.147
ircnqwxo.whu.com.        IN    A    138.3.180.233
fbjiglkm.whu.com.        IN    A    136.204.190.1
lgyopduw.whu.com.        IN    A    120.93.110.14
dlqkovrs.whu.com.        IN    A    96.11.135.20
skwqiojh.whu.com.        IN    A    225.160.160.4
kgiwycol.whu.com.        IN    A    119.226.231.124
saphdytr.whu.com.        IN    A    190.172.180.176
ueywljqn.whu.com.        IN    A    158.106.34.196
ufjtbnys.whu.com.        IN    A    224.204.34.227
qyuhevtn.whu.com.        IN    A    186.94.190.56
xrenwscb.whu.com.        IN    A    6.48.184.7
iaqmokcu.whu.com.        IN    A    225.123.139.84
lwxykfmr.whu.com.        IN    A    5.127.26.21
gtfmyxbl.whu.com.        IN    A    218.72.83.170
sdvanwye.whu.com.        IN    A    168.2.181.4
pobiqsxe.whu.com.        IN    A    74.223.150.193
adbomxls.whu.com.        IN    A    210.145.176.88
rhbiofks.whu.com.        IN    A    16.140.25.30
dnxfuoek.whu.com.        IN    A    90.76.99.82
ivflwnbc.whu.com.        IN    A    249.158.28.203
cwpaygsb.whu.com.        IN    A    120.169.189.150
tgxprqme.whu.com.        IN    A    84.81.229.5
xviqnrpa.whu.com.        IN    A    34.79.135.34
iutdexpq.whu.com.        IN    A    97.159.86.77
ksnowflb.whu.com.        IN    A    41.102.182.7
abucdfyo.whu.com.        IN    A    46.45.4.136
luokdmpr.whu.com.        IN    A    193.225.12.99
xjnevwgh.whu.com.        IN    A    48.27.122.250
oidtaqem.whu.com.        IN    A    124.3.98.32
eipfavnk.whu.com.        IN    A    125.151.240.156
jqdklfpe.whu.com.        IN    A    182.240.220.143
pwvqxhfn.whu.com.        IN    A    151.116.132.185
vwrfcque.whu.com.        IN    A    23.104.112.230
uqimgxce.whu.com.        IN    A    228.172.5.162
akhftbon.whu.com.        IN    A    186.155.161.13
ojwsryvg.whu.com.        IN    A    152.217.59.90
fmgbcitp.whu.com.        IN    A    32.15.69.101
vdximpgy.whu.com.        IN    A    178.216.189.133
unphaesm.whu.com.        IN    A    21.87.191.36
crigweld.whu.com.        IN    A    206.25.136.104
hesdjlrb.whu.com.        IN    A    187.140.28.34
etfxjrdp.whu.com.        IN    A    160.229.102.133
kmapeuwd.whu.com.        IN    A    143.81.117.53
vbsmcnto.whu.com.        IN    A    242.126.6.225
fxesjmob.whu.com.        IN    A    64.222.41.59
wjbhlqxs.whu.com.        IN    A    113.29.52.166
mrcpobxq.whu.com.        IN    A    169.65.233.143
kdmrsjeh.whu.com.        IN    A    12.209.30.133
aouivtym.whu.com.        IN    A    100.55.76.143
yxrmduio.whu.com.        IN    A    103.62.215.180
gauyrklq.whu.com.        IN    A    194.92.224.105
otahednk.whu.com.        IN    A    155.157.144.28
nckbjrlp.whu.com.        IN    A    215.160.13.248
tpwvhrjo.whu.com.        IN    A    162.38.132.165
vctiaofb.whu.com.        IN    A    21.109.17.190
daogeyhn.whu.com.        IN    A    132.39.66.140
tkqehygc.whu.com.        IN    A    17.41.101.236
vjtqphna.whu.com.        IN    A    164.118.112.54
jmqesgix.whu.com.        IN    A    237.37.84.212
xqfvwncb.whu.com.        IN    A    25.247.207.100
iaqhlkjb.whu.com.        IN    A    47.180.35.143
evylkdqu.whu.com.        IN    A    139.220.189.21
lsoibvjp.whu.com.        IN    A    25.12.135.153
gomuqdwv.whu.com.        IN    A    4.162.39.242
sceyufnr.whu.com.        IN    A    112.104.118.99
vyuolrgx.whu.com.        IN    A    32.10.235.146
vmpgkaqc.whu.com.        IN    A    129.43.2.58
bmcyskaw.whu.com.        IN    A    241.181.116.252
ihsvefwt.whu.com.        IN    A    27.233.208.97
awlbqjkt.whu.com.        IN    A    191.127.41.78
mypxdwki.whu.com.        IN    A    184.118.188.123
byrpdhwt.whu.com.        IN    A    28.22.22.119
woabfjet.whu.com.        IN    A    102.216.153.241
iutqkyab.whu.com.        IN    A    24.198.196.73
jhepvmug.whu.com.        IN    A    227.24.99.154
hmkpiuov.whu.com.        IN    A    107.159.174.58
wkvhnaoq.whu.com.        IN    A    249.139.247.44
bkyhudfg.whu.com.        IN    A    184.3.145.168
kcobxpqh.whu.com.        IN    A    52.37.139.100
wfuhytda.whu.com.        IN    A    202.227.49.49
jvpxkwln.whu.com.        IN    A    162.16.6.248
dfvyswbx.whu.com.        IN    A    86.124.232.197
jmxyngqh.whu.com.        IN    A    57.107.228.34
vnuqydkg.whu.com.        IN    A    209.79.120.206
ntvpogdu.whu.com.        IN    A    146.208.63.83
wmuxnkgf.whu.com.        IN    A    208.210.14.144
kfetphyl.whu.com.        IN    A    223.222.94.103
awdomjck.whu.com.        IN    A    168.18.195.251
blfxvutm.whu.com.        IN    A    67.42.211.219
jtkfiqur.whu.com.        IN    A    98.75.238.166
eadtfimw.whu.com.        IN    A    109.214.147.50
apeqcksb.whu.com.        IN    A    41.46.147.85
pgmdjaxv.whu.com.        IN    A    13.150.61.137
acepmotx.whu.com.        IN    A    86.57.69.232
qhudgowj.whu.com.        IN    A    69.164.226.34
sykmlnfe.whu.com.        IN    A    37.29.61.67
iuwcyxdf.whu.com.        IN    A    136.243.164.77
litpyrmb.whu.com.        IN    A    39.98.36.199
logwfatx.whu.com.        IN    A    64.197.58.251
qritvfle.whu.com.        IN    A    19.42.224.234
ymhvswfd.whu.com.        IN    A    143.105.223.88
wvratsln.whu.com.        IN    A    208.70.109.117
dwoevcxl.whu.com.        IN    A    14.216.103.188
ahmbqvjc.whu.com.        IN    A    81.97.195.249
csknljvm.whu.com.        IN    A    199.125.90.72
wotndsej.whu.com.        IN    A    8.134.158.156
wedgvhcr.whu.com.        IN    A    161.183.249.54
jvxnupih.whu.com.        IN    A    148.213.79.253
lhfqxtvm.whu.com.        IN    A    74.220.131.79
xvkamrpc.whu.com.        IN    A    129.154.61.115
saktgxrv.whu.com.        IN    A    76.131.116.195
vyahotgn.whu.com.        IN    A    108.153.118.104
eujgrosa.whu.com.        IN    A    37.194.161.141
vosalurm.whu.com.        IN    A    12.22.130.79
hfnpqmdy.whu.com.        IN    A    27.44.226.181
inolyjum.whu.com.        IN    A    146.133.50.254
uxswpmjo.whu.com.        IN    A    16.6.211.126
vrqjybsw.whu.com.        IN    A    48.232.112.72
nmxpbqiy.whu.com.        IN    A    250.110.89.123
qcxeopst.whu.com.        IN    A    65.153.174.163
jgsthnbu.whu.com.        IN    A    210.102.7.104
avtujedn.whu.com.        IN    A    176.66.137.171
ostygckr.whu.com.        IN    A    188.232.118.167
cfqtnjoe.whu.com.        IN    A    253.109.1.220
knjcrqat.whu.com.        IN    A    95.137.107.29
ogvuqnrw.whu.com.        IN    A    173.190.1.187
kisldgxe.whu.com.        IN    A    128.229.243.81
ouyvcmxl.whu.com.        IN    A    39.122.169.34
pexvidmr.whu.com.        IN    A    66.200.251.15
tncgkevw.whu.com.        IN    A    155.118.39.41
ftcrmheo.whu.com.        IN    A    15.232.66.136
rigjkmlv.whu.com.        IN    A    130.7.185.81
hpcfaymo.whu.com.        IN    A    118.58.145.211
eaumjdch.whu.com.        IN    A    81.96.165.141
nvurywef.whu.com.        IN    A    230.29.17.21
ujxstigh.whu.com.        IN    A    70.166.8.152
fqsmxvbp.whu.com.        IN    A    55.141.11.14
bcqthojd.whu.com.        IN    A    17.51.227.74
vjtkbdup.whu.com.        IN    A    196.208.209.121
qfbwoerx.whu.com.        IN    A    24.17.110.115
vdokubsm.whu.com.        IN    A    96.101.121.16
kdlhpgte.whu.com.        IN    A    200.132.220.143
vtdoqlxu.whu.com.        IN    A    238.166.120.213
lbtwhmjg.whu.com.        IN    A    185.217.138.79
