; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR nju.com. @ns2.nju.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
nju.com.			      14400 IN NS	ns1.nju.com.
ns1.nju.com.			      14400 IN A	10.166.21.14

www.nju.com.		      14400 IN NS	ns1.www.nju.com.
ns1.www.nju.com.		      14400 IN A		10.166.21.15

software.nju.com.		      14400 IN NS	ns1.software.nju.com.
ns1.software.nju.com.		      14400 IN A		10.166.21.12

law.nju.com.		      14400 IN NS	ns1.law.nju.com.
ns1.law.nju.com.		      14400 IN A		10.166.21.13

nju.com.			      14400 IN MX	10 lawtp.nju.edu.
nju.com.			      14400 IN TXT	"v=spf1 a mx ~all"
afpvygsi.nju.com.        IN    A    183.179.107.22
acqpmeyl.nju.com.        IN    A    194.210.85.147
ayvmxuhp.nju.com.        IN    A    159.150.43.89
fwpgrmot.nju.com.        IN    A    78.19.238.209
hnqcfbvd.nju.com.        IN    A    239.93.251.243
xwiqlbse.nju.com.        IN    A    136.107.101.1
suxrndwl.nju.com.        IN    A    71.169.248.13
ecdfqrgy.nju.com.        IN    A    78.47.247.235
bohtrdwc.nju.com.        IN    A    205.187.196.92
pyflkjmh.nju.com.        IN    A    208.116.157.235
tlqpfind.nju.com.        IN    A    205.105.51.209
mplvcgxd.nju.com.        IN    A    13.224.122.19
lsqfavjw.nju.com.        IN    A    193.223.58.51
vtrqsuoi.nju.com.        IN    A    200.213.82.199
vnycemhd.nju.com.        IN    A    216.54.173.244
aiwgropk.nju.com.        IN    A    142.228.53.114
iguhaljs.nju.com.        IN    A    48.136.241.41
dluomxbs.nju.com.        IN    A    136.154.206.70
lymqpnwv.nju.com.        IN    A    240.62.62.113
elocnjdp.nju.com.        IN    A    26.71.197.96
vcumtwdk.nju.com.        IN    A    226.37.184.22
sovkajdp.nju.com.        IN    A    155.243.14.34
kiohlrqt.nju.com.        IN    A    152.164.241.1
nsvlidoa.nju.com.        IN    A    184.74.29.254
aurspomh.nju.com.        IN    A    225.185.73.98
phmfknsb.nju.com.        IN    A    174.7.82.223
enpfgdob.nju.com.        IN    A    183.109.167.168
mekjlpvn.nju.com.        IN    A    5.179.153.56
qjfraywx.nju.com.        IN    A    123.243.86.137
uambpiqs.nju.com.        IN    A    91.221.28.59
jaonkcmu.nju.com.        IN    A    238.133.133.56
npujydtb.nju.com.        IN    A    178.151.45.0
icgeflpt.nju.com.        IN    A    68.254.241.139
jebfvyqu.nju.com.        IN    A    191.195.70.191
btmechnj.nju.com.        IN    A    78.134.216.47
ftvcewnh.nju.com.        IN    A    103.73.139.130
mpjtvrux.nju.com.        IN    A    152.118.52.110
wtrgbvpx.nju.com.        IN    A    150.94.191.159
tgudfhql.nju.com.        IN    A    167.193.108.8
npgdslrm.nju.com.        IN    A    162.0.171.152
xgycjkba.nju.com.        IN    A    246.23.89.3
hpuoickr.nju.com.        IN    A    251.211.67.164
rsnvjfmw.nju.com.        IN    A    215.247.126.162
lpmnbgef.nju.com.        IN    A    206.66.60.134
fuarsexn.nju.com.        IN    A    99.233.245.183
jlrvibmx.nju.com.        IN    A    239.188.123.72
rwpifxog.nju.com.        IN    A    140.207.23.44
jvqkrcba.nju.com.        IN    A    23.244.177.79
yaclbiov.nju.com.        IN    A    0.131.42.29
otxjqyfl.nju.com.        IN    A    222.35.26.21
vqjitywr.nju.com.        IN    A    182.226.156.113
haelkqwg.nju.com.        IN    A    168.140.169.77
jaeciukp.nju.com.        IN    A    132.63.7.224
twmdruoi.nju.com.        IN    A    1.155.190.55
ykfvlbdc.nju.com.        IN    A    73.183.14.188
vasbqptu.nju.com.        IN    A    131.47.109.185
krpdsqfm.nju.com.        IN    A    51.86.233.161
oviyrqpw.nju.com.        IN    A    11.174.104.144
mvsewqxi.nju.com.        IN    A    104.113.69.142
saoldmfy.nju.com.        IN    A    95.40.245.156
bkscjfel.nju.com.        IN    A    15.42.217.106
veatfbuc.nju.com.        IN    A    212.238.144.165
jxwimqvk.nju.com.        IN    A    102.254.51.66
tpgohvdn.nju.com.        IN    A    94.116.42.227
ixjkdewr.nju.com.        IN    A    81.223.168.79
mtegcbuw.nju.com.        IN    A    144.74.46.59
xqrmiogw.nju.com.        IN    A    17.218.22.133
jkptiehy.nju.com.        IN    A    141.163.198.178
vxsirkha.nju.com.        IN    A    202.175.90.107
amxuflkj.nju.com.        IN    A    146.17.192.119
ywkephmi.nju.com.        IN    A    167.178.10.54
qyrlskcg.nju.com.        IN    A    77.175.18.168
wsmojnce.nju.com.        IN    A    250.198.120.17
qrxuafmb.nju.com.        IN    A    147.125.97.173
ktvapgif.nju.com.        IN    A    97.68.55.17
umvijxph.nju.com.        IN    A    180.59.220.19
toldqayi.nju.com.        IN    A    94.72.109.173
ifdljxnm.nju.com.        IN    A    125.182.130.17
vjlkmtny.nju.com.        IN    A    226.30.77.174
eipnhmvj.nju.com.        IN    A    172.193.23.170
kofudcbn.nju.com.        IN    A    187.176.20.157
rxpshdjm.nju.com.        IN    A    176.175.51.197
rqldbxhg.nju.com.        IN    A    55.231.58.186
kgvywdie.nju.com.        IN    A    178.8.182.206
bwvfjdnt.nju.com.        IN    A    226.46.247.130
kabmsovf.nju.com.        IN    A    229.55.6.3
ktjxobcg.nju.com.        IN    A    202.50.54.211
mckowine.nju.com.        IN    A    93.48.67.203
qlxsredi.nju.com.        IN    A    188.139.95.111
fynlcsug.nju.com.        IN    A    52.109.90.85
kwmxtyav.nju.com.        IN    A    243.132.66.249
dhuqjavs.nju.com.        IN    A    210.245.83.125
klveqwyo.nju.com.        IN    A    176.51.63.90
gdiawtrp.nju.com.        IN    A    178.47.119.252
odcnavyx.nju.com.        IN    A    226.9.193.33
vgpdobtn.nju.com.        IN    A    113.237.19.113
njrdblxv.nju.com.        IN    A    206.22.135.161
dcqkumgf.nju.com.        IN    A    182.47.228.55
bowrqgpn.nju.com.        IN    A    223.100.35.243
tebhcnsm.nju.com.        IN    A    243.158.125.72
dqtpbvjs.nju.com.        IN    A    31.81.86.203
nyaxokwu.nju.com.        IN    A    252.22.226.201
fcdjqnrk.nju.com.        IN    A    78.80.242.61
wdrycgnk.nju.com.        IN    A    198.7.33.224
sheobqin.nju.com.        IN    A    173.178.31.225
iclnptgb.nju.com.        IN    A    150.98.6.134
bgkdnufj.nju.com.        IN    A    141.82.175.190
vnurdwlf.nju.com.        IN    A    179.184.6.135
vylohtam.nju.com.        IN    A    162.242.144.29
cdwtsivj.nju.com.        IN    A    83.156.201.58
ejoglhnb.nju.com.        IN    A    122.144.74.72
ynidpxhv.nju.com.        IN    A    119.145.71.59
xjhanorw.nju.com.        IN    A    37.11.87.32
tcgkqswi.nju.com.        IN    A    193.38.220.6
kngybfld.nju.com.        IN    A    83.3.25.93
akdgxpwy.nju.com.        IN    A    45.43.34.64
exiwtsbk.nju.com.        IN    A    191.36.208.227
nfblxamj.nju.com.        IN    A    183.89.32.236
majktwdv.nju.com.        IN    A    177.204.48.212
yfhbwcme.nju.com.        IN    A    94.14.161.34
wekyxmiu.nju.com.        IN    A    120.100.242.127
hcrdvqbe.nju.com.        IN    A    173.102.123.216
ugsiknvl.nju.com.        IN    A    90.51.151.64
aedphgcu.nju.com.        IN    A    83.47.102.12
iavnypks.nju.com.        IN    A    186.4.190.0
fqnbujcl.nju.com.        IN    A    125.242.244.148
nufdlkth.nju.com.        IN    A    155.231.20.116
jpwrhsgt.nju.com.        IN    A    215.126.246.190
hwxavijr.nju.com.        IN    A    140.204.69.16
pibutrqw.nju.com.        IN    A    224.172.230.46
gkdfmiqr.nju.com.        IN    A    178.78.180.233
ukxyspwr.nju.com.        IN    A    92.114.241.195
wbyeocum.nju.com.        IN    A    203.235.144.31
xypvwqkj.nju.com.        IN    A    187.81.35.125
drbckeiu.nju.com.        IN    A    215.135.137.222
hrpauefg.nju.com.        IN    A    7.101.76.185
kcdojswu.nju.com.        IN    A    144.22.253.243
jhdxaqge.nju.com.        IN    A    39.144.240.203
pkmhacve.nju.com.        IN    A    4.137.14.26
tjeuyamb.nju.com.        IN    A    161.189.210.43
hkweqbcs.nju.com.        IN    A    228.219.8.88
wjrxgeyn.nju.com.        IN    A    5.67.186.213
blyunjpk.nju.com.        IN    A    67.37.39.60
ogmskyer.nju.com.        IN    A    176.69.165.83
voedqiml.nju.com.        IN    A    117.232.123.34
jwnyauqh.nju.com.        IN    A    26.27.188.83
whremspb.nju.com.        IN    A    79.249.124.77
ldmsjpxk.nju.com.        IN    A    45.12.67.236
tdygcnls.nju.com.        IN    A    148.114.163.9
wvqxruck.nju.com.        IN    A    212.182.108.24
vtylcsua.nju.com.        IN    A    141.237.219.103
vpnuwolt.nju.com.        IN    A    39.184.201.53
kbdorfwh.nju.com.        IN    A    153.2.161.86
oigtdmkb.nju.com.        IN    A    121.200.120.125
rhkmdtac.nju.com.        IN    A    197.157.108.10
slmxpyqa.nju.com.        IN    A    204.189.21.165
jyvxmoki.nju.com.        IN    A    183.171.145.237
oydheglr.nju.com.        IN    A    67.8.58.165
nbexukgc.nju.com.        IN    A    54.187.13.244
rvweaiby.nju.com.        IN    A    106.60.17.18
thapqxys.nju.com.        IN    A    121.33.61.90
lxsgqkwe.nju.com.        IN    A    230.183.24.173
ftugvclp.nju.com.        IN    A    84.132.85.14
krbgxahp.nju.com.        IN    A    58.250.201.210
lwpdcqyj.nju.com.        IN    A    30.104.189.216
ycaefviw.nju.com.        IN    A    92.52.33.158
kosgvdja.nju.com.        IN    A    114.162.37.196
spnvmoer.nju.com.        IN    A    183.2.40.73
rndlhqia.nju.com.        IN    A    19.152.169.255
svtjehpw.nju.com.        IN    A    134.149.173.107
actjwhse.nju.com.        IN    A    182.119.20.122
oktpyich.nju.com.        IN    A    189.118.20.223
wftojyin.nju.com.        IN    A    205.40.57.171
ytaogluj.nju.com.        IN    A    111.193.167.234
gjbechuf.nju.com.        IN    A    86.135.188.24
yqekschu.nju.com.        IN    A    97.234.231.198
jsxorqdu.nju.com.        IN    A    62.49.154.73
ptgembia.nju.com.        IN    A    108.114.38.228
rubagcxp.nju.com.        IN    A    52.128.161.2
gsxkwjle.nju.com.        IN    A    244.26.40.175
lgxrfjbm.nju.com.        IN    A    73.42.98.248
nbtmjuwi.nju.com.        IN    A    137.35.67.125
seydrmbw.nju.com.        IN    A    215.4.132.47
gercbtph.nju.com.        IN    A    192.201.244.80
bkwdueca.nju.com.        IN    A    76.116.73.147
lamwybnv.nju.com.        IN    A    161.58.15.228
rtfmbowd.nju.com.        IN    A    130.215.147.151
egdvlukf.nju.com.        IN    A    122.82.170.11
xgbeltmp.nju.com.        IN    A    6.175.53.145
fkmrwlqj.nju.com.        IN    A    112.95.208.164
jacdexgb.nju.com.        IN    A    47.164.153.240
gdtkjiov.nju.com.        IN    A    204.97.99.211
uhmpsioy.nju.com.        IN    A    7.192.126.135
yfhjoeiv.nju.com.        IN    A    63.227.248.68
xnthoylb.nju.com.        IN    A    125.94.61.232
retdhwip.nju.com.        IN    A    160.118.54.181
lwjftbky.nju.com.        IN    A    244.24.35.21
obkmusdy.nju.com.        IN    A    240.43.42.72
pondrckq.nju.com.        IN    A    63.178.246.55
psfalemn.nju.com.        IN    A    76.43.164.243
fpbokvxq.nju.com.        IN    A    0.24.99.54
knjldhwr.nju.com.        IN    A    162.239.70.71
kuydfsex.nju.com.        IN    A    240.239.14.127
xaodnvly.nju.com.        IN    A    16.108.54.19
ucdbnoqj.nju.com.        IN    A    134.41.111.130
wivgqrua.nju.com.        IN    A    93.219.55.149
iqyaunwh.nju.com.        IN    A    92.62.213.48
nqdmhvrc.nju.com.        IN    A    102.30.65.16
rbdmxoig.nju.com.        IN    A    219.63.30.6
pmgweqlo.nju.com.        IN    A    172.127.82.186
ygdpwrfx.nju.com.        IN    A    151.25.103.122
hplavcmj.nju.com.        IN    A    77.151.103.215
qvslmkir.nju.com.        IN    A    37.59.96.129
jhiegqkw.nju.com.        IN    A    117.231.142.195
tmlpfdqc.nju.com.        IN    A    211.221.182.20
bdwipfgm.nju.com.        IN    A    73.102.15.253
fiqmruyc.nju.com.        IN    A    16.246.89.154
apitxhfq.nju.com.        IN    A    99.51.105.150
vncitmdo.nju.com.        IN    A    80.172.139.15
odscxtgh.nju.com.        IN    A    139.102.83.63
xqpivtmn.nju.com.        IN    A    172.181.239.231
rvhtpmbf.nju.com.        IN    A    241.85.28.21
yegfjsao.nju.com.        IN    A    153.186.210.133
yimcflht.nju.com.        IN    A    218.95.52.21
njfsrhvy.nju.com.        IN    A    85.249.50.245
ldvwxokp.nju.com.        IN    A    197.117.103.33
kwloyajd.nju.com.        IN    A    22.99.173.34
cnmtgdkx.nju.com.        IN    A    182.207.94.144
meriwvjc.nju.com.        IN    A    160.15.50.173
pngtcaix.nju.com.        IN    A    77.212.212.72
odaqnjti.nju.com.        IN    A    24.150.62.174
gonjaxhk.nju.com.        IN    A    90.61.161.95
qpxwjlkt.nju.com.        IN    A    173.246.143.81
mfqpljhs.nju.com.        IN    A    239.120.56.70
lweuyhjr.nju.com.        IN    A    1.93.34.124
tjlvfxnr.nju.com.        IN    A    105.201.9.233
qenjaipc.nju.com.        IN    A    119.53.2.70
cbnyekfa.nju.com.        IN    A    25.42.201.163
xamnywgj.nju.com.        IN    A    117.121.36.116
ucvjswyx.nju.com.        IN    A    226.42.118.244
olsnhjvq.nju.com.        IN    A    226.249.152.86
yiclpxhg.nju.com.        IN    A    44.203.184.72
gutncyrh.nju.com.        IN    A    229.225.46.110
jgefpduw.nju.com.        IN    A    7.171.72.59
eqbscalf.nju.com.        IN    A    112.138.207.21
tshiafdw.nju.com.        IN    A    132.103.188.73
uagnxrcv.nju.com.        IN    A    183.239.191.78
rlvwhkob.nju.com.        IN    A    180.78.227.145
jdwevuto.nju.com.        IN    A    247.199.169.162
nohexsrm.nju.com.        IN    A    52.242.2.174
tsugyxej.nju.com.        IN    A    87.66.248.232
dkaxgnjy.nju.com.        IN    A    76.106.6.144
hxnbyptv.nju.com.        IN    A    43.1.107.44
dtkfywsa.nju.com.        IN    A    114.104.31.128
qsydxrca.nju.com.        IN    A    139.145.160.78
rcugyobv.nju.com.        IN    A    14.214.9.184
detimwyl.nju.com.        IN    A    253.20.108.36
dnafprgi.nju.com.        IN    A    21.128.114.108
pdogwcty.nju.com.        IN    A    169.176.14.19
yrutwblj.nju.com.        IN    A    24.77.64.9
cwghdfnu.nju.com.        IN    A    42.179.112.249
obyvnpwf.nju.com.        IN    A    3.29.35.214
cpijakvs.nju.com.        IN    A    104.57.66.49
mkngwrtq.nju.com.        IN    A    155.24.129.7
lygnmvpe.nju.com.        IN    A    64.185.195.169
afkyomur.nju.com.        IN    A    205.38.224.91
ugjosfbk.nju.com.        IN    A    93.168.207.164
lswbhjgi.nju.com.        IN    A    217.124.209.134
yhdlgasv.nju.com.        IN    A    44.112.34.229
yfkrhaog.nju.com.        IN    A    189.25.125.6
ouawhqib.nju.com.        IN    A    146.239.93.127
dhtjmxgq.nju.com.        IN    A    38.125.155.240
darciuex.nju.com.        IN    A    69.212.153.237
vmjwnars.nju.com.        IN    A    8.29.208.82
qyegpxcw.nju.com.        IN    A    221.93.253.21
bhdrfuia.nju.com.        IN    A    235.133.114.94
vlptfrix.nju.com.        IN    A    245.178.226.30
adqfwmpn.nju.com.        IN    A    156.245.122.140
fvktlgxa.nju.com.        IN    A    27.133.148.91
stoldcah.nju.com.        IN    A    157.205.201.94
iktaflbq.nju.com.        IN    A    40.243.233.3
qlthidmx.nju.com.        IN    A    111.2.176.195
judfecyv.nju.com.        IN    A    26.108.141.61
edurxhyc.nju.com.        IN    A    10.46.187.10
uiqlstxg.nju.com.        IN    A    15.60.58.48
mabylesk.nju.com.        IN    A    95.168.47.206
cdkiawhu.nju.com.        IN    A    148.247.219.241
gpedswqb.nju.com.        IN    A    47.116.24.105
cpfsvxgu.nju.com.        IN    A    241.125.43.56
xfetmcvn.nju.com.        IN    A    84.62.191.79
ufegvsld.nju.com.        IN    A    164.237.155.66
ksjrwgdl.nju.com.        IN    A    111.72.194.66
juhbwiql.nju.com.        IN    A    161.182.255.203
jcrwmpha.nju.com.        IN    A    126.84.161.64
csrqmiwj.nju.com.        IN    A    123.134.87.181
wjuxbmqk.nju.com.        IN    A    162.47.210.68
imuaqhoj.nju.com.        IN    A    97.1.156.255
wctuimfa.nju.com.        IN    A    193.193.25.35
sponvmeq.nju.com.        IN    A    19.12.207.241
wvenqths.nju.com.        IN    A    76.178.19.83
jrbgaliq.nju.com.        IN    A    194.224.132.197
mwnldavj.nju.com.        IN    A    193.203.246.65
bycpvnrg.nju.com.        IN    A    57.40.165.10
cptgsbwa.nju.com.        IN    A    158.134.240.13
srxitmek.nju.com.        IN    A    190.209.26.247
keurpcjq.nju.com.        IN    A    53.28.77.192
emfgrhcn.nju.com.        IN    A    81.123.183.55
fevwmaqc.nju.com.        IN    A    118.76.191.94
lspwqcin.nju.com.        IN    A    253.149.78.96
vmknujes.nju.com.        IN    A    28.251.170.87
jhqtcmgr.nju.com.        IN    A    228.73.123.72
roqgclfv.nju.com.        IN    A    122.161.171.28
kmwpceuo.nju.com.        IN    A    0.248.50.65
nsikfjwa.nju.com.        IN    A    68.238.27.0
chatomxs.nju.com.        IN    A    221.229.133.184
bvxeukgp.nju.com.        IN    A    97.233.191.67
aptdwuvh.nju.com.        IN    A    14.122.193.98
tuofprlw.nju.com.        IN    A    158.182.177.109
bmtjhlny.nju.com.        IN    A    168.235.19.186
clgktmnr.nju.com.        IN    A    36.251.95.41
vejmkigr.nju.com.        IN    A    207.211.3.40
upfcilma.nju.com.        IN    A    234.28.78.212
bckulxrg.nju.com.        IN    A    60.249.246.255
rgchjklp.nju.com.        IN    A    59.154.78.70
lkjsciqt.nju.com.        IN    A    13.245.140.129
plrmxdjq.nju.com.        IN    A    116.169.198.201
vgciwtsp.nju.com.        IN    A    22.180.36.229
bhdkcmtq.nju.com.        IN    A    81.186.245.139
psmldqwu.nju.com.        IN    A    56.52.120.211
txviajnu.nju.com.        IN    A    201.2.40.93
wtxrcivo.nju.com.        IN    A    253.236.229.125
lwbrdyex.nju.com.        IN    A    214.157.191.239
xjgmbcpo.nju.com.        IN    A    141.29.111.167
ngwyblko.nju.com.        IN    A    143.156.95.198
ysldfgvh.nju.com.        IN    A    36.222.183.166
rpoxanqg.nju.com.        IN    A    46.241.221.177
tkcaipjm.nju.com.        IN    A    29.76.8.252
cedtpwvk.nju.com.        IN    A    147.2.78.212
tqigyvxw.nju.com.        IN    A    127.163.59.90
vbfjqoac.nju.com.        IN    A    1.255.68.93
owfmbkjg.nju.com.        IN    A    167.154.75.105
forahsyc.nju.com.        IN    A    96.98.193.114
dpksohue.nju.com.        IN    A    74.59.148.244
ytpdvbuj.nju.com.        IN    A    134.117.200.79
igjkplmq.nju.com.        IN    A    255.145.136.61
pwamlkie.nju.com.        IN    A    40.228.7.101
judyfbon.nju.com.        IN    A    145.17.155.6
muqlnryo.nju.com.        IN    A    62.126.25.157
dysbjwer.nju.com.        IN    A    46.194.160.36
cvnwjgky.nju.com.        IN    A    206.221.150.19
jxyperht.nju.com.        IN    A    167.74.174.141
phwxoavi.nju.com.        IN    A    249.184.1.221
dvtqkxiw.nju.com.        IN    A    14.249.85.39
jpanxbkh.nju.com.        IN    A    6.153.216.44
tkyvfwdl.nju.com.        IN    A    91.120.153.236
lbnxfgou.nju.com.        IN    A    65.160.12.27
ulbjgres.nju.com.        IN    A    163.248.28.115
svroxfpd.nju.com.        IN    A    183.207.191.232
ywgbshnv.nju.com.        IN    A    183.29.113.78
fjblaouy.nju.com.        IN    A    156.19.237.93
uacdngfr.nju.com.        IN    A    36.149.196.177
wfmxatuq.nju.com.        IN    A    152.89.150.149
nlvypxue.nju.com.        IN    A    23.223.4.97
uskbxhof.nju.com.        IN    A    93.14.155.176
krwjcimo.nju.com.        IN    A    20.132.223.110
gmdwkhoa.nju.com.        IN    A    90.96.53.191
diepsamb.nju.com.        IN    A    32.177.152.63
qgapwmdl.nju.com.        IN    A    239.104.232.28
ydqfhsil.nju.com.        IN    A    89.174.85.229
xfuqtmjy.nju.com.        IN    A    71.236.50.105
msbjtkdh.nju.com.        IN    A    15.98.54.25
xdhlvowm.nju.com.        IN    A    215.161.25.197
amcenidu.nju.com.        IN    A    167.156.119.88
ofrlhmke.nju.com.        IN    A    152.41.12.114
qfwmgnbv.nju.com.        IN    A    154.112.84.166
ftqjdbev.nju.com.        IN    A    12.68.23.119
vqrbseja.nju.com.        IN    A    231.43.146.34
ejwbhtxr.nju.com.        IN    A    37.89.116.227
ywkdjbhp.nju.com.        IN    A    73.6.65.236
xgebjofi.nju.com.        IN    A    69.167.24.115
vtwsofei.nju.com.        IN    A    166.175.123.194
