www.tju.com. 	14400	IN	SOA	ns1.www.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
www.tju.com.		    IN	NS ns1.www.tju.com.
hevknojc.www.tju.com.    IN    A    85.32.249.102
schlbjru.www.tju.com.    IN    A    139.141.210.52
gfowthyk.www.tju.com.    IN    A    129.254.94.142
wldnqyeb.www.tju.com.    IN    A    73.112.28.243
sqkxilhg.www.tju.com.    IN    A    238.165.32.201
lrxmcths.www.tju.com.    IN    A    119.173.101.188
xovdjqgw.www.tju.com.    IN    A    103.134.217.207
ckwyfjml.www.tju.com.    IN    A    144.90.234.225
qjomxdby.www.tju.com.    IN    A    134.197.232.215
ukylfgxi.www.tju.com.    IN    A    112.52.179.151
yentclbr.www.tju.com.    IN    A    132.210.132.116
tsuhmweo.www.tju.com.    IN    A    98.202.114.223
vmugijcp.www.tju.com.    IN    A    129.238.158.168
couvpltq.www.tju.com.    IN    A    247.132.92.121
wsuopjtc.www.tju.com.    IN    A    247.234.193.101
huyjmble.www.tju.com.    IN    A    228.165.144.252
typckmaf.www.tju.com.    IN    A    125.35.113.1
qrtgwfvu.www.tju.com.    IN    A    71.36.248.70
droisukp.www.tju.com.    IN    A    51.220.71.146
wchgrjid.www.tju.com.    IN    A    123.51.9.125
ibwcgmtr.www.tju.com.    IN    A    106.232.27.200
yowejcri.www.tju.com.    IN    A    4.145.144.173
xltqmodi.www.tju.com.    IN    A    151.74.202.10
lwhtjyob.www.tju.com.    IN    A    110.103.9.171
ayxorsqu.www.tju.com.    IN    A    47.35.90.120
xanlwbvs.www.tju.com.    IN    A    10.25.180.131
dxrknqao.www.tju.com.    IN    A    83.131.138.119
idhlpusx.www.tju.com.    IN    A    165.25.128.12
nbokuled.www.tju.com.    IN    A    176.73.234.35
sygmekov.www.tju.com.    IN    A    82.0.234.142
eraglfsk.www.tju.com.    IN    A    186.127.194.150
qoyaewpf.www.tju.com.    IN    A    13.175.174.15
moradtbj.www.tju.com.    IN    A    12.165.52.61
cuavyjnt.www.tju.com.    IN    A    190.54.240.152
ifsxhvgo.www.tju.com.    IN    A    110.155.145.12
ljovtmrg.www.tju.com.    IN    A    95.0.99.186
xmwkyflq.www.tju.com.    IN    A    221.60.57.114
rhbxclna.www.tju.com.    IN    A    157.66.208.199
ycwioqrj.www.tju.com.    IN    A    225.104.42.245
iqdymkal.www.tju.com.    IN    A    97.111.112.28
gkcfmrlv.www.tju.com.    IN    A    187.29.243.204
yjtvqbmf.www.tju.com.    IN    A    161.79.154.156
mikvbcts.www.tju.com.    IN    A    143.56.35.248
ijvcgqam.www.tju.com.    IN    A    224.85.66.16
ufevplba.www.tju.com.    IN    A    51.94.154.20
xmojyinv.www.tju.com.    IN    A    50.129.191.1
pbxueshd.www.tju.com.    IN    A    220.33.190.73
wplvfroj.www.tju.com.    IN    A    226.92.183.164
sdamiuen.www.tju.com.    IN    A    223.111.238.204
eqpulcjo.www.tju.com.    IN    A    150.31.116.216
vcubwmgh.www.tju.com.    IN    A    16.70.132.80
rnmlubow.www.tju.com.    IN    A    35.22.211.76
bovuewrm.www.tju.com.    IN    A    90.81.129.246
cqvfjeti.www.tju.com.    IN    A    7.30.184.227
ndigjwcs.www.tju.com.    IN    A    251.61.226.202
faknrjmb.www.tju.com.    IN    A    200.180.107.69
sxfnlcgj.www.tju.com.    IN    A    208.85.116.129
blrtpvyd.www.tju.com.    IN    A    3.122.211.80
xkpocasi.www.tju.com.    IN    A    202.71.255.145
xrosimwe.www.tju.com.    IN    A    18.14.241.144
abnrqkye.www.tju.com.    IN    A    30.60.136.117
ughwviol.www.tju.com.    IN    A    247.111.223.52
sathlrkc.www.tju.com.    IN    A    12.194.77.141
lpwdgjit.www.tju.com.    IN    A    150.136.81.15
yolcsjgx.www.tju.com.    IN    A    155.31.240.179
esrnibfo.www.tju.com.    IN    A    70.6.174.130
rasfxtmn.www.tju.com.    IN    A    229.184.157.20
xyovemds.www.tju.com.    IN    A    13.188.102.16
ilxwyrhn.www.tju.com.    IN    A    91.87.159.234
jwkscxyq.www.tju.com.    IN    A    159.178.194.191
skploahf.www.tju.com.    IN    A    36.93.254.98
rwbjqakf.www.tju.com.    IN    A    73.17.182.56
ihunylvb.www.tju.com.    IN    A    238.76.64.190
khaqrsfm.www.tju.com.    IN    A    55.219.246.52
jlgmvwiy.www.tju.com.    IN    A    245.155.31.158
qoesxgri.www.tju.com.    IN    A    154.171.113.136
ambwvkrd.www.tju.com.    IN    A    170.247.249.166
yjbmoken.www.tju.com.    IN    A    18.254.150.201
esiloxym.www.tju.com.    IN    A    6.133.238.218
tqujnlir.www.tju.com.    IN    A    140.129.34.169
vbjsyheq.www.tju.com.    IN    A    188.4.132.139
pjfunodq.www.tju.com.    IN    A    143.108.181.117
edtksnwp.www.tju.com.    IN    A    91.142.56.232
qmswleyn.www.tju.com.    IN    A    172.224.14.219
qujnased.www.tju.com.    IN    A    217.127.69.13
buajyvgq.www.tju.com.    IN    A    63.42.0.172
nkoeryct.www.tju.com.    IN    A    77.138.0.82
kncdgyxo.www.tju.com.    IN    A    15.29.210.99
xgwdmbqv.www.tju.com.    IN    A    90.19.171.16
eduxwgkc.www.tju.com.    IN    A    155.152.113.120
itfnlphg.www.tju.com.    IN    A    108.43.112.189
dotuipxl.www.tju.com.    IN    A    110.57.154.162
lpionksg.www.tju.com.    IN    A    43.75.184.112
kacpwlmx.www.tju.com.    IN    A    201.61.101.126
cvtpulbn.www.tju.com.    IN    A    133.145.219.153
kxdocmwg.www.tju.com.    IN    A    254.189.130.210
snmtogre.www.tju.com.    IN    A    26.12.195.174
crmnbdkj.www.tju.com.    IN    A    124.97.194.176
oacfubpe.www.tju.com.    IN    A    177.119.95.61
symhwqaf.www.tju.com.    IN    A    57.100.67.16
lcmokirg.www.tju.com.    IN    A    179.19.60.27
ctupdixs.www.tju.com.    IN    A    194.36.22.87
hijpnbsc.www.tju.com.    IN    A    250.183.232.177
bucdyhgt.www.tju.com.    IN    A    123.91.203.135
pvnkgrsl.www.tju.com.    IN    A    11.155.92.191
weikfavs.www.tju.com.    IN    A    153.159.197.183
oitufksj.www.tju.com.    IN    A    20.193.57.199
arqyikdf.www.tju.com.    IN    A    36.72.72.119
natcwixd.www.tju.com.    IN    A    158.160.209.66
dlvgsqwy.www.tju.com.    IN    A    99.189.229.37
olmphtrk.www.tju.com.    IN    A    85.13.74.215
fnuytdjp.www.tju.com.    IN    A    176.243.124.236
ubchrkqe.www.tju.com.    IN    A    193.53.96.89
updoibak.www.tju.com.    IN    A    110.3.214.121
lnmpqcor.www.tju.com.    IN    A    183.220.76.51
brleqcxa.www.tju.com.    IN    A    37.216.141.1
ioaqbnml.www.tju.com.    IN    A    23.245.155.137
bshkyawl.www.tju.com.    IN    A    246.158.77.239
dsjpfywm.www.tju.com.    IN    A    200.98.37.192
iqgwujbe.www.tju.com.    IN    A    106.47.225.170
pwhfgekq.www.tju.com.    IN    A    176.40.158.6
vqshgmlc.www.tju.com.    IN    A    80.94.174.185
hcrtvuob.www.tju.com.    IN    A    39.76.125.106
lhvrsyug.www.tju.com.    IN    A    11.87.195.127
rbouakdp.www.tju.com.    IN    A    67.203.90.11
pldgxibe.www.tju.com.    IN    A    111.50.190.185
uymjrpki.www.tju.com.    IN    A    110.124.113.241
obvxgksp.www.tju.com.    IN    A    32.2.79.62
cetsafxw.www.tju.com.    IN    A    166.102.134.62
iqnyludc.www.tju.com.    IN    A    223.215.21.30
qcjkirey.www.tju.com.    IN    A    252.71.206.159
tynwpgub.www.tju.com.    IN    A    231.237.19.179
dqwvoibc.www.tju.com.    IN    A    161.224.247.20
koylfipm.www.tju.com.    IN    A    198.90.106.188
xytduhak.www.tju.com.    IN    A    115.83.132.170
cehnmgxi.www.tju.com.    IN    A    120.145.22.93
lbhndpyo.www.tju.com.    IN    A    253.62.237.214
dgnqposb.www.tju.com.    IN    A    130.255.44.21
qbpvradn.www.tju.com.    IN    A    145.25.154.22
flvhypin.www.tju.com.    IN    A    36.66.35.48
jedtbflq.www.tju.com.    IN    A    18.135.21.200
woxgkace.www.tju.com.    IN    A    166.186.204.210
btacjwmv.www.tju.com.    IN    A    232.146.47.102
pcresvwj.www.tju.com.    IN    A    144.114.26.183
hxopjqtv.www.tju.com.    IN    A    20.140.249.250
optyxwri.www.tju.com.    IN    A    210.234.143.163
ewcothal.www.tju.com.    IN    A    19.42.222.70
qklpnvrf.www.tju.com.    IN    A    252.122.72.97
stcmikdq.www.tju.com.    IN    A    145.152.253.213
wrcujlny.www.tju.com.    IN    A    73.14.19.205
fxchtjpn.www.tju.com.    IN    A    73.90.39.20
iwceglos.www.tju.com.    IN    A    231.80.105.30
kygruahp.www.tju.com.    IN    A    0.79.38.255
dhyftkgm.www.tju.com.    IN    A    50.152.118.129
xtjhobwr.www.tju.com.    IN    A    23.6.94.165
ryhjlsxk.www.tju.com.    IN    A    53.54.44.150
ihmnuywl.www.tju.com.    IN    A    58.111.35.124
kagrneul.www.tju.com.    IN    A    158.40.64.210
lswfnpxc.www.tju.com.    IN    A    5.114.62.88
mklyxqju.www.tju.com.    IN    A    101.111.171.3
pirqwmty.www.tju.com.    IN    A    25.225.63.5
yrjqidab.www.tju.com.    IN    A    183.52.222.102
mjydwiet.www.tju.com.    IN    A    131.22.106.2
wamdlfpy.www.tju.com.    IN    A    178.180.34.159
glesovdj.www.tju.com.    IN    A    245.41.172.68
ufqaogrt.www.tju.com.    IN    A    44.217.2.205
njorqxgf.www.tju.com.    IN    A    205.109.35.140
gcamqkst.www.tju.com.    IN    A    254.1.145.226
ioekgpvq.www.tju.com.    IN    A    36.10.209.139
ovkxajdy.www.tju.com.    IN    A    24.103.89.197
lwghnxbc.www.tju.com.    IN    A    46.4.160.247
quvjomay.www.tju.com.    IN    A    156.217.227.170
itxmuogy.www.tju.com.    IN    A    197.158.71.43
pdgjtcxw.www.tju.com.    IN    A    8.216.129.165
tiawrexh.www.tju.com.    IN    A    160.56.128.206
cblnsrhw.www.tju.com.    IN    A    104.93.22.26
prkfqodv.www.tju.com.    IN    A    78.86.93.52
vnrgbmyx.www.tju.com.    IN    A    150.197.165.58
qvtyusfc.www.tju.com.    IN    A    172.202.248.247
uchntxql.www.tju.com.    IN    A    79.6.139.6
dvksfhwt.www.tju.com.    IN    A    142.176.253.223
hlvqunfa.www.tju.com.    IN    A    249.3.226.66
ulrpedth.www.tju.com.    IN    A    132.254.144.145
rncogwxk.www.tju.com.    IN    A    242.159.135.177
vudfyihq.www.tju.com.    IN    A    151.158.164.27
fhilswrx.www.tju.com.    IN    A    195.178.141.108
gcsremlb.www.tju.com.    IN    A    43.12.142.60
sdagnwyt.www.tju.com.    IN    A    52.140.85.211
auivfrns.www.tju.com.    IN    A    148.113.25.214
obpfwnri.www.tju.com.    IN    A    251.244.11.85
kynrhuce.www.tju.com.    IN    A    87.176.135.39
bchpodqg.www.tju.com.    IN    A    29.140.105.153
sdpgqmwf.www.tju.com.    IN    A    94.250.25.89
hnfmiwde.www.tju.com.    IN    A    192.91.156.73
kqisedty.www.tju.com.    IN    A    93.200.8.189
xbqsmwyl.www.tju.com.    IN    A    233.237.218.57
gxfouyav.www.tju.com.    IN    A    107.16.248.32
ywseubaj.www.tju.com.    IN    A    11.213.252.229
ihyuctqr.www.tju.com.    IN    A    242.163.195.1
qvoekapl.www.tju.com.    IN    A    145.210.19.87
htvadnol.www.tju.com.    IN    A    88.91.122.109
elhftrps.www.tju.com.    IN    A    169.196.130.107
dhkcbspm.www.tju.com.    IN    A    136.192.73.107
uwatncxs.www.tju.com.    IN    A    150.32.157.187
uwcghmep.www.tju.com.    IN    A    138.185.106.122
nrhxuafg.www.tju.com.    IN    A    68.160.122.13
bqredynu.www.tju.com.    IN    A    186.24.57.78
uojstcph.www.tju.com.    IN    A    144.169.140.185
orajixsh.www.tju.com.    IN    A    7.160.124.110
lhobdnei.www.tju.com.    IN    A    216.229.212.185
vxnmsqrb.www.tju.com.    IN    A    169.201.54.169
bqarjivw.www.tju.com.    IN    A    234.26.91.13
fltcahny.www.tju.com.    IN    A    164.169.210.30
aubipkdh.www.tju.com.    IN    A    233.31.234.41
egitboxh.www.tju.com.    IN    A    87.240.166.12
nbqcfrhu.www.tju.com.    IN    A    185.33.0.138
pkbgvjnd.www.tju.com.    IN    A    167.36.226.94
qshouijt.www.tju.com.    IN    A    30.139.28.252
aqgwcvud.www.tju.com.    IN    A    102.140.36.13
minkhpua.www.tju.com.    IN    A    65.85.200.246
hcqatikd.www.tju.com.    IN    A    51.210.180.106
vyodtljm.www.tju.com.    IN    A    236.200.56.30
tnxyhbme.www.tju.com.    IN    A    165.38.91.133
fjmkaodx.www.tju.com.    IN    A    56.230.142.27
vexafktd.www.tju.com.    IN    A    92.182.16.71
jemowauc.www.tju.com.    IN    A    219.46.4.39
gqwsjmif.www.tju.com.    IN    A    89.12.226.188
mldixwvs.www.tju.com.    IN    A    92.120.88.249
jqmrdlta.www.tju.com.    IN    A    33.227.114.41
dtckvhan.www.tju.com.    IN    A    24.223.94.35
wumeqikc.www.tju.com.    IN    A    244.95.170.181
fngqsamb.www.tju.com.    IN    A    45.54.137.112
ygpcswvl.www.tju.com.    IN    A    192.90.195.6
pliavwxu.www.tju.com.    IN    A    18.213.40.145
asclfxri.www.tju.com.    IN    A    98.187.238.156
tvjrxpqi.www.tju.com.    IN    A    120.48.250.41
ukxbmpnj.www.tju.com.    IN    A    169.36.111.66
njdigwef.www.tju.com.    IN    A    78.111.159.0
xojpkfvr.www.tju.com.    IN    A    254.162.243.57
nmxglvrs.www.tju.com.    IN    A    118.47.183.21
cpqaevgk.www.tju.com.    IN    A    200.212.235.38
ugipjald.www.tju.com.    IN    A    244.182.142.249
sginvaxt.www.tju.com.    IN    A    216.50.58.92
bcruyqtk.www.tju.com.    IN    A    230.142.78.45
lgnfpxrk.www.tju.com.    IN    A    182.62.196.199
rpkibgtf.www.tju.com.    IN    A    49.94.128.145
yfgitckv.www.tju.com.    IN    A    114.15.192.177
tcrhfxjl.www.tju.com.    IN    A    120.135.99.254
rinyltam.www.tju.com.    IN    A    64.133.50.196
kbomxshl.www.tju.com.    IN    A    109.97.146.170
fdqchaig.www.tju.com.    IN    A    104.11.14.106
soptewkq.www.tju.com.    IN    A    143.251.3.26
jtxsnrdb.www.tju.com.    IN    A    3.87.148.181
tmqewbal.www.tju.com.    IN    A    157.0.71.120
hfoekqim.www.tju.com.    IN    A    7.201.0.101
anmhudkj.www.tju.com.    IN    A    3.26.182.36
uhbcanox.www.tju.com.    IN    A    10.23.244.0
fxaovtqb.www.tju.com.    IN    A    235.182.175.199
hcymgwlu.www.tju.com.    IN    A    2.78.214.209
iwmpjhek.www.tju.com.    IN    A    142.177.22.16
hfqxjdye.www.tju.com.    IN    A    1.206.8.202
gyisoqan.www.tju.com.    IN    A    150.218.40.153
uwfronhc.www.tju.com.    IN    A    110.161.198.75
vhtlaqsk.www.tju.com.    IN    A    79.6.125.29
glwusqkm.www.tju.com.    IN    A    245.60.104.47
xdcjlpiv.www.tju.com.    IN    A    80.25.16.54
pdtehqxw.www.tju.com.    IN    A    190.239.205.83
xwkhmnul.www.tju.com.    IN    A    158.80.164.145
bdrjkmyg.www.tju.com.    IN    A    145.70.76.70
eacqljhm.www.tju.com.    IN    A    194.119.214.7
dmuyecrj.www.tju.com.    IN    A    63.82.65.21
fvhjtqxc.www.tju.com.    IN    A    21.98.146.134
shixbacj.www.tju.com.    IN    A    31.143.17.225
jceksvqr.www.tju.com.    IN    A    52.24.37.4
iqdvrnop.www.tju.com.    IN    A    48.35.86.59
xwasjcrh.www.tju.com.    IN    A    183.207.76.33
vwibdpkh.www.tju.com.    IN    A    63.109.163.52
fksgnwqj.www.tju.com.    IN    A    95.74.188.133
mhfupaeq.www.tju.com.    IN    A    172.101.165.111
vmlrhnck.www.tju.com.    IN    A    221.123.41.102
rickuyht.www.tju.com.    IN    A    17.194.240.248
xwjnirmd.www.tju.com.    IN    A    83.218.34.110
cfqrlwdh.www.tju.com.    IN    A    40.21.180.24
mtvqyron.www.tju.com.    IN    A    79.6.29.226
aexbdifc.www.tju.com.    IN    A    218.167.153.141
dvntslpi.www.tju.com.    IN    A    115.112.67.133
dmnaxtwg.www.tju.com.    IN    A    8.251.1.121
whelictr.www.tju.com.    IN    A    57.99.175.127
jdhslrbv.www.tju.com.    IN    A    207.56.50.213
pimqtrya.www.tju.com.    IN    A    100.126.40.28
fhjunklc.www.tju.com.    IN    A    0.207.125.43
dbogrpvf.www.tju.com.    IN    A    251.32.20.113
vralephg.www.tju.com.    IN    A    73.159.137.254
aiobgpxl.www.tju.com.    IN    A    238.182.226.2
hsxraejf.www.tju.com.    IN    A    249.87.110.16
iosehdcn.www.tju.com.    IN    A    43.115.119.235
tqkdupvb.www.tju.com.    IN    A    192.241.96.115
dujaolrw.www.tju.com.    IN    A    62.135.98.206
phirobat.www.tju.com.    IN    A    75.21.165.77
fdathwbn.www.tju.com.    IN    A    101.229.25.188
aycqiwsl.www.tju.com.    IN    A    225.217.22.125
aeixnqdm.www.tju.com.    IN    A    36.99.217.231
bmnlvijo.www.tju.com.    IN    A    83.53.30.197
qrandbij.www.tju.com.    IN    A    168.182.4.137
snirampt.www.tju.com.    IN    A    245.55.167.60
ksaifmty.www.tju.com.    IN    A    104.33.139.17
mufraclw.www.tju.com.    IN    A    154.80.38.87
cdptbfuo.www.tju.com.    IN    A    191.185.203.205
oefuivxs.www.tju.com.    IN    A    14.82.239.150
ymocrtnf.www.tju.com.    IN    A    162.229.119.125
rfsnaihc.www.tju.com.    IN    A    155.50.235.96
mfbpkcdq.www.tju.com.    IN    A    169.18.54.202
fvabcoyj.www.tju.com.    IN    A    219.13.115.131
dstlfuvj.www.tju.com.    IN    A    125.54.66.15
gsoahxdp.www.tju.com.    IN    A    225.196.21.210
hmglsubt.www.tju.com.    IN    A    57.21.138.241
mlftbjic.www.tju.com.    IN    A    9.255.50.136
tqlgmsbj.www.tju.com.    IN    A    182.52.79.149
sapfbvtq.www.tju.com.    IN    A    50.230.50.147
xsqmulky.www.tju.com.    IN    A    26.169.219.2
itgpeurk.www.tju.com.    IN    A    213.51.17.13
ejlvibfn.www.tju.com.    IN    A    28.199.46.29
dhonjmyc.www.tju.com.    IN    A    67.151.55.60
dsfxpmro.www.tju.com.    IN    A    4.85.146.38
bqnyvkig.www.tju.com.    IN    A    2.21.249.182
nykqftex.www.tju.com.    IN    A    201.201.140.32
riblsove.www.tju.com.    IN    A    153.162.78.65
houxpsiy.www.tju.com.    IN    A    90.130.118.252
cfpxsjva.www.tju.com.    IN    A    67.50.47.11
rloxfwdh.www.tju.com.    IN    A    152.145.191.82
dyavbeox.www.tju.com.    IN    A    209.216.174.5
aivrumdt.www.tju.com.    IN    A    218.223.172.212
ylqtgcib.www.tju.com.    IN    A    247.172.131.161
sgydtrmc.www.tju.com.    IN    A    232.253.208.57
sbivfcyw.www.tju.com.    IN    A    96.148.199.19
rcwpyuad.www.tju.com.    IN    A    142.13.185.187
lprcjkhb.www.tju.com.    IN    A    122.63.90.43
iuomkxdt.www.tju.com.    IN    A    44.144.30.252
gtecrqdo.www.tju.com.    IN    A    206.196.166.55
wtikyfjl.www.tju.com.    IN    A    104.247.36.46
hmeaflsk.www.tju.com.    IN    A    145.243.101.76
oyabkjlx.www.tju.com.    IN    A    50.226.106.46
mshilnjo.www.tju.com.    IN    A    13.228.204.229
rkodtsby.www.tju.com.    IN    A    86.108.96.217
iklqfmny.www.tju.com.    IN    A    150.242.52.34
fswbtdyv.www.tju.com.    IN    A    78.31.82.21
welbogxf.www.tju.com.    IN    A    204.222.153.33
eprdutmk.www.tju.com.    IN    A    126.165.180.62
nmvagiwp.www.tju.com.    IN    A    28.114.139.46
tkduqfsp.www.tju.com.    IN    A    189.190.169.33
yjnlgxqf.www.tju.com.    IN    A    215.170.16.215
qsxvdwph.www.tju.com.    IN    A    34.148.211.213
vdjylqbx.www.tju.com.    IN    A    163.206.218.82
swrgvile.www.tju.com.    IN    A    129.161.255.89
dvftylbc.www.tju.com.    IN    A    44.237.97.65
wsxjvhoy.www.tju.com.    IN    A    189.143.92.47
gkmlnaby.www.tju.com.    IN    A    77.177.105.146
oilgapmj.www.tju.com.    IN    A    181.117.177.148
upqdgrlm.www.tju.com.    IN    A    235.250.28.250
oakveumi.www.tju.com.    IN    A    245.231.175.62
vgsabhot.www.tju.com.    IN    A    40.223.56.136
qlmpndsx.www.tju.com.    IN    A    31.95.220.80
dewguabo.www.tju.com.    IN    A    18.42.132.30
ftnqawdp.www.tju.com.    IN    A    81.86.95.214
bmorwjic.www.tju.com.    IN    A    108.46.205.150
eltankwy.www.tju.com.    IN    A    117.197.26.63
bwvoilcn.www.tju.com.    IN    A    78.109.84.77
tbuwdplh.www.tju.com.    IN    A    119.228.214.88
ihvwefal.www.tju.com.    IN    A    140.73.28.3
ymwaxueo.www.tju.com.    IN    A    170.205.62.250
rqjxpvgc.www.tju.com.    IN    A    239.224.79.59
gduwmphf.www.tju.com.    IN    A    246.55.214.235
astjngyc.www.tju.com.    IN    A    233.210.222.233
jympvail.www.tju.com.    IN    A    17.218.34.57
kdupcgor.www.tju.com.    IN    A    232.212.111.118
lbxyojtc.www.tju.com.    IN    A    97.206.94.107
ukgxybvr.www.tju.com.    IN    A    182.46.203.189
hxgnsufl.www.tju.com.    IN    A    74.139.58.221
lwqukvgy.www.tju.com.    IN    A    185.112.145.10
eslnmbdp.www.tju.com.    IN    A    233.127.70.16
cyluebwh.www.tju.com.    IN    A    8.201.68.34
fahwqncv.www.tju.com.    IN    A    120.171.227.124
tsmcqagp.www.tju.com.    IN    A    95.242.47.134
jkyuhgno.www.tju.com.    IN    A    7.90.238.218
rivnodwx.www.tju.com.    IN    A    39.165.242.43
ogiybtuv.www.tju.com.    IN    A    60.160.127.90
eqtoxlph.www.tju.com.    IN    A    197.131.244.46
eyvbidwo.www.tju.com.    IN    A    57.155.126.95
nwogatcb.www.tju.com.    IN    A    155.131.14.109
enbryqgd.www.tju.com.    IN    A    28.145.168.0
sbojadgy.www.tju.com.    IN    A    111.228.3.46
yqrljvox.www.tju.com.    IN    A    56.106.124.99
ysjhioaq.www.tju.com.    IN    A    1.239.35.195
ewtyjvoh.www.tju.com.    IN    A    135.85.117.244
iegyuxto.www.tju.com.    IN    A    227.130.17.118
vgqcrbpe.www.tju.com.    IN    A    33.227.223.134
avkphsmb.www.tju.com.    IN    A    72.51.183.119
suqrpdjy.www.tju.com.    IN    A    227.86.49.120
feapxwur.www.tju.com.    IN    A    244.211.137.42
spfcwvab.www.tju.com.    IN    A    28.213.105.111
jvuypacx.www.tju.com.    IN    A    53.238.247.61
ujgrmsph.www.tju.com.    IN    A    222.215.43.94
icoqbagu.www.tju.com.    IN    A    187.205.234.198
jguvnhfr.www.tju.com.    IN    A    25.250.215.36
qjvgktpy.www.tju.com.    IN    A    143.61.51.27
etqoaymk.www.tju.com.    IN    A    229.130.75.230
obcdvwpm.www.tju.com.    IN    A    45.68.192.215
