cse.cqu.com.	14400	IN	SOA	ns1.cse.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
cse.cqu.com.		    IN	NS ns1.cse.cqu.com.
vgxanfbe.cse.cqu.com.    IN    A    36.19.81.179
nlktviaf.cse.cqu.com.    IN    A    234.58.110.79
dauskmio.cse.cqu.com.    IN    A    51.159.96.119
nstxeakp.cse.cqu.com.    IN    A    196.253.109.99
ctumsevw.cse.cqu.com.    IN    A    197.25.242.126
vkfsbtgj.cse.cqu.com.    IN    A    252.109.146.78
dusqlyjm.cse.cqu.com.    IN    A    141.54.226.93
lkafdebg.cse.cqu.com.    IN    A    65.16.29.162
tdrepnyf.cse.cqu.com.    IN    A    94.186.254.204
fpheudrx.cse.cqu.com.    IN    A    197.37.231.11
spqnkaje.cse.cqu.com.    IN    A    237.89.150.250
himaxops.cse.cqu.com.    IN    A    219.162.141.2
eirmyatf.cse.cqu.com.    IN    A    246.198.245.208
scnqbktl.cse.cqu.com.    IN    A    200.114.77.60
amtfywdg.cse.cqu.com.    IN    A    169.55.187.48
hgrtoxib.cse.cqu.com.    IN    A    191.54.111.205
yrfalegj.cse.cqu.com.    IN    A    208.199.189.208
qkswbrho.cse.cqu.com.    IN    A    78.246.150.118
kihmwtnj.cse.cqu.com.    IN    A    102.26.229.77
aeuwrdqg.cse.cqu.com.    IN    A    199.173.111.220
bplwysau.cse.cqu.com.    IN    A    243.48.90.157
jbnalmqe.cse.cqu.com.    IN    A    86.213.123.133
gjmvpfno.cse.cqu.com.    IN    A    162.106.166.105
axdrlvph.cse.cqu.com.    IN    A    116.206.48.163
jlstaywr.cse.cqu.com.    IN    A    143.30.237.58
jgiqlnby.cse.cqu.com.    IN    A    1.14.73.43
ufcarjgx.cse.cqu.com.    IN    A    236.149.237.64
maivhpsk.cse.cqu.com.    IN    A    172.82.18.107
mcrgwhqu.cse.cqu.com.    IN    A    151.191.161.14
suyicejt.cse.cqu.com.    IN    A    60.157.200.214
htsfqwem.cse.cqu.com.    IN    A    27.71.244.228
qjhyluko.cse.cqu.com.    IN    A    169.236.122.244
onctsklu.cse.cqu.com.    IN    A    15.57.49.28
tegskqha.cse.cqu.com.    IN    A    50.18.28.230
gyhioacr.cse.cqu.com.    IN    A    119.152.122.114
jsoqrctd.cse.cqu.com.    IN    A    68.53.115.206
xyiknvfl.cse.cqu.com.    IN    A    84.206.5.143
dpwblsig.cse.cqu.com.    IN    A    202.167.37.58
nmfdphcg.cse.cqu.com.    IN    A    39.36.72.104
pvsgbtly.cse.cqu.com.    IN    A    71.62.180.69
eivwptds.cse.cqu.com.    IN    A    69.69.231.55
itynksqw.cse.cqu.com.    IN    A    189.89.61.192
atgjvhew.cse.cqu.com.    IN    A    141.209.143.253
rewnoqjv.cse.cqu.com.    IN    A    214.98.216.97
pcvohlnb.cse.cqu.com.    IN    A    245.25.86.159
jsotxprv.cse.cqu.com.    IN    A    42.120.208.79
iuladrct.cse.cqu.com.    IN    A    45.193.223.253
hrkwdoqm.cse.cqu.com.    IN    A    144.29.119.229
dvulqpot.cse.cqu.com.    IN    A    73.159.227.60
tclnepvw.cse.cqu.com.    IN    A    32.26.142.58
lndheiua.cse.cqu.com.    IN    A    205.125.162.150
xkqjblun.cse.cqu.com.    IN    A    127.107.242.82
yrpwgqcl.cse.cqu.com.    IN    A    36.244.48.148
jsagflkd.cse.cqu.com.    IN    A    99.59.87.92
mfadixhc.cse.cqu.com.    IN    A    135.157.138.85
mbrqnewf.cse.cqu.com.    IN    A    72.231.72.11
gxphlrfy.cse.cqu.com.    IN    A    45.20.150.59
rqikyjxc.cse.cqu.com.    IN    A    244.199.56.143
gjdwiorf.cse.cqu.com.    IN    A    152.68.166.218
arnptidl.cse.cqu.com.    IN    A    133.84.157.194
ntyabvli.cse.cqu.com.    IN    A    206.254.145.137
krjxedqi.cse.cqu.com.    IN    A    193.248.230.89
sxtleqoa.cse.cqu.com.    IN    A    251.132.118.219
erbtadhg.cse.cqu.com.    IN    A    198.156.103.96
jbcqedkn.cse.cqu.com.    IN    A    11.172.19.82
xvjityhw.cse.cqu.com.    IN    A    152.20.67.232
ugmeltcb.cse.cqu.com.    IN    A    45.255.99.167
mcnjistk.cse.cqu.com.    IN    A    91.96.124.177
nlwjqamb.cse.cqu.com.    IN    A    216.108.55.21
iksbvaom.cse.cqu.com.    IN    A    8.169.172.240
hyucgpif.cse.cqu.com.    IN    A    199.243.31.186
vifrdxet.cse.cqu.com.    IN    A    8.158.10.47
uytnhrim.cse.cqu.com.    IN    A    88.101.106.146
vhklrfdm.cse.cqu.com.    IN    A    244.149.3.186
irxgmdah.cse.cqu.com.    IN    A    66.151.66.74
qgtovrlw.cse.cqu.com.    IN    A    222.26.6.126
qsemihvc.cse.cqu.com.    IN    A    182.118.64.53
hbtywrld.cse.cqu.com.    IN    A    181.222.58.25
cntfbvgd.cse.cqu.com.    IN    A    234.15.56.42
hrpexnby.cse.cqu.com.    IN    A    168.46.141.196
bctaxesf.cse.cqu.com.    IN    A    218.75.136.57
vkgnseta.cse.cqu.com.    IN    A    220.247.168.146
hdgmvkie.cse.cqu.com.    IN    A    63.78.84.23
eotscikx.cse.cqu.com.    IN    A    147.112.7.134
djmiybeg.cse.cqu.com.    IN    A    22.12.77.251
yxcwnvbl.cse.cqu.com.    IN    A    29.133.229.198
hegbcsjw.cse.cqu.com.    IN    A    27.56.100.213
ubohrlvq.cse.cqu.com.    IN    A    251.24.12.245
smcjunkg.cse.cqu.com.    IN    A    31.49.248.59
wkqvpgxh.cse.cqu.com.    IN    A    106.110.183.166
bduaymwp.cse.cqu.com.    IN    A    10.173.148.7
amupqikd.cse.cqu.com.    IN    A    247.219.168.114
mahxtscy.cse.cqu.com.    IN    A    102.147.125.1
saikbnef.cse.cqu.com.    IN    A    225.235.221.140
bglncfdx.cse.cqu.com.    IN    A    192.148.218.191
jtnxegrb.cse.cqu.com.    IN    A    160.85.89.237
yejrqbla.cse.cqu.com.    IN    A    53.169.192.15
wckatjqn.cse.cqu.com.    IN    A    186.167.73.131
jglwyuhq.cse.cqu.com.    IN    A    20.86.38.147
nfjuxeoa.cse.cqu.com.    IN    A    107.173.133.254
yghspqrf.cse.cqu.com.    IN    A    167.133.74.252
bauwgevm.cse.cqu.com.    IN    A    241.50.135.211
sejrbdmx.cse.cqu.com.    IN    A    76.50.216.4
hcbfvoie.cse.cqu.com.    IN    A    47.195.8.7
livcmgxq.cse.cqu.com.    IN    A    221.196.39.92
toicknqw.cse.cqu.com.    IN    A    92.88.132.78
vkeoucdp.cse.cqu.com.    IN    A    234.223.211.27
hcavrbuw.cse.cqu.com.    IN    A    159.236.168.144
tcavqhbx.cse.cqu.com.    IN    A    35.81.225.83
ihfydmgs.cse.cqu.com.    IN    A    193.230.97.196
wuhbcfys.cse.cqu.com.    IN    A    129.24.100.64
pdhksxij.cse.cqu.com.    IN    A    187.31.158.235
lowrycen.cse.cqu.com.    IN    A    107.161.135.252
onfihbwq.cse.cqu.com.    IN    A    118.131.250.247
rjbcnogw.cse.cqu.com.    IN    A    59.195.164.214
wpyujsqx.cse.cqu.com.    IN    A    186.172.14.41
wslecruy.cse.cqu.com.    IN    A    204.10.200.95
tvndxoaq.cse.cqu.com.    IN    A    193.197.86.71
wxpfkilt.cse.cqu.com.    IN    A    55.84.115.62
nqekygma.cse.cqu.com.    IN    A    16.129.227.23
neoiqkft.cse.cqu.com.    IN    A    74.15.243.201
mcjtaofq.cse.cqu.com.    IN    A    79.217.32.6
leyhfrto.cse.cqu.com.    IN    A    228.202.146.28
bvyhrmkt.cse.cqu.com.    IN    A    12.98.183.240
nsjfrptq.cse.cqu.com.    IN    A    8.184.175.104
ufmeoxtq.cse.cqu.com.    IN    A    112.159.100.173
ekdtbcji.cse.cqu.com.    IN    A    182.233.105.123
lnkaitph.cse.cqu.com.    IN    A    205.173.76.7
lryqujko.cse.cqu.com.    IN    A    19.10.63.113
nijwapox.cse.cqu.com.    IN    A    82.248.106.208
trfxnkvq.cse.cqu.com.    IN    A    94.120.231.144
xcuvmnyt.cse.cqu.com.    IN    A    82.86.80.183
hsvbolef.cse.cqu.com.    IN    A    215.66.84.47
vjtiofwh.cse.cqu.com.    IN    A    44.28.200.62
hdwigxey.cse.cqu.com.    IN    A    169.45.47.76
kdfqyibv.cse.cqu.com.    IN    A    125.76.113.51
pifwmxuy.cse.cqu.com.    IN    A    139.216.147.210
dgxscjfb.cse.cqu.com.    IN    A    135.134.251.1
oaxywtnv.cse.cqu.com.    IN    A    21.124.157.100
brgqnyse.cse.cqu.com.    IN    A    244.247.133.247
hxaegdyi.cse.cqu.com.    IN    A    1.180.95.154
cgbdxuwp.cse.cqu.com.    IN    A    239.11.217.71
xsolgpqd.cse.cqu.com.    IN    A    213.46.152.184
xagurnmc.cse.cqu.com.    IN    A    208.241.164.34
hvcbpsrl.cse.cqu.com.    IN    A    172.44.140.60
potyenwh.cse.cqu.com.    IN    A    250.213.93.86
krnyfwua.cse.cqu.com.    IN    A    161.73.60.119
tfsonbga.cse.cqu.com.    IN    A    231.109.208.156
byrpestq.cse.cqu.com.    IN    A    242.9.78.107
ogikdyvq.cse.cqu.com.    IN    A    244.151.98.50
ulxfetvg.cse.cqu.com.    IN    A    6.29.3.131
scvglmar.cse.cqu.com.    IN    A    230.128.1.24
iapxyojk.cse.cqu.com.    IN    A    118.155.161.88
jusivale.cse.cqu.com.    IN    A    57.176.144.3
fwmpgode.cse.cqu.com.    IN    A    39.151.26.130
ntxkmrap.cse.cqu.com.    IN    A    47.74.17.8
pltbhkoi.cse.cqu.com.    IN    A    116.42.219.209
gijfptse.cse.cqu.com.    IN    A    237.59.201.199
ixyfkqag.cse.cqu.com.    IN    A    79.14.124.43
cuepxkoq.cse.cqu.com.    IN    A    91.199.192.251
awiokmjp.cse.cqu.com.    IN    A    200.161.37.51
qrsgmkxt.cse.cqu.com.    IN    A    217.231.197.40
krsmqlhc.cse.cqu.com.    IN    A    234.177.152.219
dyaugefv.cse.cqu.com.    IN    A    135.106.24.114
retajvbo.cse.cqu.com.    IN    A    192.49.189.180
tngicbuk.cse.cqu.com.    IN    A    89.193.155.128
yxcigtob.cse.cqu.com.    IN    A    90.54.107.133
gesupvar.cse.cqu.com.    IN    A    138.104.12.246
awuchkrb.cse.cqu.com.    IN    A    185.86.174.231
wdqilygt.cse.cqu.com.    IN    A    54.6.148.75
jynqmhto.cse.cqu.com.    IN    A    223.227.8.154
ldobqwif.cse.cqu.com.    IN    A    206.29.104.32
kjteagvf.cse.cqu.com.    IN    A    207.154.179.99
ogtxmils.cse.cqu.com.    IN    A    205.189.168.62
omdawfjv.cse.cqu.com.    IN    A    37.98.123.43
kbyivsmg.cse.cqu.com.    IN    A    152.204.113.69
dhervkmj.cse.cqu.com.    IN    A    127.151.179.246
xympqvnl.cse.cqu.com.    IN    A    166.66.200.177
imsfhgyp.cse.cqu.com.    IN    A    204.124.85.206
ovbswity.cse.cqu.com.    IN    A    203.186.11.198
riausgde.cse.cqu.com.    IN    A    243.8.15.206
kcohifqe.cse.cqu.com.    IN    A    75.46.135.144
bstefimd.cse.cqu.com.    IN    A    186.157.119.175
cmyvgsqh.cse.cqu.com.    IN    A    132.224.175.131
hgrjdeun.cse.cqu.com.    IN    A    181.214.47.114
wsbpfgkt.cse.cqu.com.    IN    A    44.135.31.125
ikcsultr.cse.cqu.com.    IN    A    244.243.69.30
serxgqbf.cse.cqu.com.    IN    A    232.68.206.40
fjpiaxtw.cse.cqu.com.    IN    A    62.84.253.153
jfvpcedk.cse.cqu.com.    IN    A    229.25.187.251
hyxeuvjm.cse.cqu.com.    IN    A    107.209.107.252
ubvomdpr.cse.cqu.com.    IN    A    218.217.151.94
phmsekjx.cse.cqu.com.    IN    A    173.54.245.116
tanoefvq.cse.cqu.com.    IN    A    163.240.96.253
lchgmanp.cse.cqu.com.    IN    A    57.70.80.130
wgcvjbid.cse.cqu.com.    IN    A    169.52.140.32
iyfpjdga.cse.cqu.com.    IN    A    228.252.160.163
wmyqcvjb.cse.cqu.com.    IN    A    205.6.104.13
pmxgchwf.cse.cqu.com.    IN    A    106.37.227.33
wadhgcyk.cse.cqu.com.    IN    A    110.136.200.18
eknvrxsa.cse.cqu.com.    IN    A    222.210.56.223
rlagxfwu.cse.cqu.com.    IN    A    139.37.76.32
rfybqxnw.cse.cqu.com.    IN    A    137.115.73.155
hgebtavs.cse.cqu.com.    IN    A    201.181.47.93
aqklvxms.cse.cqu.com.    IN    A    63.160.109.23
oxgahsyv.cse.cqu.com.    IN    A    166.213.188.2
ureiwmcj.cse.cqu.com.    IN    A    209.6.140.197
viyhlwou.cse.cqu.com.    IN    A    156.26.177.16
rqxblgfm.cse.cqu.com.    IN    A    139.98.185.252
tnkaeplm.cse.cqu.com.    IN    A    32.157.147.89
ishyamgu.cse.cqu.com.    IN    A    97.30.5.157
qjiaeftl.cse.cqu.com.    IN    A    88.181.191.215
radcvthn.cse.cqu.com.    IN    A    108.225.99.100
ajrsxlog.cse.cqu.com.    IN    A    232.225.91.50
msavkoln.cse.cqu.com.    IN    A    183.141.213.147
csvifmdp.cse.cqu.com.    IN    A    15.52.52.132
ryebqclv.cse.cqu.com.    IN    A    124.217.217.243
oxcdwlba.cse.cqu.com.    IN    A    216.90.174.208
gkbslqjh.cse.cqu.com.    IN    A    73.101.18.145
latrohiy.cse.cqu.com.    IN    A    201.203.243.144
xqcroadt.cse.cqu.com.    IN    A    136.95.90.130
phqngbfl.cse.cqu.com.    IN    A    240.175.79.4
ayoirxbm.cse.cqu.com.    IN    A    19.134.165.13
hylgfxeb.cse.cqu.com.    IN    A    72.56.227.120
kpiugocd.cse.cqu.com.    IN    A    186.130.198.159
fgnesbix.cse.cqu.com.    IN    A    159.66.127.220
agxcjndl.cse.cqu.com.    IN    A    142.181.255.25
wodxjbfn.cse.cqu.com.    IN    A    81.140.13.228
ovgkflbx.cse.cqu.com.    IN    A    69.20.40.245
emkhvxsq.cse.cqu.com.    IN    A    126.33.235.38
utdmikqf.cse.cqu.com.    IN    A    19.1.143.209
mqwxrjbf.cse.cqu.com.    IN    A    100.180.77.85
sxopmacu.cse.cqu.com.    IN    A    223.35.147.148
wsymbica.cse.cqu.com.    IN    A    123.255.30.160
dqkchotn.cse.cqu.com.    IN    A    102.5.41.229
aejdtgnp.cse.cqu.com.    IN    A    173.39.141.158
cyugvodh.cse.cqu.com.    IN    A    106.48.190.9
ctmikhys.cse.cqu.com.    IN    A    233.36.212.24
xhpscrdy.cse.cqu.com.    IN    A    203.18.148.4
hynpsauc.cse.cqu.com.    IN    A    220.141.245.206
yxtrmfei.cse.cqu.com.    IN    A    202.212.117.43
ilmtrdqy.cse.cqu.com.    IN    A    246.74.204.189
hunmqycv.cse.cqu.com.    IN    A    102.53.31.77
mguatqsh.cse.cqu.com.    IN    A    148.157.19.234
xlnyrwjd.cse.cqu.com.    IN    A    235.232.74.15
hdkmbyns.cse.cqu.com.    IN    A    144.208.221.105
enkdxwim.cse.cqu.com.    IN    A    226.200.136.169
dikqbxej.cse.cqu.com.    IN    A    253.174.157.249
xujcrsal.cse.cqu.com.    IN    A    196.146.39.91
qidptels.cse.cqu.com.    IN    A    131.67.34.212
swxfhiom.cse.cqu.com.    IN    A    119.208.213.116
vajskyrd.cse.cqu.com.    IN    A    40.197.21.121
udcpombh.cse.cqu.com.    IN    A    3.252.38.77
bvyktspa.cse.cqu.com.    IN    A    168.184.7.35
dxjckelf.cse.cqu.com.    IN    A    178.20.130.91
drwmcynj.cse.cqu.com.    IN    A    161.57.176.111
spbmagye.cse.cqu.com.    IN    A    245.214.65.162
rmbkiogt.cse.cqu.com.    IN    A    39.210.212.139
nymjsxka.cse.cqu.com.    IN    A    44.200.249.87
hkjyiabu.cse.cqu.com.    IN    A    167.175.12.130
nvdytrwh.cse.cqu.com.    IN    A    70.34.233.229
mqpiaudr.cse.cqu.com.    IN    A    248.236.34.11
pfrsaeih.cse.cqu.com.    IN    A    251.166.154.219
pwscvrdo.cse.cqu.com.    IN    A    77.165.89.232
ytsekmol.cse.cqu.com.    IN    A    136.178.90.192
tdkhxsbn.cse.cqu.com.    IN    A    114.235.248.171
mtxfhpas.cse.cqu.com.    IN    A    39.153.151.146
ectqhvlo.cse.cqu.com.    IN    A    83.162.119.16
bmkjsqvl.cse.cqu.com.    IN    A    170.229.215.49
tchbjqap.cse.cqu.com.    IN    A    62.46.57.100
jwohxqeg.cse.cqu.com.    IN    A    179.254.129.80
yskeblxn.cse.cqu.com.    IN    A    28.221.31.234
ruwqxtvy.cse.cqu.com.    IN    A    27.152.93.129
wkoxqgap.cse.cqu.com.    IN    A    172.186.167.23
kpcwsqrb.cse.cqu.com.    IN    A    38.1.128.88
uwksxrep.cse.cqu.com.    IN    A    103.68.20.28
bmwpitsk.cse.cqu.com.    IN    A    225.174.24.151
qinuwoyl.cse.cqu.com.    IN    A    87.255.223.40
hovkudnl.cse.cqu.com.    IN    A    222.90.141.59
mhoqiaye.cse.cqu.com.    IN    A    187.32.136.239
gshxfjye.cse.cqu.com.    IN    A    154.162.167.196
sfiynedw.cse.cqu.com.    IN    A    116.32.55.16
nfrqxuag.cse.cqu.com.    IN    A    133.228.53.153
txhnwipj.cse.cqu.com.    IN    A    229.210.207.234
isrwkfup.cse.cqu.com.    IN    A    15.105.145.8
lfivrqup.cse.cqu.com.    IN    A    148.149.72.89
inxdlmuk.cse.cqu.com.    IN    A    218.23.152.76
ilpqnajd.cse.cqu.com.    IN    A    224.132.83.2
nlcpydvg.cse.cqu.com.    IN    A    172.18.65.212
imsubnlv.cse.cqu.com.    IN    A    226.174.236.58
gqhorkvf.cse.cqu.com.    IN    A    254.131.0.172
bfrjxisy.cse.cqu.com.    IN    A    109.141.233.29
lwkynaxu.cse.cqu.com.    IN    A    20.52.0.159
xoluprdn.cse.cqu.com.    IN    A    211.236.137.6
cdlfbgna.cse.cqu.com.    IN    A    175.84.131.195
vewlijam.cse.cqu.com.    IN    A    209.36.110.149
pvelsocm.cse.cqu.com.    IN    A    166.214.67.28
xjublaid.cse.cqu.com.    IN    A    118.36.33.224
lfgsycjh.cse.cqu.com.    IN    A    19.190.139.158
bqiaoplg.cse.cqu.com.    IN    A    130.127.88.88
bjntqsve.cse.cqu.com.    IN    A    254.27.28.111
asvyxidq.cse.cqu.com.    IN    A    41.141.81.197
cgxhdnfs.cse.cqu.com.    IN    A    114.136.91.45
tchwjaqb.cse.cqu.com.    IN    A    47.7.176.35
oiwlmkyv.cse.cqu.com.    IN    A    76.27.246.73
jvurxgfi.cse.cqu.com.    IN    A    40.205.101.212
dglmirpw.cse.cqu.com.    IN    A    56.109.96.242
wfasrjly.cse.cqu.com.    IN    A    58.49.170.87
drwogmqy.cse.cqu.com.    IN    A    6.112.186.82
puyhfeci.cse.cqu.com.    IN    A    7.58.192.232
xwpacknd.cse.cqu.com.    IN    A    66.90.157.165
vxjeglod.cse.cqu.com.    IN    A    66.27.42.221
ulsbtxvp.cse.cqu.com.    IN    A    180.132.177.190
qxlgapid.cse.cqu.com.    IN    A    151.43.193.137
miljwhny.cse.cqu.com.    IN    A    147.173.110.73
pxtjdilo.cse.cqu.com.    IN    A    53.174.56.61
yfncwjvi.cse.cqu.com.    IN    A    241.16.149.225
bokjwxan.cse.cqu.com.    IN    A    152.97.131.142
yojbsaif.cse.cqu.com.    IN    A    189.75.113.214
iwtvgyhe.cse.cqu.com.    IN    A    23.207.161.224
xelqwnur.cse.cqu.com.    IN    A    212.67.228.158
gfnvdqjo.cse.cqu.com.    IN    A    175.254.103.241
ckhpeagi.cse.cqu.com.    IN    A    68.57.204.200
qdvbnpca.cse.cqu.com.    IN    A    138.87.36.226
gqwcbpsv.cse.cqu.com.    IN    A    25.19.220.100
nsowkblh.cse.cqu.com.    IN    A    135.161.135.38
ecprylbu.cse.cqu.com.    IN    A    130.189.137.148
iocrqxne.cse.cqu.com.    IN    A    237.0.207.130
rqmibdyt.cse.cqu.com.    IN    A    230.178.200.32
hoyrmgwc.cse.cqu.com.    IN    A    99.22.154.165
uahtbcxv.cse.cqu.com.    IN    A    141.140.11.108
ithsawkn.cse.cqu.com.    IN    A    186.84.105.205
fthbdnye.cse.cqu.com.    IN    A    11.104.77.62
hdgjirax.cse.cqu.com.    IN    A    207.239.4.236
kqijncts.cse.cqu.com.    IN    A    146.161.201.166
femisojr.cse.cqu.com.    IN    A    35.229.102.129
cbkoyedn.cse.cqu.com.    IN    A    138.117.167.12
lqnfviok.cse.cqu.com.    IN    A    11.251.126.17
omcneafs.cse.cqu.com.    IN    A    223.92.34.192
dfyqiauo.cse.cqu.com.    IN    A    90.8.143.58
kyvwuofn.cse.cqu.com.    IN    A    10.142.197.61
xgrfhein.cse.cqu.com.    IN    A    152.136.18.194
rnvfcmoj.cse.cqu.com.    IN    A    31.122.140.164
owixhsfl.cse.cqu.com.    IN    A    13.150.211.18
ksonuqhl.cse.cqu.com.    IN    A    121.1.151.251
kfvuhdmi.cse.cqu.com.    IN    A    169.122.10.36
mqxpyion.cse.cqu.com.    IN    A    45.18.237.230
dylnmjaw.cse.cqu.com.    IN    A    198.174.241.179
mfhldsuo.cse.cqu.com.    IN    A    130.104.232.12
kjeuhbdp.cse.cqu.com.    IN    A    31.65.213.255
xmjwnfvh.cse.cqu.com.    IN    A    69.26.199.52
tiujbvyo.cse.cqu.com.    IN    A    207.55.49.218
brydhwit.cse.cqu.com.    IN    A    61.149.200.143
tmwbrjxi.cse.cqu.com.    IN    A    96.15.167.38
dygbkoip.cse.cqu.com.    IN    A    192.168.198.246
vbldigpk.cse.cqu.com.    IN    A    12.48.81.42
ofkgxwel.cse.cqu.com.    IN    A    33.254.198.27
duwrfqjl.cse.cqu.com.    IN    A    92.196.198.236
yxcnjqkm.cse.cqu.com.    IN    A    17.172.248.125
uktvlcoj.cse.cqu.com.    IN    A    78.39.108.17
nhfrlmuo.cse.cqu.com.    IN    A    158.16.228.234
ebovuchg.cse.cqu.com.    IN    A    239.215.83.167
agihdocy.cse.cqu.com.    IN    A    163.191.142.141
yrhvtsba.cse.cqu.com.    IN    A    247.98.73.116
tgyvxwqd.cse.cqu.com.    IN    A    61.81.84.231
ofbwktgn.cse.cqu.com.    IN    A    117.153.221.68
onajxsdf.cse.cqu.com.    IN    A    105.106.209.250
bcrwjxev.cse.cqu.com.    IN    A    175.11.13.111
guckopbs.cse.cqu.com.    IN    A    160.91.57.198
wphgvqjt.cse.cqu.com.    IN    A    85.81.54.231
mykvblfu.cse.cqu.com.    IN    A    216.219.136.135
grwejodt.cse.cqu.com.    IN    A    19.79.169.56
pkqbonde.cse.cqu.com.    IN    A    177.37.189.180
oxdluram.cse.cqu.com.    IN    A    190.193.128.217
lcdahitj.cse.cqu.com.    IN    A    28.159.11.107
msjvexyh.cse.cqu.com.    IN    A    252.90.23.135
rclbgeau.cse.cqu.com.    IN    A    96.123.95.187
gjbwkqre.cse.cqu.com.    IN    A    116.65.110.254
yoaugeqf.cse.cqu.com.    IN    A    87.86.123.72
dblthjwo.cse.cqu.com.    IN    A    83.231.13.251
lbekvyoi.cse.cqu.com.    IN    A    167.196.52.129
wpxekuyq.cse.cqu.com.    IN    A    182.115.219.175
kwfugavt.cse.cqu.com.    IN    A    196.205.36.32
ugoprfmd.cse.cqu.com.    IN    A    40.8.138.91
pkrxytmc.cse.cqu.com.    IN    A    208.48.16.115
ixtscmwj.cse.cqu.com.    IN    A    186.10.71.126
fkmgushq.cse.cqu.com.    IN    A    130.110.181.232
vkbmfpxj.cse.cqu.com.    IN    A    59.168.163.140
fhpodean.cse.cqu.com.    IN    A    99.6.96.32
ardwtpsb.cse.cqu.com.    IN    A    71.149.93.131
heckmsng.cse.cqu.com.    IN    A    161.181.207.135
rbcnjxau.cse.cqu.com.    IN    A    108.36.255.134
nxlmuadg.cse.cqu.com.    IN    A    77.165.133.152
hjsqrgme.cse.cqu.com.    IN    A    105.55.119.141
rbnphqdk.cse.cqu.com.    IN    A    148.180.36.111
ofpurial.cse.cqu.com.    IN    A    93.186.20.16
spoxcdvg.cse.cqu.com.    IN    A    5.186.238.119
omfurqlb.cse.cqu.com.    IN    A    73.226.237.78
jnvkefru.cse.cqu.com.    IN    A    139.27.179.230
urfdoibh.cse.cqu.com.    IN    A    73.3.50.104
hbivxodn.cse.cqu.com.    IN    A    93.248.150.71
clxgqmej.cse.cqu.com.    IN    A    12.182.99.51
lnwbycgf.cse.cqu.com.    IN    A    126.127.201.66
mpslfkgy.cse.cqu.com.    IN    A    6.118.87.99
goyjinqp.cse.cqu.com.    IN    A    191.74.202.62
aojfuqbh.cse.cqu.com.    IN    A    186.89.244.128
pejwfdoy.cse.cqu.com.    IN    A    71.14.128.143
lbktixdj.cse.cqu.com.    IN    A    8.239.246.200
gectfyps.cse.cqu.com.    IN    A    243.27.123.80
jwmkaqod.cse.cqu.com.    IN    A    213.138.98.200
fsqhjumb.cse.cqu.com.    IN    A    42.144.111.195
oamiyeqt.cse.cqu.com.    IN    A    248.154.231.24
bedtmgpr.cse.cqu.com.    IN    A    68.149.79.201
ieklhfqo.cse.cqu.com.    IN    A    67.213.192.180
flomknre.cse.cqu.com.    IN    A    149.190.195.168
ulrncmqh.cse.cqu.com.    IN    A    151.180.97.212
pqtsrefw.cse.cqu.com.    IN    A    235.68.72.217
qlfudtin.cse.cqu.com.    IN    A    115.30.177.117
sbhfmgal.cse.cqu.com.    IN    A    128.43.119.172
lijrowsv.cse.cqu.com.    IN    A    166.91.27.36
dvhlgstk.cse.cqu.com.    IN    A    60.198.9.38
lfkamhvi.cse.cqu.com.    IN    A    203.119.243.30
pxmnbytd.cse.cqu.com.    IN    A    132.35.91.214
kxtobicu.cse.cqu.com.    IN    A    242.149.231.214
plojxhuf.cse.cqu.com.    IN    A    218.183.159.211
oeqljrgu.cse.cqu.com.    IN    A    129.109.18.120
svedxjtp.cse.cqu.com.    IN    A    145.179.118.35
uobfxtsp.cse.cqu.com.    IN    A    25.151.183.252
bxlkprca.cse.cqu.com.    IN    A    88.200.205.207
rhqksiny.cse.cqu.com.    IN    A    62.15.193.110
kjaulscx.cse.cqu.com.    IN    A    94.32.87.246
mehnitby.cse.cqu.com.    IN    A    147.253.207.69
wukoyprx.cse.cqu.com.    IN    A    83.206.207.105
obycesnw.cse.cqu.com.    IN    A    106.159.126.218
nsqfjkew.cse.cqu.com.    IN    A    42.25.22.104
vfejhdpb.cse.cqu.com.    IN    A    173.114.149.70
hbtdaksi.cse.cqu.com.    IN    A    165.90.76.8
lkcdryaw.cse.cqu.com.    IN    A    184.123.168.235
rokuejpx.cse.cqu.com.    IN    A    172.220.6.19
ctfoxejq.cse.cqu.com.    IN    A    92.101.204.140
