pharm.whu.com.	14400	IN	SOA	ns1.pharm.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
pharm.whu.com.		    IN	NS ns1.pharm.whu.com.
fcqnwaiv.pharm.whu.com.  IN    A    237.168.241.144
dtfhmwec.pharm.whu.com.  IN    A    124.121.204.215
iymbxcrj.pharm.whu.com.  IN    A    75.132.221.149
pgduthmc.pharm.whu.com.  IN    A    64.226.42.141
lpfeukdq.pharm.whu.com.  IN    A    118.64.114.121
gpdfcwul.pharm.whu.com.  IN    A    74.2.52.234
sbfhgnjp.pharm.whu.com.  IN    A    254.171.110.14
mrtpoclj.pharm.whu.com.  IN    A    224.131.42.148
xiyathuq.pharm.whu.com.  IN    A    37.205.241.108
kwufjgvl.pharm.whu.com.  IN    A    48.120.111.187
yuhaxsvw.pharm.whu.com.  IN    A    132.82.236.196
hqmboxgj.pharm.whu.com.  IN    A    196.12.165.215
yediftoh.pharm.whu.com.  IN    A    102.23.46.22
jodimkep.pharm.whu.com.  IN    A    253.41.89.54
mkyvjlhe.pharm.whu.com.  IN    A    174.130.104.162
xvlupcge.pharm.whu.com.  IN    A    171.13.15.208
anwdqopk.pharm.whu.com.  IN    A    13.228.52.17
xacpmbtd.pharm.whu.com.  IN    A    204.6.3.207
htyulbvr.pharm.whu.com.  IN    A    230.167.152.202
skaicvhx.pharm.whu.com.  IN    A    115.128.147.45
hapmnyds.pharm.whu.com.  IN    A    144.35.176.98
ixvnwcqj.pharm.whu.com.  IN    A    240.22.33.234
grkchviw.pharm.whu.com.  IN    A    238.185.62.209
rvwdomyp.pharm.whu.com.  IN    A    119.68.68.130
pxvhisqf.pharm.whu.com.  IN    A    197.124.52.21
ijhrvgtw.pharm.whu.com.  IN    A    11.52.248.211
sqxvkday.pharm.whu.com.  IN    A    25.66.130.40
degthqfl.pharm.whu.com.  IN    A    144.74.96.223
pbwdtceg.pharm.whu.com.  IN    A    201.96.4.223
odfrxhwm.pharm.whu.com.  IN    A    254.103.245.202
ytrkpfdl.pharm.whu.com.  IN    A    209.154.87.221
sqynulmt.pharm.whu.com.  IN    A    213.138.236.146
qyjgxosv.pharm.whu.com.  IN    A    119.94.6.138
teiomsak.pharm.whu.com.  IN    A    2.114.220.205
qoelxhan.pharm.whu.com.  IN    A    189.22.212.236
teuajnib.pharm.whu.com.  IN    A    86.56.252.79
locbnqfg.pharm.whu.com.  IN    A    71.130.35.1
ijybcopd.pharm.whu.com.  IN    A    215.34.17.201
wbkvmpne.pharm.whu.com.  IN    A    119.49.25.50
kgcpnqoe.pharm.whu.com.  IN    A    114.152.33.21
nvfuermd.pharm.whu.com.  IN    A    15.165.238.238
uthywvqb.pharm.whu.com.  IN    A    127.244.29.155
hmyulisn.pharm.whu.com.  IN    A    48.133.33.246
ofnrceag.pharm.whu.com.  IN    A    142.250.244.109
gojuqiey.pharm.whu.com.  IN    A    67.119.66.121
agvwcbtu.pharm.whu.com.  IN    A    186.124.189.212
lirnxygp.pharm.whu.com.  IN    A    41.192.228.90
jwrskuph.pharm.whu.com.  IN    A    198.124.220.145
jmpuborv.pharm.whu.com.  IN    A    162.117.108.120
xfkjodca.pharm.whu.com.  IN    A    240.162.243.22
ogeintkj.pharm.whu.com.  IN    A    200.173.33.182
tmqlejoi.pharm.whu.com.  IN    A    47.189.56.89
ykbsrmta.pharm.whu.com.  IN    A    37.3.200.207
epmjhbcg.pharm.whu.com.  IN    A    56.233.232.28
fhbiqxkr.pharm.whu.com.  IN    A    42.78.183.194
qdkaxvyu.pharm.whu.com.  IN    A    217.5.228.95
mfkreicj.pharm.whu.com.  IN    A    164.47.104.40
cjegfthv.pharm.whu.com.  IN    A    6.100.241.184
vtxpbdnh.pharm.whu.com.  IN    A    78.162.248.36
mkpdsefh.pharm.whu.com.  IN    A    79.109.33.91
xmwhckdt.pharm.whu.com.  IN    A    65.55.233.185
hetcpwno.pharm.whu.com.  IN    A    181.140.169.145
waebpjvg.pharm.whu.com.  IN    A    47.3.229.251
adnhremo.pharm.whu.com.  IN    A    162.209.139.91
yugtjkxf.pharm.whu.com.  IN    A    59.190.184.227
owjnrvmd.pharm.whu.com.  IN    A    110.118.8.192
dsouqrxb.pharm.whu.com.  IN    A    124.232.43.239
vhugjpmc.pharm.whu.com.  IN    A    121.150.221.0
rwesqvkh.pharm.whu.com.  IN    A    130.49.52.224
hrdcyvfu.pharm.whu.com.  IN    A    90.51.196.245
fjniahxe.pharm.whu.com.  IN    A    254.92.178.88
pfgnrdtl.pharm.whu.com.  IN    A    195.231.26.86
gmchanjx.pharm.whu.com.  IN    A    200.61.67.20
sokacmyl.pharm.whu.com.  IN    A    215.232.141.208
xvlgrctd.pharm.whu.com.  IN    A    132.118.5.42
pxeokbhv.pharm.whu.com.  IN    A    77.126.30.56
svyfenkl.pharm.whu.com.  IN    A    22.42.210.143
bihjnvqa.pharm.whu.com.  IN    A    27.26.25.139
nmkxlfde.pharm.whu.com.  IN    A    62.126.131.54
athbqxwe.pharm.whu.com.  IN    A    241.82.243.181
wqeucrmy.pharm.whu.com.  IN    A    60.44.242.255
spgfraco.pharm.whu.com.  IN    A    49.104.110.97
ngasuxjr.pharm.whu.com.  IN    A    45.198.186.122
rqecapjs.pharm.whu.com.  IN    A    215.232.246.168
smqljrit.pharm.whu.com.  IN    A    117.240.211.248
nwifxsph.pharm.whu.com.  IN    A    95.68.206.124
jdtormiw.pharm.whu.com.  IN    A    84.214.15.198
ebqipgha.pharm.whu.com.  IN    A    165.233.239.113
edrwlnpv.pharm.whu.com.  IN    A    113.188.101.77
pvqkumbr.pharm.whu.com.  IN    A    34.23.165.83
jnexmagk.pharm.whu.com.  IN    A    235.68.144.166
agbumphi.pharm.whu.com.  IN    A    65.76.141.212
nbxfstuy.pharm.whu.com.  IN    A    40.208.114.201
yeohdtun.pharm.whu.com.  IN    A    41.73.5.250
wvhojsmg.pharm.whu.com.  IN    A    47.159.238.249
cuxbnaif.pharm.whu.com.  IN    A    46.156.129.2
rdkbxowu.pharm.whu.com.  IN    A    29.24.187.153
cwrdanpv.pharm.whu.com.  IN    A    242.2.63.143
rpyatjgd.pharm.whu.com.  IN    A    36.105.233.222
bjwtvdym.pharm.whu.com.  IN    A    245.236.129.38
jhdbsmrf.pharm.whu.com.  IN    A    231.101.126.86
bxmacqyh.pharm.whu.com.  IN    A    117.107.18.54
yrnkbeai.pharm.whu.com.  IN    A    102.191.254.167
jtoqdbgv.pharm.whu.com.  IN    A    12.61.218.32
pygdreib.pharm.whu.com.  IN    A    118.215.40.109
lwsiqtbv.pharm.whu.com.  IN    A    31.6.92.212
udgktlrw.pharm.whu.com.  IN    A    184.181.56.89
ulxyqvbn.pharm.whu.com.  IN    A    99.131.75.22
oasqwjpy.pharm.whu.com.  IN    A    13.78.83.40
anekhumb.pharm.whu.com.  IN    A    16.57.99.12
dubpncwm.pharm.whu.com.  IN    A    197.19.89.8
yfesapcb.pharm.whu.com.  IN    A    234.120.212.242
sbadufyr.pharm.whu.com.  IN    A    138.206.187.168
wsqyofae.pharm.whu.com.  IN    A    169.166.153.130
xgviuhwe.pharm.whu.com.  IN    A    69.109.98.21
jxaycvkh.pharm.whu.com.  IN    A    28.90.17.81
puhrmexi.pharm.whu.com.  IN    A    252.68.205.139
savbgqmy.pharm.whu.com.  IN    A    136.45.181.170
huqavkod.pharm.whu.com.  IN    A    177.15.236.163
jtdrlaqb.pharm.whu.com.  IN    A    77.71.224.134
oexngsdk.pharm.whu.com.  IN    A    140.175.92.168
rkudhvfb.pharm.whu.com.  IN    A    135.84.15.23
khqvxsaj.pharm.whu.com.  IN    A    37.63.66.238
drlvpijm.pharm.whu.com.  IN    A    141.72.237.190
ygkvfaeu.pharm.whu.com.  IN    A    251.107.0.28
uxokwcbs.pharm.whu.com.  IN    A    110.17.232.80
cdlifbjw.pharm.whu.com.  IN    A    133.29.62.69
hrtvndoc.pharm.whu.com.  IN    A    60.11.151.251
logawkpj.pharm.whu.com.  IN    A    89.226.206.118
cqkywlgn.pharm.whu.com.  IN    A    39.167.235.175
vawdncki.pharm.whu.com.  IN    A    118.210.239.70
dcyosjvw.pharm.whu.com.  IN    A    248.252.232.181
nvkogaqp.pharm.whu.com.  IN    A    104.117.7.87
eajnifkd.pharm.whu.com.  IN    A    50.249.64.8
goxqsvdi.pharm.whu.com.  IN    A    249.51.43.67
ngrtapvw.pharm.whu.com.  IN    A    137.24.245.23
jpkgsifh.pharm.whu.com.  IN    A    84.187.50.76
qpixourj.pharm.whu.com.  IN    A    181.183.136.177
jrdungpw.pharm.whu.com.  IN    A    1.242.170.189
sqiwumne.pharm.whu.com.  IN    A    147.172.76.219
jmnqotdv.pharm.whu.com.  IN    A    97.253.164.174
vfnmekjl.pharm.whu.com.  IN    A    123.177.230.33
vjxngbed.pharm.whu.com.  IN    A    253.155.62.152
kbvoynmd.pharm.whu.com.  IN    A    179.145.15.154
niocbyhf.pharm.whu.com.  IN    A    129.119.50.113
xasqnibv.pharm.whu.com.  IN    A    7.143.89.103
weltiujo.pharm.whu.com.  IN    A    225.92.57.210
ifduksbc.pharm.whu.com.  IN    A    80.97.45.28
jeoktcbw.pharm.whu.com.  IN    A    132.1.227.118
ovixgysc.pharm.whu.com.  IN    A    115.17.84.180
lwhbvqop.pharm.whu.com.  IN    A    78.119.177.166
arvgxnqb.pharm.whu.com.  IN    A    62.86.116.96
ejvynutm.pharm.whu.com.  IN    A    178.125.29.147
mkciopxr.pharm.whu.com.  IN    A    139.233.173.122
rujingex.pharm.whu.com.  IN    A    139.117.121.194
ehmyviud.pharm.whu.com.  IN    A    135.195.149.8
jmpydcag.pharm.whu.com.  IN    A    176.45.196.148
tgsdweni.pharm.whu.com.  IN    A    205.54.118.95
ifwbltvp.pharm.whu.com.  IN    A    64.185.123.44
bsqwpjix.pharm.whu.com.  IN    A    98.19.68.155
hwqabpxg.pharm.whu.com.  IN    A    28.22.49.138
cagdxqey.pharm.whu.com.  IN    A    183.199.31.213
esbahlji.pharm.whu.com.  IN    A    149.147.178.154
xkuqsjne.pharm.whu.com.  IN    A    21.184.84.212
rdahvsgn.pharm.whu.com.  IN    A    174.78.10.63
duyknpgw.pharm.whu.com.  IN    A    206.188.13.41
pdovhufr.pharm.whu.com.  IN    A    222.247.156.50
hnrtsgwl.pharm.whu.com.  IN    A    235.179.197.143
hgkldwyo.pharm.whu.com.  IN    A    232.79.127.195
duotaxej.pharm.whu.com.  IN    A    7.240.148.228
putaerny.pharm.whu.com.  IN    A    132.110.61.131
xluowatd.pharm.whu.com.  IN    A    107.223.227.133
jnsoytkq.pharm.whu.com.  IN    A    142.182.136.30
hmundvkw.pharm.whu.com.  IN    A    237.218.23.94
rdyckbpm.pharm.whu.com.  IN    A    180.84.94.245
fkvagqtp.pharm.whu.com.  IN    A    202.58.13.157
msenwjax.pharm.whu.com.  IN    A    207.172.200.17
qhivoxpt.pharm.whu.com.  IN    A    198.243.120.74
sumvoltb.pharm.whu.com.  IN    A    187.92.133.55
lgbktrau.pharm.whu.com.  IN    A    74.255.162.68
jexumfsg.pharm.whu.com.  IN    A    60.175.169.13
pwvicfdy.pharm.whu.com.  IN    A    156.108.110.249
gsptyboj.pharm.whu.com.  IN    A    185.93.112.160
ovlekrsm.pharm.whu.com.  IN    A    51.63.144.90
kfsepxbi.pharm.whu.com.  IN    A    195.112.30.57
lpxkjyme.pharm.whu.com.  IN    A    109.168.231.201
pcdaqers.pharm.whu.com.  IN    A    225.33.134.53
kjqcwfop.pharm.whu.com.  IN    A    171.226.111.79
wisntcke.pharm.whu.com.  IN    A    133.105.71.36
iwclrfok.pharm.whu.com.  IN    A    40.237.201.16
biljxfom.pharm.whu.com.  IN    A    118.87.12.199
qnhudyfo.pharm.whu.com.  IN    A    39.25.97.57
jtoqybfe.pharm.whu.com.  IN    A    132.29.190.18
fxogduqi.pharm.whu.com.  IN    A    43.76.230.224
lagvbser.pharm.whu.com.  IN    A    167.180.244.138
depmyotl.pharm.whu.com.  IN    A    251.41.160.103
hmrkdcpg.pharm.whu.com.  IN    A    208.35.1.250
qisolvdn.pharm.whu.com.  IN    A    49.92.25.240
ovmjwsuc.pharm.whu.com.  IN    A    86.123.58.56
readulbv.pharm.whu.com.  IN    A    14.162.37.223
wemnudvg.pharm.whu.com.  IN    A    33.141.105.204
whapdvys.pharm.whu.com.  IN    A    195.85.169.195
vghaxbfj.pharm.whu.com.  IN    A    173.165.129.255
gtsxcoem.pharm.whu.com.  IN    A    60.0.81.166
pfdarxse.pharm.whu.com.  IN    A    58.166.152.128
oswxlkym.pharm.whu.com.  IN    A    101.152.6.215
xuokhdgt.pharm.whu.com.  IN    A    243.223.162.170
gvsktcpx.pharm.whu.com.  IN    A    110.164.184.80
cmaljnqv.pharm.whu.com.  IN    A    79.220.29.244
rmpoidye.pharm.whu.com.  IN    A    98.9.200.21
ckotfdbi.pharm.whu.com.  IN    A    143.113.148.212
ptdbjwau.pharm.whu.com.  IN    A    7.176.53.175
gtuinsmy.pharm.whu.com.  IN    A    155.153.97.8
vbfryupa.pharm.whu.com.  IN    A    196.198.175.227
qhwdkeiy.pharm.whu.com.  IN    A    21.39.77.93
rlxsthmj.pharm.whu.com.  IN    A    137.55.208.140
qibfgovw.pharm.whu.com.  IN    A    125.87.186.175
kcrdpnth.pharm.whu.com.  IN    A    67.145.84.59
embosyuh.pharm.whu.com.  IN    A    204.96.133.127
ealoqnxh.pharm.whu.com.  IN    A    86.46.157.195
mlrynqfa.pharm.whu.com.  IN    A    146.96.244.6
ylvqdpxc.pharm.whu.com.  IN    A    180.225.14.31
rwntgxdv.pharm.whu.com.  IN    A    255.80.20.45
mqvecrol.pharm.whu.com.  IN    A    143.242.145.134
dgfihynb.pharm.whu.com.  IN    A    50.51.133.151
numrkead.pharm.whu.com.  IN    A    195.150.196.112
avbougmd.pharm.whu.com.  IN    A    160.184.204.76
sndjetag.pharm.whu.com.  IN    A    134.17.234.184
eudkgtiy.pharm.whu.com.  IN    A    55.179.62.248
uqaocljh.pharm.whu.com.  IN    A    49.41.112.245
imlenosp.pharm.whu.com.  IN    A    173.50.51.76
nrgsfoxw.pharm.whu.com.  IN    A    138.77.110.102
ldmtnjbh.pharm.whu.com.  IN    A    4.133.120.194
ownqfhry.pharm.whu.com.  IN    A    243.30.129.133
ojylehvx.pharm.whu.com.  IN    A    91.94.5.250
wfnkvupg.pharm.whu.com.  IN    A    233.39.121.207
kujfctvr.pharm.whu.com.  IN    A    87.134.240.201
acjeqlxu.pharm.whu.com.  IN    A    239.229.51.164
fjqerbnk.pharm.whu.com.  IN    A    17.206.127.159
qwgdlfkm.pharm.whu.com.  IN    A    215.190.125.131
cknmtils.pharm.whu.com.  IN    A    176.143.53.178
jafqwyxl.pharm.whu.com.  IN    A    233.125.85.196
wtkuvpqo.pharm.whu.com.  IN    A    203.235.134.174
exmvukwf.pharm.whu.com.  IN    A    232.116.12.216
hdnyrtfl.pharm.whu.com.  IN    A    83.150.191.145
dmnltroy.pharm.whu.com.  IN    A    36.200.220.6
qyanrbcw.pharm.whu.com.  IN    A    222.214.70.128
ljfsywtm.pharm.whu.com.  IN    A    165.172.65.2
yuehxdsr.pharm.whu.com.  IN    A    124.44.67.67
ocukwhqf.pharm.whu.com.  IN    A    244.209.150.206
hcpwtsoy.pharm.whu.com.  IN    A    157.53.142.135
hkfjndsl.pharm.whu.com.  IN    A    147.210.145.11
hntpoxmg.pharm.whu.com.  IN    A    224.58.135.20
fdwxeboq.pharm.whu.com.  IN    A    0.76.120.110
bvhscypu.pharm.whu.com.  IN    A    249.197.148.39
ljhksnpr.pharm.whu.com.  IN    A    170.110.108.17
citaurwf.pharm.whu.com.  IN    A    8.41.227.68
urgpmahv.pharm.whu.com.  IN    A    104.79.19.255
ugoalfvw.pharm.whu.com.  IN    A    56.120.98.91
xmspobag.pharm.whu.com.  IN    A    249.13.27.27
drlsnjpe.pharm.whu.com.  IN    A    234.220.148.171
bgdkuxhj.pharm.whu.com.  IN    A    94.225.120.32
qvubjfpn.pharm.whu.com.  IN    A    181.165.23.138
rviwdtxl.pharm.whu.com.  IN    A    125.65.12.171
lgaxunoq.pharm.whu.com.  IN    A    205.159.112.142
jxwdiqcm.pharm.whu.com.  IN    A    1.189.73.28
vfykbmuj.pharm.whu.com.  IN    A    129.181.238.255
xealoymv.pharm.whu.com.  IN    A    242.138.56.232
bkcjgqou.pharm.whu.com.  IN    A    155.209.220.46
mhcdseti.pharm.whu.com.  IN    A    135.152.20.1
etpudoba.pharm.whu.com.  IN    A    59.251.134.185
jlauhops.pharm.whu.com.  IN    A    223.253.110.16
ipayoubs.pharm.whu.com.  IN    A    11.30.1.21
lkhrsabq.pharm.whu.com.  IN    A    240.169.50.26
exqubrfk.pharm.whu.com.  IN    A    22.54.88.231
hflroste.pharm.whu.com.  IN    A    38.236.239.10
yhejqimo.pharm.whu.com.  IN    A    212.7.245.169
fyhgtaqk.pharm.whu.com.  IN    A    100.93.193.255
khsybvqa.pharm.whu.com.  IN    A    43.153.193.220
gtefaipr.pharm.whu.com.  IN    A    87.185.29.112
kylqimps.pharm.whu.com.  IN    A    247.204.37.65
fkijptub.pharm.whu.com.  IN    A    254.191.116.197
rogcajbs.pharm.whu.com.  IN    A    249.19.156.64
eipotvjh.pharm.whu.com.  IN    A    160.169.130.119
tkscruml.pharm.whu.com.  IN    A    14.29.128.207
klburjie.pharm.whu.com.  IN    A    84.7.226.132
wbpnmehr.pharm.whu.com.  IN    A    143.151.136.162
cjbiosln.pharm.whu.com.  IN    A    76.137.164.27
tuslcrgm.pharm.whu.com.  IN    A    25.244.164.50
wiljsxky.pharm.whu.com.  IN    A    70.169.98.229
xbmecqhs.pharm.whu.com.  IN    A    7.218.130.2
vsuxhynk.pharm.whu.com.  IN    A    166.6.101.172
piejnqfr.pharm.whu.com.  IN    A    19.68.46.61
qalwgydc.pharm.whu.com.  IN    A    21.56.64.210
gytvjrqs.pharm.whu.com.  IN    A    182.135.19.186
oxiedblt.pharm.whu.com.  IN    A    140.118.171.238
eschjfpq.pharm.whu.com.  IN    A    75.180.33.133
rwjqasgc.pharm.whu.com.  IN    A    34.208.101.58
cvmikuwp.pharm.whu.com.  IN    A    196.242.130.121
wpytaqik.pharm.whu.com.  IN    A    171.77.187.159
yncpxirm.pharm.whu.com.  IN    A    152.248.2.136
lpiqwvkh.pharm.whu.com.  IN    A    240.66.7.208
mgocqikh.pharm.whu.com.  IN    A    210.74.224.33
kaoufjti.pharm.whu.com.  IN    A    240.29.174.15
hbeitqwv.pharm.whu.com.  IN    A    209.21.224.112
dwhyxrgm.pharm.whu.com.  IN    A    186.102.134.202
qxgiefck.pharm.whu.com.  IN    A    249.110.245.3
sfbpuckd.pharm.whu.com.  IN    A    189.25.189.153
jifcbklh.pharm.whu.com.  IN    A    59.196.190.159
wybfxigo.pharm.whu.com.  IN    A    21.145.112.84
wgpechfa.pharm.whu.com.  IN    A    67.111.224.8
egbliraw.pharm.whu.com.  IN    A    222.137.68.227
vbafnjoh.pharm.whu.com.  IN    A    111.57.126.28
vegpukjr.pharm.whu.com.  IN    A    247.112.252.242
swcxjhft.pharm.whu.com.  IN    A    26.141.42.221
mjcirqps.pharm.whu.com.  IN    A    254.105.130.151
qjdiwauh.pharm.whu.com.  IN    A    151.247.165.242
ucdimqey.pharm.whu.com.  IN    A    193.15.61.15
nryisoja.pharm.whu.com.  IN    A    141.236.31.5
wfhpoanb.pharm.whu.com.  IN    A    236.138.156.236
mkiqswer.pharm.whu.com.  IN    A    46.253.85.40
ensfjcwh.pharm.whu.com.  IN    A    91.110.167.114
sxphvudi.pharm.whu.com.  IN    A    39.30.228.193
vjxdntko.pharm.whu.com.  IN    A    21.58.150.60
sohbkyrw.pharm.whu.com.  IN    A    68.236.232.118
obpaujed.pharm.whu.com.  IN    A    180.223.36.199
bfpasvqu.pharm.whu.com.  IN    A    201.118.125.212
ondgqfcs.pharm.whu.com.  IN    A    136.39.166.200
tcxiwkaj.pharm.whu.com.  IN    A    250.141.136.64
tfbixyoc.pharm.whu.com.  IN    A    44.230.133.86
pkbdlrvw.pharm.whu.com.  IN    A    74.131.154.3
oiqfsluj.pharm.whu.com.  IN    A    43.196.223.87
iasmfvpe.pharm.whu.com.  IN    A    76.68.188.110
rvegtbui.pharm.whu.com.  IN    A    44.150.116.175
tbrcvhem.pharm.whu.com.  IN    A    16.121.77.182
lhrugqac.pharm.whu.com.  IN    A    175.123.167.150
fnwslvcd.pharm.whu.com.  IN    A    201.179.171.51
rxpwbtih.pharm.whu.com.  IN    A    119.250.237.26
wbumjqsi.pharm.whu.com.  IN    A    209.128.114.202
wvackhup.pharm.whu.com.  IN    A    28.27.44.11
rticupsa.pharm.whu.com.  IN    A    27.146.18.24
pqhingfr.pharm.whu.com.  IN    A    106.193.6.105
owpbilmn.pharm.whu.com.  IN    A    166.2.194.42
ancwlvbp.pharm.whu.com.  IN    A    70.164.156.96
uoayrnbv.pharm.whu.com.  IN    A    162.147.110.79
muejnybv.pharm.whu.com.  IN    A    93.75.72.237
jlxqfymb.pharm.whu.com.  IN    A    164.189.111.199
eptmqfcb.pharm.whu.com.  IN    A    64.240.90.245
asunlvrx.pharm.whu.com.  IN    A    235.126.192.105
phsowetx.pharm.whu.com.  IN    A    150.56.107.177
mqndskix.pharm.whu.com.  IN    A    21.101.45.66
fqnytalu.pharm.whu.com.  IN    A    195.243.216.54
beikmpah.pharm.whu.com.  IN    A    37.40.192.86
wyoqtvan.pharm.whu.com.  IN    A    208.45.253.153
upkxmbit.pharm.whu.com.  IN    A    150.35.218.225
arinhcsw.pharm.whu.com.  IN    A    254.236.137.187
ojxvumtk.pharm.whu.com.  IN    A    228.183.6.244
daywqfsv.pharm.whu.com.  IN    A    217.207.44.57
tmcejhpn.pharm.whu.com.  IN    A    18.97.116.126
gsciphum.pharm.whu.com.  IN    A    63.219.49.184
mfivqphb.pharm.whu.com.  IN    A    238.250.77.85
bqekyljp.pharm.whu.com.  IN    A    193.231.113.162
wykdxpqo.pharm.whu.com.  IN    A    113.187.90.29
kvgxrtfd.pharm.whu.com.  IN    A    36.197.251.30
donypsmb.pharm.whu.com.  IN    A    71.65.58.22
xgmujldt.pharm.whu.com.  IN    A    28.139.118.71
gtcxuvsj.pharm.whu.com.  IN    A    81.65.72.156
phbswdig.pharm.whu.com.  IN    A    217.173.50.149
iqwabuhj.pharm.whu.com.  IN    A    6.65.94.57
epcansyg.pharm.whu.com.  IN    A    249.129.54.56
dvluctae.pharm.whu.com.  IN    A    214.215.81.122
yoplwbxt.pharm.whu.com.  IN    A    178.188.64.124
rvmkxwdu.pharm.whu.com.  IN    A    74.71.60.39
emgbowsp.pharm.whu.com.  IN    A    98.121.137.47
krosfvhb.pharm.whu.com.  IN    A    123.253.198.187
vexhmgrs.pharm.whu.com.  IN    A    246.68.249.162
ykqjpads.pharm.whu.com.  IN    A    252.68.239.19
exvjamko.pharm.whu.com.  IN    A    31.70.65.178
qwbsdcfp.pharm.whu.com.  IN    A    196.255.238.3
npgqvfrk.pharm.whu.com.  IN    A    248.117.28.196
owhpexyq.pharm.whu.com.  IN    A    215.202.21.18
khuaqfsn.pharm.whu.com.  IN    A    95.110.133.108
tdkcjhqs.pharm.whu.com.  IN    A    2.15.243.96
umfbwtch.pharm.whu.com.  IN    A    33.111.225.209
pedqfgax.pharm.whu.com.  IN    A    78.82.190.17
tnhcflgq.pharm.whu.com.  IN    A    187.110.204.101
ptmshvdb.pharm.whu.com.  IN    A    211.37.85.1
xwloucym.pharm.whu.com.  IN    A    126.116.223.161
wbhnpcfk.pharm.whu.com.  IN    A    60.8.52.9
lxhcwnoq.pharm.whu.com.  IN    A    154.82.159.148
qsgydvfr.pharm.whu.com.  IN    A    51.25.62.164
cqatfisb.pharm.whu.com.  IN    A    62.38.23.129
vfemxrgl.pharm.whu.com.  IN    A    155.249.64.124
bynxmsku.pharm.whu.com.  IN    A    31.104.139.111
fkypeiwj.pharm.whu.com.  IN    A    223.215.187.98
xenfsord.pharm.whu.com.  IN    A    179.29.37.91
jswtyquv.pharm.whu.com.  IN    A    138.84.71.177
ombglhay.pharm.whu.com.  IN    A    168.137.40.254
juwthkfy.pharm.whu.com.  IN    A    80.102.215.118
enifqamk.pharm.whu.com.  IN    A    194.10.60.34
arcvsbpl.pharm.whu.com.  IN    A    2.154.21.143
qwxumvrn.pharm.whu.com.  IN    A    223.103.129.26
owqrnbhu.pharm.whu.com.  IN    A    172.119.47.199
vjneylak.pharm.whu.com.  IN    A    62.41.144.48
bncorpdk.pharm.whu.com.  IN    A    184.72.0.241
kgvsprfc.pharm.whu.com.  IN    A    104.171.194.45
xilkbuej.pharm.whu.com.  IN    A    68.209.1.15
tuebwmyd.pharm.whu.com.  IN    A    96.45.42.235
xjnqpfim.pharm.whu.com.  IN    A    188.13.220.77
upihoejt.pharm.whu.com.  IN    A    171.159.143.7
cueodrhx.pharm.whu.com.  IN    A    209.150.1.211
syrgtdne.pharm.whu.com.  IN    A    89.241.52.38
nlcayvhd.pharm.whu.com.  IN    A    254.67.68.253
lrcbnpmg.pharm.whu.com.  IN    A    149.13.88.221
xwdmqjev.pharm.whu.com.  IN    A    214.254.190.124
ynluxabo.pharm.whu.com.  IN    A    237.128.48.251
bwkfujay.pharm.whu.com.  IN    A    130.227.95.162
dnsqbrge.pharm.whu.com.  IN    A    116.25.17.1
bdwicmqa.pharm.whu.com.  IN    A    10.218.48.244
tgarujxy.pharm.whu.com.  IN    A    83.94.103.111
hjycrgvn.pharm.whu.com.  IN    A    183.47.166.80
sgxdyjtc.pharm.whu.com.  IN    A    55.186.35.33
gwlqvdcn.pharm.whu.com.  IN    A    1.128.46.184
yixhjlgp.pharm.whu.com.  IN    A    47.206.76.139
fqdcmohl.pharm.whu.com.  IN    A    49.231.101.161
wqfocxyk.pharm.whu.com.  IN    A    96.186.219.81
ileysqrh.pharm.whu.com.  IN    A    223.13.36.156
lauisrce.pharm.whu.com.  IN    A    235.209.85.205
xdgjackf.pharm.whu.com.  IN    A    90.97.16.204
gkmyrcqn.pharm.whu.com.  IN    A    208.5.163.127
jtikysxd.pharm.whu.com.  IN    A    121.135.156.15
mjuvlfse.pharm.whu.com.  IN    A    125.123.222.33
olcbrewh.pharm.whu.com.  IN    A    29.31.166.62
jflikgho.pharm.whu.com.  IN    A    232.197.222.250
wpaletcu.pharm.whu.com.  IN    A    235.3.73.12
bfkvywdq.pharm.whu.com.  IN    A    97.11.143.7
lvwiyatn.pharm.whu.com.  IN    A    45.24.129.153
fjyqhrku.pharm.whu.com.  IN    A    90.150.79.178
