sm.xmu.com.	14400	IN	SOA	ns1.sm.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
sm.xmu.com.		    IN	NS ns1.sm.xmu.com.
olynqwum.sm.xmu.com.     IN    A    240.194.137.113
eridngwh.sm.xmu.com.     IN    A    193.114.106.145
abmqnkrh.sm.xmu.com.     IN    A    37.121.243.158
fvsqnprw.sm.xmu.com.     IN    A    57.11.244.80
vinxemhs.sm.xmu.com.     IN    A    86.10.203.32
hdgsxblm.sm.xmu.com.     IN    A    163.11.114.47
edoafhbm.sm.xmu.com.     IN    A    19.81.160.195
rhjbdupg.sm.xmu.com.     IN    A    237.61.82.2
wlsfqhjy.sm.xmu.com.     IN    A    246.23.5.198
umlodnhp.sm.xmu.com.     IN    A    146.211.142.228
ektadcgx.sm.xmu.com.     IN    A    128.177.65.53
dgxilosj.sm.xmu.com.     IN    A    101.231.78.228
gvpsojwq.sm.xmu.com.     IN    A    217.42.32.246
jvxhmfbt.sm.xmu.com.     IN    A    166.200.184.15
unqwergb.sm.xmu.com.     IN    A    142.146.151.18
wagefsvd.sm.xmu.com.     IN    A    199.124.157.214
nkhpcesr.sm.xmu.com.     IN    A    34.233.52.201
fkohycws.sm.xmu.com.     IN    A    229.166.202.134
elaidtyv.sm.xmu.com.     IN    A    197.112.211.222
wejbrotq.sm.xmu.com.     IN    A    53.8.57.213
hwcvyspa.sm.xmu.com.     IN    A    254.233.233.156
ldvjutih.sm.xmu.com.     IN    A    113.74.55.214
hxkjpdwc.sm.xmu.com.     IN    A    245.219.24.51
jqytvosw.sm.xmu.com.     IN    A    149.13.217.33
rbnuspei.sm.xmu.com.     IN    A    63.56.50.164
fbhvwpca.sm.xmu.com.     IN    A    187.11.216.141
ykolcitp.sm.xmu.com.     IN    A    120.36.221.237
sjncixrf.sm.xmu.com.     IN    A    149.76.212.76
ycvbtlkr.sm.xmu.com.     IN    A    233.83.151.148
qrydxmho.sm.xmu.com.     IN    A    183.21.12.159
hxuqdyji.sm.xmu.com.     IN    A    1.196.73.98
bmwfgpro.sm.xmu.com.     IN    A    88.235.204.176
xygqmflo.sm.xmu.com.     IN    A    6.208.131.33
hjbtkuno.sm.xmu.com.     IN    A    110.32.32.178
yxlhbqda.sm.xmu.com.     IN    A    210.240.243.74
cygrdixk.sm.xmu.com.     IN    A    12.123.151.2
cpdjlixf.sm.xmu.com.     IN    A    77.228.109.195
sewtjkrq.sm.xmu.com.     IN    A    122.10.194.96
fwshtibr.sm.xmu.com.     IN    A    208.8.30.10
nvtjokch.sm.xmu.com.     IN    A    0.80.19.76
bhuemjxv.sm.xmu.com.     IN    A    114.138.251.137
rmofqbdt.sm.xmu.com.     IN    A    165.90.87.191
uwporxdk.sm.xmu.com.     IN    A    105.25.235.86
mkyvqtwe.sm.xmu.com.     IN    A    189.137.224.237
oqfraxsk.sm.xmu.com.     IN    A    46.108.219.42
urawphed.sm.xmu.com.     IN    A    230.53.200.161
yhfwodct.sm.xmu.com.     IN    A    174.67.50.188
lbxfsphe.sm.xmu.com.     IN    A    59.133.72.20
uhpmvase.sm.xmu.com.     IN    A    120.143.112.39
uiyspktv.sm.xmu.com.     IN    A    116.87.104.11
asijypfq.sm.xmu.com.     IN    A    49.230.54.48
knmxyohi.sm.xmu.com.     IN    A    40.236.21.132
nsdyvqpw.sm.xmu.com.     IN    A    250.182.184.192
jmawfsrg.sm.xmu.com.     IN    A    227.190.74.238
rgnmkfpu.sm.xmu.com.     IN    A    36.50.92.75
brujmayo.sm.xmu.com.     IN    A    97.124.247.123
jlktyadc.sm.xmu.com.     IN    A    208.221.100.108
mbfuwjrp.sm.xmu.com.     IN    A    101.27.162.121
xckbdmjw.sm.xmu.com.     IN    A    54.200.214.9
panldiot.sm.xmu.com.     IN    A    58.19.54.18
ntxkcejf.sm.xmu.com.     IN    A    0.66.3.203
whedqnrg.sm.xmu.com.     IN    A    254.153.98.106
ogspuxyh.sm.xmu.com.     IN    A    245.72.183.87
jhfqlubc.sm.xmu.com.     IN    A    65.56.227.202
hspwbmrf.sm.xmu.com.     IN    A    254.8.221.60
oeavtrbu.sm.xmu.com.     IN    A    55.193.55.254
bkrtwgha.sm.xmu.com.     IN    A    69.211.67.2
nhstyvxi.sm.xmu.com.     IN    A    57.135.126.148
pmwosrex.sm.xmu.com.     IN    A    229.231.158.94
sbnkcglq.sm.xmu.com.     IN    A    2.34.20.200
ryaqktln.sm.xmu.com.     IN    A    225.81.154.130
lqkwtodj.sm.xmu.com.     IN    A    221.65.78.40
wmxvkpfl.sm.xmu.com.     IN    A    119.203.182.187
vlaxiqoj.sm.xmu.com.     IN    A    214.187.67.232
wjrakgns.sm.xmu.com.     IN    A    110.124.221.235
aoldfwbq.sm.xmu.com.     IN    A    146.19.0.230
acwlotxp.sm.xmu.com.     IN    A    123.43.204.113
vbrtpaxf.sm.xmu.com.     IN    A    2.109.158.189
hfxqbgdv.sm.xmu.com.     IN    A    9.68.64.185
yhptanjx.sm.xmu.com.     IN    A    33.71.94.201
fthwxiqc.sm.xmu.com.     IN    A    180.120.254.145
jqvxntbk.sm.xmu.com.     IN    A    184.75.209.204
kbqugvdl.sm.xmu.com.     IN    A    242.154.59.1
qhfjbneu.sm.xmu.com.     IN    A    150.10.74.135
orlwhbpx.sm.xmu.com.     IN    A    141.192.73.54
eiwovhqk.sm.xmu.com.     IN    A    44.152.209.196
djrmiphy.sm.xmu.com.     IN    A    173.157.53.115
grnxsjam.sm.xmu.com.     IN    A    169.16.77.229
rxucktwf.sm.xmu.com.     IN    A    95.33.73.229
rpwijhxc.sm.xmu.com.     IN    A    30.155.233.41
tpvqjsbo.sm.xmu.com.     IN    A    63.157.197.40
ktnsqopw.sm.xmu.com.     IN    A    6.27.99.61
ifhpewbc.sm.xmu.com.     IN    A    159.160.206.235
xjwfurol.sm.xmu.com.     IN    A    228.214.179.140
nekvigyc.sm.xmu.com.     IN    A    239.79.210.42
axopyheg.sm.xmu.com.     IN    A    201.157.168.100
wohqesic.sm.xmu.com.     IN    A    240.223.192.241
ruwglayj.sm.xmu.com.     IN    A    92.94.173.215
wnfqedot.sm.xmu.com.     IN    A    56.178.55.205
gconekyh.sm.xmu.com.     IN    A    154.205.249.212
qgapvyid.sm.xmu.com.     IN    A    12.129.254.227
mrkcfwxi.sm.xmu.com.     IN    A    185.164.89.192
iypkluxr.sm.xmu.com.     IN    A    209.175.53.27
ldtcmani.sm.xmu.com.     IN    A    87.19.241.10
kuqgomwf.sm.xmu.com.     IN    A    173.243.180.203
wyukimex.sm.xmu.com.     IN    A    65.166.156.114
joxeuyaf.sm.xmu.com.     IN    A    169.137.147.109
ojwmypun.sm.xmu.com.     IN    A    88.190.229.111
envkoibt.sm.xmu.com.     IN    A    251.213.101.121
ruqjvthk.sm.xmu.com.     IN    A    69.76.155.180
hdstjupa.sm.xmu.com.     IN    A    1.42.61.149
tcxkiljn.sm.xmu.com.     IN    A    95.179.103.244
rkvxbeca.sm.xmu.com.     IN    A    7.85.169.167
qhulxymg.sm.xmu.com.     IN    A    217.55.136.108
aqvkwigd.sm.xmu.com.     IN    A    151.219.131.136
dkebwamp.sm.xmu.com.     IN    A    141.83.193.248
lceuwygd.sm.xmu.com.     IN    A    71.14.53.138
jvtykqws.sm.xmu.com.     IN    A    121.210.73.199
myjqbcea.sm.xmu.com.     IN    A    243.218.53.125
bsuqrvox.sm.xmu.com.     IN    A    85.86.80.213
cumgfbth.sm.xmu.com.     IN    A    93.209.184.154
trqbsvui.sm.xmu.com.     IN    A    192.172.109.104
fdkalmqb.sm.xmu.com.     IN    A    102.10.251.107
kbqpdvns.sm.xmu.com.     IN    A    190.13.225.107
imhtkfva.sm.xmu.com.     IN    A    192.109.163.116
pwlxhaoe.sm.xmu.com.     IN    A    128.56.88.210
owpfqgbr.sm.xmu.com.     IN    A    45.186.184.191
dpcnokgh.sm.xmu.com.     IN    A    39.255.103.130
vsgxfecn.sm.xmu.com.     IN    A    159.155.107.19
ndftcpsq.sm.xmu.com.     IN    A    83.195.205.99
tfhxjnay.sm.xmu.com.     IN    A    238.109.36.204
guyqmdcs.sm.xmu.com.     IN    A    118.113.135.21
pkvciahm.sm.xmu.com.     IN    A    172.1.5.21
nfhbymtg.sm.xmu.com.     IN    A    90.245.25.152
wyemgpfu.sm.xmu.com.     IN    A    71.86.20.125
jyvklbtq.sm.xmu.com.     IN    A    37.2.118.118
hodkavjw.sm.xmu.com.     IN    A    131.48.126.157
msyfiwla.sm.xmu.com.     IN    A    226.217.99.100
yirgjupn.sm.xmu.com.     IN    A    33.20.88.228
fckomanv.sm.xmu.com.     IN    A    53.85.235.163
ugmvpyxs.sm.xmu.com.     IN    A    18.154.138.70
caejgtru.sm.xmu.com.     IN    A    85.3.207.151
oxhidufj.sm.xmu.com.     IN    A    215.240.154.242
wxagvtmo.sm.xmu.com.     IN    A    169.142.148.90
hraxegkb.sm.xmu.com.     IN    A    74.94.173.157
osveiajh.sm.xmu.com.     IN    A    38.113.126.53
washvueq.sm.xmu.com.     IN    A    234.188.137.214
umiocpry.sm.xmu.com.     IN    A    72.139.60.138
pbdugmhv.sm.xmu.com.     IN    A    24.6.235.54
soalipnv.sm.xmu.com.     IN    A    11.72.241.232
wxtsplqb.sm.xmu.com.     IN    A    194.187.115.109
vdmtycjg.sm.xmu.com.     IN    A    45.4.106.50
itryuwlx.sm.xmu.com.     IN    A    88.163.156.6
dlsgcmrt.sm.xmu.com.     IN    A    200.6.141.215
qsjbfcrk.sm.xmu.com.     IN    A    180.30.216.110
bmglqtny.sm.xmu.com.     IN    A    36.26.250.162
dmhfebkv.sm.xmu.com.     IN    A    169.167.57.224
fmnysdho.sm.xmu.com.     IN    A    214.156.192.195
svremxib.sm.xmu.com.     IN    A    68.240.219.0
uxhfadro.sm.xmu.com.     IN    A    64.240.76.242
dvrqfnmy.sm.xmu.com.     IN    A    233.27.23.176
fmqlavog.sm.xmu.com.     IN    A    230.182.231.251
ycimwsbo.sm.xmu.com.     IN    A    117.236.146.215
hoyidswa.sm.xmu.com.     IN    A    43.137.249.169
axstwgfk.sm.xmu.com.     IN    A    68.144.230.235
tcejhlag.sm.xmu.com.     IN    A    137.19.162.113
fcregmod.sm.xmu.com.     IN    A    35.49.86.118
fphmdrxq.sm.xmu.com.     IN    A    230.146.177.16
fudnmsto.sm.xmu.com.     IN    A    55.184.208.132
sptvhmoc.sm.xmu.com.     IN    A    165.54.164.122
hwrqnaid.sm.xmu.com.     IN    A    111.92.187.205
qnixarte.sm.xmu.com.     IN    A    209.147.11.163
kfsdmtni.sm.xmu.com.     IN    A    122.125.37.118
pdatbjyi.sm.xmu.com.     IN    A    132.233.104.237
wqxboufp.sm.xmu.com.     IN    A    47.21.135.15
kmswdpre.sm.xmu.com.     IN    A    17.225.113.165
sqojbtcp.sm.xmu.com.     IN    A    13.216.147.110
dfstgcok.sm.xmu.com.     IN    A    128.29.107.79
wfobdieh.sm.xmu.com.     IN    A    30.47.107.117
otgmakxb.sm.xmu.com.     IN    A    170.237.201.168
ydkmecpx.sm.xmu.com.     IN    A    122.196.9.7
odhbgjse.sm.xmu.com.     IN    A    255.89.32.93
eiuwbsvh.sm.xmu.com.     IN    A    45.249.84.54
lsabmqki.sm.xmu.com.     IN    A    133.104.152.125
xphcyfbs.sm.xmu.com.     IN    A    50.128.62.74
dymtxeru.sm.xmu.com.     IN    A    57.159.25.6
nowrtfba.sm.xmu.com.     IN    A    18.87.182.202
dxuiqwnj.sm.xmu.com.     IN    A    113.225.71.62
mhqvplby.sm.xmu.com.     IN    A    190.63.210.113
hysuokbv.sm.xmu.com.     IN    A    117.150.168.135
dtrheioy.sm.xmu.com.     IN    A    154.58.4.11
ywqvsota.sm.xmu.com.     IN    A    92.189.110.77
xcnuodty.sm.xmu.com.     IN    A    67.37.168.85
gqnblsrh.sm.xmu.com.     IN    A    205.112.109.157
situbofk.sm.xmu.com.     IN    A    24.167.14.95
icxwhgyn.sm.xmu.com.     IN    A    50.24.218.250
fehstbnm.sm.xmu.com.     IN    A    213.221.33.129
amglvqsw.sm.xmu.com.     IN    A    204.174.32.29
nwfcgsro.sm.xmu.com.     IN    A    185.239.205.24
ehvgixqn.sm.xmu.com.     IN    A    244.37.96.156
huwsymid.sm.xmu.com.     IN    A    148.54.15.54
bftcrngd.sm.xmu.com.     IN    A    142.216.131.232
pcawsujo.sm.xmu.com.     IN    A    177.3.122.160
fikvqulh.sm.xmu.com.     IN    A    112.117.157.33
jlpqvrhg.sm.xmu.com.     IN    A    74.149.228.157
hafovijw.sm.xmu.com.     IN    A    238.53.109.10
pbfgqurh.sm.xmu.com.     IN    A    222.135.17.56
bhtlsiux.sm.xmu.com.     IN    A    71.78.10.84
nrqiekfb.sm.xmu.com.     IN    A    40.27.60.132
kevblhmx.sm.xmu.com.     IN    A    45.40.230.238
wuxtgkpd.sm.xmu.com.     IN    A    54.79.21.198
afivprcb.sm.xmu.com.     IN    A    194.241.71.7
agpoweml.sm.xmu.com.     IN    A    204.252.39.72
qrsjmkvo.sm.xmu.com.     IN    A    181.213.183.163
iljrhmca.sm.xmu.com.     IN    A    35.210.30.31
pcqejurw.sm.xmu.com.     IN    A    204.220.66.92
brsteimu.sm.xmu.com.     IN    A    22.196.171.244
wqmadxtu.sm.xmu.com.     IN    A    92.81.251.47
abtdfjrn.sm.xmu.com.     IN    A    136.251.175.88
rqynvtpu.sm.xmu.com.     IN    A    153.56.48.227
xsdwkhya.sm.xmu.com.     IN    A    21.244.194.159
vtdifcuo.sm.xmu.com.     IN    A    88.139.243.160
euwkfvsa.sm.xmu.com.     IN    A    123.99.24.53
okxlhqci.sm.xmu.com.     IN    A    204.133.242.73
ihguctfx.sm.xmu.com.     IN    A    111.136.138.204
hlxbrfdq.sm.xmu.com.     IN    A    156.19.106.100
ibumqdhn.sm.xmu.com.     IN    A    71.119.27.24
mwutrolf.sm.xmu.com.     IN    A    183.28.26.184
xkynvqtf.sm.xmu.com.     IN    A    115.116.21.23
qisdlgka.sm.xmu.com.     IN    A    119.54.78.189
mbtcsjwg.sm.xmu.com.     IN    A    178.227.91.243
oxyekdth.sm.xmu.com.     IN    A    36.31.255.104
rnflmqtg.sm.xmu.com.     IN    A    226.216.247.172
nubosadg.sm.xmu.com.     IN    A    8.244.76.245
livbacxw.sm.xmu.com.     IN    A    146.217.49.150
sdbnjwlp.sm.xmu.com.     IN    A    51.172.59.181
crbwygpe.sm.xmu.com.     IN    A    193.243.53.254
qswpabcm.sm.xmu.com.     IN    A    65.54.138.98
ofnixbua.sm.xmu.com.     IN    A    58.152.3.89
xpqonkgv.sm.xmu.com.     IN    A    5.187.140.8
jeqmydxw.sm.xmu.com.     IN    A    229.81.95.39
ogxbmwca.sm.xmu.com.     IN    A    99.196.210.177
kbqtfxsg.sm.xmu.com.     IN    A    96.0.209.188
smcrkxhl.sm.xmu.com.     IN    A    214.92.252.238
rwapbkhq.sm.xmu.com.     IN    A    34.65.69.252
wjcfdkni.sm.xmu.com.     IN    A    161.105.105.166
dbaiucym.sm.xmu.com.     IN    A    230.129.191.74
mndyxjqh.sm.xmu.com.     IN    A    188.64.103.70
unarscfd.sm.xmu.com.     IN    A    12.1.66.14
nfcoygal.sm.xmu.com.     IN    A    72.210.17.43
jwiqepyb.sm.xmu.com.     IN    A    128.117.99.237
jncbdgqx.sm.xmu.com.     IN    A    158.201.124.118
vqjktlps.sm.xmu.com.     IN    A    64.164.7.76
iohjvknb.sm.xmu.com.     IN    A    42.93.26.187
bwxjrcdn.sm.xmu.com.     IN    A    33.158.113.112
vkexaimf.sm.xmu.com.     IN    A    58.250.119.198
gwhmqeyb.sm.xmu.com.     IN    A    117.97.2.221
lafkpisy.sm.xmu.com.     IN    A    98.115.23.2
uviabgol.sm.xmu.com.     IN    A    89.130.104.135
ymgpljkq.sm.xmu.com.     IN    A    196.191.210.222
shdyajcf.sm.xmu.com.     IN    A    22.216.75.197
vuotgibn.sm.xmu.com.     IN    A    194.20.183.189
falnkeyp.sm.xmu.com.     IN    A    75.238.188.148
ygnshlfw.sm.xmu.com.     IN    A    157.183.56.235
lhpavnwr.sm.xmu.com.     IN    A    241.0.225.131
vlcdgixr.sm.xmu.com.     IN    A    237.85.110.178
lapgivko.sm.xmu.com.     IN    A    137.159.130.53
gtmyiunq.sm.xmu.com.     IN    A    53.205.139.25
vemtuiqw.sm.xmu.com.     IN    A    225.64.76.173
pwqyavjx.sm.xmu.com.     IN    A    123.31.190.98
rbhpungc.sm.xmu.com.     IN    A    93.166.218.241
uwflyvkp.sm.xmu.com.     IN    A    208.95.49.108
wdhtvqig.sm.xmu.com.     IN    A    34.46.2.28
ndiecuhm.sm.xmu.com.     IN    A    146.227.115.98
uwfqlyrv.sm.xmu.com.     IN    A    115.214.207.253
xvpsuyqa.sm.xmu.com.     IN    A    133.36.204.231
nerugapl.sm.xmu.com.     IN    A    109.97.253.117
ywlgxrvs.sm.xmu.com.     IN    A    45.35.95.244
sdkbrwto.sm.xmu.com.     IN    A    50.80.135.238
hrxvsjuc.sm.xmu.com.     IN    A    242.46.122.21
encdtvrh.sm.xmu.com.     IN    A    38.101.133.75
smlxkjna.sm.xmu.com.     IN    A    223.188.80.243
epcbjnfr.sm.xmu.com.     IN    A    142.212.222.237
pqbrvexc.sm.xmu.com.     IN    A    191.143.153.171
uodiqbel.sm.xmu.com.     IN    A    195.189.245.98
pkyabtjv.sm.xmu.com.     IN    A    216.170.81.91
pwcjvxnd.sm.xmu.com.     IN    A    9.208.243.100
bcrdmfvx.sm.xmu.com.     IN    A    77.130.15.87
ivokpbhq.sm.xmu.com.     IN    A    143.199.112.135
vnlowapy.sm.xmu.com.     IN    A    247.32.70.198
vsjehybf.sm.xmu.com.     IN    A    59.31.70.231
nsoydcjr.sm.xmu.com.     IN    A    35.139.193.51
qktibphf.sm.xmu.com.     IN    A    245.206.190.215
yujrcsbn.sm.xmu.com.     IN    A    36.190.143.86
knxshali.sm.xmu.com.     IN    A    97.133.156.147
cavbnowr.sm.xmu.com.     IN    A    72.223.114.251
kbgdwlhm.sm.xmu.com.     IN    A    228.255.140.241
edqwrytm.sm.xmu.com.     IN    A    145.173.133.101
feshlcmo.sm.xmu.com.     IN    A    109.31.109.45
urexawjt.sm.xmu.com.     IN    A    120.9.81.247
hfpnxbid.sm.xmu.com.     IN    A    46.50.46.239
bnkgqreo.sm.xmu.com.     IN    A    226.16.175.46
lvhnqgks.sm.xmu.com.     IN    A    177.193.79.156
mfljvwnu.sm.xmu.com.     IN    A    55.249.38.188
soibenyf.sm.xmu.com.     IN    A    38.98.113.51
hnkdvsip.sm.xmu.com.     IN    A    126.124.255.127
eswrkptb.sm.xmu.com.     IN    A    234.149.117.234
ypwoftaq.sm.xmu.com.     IN    A    242.154.41.196
uitnxbwl.sm.xmu.com.     IN    A    53.69.59.90
agbjtqso.sm.xmu.com.     IN    A    80.208.56.197
kbtfrnvw.sm.xmu.com.     IN    A    229.92.50.7
idrxunem.sm.xmu.com.     IN    A    75.227.157.141
cdlqjnfp.sm.xmu.com.     IN    A    190.81.69.9
civkjyua.sm.xmu.com.     IN    A    102.214.206.84
bevtquya.sm.xmu.com.     IN    A    108.192.183.7
hakefvlb.sm.xmu.com.     IN    A    66.125.198.210
qmbevgrc.sm.xmu.com.     IN    A    16.181.119.131
pxyqvilb.sm.xmu.com.     IN    A    89.187.144.0
vpgjfmwd.sm.xmu.com.     IN    A    3.42.96.37
jmipudnh.sm.xmu.com.     IN    A    138.10.245.156
bopvfiwm.sm.xmu.com.     IN    A    155.240.49.35
kucmdrgf.sm.xmu.com.     IN    A    243.155.120.63
kdhsewio.sm.xmu.com.     IN    A    43.188.249.254
ukwmbsgt.sm.xmu.com.     IN    A    204.173.123.111
gpyavjoc.sm.xmu.com.     IN    A    133.0.28.126
rukqewdv.sm.xmu.com.     IN    A    201.4.133.82
gfpciwrl.sm.xmu.com.     IN    A    181.87.30.149
nyhctqaf.sm.xmu.com.     IN    A    71.133.120.169
pjwagsck.sm.xmu.com.     IN    A    77.232.50.177
wcsfajtk.sm.xmu.com.     IN    A    133.213.227.61
uixkcjnv.sm.xmu.com.     IN    A    210.192.51.127
auchxvqf.sm.xmu.com.     IN    A    31.16.151.184
hwetjgcx.sm.xmu.com.     IN    A    251.182.159.44
facodpvx.sm.xmu.com.     IN    A    108.177.243.251
jwcmheok.sm.xmu.com.     IN    A    119.197.57.231
fckxrwdv.sm.xmu.com.     IN    A    169.173.99.219
jbohvepw.sm.xmu.com.     IN    A    33.129.249.208
ypjmlcin.sm.xmu.com.     IN    A    239.75.235.42
trvudjba.sm.xmu.com.     IN    A    214.195.31.47
cwsponkt.sm.xmu.com.     IN    A    219.17.3.186
irloksbv.sm.xmu.com.     IN    A    16.98.128.207
tjgysxin.sm.xmu.com.     IN    A    66.183.52.174
yxiajvbm.sm.xmu.com.     IN    A    82.102.56.195
uxkwcbvo.sm.xmu.com.     IN    A    46.61.222.84
csgdyvlo.sm.xmu.com.     IN    A    195.153.33.140
ljiwuyoe.sm.xmu.com.     IN    A    134.197.60.230
mndrpxwq.sm.xmu.com.     IN    A    128.90.190.157
jidplxca.sm.xmu.com.     IN    A    26.89.80.19
avjuiqog.sm.xmu.com.     IN    A    17.52.89.162
jgpdmyfv.sm.xmu.com.     IN    A    191.40.162.126
fqimnodh.sm.xmu.com.     IN    A    17.131.56.196
mulrycbg.sm.xmu.com.     IN    A    219.207.163.237
wlfhsrem.sm.xmu.com.     IN    A    154.17.55.81
tngesalj.sm.xmu.com.     IN    A    144.234.220.227
fbehopcj.sm.xmu.com.     IN    A    46.91.208.115
jfuyvmot.sm.xmu.com.     IN    A    40.151.25.141
ucnpkxma.sm.xmu.com.     IN    A    147.37.5.77
ksbcxaoe.sm.xmu.com.     IN    A    252.233.242.52
osrmaicf.sm.xmu.com.     IN    A    11.205.229.216
snbwcqxj.sm.xmu.com.     IN    A    1.8.58.146
inrsdpkb.sm.xmu.com.     IN    A    45.107.115.98
ngeotfld.sm.xmu.com.     IN    A    199.169.111.85
ohfpgykc.sm.xmu.com.     IN    A    34.12.186.192
uyktjwms.sm.xmu.com.     IN    A    93.48.170.167
djacifxk.sm.xmu.com.     IN    A    197.152.179.224
bofecvkm.sm.xmu.com.     IN    A    149.194.37.211
mfeinyho.sm.xmu.com.     IN    A    152.177.196.51
bvhidawf.sm.xmu.com.     IN    A    133.244.87.203
fcyvwint.sm.xmu.com.     IN    A    22.57.140.68
hmqdpueg.sm.xmu.com.     IN    A    94.160.220.2
licrjvyq.sm.xmu.com.     IN    A    196.232.21.7
luiytoxa.sm.xmu.com.     IN    A    32.131.45.32
coswfkri.sm.xmu.com.     IN    A    233.254.111.217
vdktpqne.sm.xmu.com.     IN    A    86.145.18.213
iuvdmjgf.sm.xmu.com.     IN    A    244.20.33.65
cghjnpwm.sm.xmu.com.     IN    A    230.250.6.60
ualqbytw.sm.xmu.com.     IN    A    188.249.119.187
ginkjcbu.sm.xmu.com.     IN    A    16.186.99.80
qaiufwly.sm.xmu.com.     IN    A    21.131.87.172
stcgkfhp.sm.xmu.com.     IN    A    36.232.180.69
ynpomihl.sm.xmu.com.     IN    A    7.239.50.4
bpmlycho.sm.xmu.com.     IN    A    207.76.101.203
qghdxyic.sm.xmu.com.     IN    A    31.57.198.91
hkvbgomw.sm.xmu.com.     IN    A    36.179.198.47
dyexngms.sm.xmu.com.     IN    A    133.164.11.237
qowkfmcx.sm.xmu.com.     IN    A    191.12.255.13
hlomcpus.sm.xmu.com.     IN    A    60.76.223.211
bjwcntha.sm.xmu.com.     IN    A    73.163.77.197
rsbywteh.sm.xmu.com.     IN    A    96.11.158.236
mqrvtcae.sm.xmu.com.     IN    A    9.227.47.58
vksbtogn.sm.xmu.com.     IN    A    51.253.22.118
pgsrulhx.sm.xmu.com.     IN    A    73.118.122.15
yrthvdef.sm.xmu.com.     IN    A    103.120.51.39
txcqneis.sm.xmu.com.     IN    A    227.14.21.134
jgpsurmx.sm.xmu.com.     IN    A    86.205.33.77
acjxduve.sm.xmu.com.     IN    A    202.123.0.233
xyedrbwg.sm.xmu.com.     IN    A    23.216.164.243
kwmerbxl.sm.xmu.com.     IN    A    113.142.214.45
orspwflc.sm.xmu.com.     IN    A    216.226.149.153
rxvtbjfp.sm.xmu.com.     IN    A    28.117.66.34
vpobxurf.sm.xmu.com.     IN    A    1.214.190.33
asbhjcmt.sm.xmu.com.     IN    A    67.138.239.86
vcgkfmtl.sm.xmu.com.     IN    A    246.225.4.222
xfojupnm.sm.xmu.com.     IN    A    195.176.161.245
lpijdgbt.sm.xmu.com.     IN    A    26.95.201.248
otxakicj.sm.xmu.com.     IN    A    80.228.118.18
lsdnpwyi.sm.xmu.com.     IN    A    193.8.222.227
irakbmyc.sm.xmu.com.     IN    A    67.87.100.153
tfnmvque.sm.xmu.com.     IN    A    53.210.142.162
xrmpolyu.sm.xmu.com.     IN    A    80.107.122.197
evkapund.sm.xmu.com.     IN    A    117.65.200.136
mupfdnbv.sm.xmu.com.     IN    A    102.149.31.36
vfniwurk.sm.xmu.com.     IN    A    202.122.206.174
eyfabtcu.sm.xmu.com.     IN    A    97.22.142.54
vnktjpie.sm.xmu.com.     IN    A    193.177.226.149
lwrkeios.sm.xmu.com.     IN    A    230.27.33.36
ivbatnjg.sm.xmu.com.     IN    A    73.7.203.248
afcrlymx.sm.xmu.com.     IN    A    66.162.62.56
wixdglvn.sm.xmu.com.     IN    A    173.76.190.102
gyqprtxb.sm.xmu.com.     IN    A    45.163.162.220
omjncyvl.sm.xmu.com.     IN    A    248.200.39.234
fsogtqrb.sm.xmu.com.     IN    A    106.82.148.122
cvwdaubr.sm.xmu.com.     IN    A    242.30.44.79
shwnlbkc.sm.xmu.com.     IN    A    248.226.178.232
tseunixp.sm.xmu.com.     IN    A    62.58.132.191
xoftygka.sm.xmu.com.     IN    A    154.84.138.94
fnjqmauo.sm.xmu.com.     IN    A    180.86.44.12
hciempyl.sm.xmu.com.     IN    A    127.121.65.169
abcisvmt.sm.xmu.com.     IN    A    189.224.148.116
bhxrqfwn.sm.xmu.com.     IN    A    225.67.14.101
qotihbkc.sm.xmu.com.     IN    A    152.161.140.150
niuqsbgw.sm.xmu.com.     IN    A    82.175.116.143
wofgeihq.sm.xmu.com.     IN    A    116.211.31.29
vaewjlud.sm.xmu.com.     IN    A    129.241.11.27
jdkopxfw.sm.xmu.com.     IN    A    247.16.162.110
qrymobfn.sm.xmu.com.     IN    A    123.214.82.125
ycomtavw.sm.xmu.com.     IN    A    34.238.56.209
mdwtcoyv.sm.xmu.com.     IN    A    230.78.159.14
imqhnguk.sm.xmu.com.     IN    A    224.183.146.178
