hyxt.whu.com.	14400	IN	SOA	ns1.hyxt.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
hyxt.whu.com.		    IN	NS ns1.hyxt.whu.com.
cdysgkne.hyxt.whu.com.   IN    A    245.84.59.95
txomspan.hyxt.whu.com.   IN    A    207.16.40.96
kmdtobgc.hyxt.whu.com.   IN    A    49.141.17.26
jhgretvd.hyxt.whu.com.   IN    A    29.10.248.27
yhniskcm.hyxt.whu.com.   IN    A    111.175.133.90
idsqlcmj.hyxt.whu.com.   IN    A    148.211.139.52
hkvclbos.hyxt.whu.com.   IN    A    50.145.113.166
chnlsrag.hyxt.whu.com.   IN    A    132.224.204.163
sjbdamuw.hyxt.whu.com.   IN    A    2.234.213.192
khnopawd.hyxt.whu.com.   IN    A    193.216.85.118
ngucatek.hyxt.whu.com.   IN    A    222.171.136.185
icgqfwvy.hyxt.whu.com.   IN    A    217.244.168.61
topsufqk.hyxt.whu.com.   IN    A    157.254.243.241
kwuscdgj.hyxt.whu.com.   IN    A    225.84.48.33
cuhdwqjx.hyxt.whu.com.   IN    A    153.218.65.173
qcgyiavr.hyxt.whu.com.   IN    A    219.187.60.102
fndexibl.hyxt.whu.com.   IN    A    3.9.226.105
ewjqvyal.hyxt.whu.com.   IN    A    218.65.91.15
exgjpith.hyxt.whu.com.   IN    A    11.179.209.20
omfjkvyx.hyxt.whu.com.   IN    A    103.231.14.116
qjowakmi.hyxt.whu.com.   IN    A    1.247.209.161
flntkqhc.hyxt.whu.com.   IN    A    183.7.162.244
coylvhpa.hyxt.whu.com.   IN    A    144.121.154.253
jqxybeam.hyxt.whu.com.   IN    A    150.177.252.28
vketliuh.hyxt.whu.com.   IN    A    109.100.202.35
ncqtkfwy.hyxt.whu.com.   IN    A    208.42.88.129
shtjmlkq.hyxt.whu.com.   IN    A    184.13.148.109
moeahnvx.hyxt.whu.com.   IN    A    97.226.236.99
flcokemv.hyxt.whu.com.   IN    A    134.77.188.59
cubnwhpa.hyxt.whu.com.   IN    A    37.36.118.121
jxbplrav.hyxt.whu.com.   IN    A    166.93.33.65
vikdtnqu.hyxt.whu.com.   IN    A    118.102.224.73
yebiohat.hyxt.whu.com.   IN    A    54.49.113.223
xrjaoyls.hyxt.whu.com.   IN    A    101.66.124.212
wsayfghn.hyxt.whu.com.   IN    A    247.82.208.182
anbmrdep.hyxt.whu.com.   IN    A    162.137.47.12
mrshuwap.hyxt.whu.com.   IN    A    255.66.248.97
gijydfex.hyxt.whu.com.   IN    A    175.20.60.55
blrgvjpe.hyxt.whu.com.   IN    A    165.214.157.147
qhmjnkiw.hyxt.whu.com.   IN    A    208.165.171.59
wnqfbgts.hyxt.whu.com.   IN    A    132.33.38.36
nfwaxvqk.hyxt.whu.com.   IN    A    82.34.2.207
ufydgnel.hyxt.whu.com.   IN    A    90.248.109.140
nipegrox.hyxt.whu.com.   IN    A    93.199.222.201
smwvedby.hyxt.whu.com.   IN    A    80.154.197.155
isfnyxwc.hyxt.whu.com.   IN    A    128.204.107.58
dnxrmkpi.hyxt.whu.com.   IN    A    32.69.238.207
vxchygla.hyxt.whu.com.   IN    A    213.181.242.109
eitfwsdx.hyxt.whu.com.   IN    A    36.80.64.150
hjloyrgn.hyxt.whu.com.   IN    A    199.124.243.62
aybcdolj.hyxt.whu.com.   IN    A    228.206.249.227
edcpiumg.hyxt.whu.com.   IN    A    217.95.29.120
waknjxsl.hyxt.whu.com.   IN    A    196.67.27.228
scnplrdu.hyxt.whu.com.   IN    A    166.60.128.210
tmxdlfae.hyxt.whu.com.   IN    A    221.140.136.16
noymeqxa.hyxt.whu.com.   IN    A    114.201.114.232
wqhbngxo.hyxt.whu.com.   IN    A    55.83.56.139
qxugiaho.hyxt.whu.com.   IN    A    19.228.77.100
wfjyolhb.hyxt.whu.com.   IN    A    170.2.179.249
yugsnbxl.hyxt.whu.com.   IN    A    243.223.106.198
ajtwdqrp.hyxt.whu.com.   IN    A    226.19.34.164
nugpaxqk.hyxt.whu.com.   IN    A    0.1.86.135
wsdjimte.hyxt.whu.com.   IN    A    122.59.123.172
iackgpfr.hyxt.whu.com.   IN    A    27.85.57.109
lotnxwhf.hyxt.whu.com.   IN    A    61.102.244.22
wdtnlyxq.hyxt.whu.com.   IN    A    65.166.212.200
shylxmcb.hyxt.whu.com.   IN    A    59.26.217.193
givjkaue.hyxt.whu.com.   IN    A    27.14.252.124
gwqjhuro.hyxt.whu.com.   IN    A    96.127.119.22
owtskxln.hyxt.whu.com.   IN    A    40.42.131.202
yipvaxkc.hyxt.whu.com.   IN    A    212.104.210.189
gxhucyqv.hyxt.whu.com.   IN    A    37.98.153.35
oetvsfma.hyxt.whu.com.   IN    A    114.216.153.27
xkmtqjfn.hyxt.whu.com.   IN    A    168.101.62.203
nwafcibv.hyxt.whu.com.   IN    A    73.183.88.104
ncgidkqy.hyxt.whu.com.   IN    A    9.4.121.111
cqyjuohb.hyxt.whu.com.   IN    A    146.220.119.225
itwluyrx.hyxt.whu.com.   IN    A    117.192.65.236
tnxjropy.hyxt.whu.com.   IN    A    169.52.115.139
ehmljdsg.hyxt.whu.com.   IN    A    135.78.23.26
fnxvhdlu.hyxt.whu.com.   IN    A    5.252.2.221
wysgvtur.hyxt.whu.com.   IN    A    70.202.180.78
quacishp.hyxt.whu.com.   IN    A    215.60.146.248
uraxkejy.hyxt.whu.com.   IN    A    69.0.54.64
fpcyjrhq.hyxt.whu.com.   IN    A    157.32.33.200
mlvynquw.hyxt.whu.com.   IN    A    108.142.250.191
eydogbkw.hyxt.whu.com.   IN    A    156.26.173.220
gjbdtanm.hyxt.whu.com.   IN    A    128.189.193.56
ugjafedq.hyxt.whu.com.   IN    A    107.148.206.115
kxjdqvct.hyxt.whu.com.   IN    A    162.17.192.32
hnmoftcg.hyxt.whu.com.   IN    A    46.252.85.129
urgjcesa.hyxt.whu.com.   IN    A    5.197.45.84
fepuvhrm.hyxt.whu.com.   IN    A    96.184.73.236
eblmfhiy.hyxt.whu.com.   IN    A    220.226.69.203
qacedhnu.hyxt.whu.com.   IN    A    101.230.172.68
rabnpuix.hyxt.whu.com.   IN    A    253.1.108.23
vimonsdk.hyxt.whu.com.   IN    A    208.98.225.1
vxlqusgd.hyxt.whu.com.   IN    A    106.91.39.156
byhirukl.hyxt.whu.com.   IN    A    239.166.233.108
cpquybao.hyxt.whu.com.   IN    A    137.21.105.26
kehqpwin.hyxt.whu.com.   IN    A    82.11.238.213
btwuiljk.hyxt.whu.com.   IN    A    98.27.44.170
labhksgx.hyxt.whu.com.   IN    A    122.123.244.181
ecujdwvo.hyxt.whu.com.   IN    A    153.114.71.217
xlnodsci.hyxt.whu.com.   IN    A    222.56.144.136
ujmkbpis.hyxt.whu.com.   IN    A    94.12.1.68
xushqrye.hyxt.whu.com.   IN    A    162.21.119.165
wnixcpdt.hyxt.whu.com.   IN    A    29.18.50.177
ldbucrhj.hyxt.whu.com.   IN    A    154.176.246.153
wgdonfjc.hyxt.whu.com.   IN    A    242.29.43.12
ldinwukr.hyxt.whu.com.   IN    A    6.62.254.47
pjmsdeki.hyxt.whu.com.   IN    A    164.185.233.97
mnaolvsx.hyxt.whu.com.   IN    A    98.13.239.138
juxecphg.hyxt.whu.com.   IN    A    233.145.103.127
avegrxkb.hyxt.whu.com.   IN    A    128.55.21.226
phobutfn.hyxt.whu.com.   IN    A    239.243.57.92
bmixjcyd.hyxt.whu.com.   IN    A    91.164.144.65
lhvsftye.hyxt.whu.com.   IN    A    117.145.164.241
eovwprta.hyxt.whu.com.   IN    A    138.89.43.70
imolhtvb.hyxt.whu.com.   IN    A    150.238.42.89
atexflwy.hyxt.whu.com.   IN    A    52.240.94.10
sekybvgf.hyxt.whu.com.   IN    A    77.177.168.234
bgwhocky.hyxt.whu.com.   IN    A    46.136.235.173
ceiqosjl.hyxt.whu.com.   IN    A    172.76.203.16
wnqrlxou.hyxt.whu.com.   IN    A    178.95.103.22
iloywdgv.hyxt.whu.com.   IN    A    53.126.195.78
sluiofhk.hyxt.whu.com.   IN    A    32.159.136.8
jsruaxiw.hyxt.whu.com.   IN    A    73.76.20.234
fnvwxshb.hyxt.whu.com.   IN    A    34.84.31.26
devkfjnu.hyxt.whu.com.   IN    A    39.177.98.225
jlqifkpx.hyxt.whu.com.   IN    A    215.180.205.146
waktsqbm.hyxt.whu.com.   IN    A    224.86.107.96
hjfpuito.hyxt.whu.com.   IN    A    1.178.10.112
qpfbuwni.hyxt.whu.com.   IN    A    132.175.210.38
doglcepy.hyxt.whu.com.   IN    A    27.162.2.180
tadykbqm.hyxt.whu.com.   IN    A    128.30.229.248
upydwhoc.hyxt.whu.com.   IN    A    255.137.208.181
qxgpbert.hyxt.whu.com.   IN    A    202.208.23.167
vjuaimwb.hyxt.whu.com.   IN    A    178.19.16.14
kvemwxsr.hyxt.whu.com.   IN    A    142.148.234.14
jmqelkpa.hyxt.whu.com.   IN    A    9.113.96.77
dvbpirjo.hyxt.whu.com.   IN    A    5.51.200.216
wrfstyqp.hyxt.whu.com.   IN    A    67.148.210.170
rykhxdeu.hyxt.whu.com.   IN    A    2.24.76.229
wbhdxotf.hyxt.whu.com.   IN    A    218.238.5.184
aqnptfle.hyxt.whu.com.   IN    A    105.3.191.136
mtvkjdpy.hyxt.whu.com.   IN    A    193.8.232.220
spoxylkb.hyxt.whu.com.   IN    A    52.190.13.162
pvewurbx.hyxt.whu.com.   IN    A    238.228.209.129
ksordyuj.hyxt.whu.com.   IN    A    237.231.59.207
ifsqlahy.hyxt.whu.com.   IN    A    191.54.68.154
xcfnujsb.hyxt.whu.com.   IN    A    64.189.241.189
aurfvipx.hyxt.whu.com.   IN    A    207.127.188.42
nrkhmesp.hyxt.whu.com.   IN    A    83.195.175.168
abupisqh.hyxt.whu.com.   IN    A    188.209.70.242
widxfqyn.hyxt.whu.com.   IN    A    88.245.90.113
psrkwqve.hyxt.whu.com.   IN    A    203.161.136.230
kvmtarlo.hyxt.whu.com.   IN    A    216.73.0.90
pdnerhbl.hyxt.whu.com.   IN    A    195.28.212.109
kmxlywhu.hyxt.whu.com.   IN    A    185.196.129.135
mfyuvjht.hyxt.whu.com.   IN    A    116.110.148.33
ygjrcelp.hyxt.whu.com.   IN    A    60.197.132.74
tcrqpaxg.hyxt.whu.com.   IN    A    195.74.76.75
lredufvw.hyxt.whu.com.   IN    A    62.233.59.20
wgbjrlxh.hyxt.whu.com.   IN    A    134.153.154.165
beofyndk.hyxt.whu.com.   IN    A    41.168.196.150
tvkuxlwe.hyxt.whu.com.   IN    A    220.204.253.28
yjpxkvtl.hyxt.whu.com.   IN    A    129.2.133.219
xjounkqt.hyxt.whu.com.   IN    A    126.206.206.211
sblvmidn.hyxt.whu.com.   IN    A    150.173.43.187
wfsrhcok.hyxt.whu.com.   IN    A    50.86.124.20
ionsxadj.hyxt.whu.com.   IN    A    29.252.34.92
ygosaexv.hyxt.whu.com.   IN    A    9.222.183.229
wtnmyjig.hyxt.whu.com.   IN    A    192.155.119.224
euryxwco.hyxt.whu.com.   IN    A    3.188.123.188
ybfnlimr.hyxt.whu.com.   IN    A    155.8.164.18
qeghsrpn.hyxt.whu.com.   IN    A    29.42.172.38
adqtgemn.hyxt.whu.com.   IN    A    91.46.217.136
wkvjcgdl.hyxt.whu.com.   IN    A    208.206.202.67
kowxjdvc.hyxt.whu.com.   IN    A    106.21.255.67
facejrbw.hyxt.whu.com.   IN    A    120.52.89.114
ntdygukb.hyxt.whu.com.   IN    A    76.0.139.114
qsbxayuk.hyxt.whu.com.   IN    A    43.171.56.168
auhepnkl.hyxt.whu.com.   IN    A    224.48.247.110
icbqhyfe.hyxt.whu.com.   IN    A    142.45.168.74
trlojwcy.hyxt.whu.com.   IN    A    157.245.119.228
dorgqesu.hyxt.whu.com.   IN    A    83.35.157.80
evayuwbm.hyxt.whu.com.   IN    A    97.27.78.96
yvujkiqc.hyxt.whu.com.   IN    A    120.204.238.129
pjcrevgb.hyxt.whu.com.   IN    A    89.64.130.10
blhaqotu.hyxt.whu.com.   IN    A    174.229.156.89
ljdtchku.hyxt.whu.com.   IN    A    193.148.254.25
kirdqnyw.hyxt.whu.com.   IN    A    245.157.75.188
qekjfygv.hyxt.whu.com.   IN    A    164.194.249.55
sbtwopgl.hyxt.whu.com.   IN    A    80.125.113.225
pjbwoect.hyxt.whu.com.   IN    A    159.171.96.115
uinaypvf.hyxt.whu.com.   IN    A    168.132.240.222
naolumfi.hyxt.whu.com.   IN    A    171.108.218.163
tfqpalok.hyxt.whu.com.   IN    A    204.186.212.37
vsachkrq.hyxt.whu.com.   IN    A    225.236.190.73
gxarcinl.hyxt.whu.com.   IN    A    186.184.36.42
tjfnduph.hyxt.whu.com.   IN    A    149.248.43.134
rxdmqjhw.hyxt.whu.com.   IN    A    23.170.90.11
skwfrhpo.hyxt.whu.com.   IN    A    242.50.92.98
ferpgcxq.hyxt.whu.com.   IN    A    150.138.207.196
kbhnwydf.hyxt.whu.com.   IN    A    194.134.3.91
ciqbakst.hyxt.whu.com.   IN    A    51.44.148.109
kfgsyoji.hyxt.whu.com.   IN    A    104.191.110.169
uifqvpaw.hyxt.whu.com.   IN    A    9.125.96.144
bqamvhyw.hyxt.whu.com.   IN    A    98.73.6.48
dbshtijo.hyxt.whu.com.   IN    A    70.162.56.215
sthdfrql.hyxt.whu.com.   IN    A    208.166.75.43
cyflmibw.hyxt.whu.com.   IN    A    172.164.244.174
dobpfaks.hyxt.whu.com.   IN    A    234.98.167.70
xjsbprhc.hyxt.whu.com.   IN    A    177.138.85.64
ceuxqtal.hyxt.whu.com.   IN    A    66.216.251.64
bosnvudr.hyxt.whu.com.   IN    A    162.49.79.49
iqfnabmt.hyxt.whu.com.   IN    A    245.109.63.87
xdotcmag.hyxt.whu.com.   IN    A    93.255.184.42
fgdmculo.hyxt.whu.com.   IN    A    137.127.152.1
ahvnqmki.hyxt.whu.com.   IN    A    121.91.149.58
rwybsgtj.hyxt.whu.com.   IN    A    210.55.37.251
bultijox.hyxt.whu.com.   IN    A    36.164.17.29
clfsvapr.hyxt.whu.com.   IN    A    113.19.113.243
isptgbov.hyxt.whu.com.   IN    A    164.12.119.157
haytocvw.hyxt.whu.com.   IN    A    30.27.80.187
asqohdel.hyxt.whu.com.   IN    A    125.84.24.175
bruplcgw.hyxt.whu.com.   IN    A    71.234.75.4
hytxpvom.hyxt.whu.com.   IN    A    162.34.11.48
odicseah.hyxt.whu.com.   IN    A    170.240.65.59
hiqvrwtg.hyxt.whu.com.   IN    A    85.222.140.104
prgnebdc.hyxt.whu.com.   IN    A    71.60.179.171
ovplbdak.hyxt.whu.com.   IN    A    119.222.140.221
jerxlsod.hyxt.whu.com.   IN    A    128.18.149.143
qcvdiykf.hyxt.whu.com.   IN    A    57.123.27.199
dnqxsjgi.hyxt.whu.com.   IN    A    206.226.150.86
rgntfivb.hyxt.whu.com.   IN    A    183.29.64.29
quybmjgf.hyxt.whu.com.   IN    A    197.131.103.48
wcfaetvi.hyxt.whu.com.   IN    A    213.222.106.135
lfcgipby.hyxt.whu.com.   IN    A    181.22.246.192
wflrgpku.hyxt.whu.com.   IN    A    110.82.16.45
pdbmhctj.hyxt.whu.com.   IN    A    119.36.8.127
hltxowqk.hyxt.whu.com.   IN    A    120.228.192.162
mhpdcxiq.hyxt.whu.com.   IN    A    114.245.71.60
widhlrvp.hyxt.whu.com.   IN    A    143.255.14.162
jvdrobpt.hyxt.whu.com.   IN    A    50.36.55.175
fcihqjay.hyxt.whu.com.   IN    A    99.121.211.230
svnchrkb.hyxt.whu.com.   IN    A    75.167.116.96
opewvgrc.hyxt.whu.com.   IN    A    26.65.231.3
dicqsohn.hyxt.whu.com.   IN    A    109.246.32.168
gtkwlxnb.hyxt.whu.com.   IN    A    234.121.56.33
pwxacufm.hyxt.whu.com.   IN    A    94.248.141.2
tygxferw.hyxt.whu.com.   IN    A    54.181.37.77
valceofg.hyxt.whu.com.   IN    A    90.91.230.140
vpnmrgfo.hyxt.whu.com.   IN    A    151.26.199.29
smwbtonv.hyxt.whu.com.   IN    A    28.232.104.147
ewsgbrox.hyxt.whu.com.   IN    A    98.48.37.213
kjqvofxa.hyxt.whu.com.   IN    A    78.146.60.158
umlpdxat.hyxt.whu.com.   IN    A    167.190.137.118
pkutqvxj.hyxt.whu.com.   IN    A    118.196.150.163
fuyeobmp.hyxt.whu.com.   IN    A    27.7.73.234
tpkmhyoa.hyxt.whu.com.   IN    A    26.117.202.1
trjwqonb.hyxt.whu.com.   IN    A    122.80.56.250
ojbpqlry.hyxt.whu.com.   IN    A    27.79.190.202
jnuhgpot.hyxt.whu.com.   IN    A    7.17.235.224
ixwongrl.hyxt.whu.com.   IN    A    173.131.28.196
kwofhqjy.hyxt.whu.com.   IN    A    182.155.79.173
mofgkqpc.hyxt.whu.com.   IN    A    70.8.149.91
lwqvdacn.hyxt.whu.com.   IN    A    76.51.138.181
foletxnb.hyxt.whu.com.   IN    A    42.112.239.208
koewbtxg.hyxt.whu.com.   IN    A    43.140.175.100
cphkysaq.hyxt.whu.com.   IN    A    34.1.234.87
wgtdiamq.hyxt.whu.com.   IN    A    154.133.132.210
dvewgbnk.hyxt.whu.com.   IN    A    127.18.22.110
cebsdgoy.hyxt.whu.com.   IN    A    16.127.224.65
gdlcuqpi.hyxt.whu.com.   IN    A    113.8.167.137
eaivcqlh.hyxt.whu.com.   IN    A    86.196.197.92
vtksghcj.hyxt.whu.com.   IN    A    14.199.158.34
mhtblykr.hyxt.whu.com.   IN    A    121.112.213.128
qrpiubcy.hyxt.whu.com.   IN    A    49.135.206.162
twsgmnoa.hyxt.whu.com.   IN    A    246.50.46.1
vyxrotqn.hyxt.whu.com.   IN    A    153.239.221.139
ysiqedux.hyxt.whu.com.   IN    A    32.248.66.215
dwgkhnyv.hyxt.whu.com.   IN    A    230.215.131.10
leopvmbg.hyxt.whu.com.   IN    A    6.56.83.70
swtxcrhi.hyxt.whu.com.   IN    A    136.6.153.114
mnkdfjua.hyxt.whu.com.   IN    A    45.190.37.63
mnhlcrsd.hyxt.whu.com.   IN    A    40.91.193.206
ahnqpclw.hyxt.whu.com.   IN    A    77.149.3.41
mwtkasbo.hyxt.whu.com.   IN    A    214.178.58.211
qylwaeor.hyxt.whu.com.   IN    A    36.190.61.41
pjdyrsci.hyxt.whu.com.   IN    A    219.43.40.203
cjbouefk.hyxt.whu.com.   IN    A    0.46.65.160
mfxacepr.hyxt.whu.com.   IN    A    184.211.9.163
aotmubcw.hyxt.whu.com.   IN    A    160.80.74.183
xnmtojce.hyxt.whu.com.   IN    A    193.234.124.218
tbqrslcj.hyxt.whu.com.   IN    A    94.223.178.37
fypbhslo.hyxt.whu.com.   IN    A    244.122.99.177
scaglftm.hyxt.whu.com.   IN    A    227.239.135.201
rinsxbyc.hyxt.whu.com.   IN    A    80.97.3.99
imldpjkr.hyxt.whu.com.   IN    A    163.148.17.24
uskrgbho.hyxt.whu.com.   IN    A    196.65.53.248
wpsxlmta.hyxt.whu.com.   IN    A    197.177.183.254
ahinqtgf.hyxt.whu.com.   IN    A    9.229.181.164
nmiphgby.hyxt.whu.com.   IN    A    197.91.10.111
tdyvlxju.hyxt.whu.com.   IN    A    35.199.142.190
fyqbgixd.hyxt.whu.com.   IN    A    217.185.200.50
dnytviac.hyxt.whu.com.   IN    A    203.28.249.255
fvolwrcd.hyxt.whu.com.   IN    A    91.189.123.244
bfdqeusl.hyxt.whu.com.   IN    A    9.106.176.253
ueypsabj.hyxt.whu.com.   IN    A    114.87.181.147
wslydoxr.hyxt.whu.com.   IN    A    119.113.150.140
eswhkoup.hyxt.whu.com.   IN    A    88.162.74.8
dauhfgtv.hyxt.whu.com.   IN    A    141.27.226.56
jyehaltq.hyxt.whu.com.   IN    A    146.221.27.85
eskrcijo.hyxt.whu.com.   IN    A    71.52.112.150
svruckwl.hyxt.whu.com.   IN    A    238.141.34.139
jeyouwgi.hyxt.whu.com.   IN    A    47.48.7.108
borjtpku.hyxt.whu.com.   IN    A    51.169.152.186
uovqlftg.hyxt.whu.com.   IN    A    182.154.150.224
pybxqmof.hyxt.whu.com.   IN    A    62.222.93.78
gyseipwo.hyxt.whu.com.   IN    A    57.217.105.7
cyftvndk.hyxt.whu.com.   IN    A    16.201.54.15
mlwbxyqs.hyxt.whu.com.   IN    A    233.255.196.47
kmvpgcxo.hyxt.whu.com.   IN    A    204.79.119.171
yuesqcga.hyxt.whu.com.   IN    A    163.185.5.80
iojrwlfe.hyxt.whu.com.   IN    A    213.233.32.228
wjekfxcp.hyxt.whu.com.   IN    A    76.224.170.76
ynxbjdou.hyxt.whu.com.   IN    A    103.177.14.135
cfidavun.hyxt.whu.com.   IN    A    93.191.147.63
eytslwpq.hyxt.whu.com.   IN    A    35.191.66.19
ynmrdowp.hyxt.whu.com.   IN    A    205.89.146.157
jnxghkqe.hyxt.whu.com.   IN    A    255.56.8.22
hqxypolv.hyxt.whu.com.   IN    A    107.247.30.4
qeidvyuc.hyxt.whu.com.   IN    A    123.64.21.182
pmgkxjiv.hyxt.whu.com.   IN    A    223.19.88.102
vfhciejd.hyxt.whu.com.   IN    A    66.202.136.60
myabdolt.hyxt.whu.com.   IN    A    110.130.151.160
ewshpnrl.hyxt.whu.com.   IN    A    253.126.139.175
bxfpouya.hyxt.whu.com.   IN    A    99.60.157.213
ydtvnbfp.hyxt.whu.com.   IN    A    146.32.129.108
dtcnrvlg.hyxt.whu.com.   IN    A    101.190.212.91
rwlvqkxe.hyxt.whu.com.   IN    A    188.19.29.41
bkcqgtvw.hyxt.whu.com.   IN    A    219.28.159.71
yvsrnlbg.hyxt.whu.com.   IN    A    119.86.156.89
sxdcwjgr.hyxt.whu.com.   IN    A    128.135.151.255
wperukim.hyxt.whu.com.   IN    A    118.172.60.8
fgubtpos.hyxt.whu.com.   IN    A    253.213.133.56
pnxmtbqy.hyxt.whu.com.   IN    A    23.20.34.123
tunsjody.hyxt.whu.com.   IN    A    195.165.107.108
lequtano.hyxt.whu.com.   IN    A    201.213.166.91
xbvprnmo.hyxt.whu.com.   IN    A    3.77.103.145
odrefgbi.hyxt.whu.com.   IN    A    85.154.63.77
gkhcvbpi.hyxt.whu.com.   IN    A    207.193.138.0
frvytoia.hyxt.whu.com.   IN    A    45.184.171.18
rjuqgyko.hyxt.whu.com.   IN    A    218.252.94.161
wsqhnmct.hyxt.whu.com.   IN    A    178.126.55.67
wbsmpycr.hyxt.whu.com.   IN    A    143.185.35.65
gywsalhn.hyxt.whu.com.   IN    A    130.211.68.25
hwgroeyv.hyxt.whu.com.   IN    A    107.54.126.146
qfodhrwu.hyxt.whu.com.   IN    A    230.108.132.216
hgtnrkaj.hyxt.whu.com.   IN    A    161.42.122.190
ntavwqlj.hyxt.whu.com.   IN    A    220.29.76.126
vkjpqgce.hyxt.whu.com.   IN    A    178.195.134.56
gfrujlpm.hyxt.whu.com.   IN    A    32.13.227.80
oawmgksu.hyxt.whu.com.   IN    A    209.215.109.11
yjgrwqie.hyxt.whu.com.   IN    A    108.112.254.91
ixqlanfj.hyxt.whu.com.   IN    A    99.45.203.232
ibglowky.hyxt.whu.com.   IN    A    32.63.20.129
yoiqapmh.hyxt.whu.com.   IN    A    35.165.253.213
ldqajowi.hyxt.whu.com.   IN    A    52.215.138.68
rdyxgvjl.hyxt.whu.com.   IN    A    222.10.233.224
ywdpktgm.hyxt.whu.com.   IN    A    94.201.64.34
eubtfjrn.hyxt.whu.com.   IN    A    137.201.49.174
scmpltno.hyxt.whu.com.   IN    A    196.63.207.150
spxfqeon.hyxt.whu.com.   IN    A    90.201.58.16
yfndrpkc.hyxt.whu.com.   IN    A    53.119.7.207
prmfbeiw.hyxt.whu.com.   IN    A    244.172.163.192
ijoxvtly.hyxt.whu.com.   IN    A    30.188.19.151
pyctbvds.hyxt.whu.com.   IN    A    227.142.81.68
ckqobtxh.hyxt.whu.com.   IN    A    111.237.181.111
ivlqpfhr.hyxt.whu.com.   IN    A    24.246.14.66
bvldokgw.hyxt.whu.com.   IN    A    38.210.38.14
cqirhmwk.hyxt.whu.com.   IN    A    131.69.229.38
jrmktanu.hyxt.whu.com.   IN    A    113.213.67.103
uopljxrc.hyxt.whu.com.   IN    A    206.206.156.113
lumfxsky.hyxt.whu.com.   IN    A    131.132.137.136
cmkfqtyl.hyxt.whu.com.   IN    A    169.32.89.11
ubgryqie.hyxt.whu.com.   IN    A    208.244.203.148
idmwkfxu.hyxt.whu.com.   IN    A    47.112.101.24
gomhaqwv.hyxt.whu.com.   IN    A    216.90.11.45
xhiwtear.hyxt.whu.com.   IN    A    64.206.47.228
veqmwfog.hyxt.whu.com.   IN    A    122.125.100.207
nrmlwyji.hyxt.whu.com.   IN    A    172.32.222.66
mruhlocj.hyxt.whu.com.   IN    A    56.27.214.99
iepsfmnv.hyxt.whu.com.   IN    A    126.199.70.221
thyjxqcp.hyxt.whu.com.   IN    A    178.131.5.204
gouycepr.hyxt.whu.com.   IN    A    104.21.212.158
yqovedbh.hyxt.whu.com.   IN    A    86.211.246.15
ilkroydq.hyxt.whu.com.   IN    A    29.148.254.231
lhetxwvs.hyxt.whu.com.   IN    A    39.109.244.177
obfirdeq.hyxt.whu.com.   IN    A    63.137.7.167
syauhklx.hyxt.whu.com.   IN    A    33.77.203.254
phkxlvby.hyxt.whu.com.   IN    A    68.218.81.96
obsykagp.hyxt.whu.com.   IN    A    231.33.99.116
ifebxjsk.hyxt.whu.com.   IN    A    117.69.47.161
lobnxcif.hyxt.whu.com.   IN    A    6.250.120.169
aupfiteh.hyxt.whu.com.   IN    A    75.115.242.118
mfrxqebu.hyxt.whu.com.   IN    A    133.48.112.96
jsnfuixk.hyxt.whu.com.   IN    A    17.150.222.210
duwshcnj.hyxt.whu.com.   IN    A    80.188.242.84
awjheisk.hyxt.whu.com.   IN    A    106.146.244.207
plvtmnuq.hyxt.whu.com.   IN    A    245.188.173.173
acjlxpnr.hyxt.whu.com.   IN    A    151.194.188.16
hlrdjvub.hyxt.whu.com.   IN    A    86.162.138.161
disatjxh.hyxt.whu.com.   IN    A    241.22.21.175
hnlkprcu.hyxt.whu.com.   IN    A    185.13.241.155
jdgueoiy.hyxt.whu.com.   IN    A    102.63.162.43
ywqokspa.hyxt.whu.com.   IN    A    49.66.123.70
gpyfubid.hyxt.whu.com.   IN    A    66.56.17.26
ktycbfvh.hyxt.whu.com.   IN    A    212.163.90.137
xsijwutp.hyxt.whu.com.   IN    A    67.73.37.25
rjuavpbe.hyxt.whu.com.   IN    A    215.151.250.153
bwqlhcek.hyxt.whu.com.   IN    A    122.32.110.42
egvjnxdu.hyxt.whu.com.   IN    A    116.11.61.89
bdfypmts.hyxt.whu.com.   IN    A    158.203.242.106
spvtcdgu.hyxt.whu.com.   IN    A    184.235.225.107
yebcmqwp.hyxt.whu.com.   IN    A    246.59.100.97
swrpfngx.hyxt.whu.com.   IN    A    67.153.116.23
fewlrduo.hyxt.whu.com.   IN    A    47.175.46.23
vdkhubpl.hyxt.whu.com.   IN    A    242.128.38.242
yrcwsxaf.hyxt.whu.com.   IN    A    53.166.185.140
wkjaqnyi.hyxt.whu.com.   IN    A    176.0.151.133
fwpkogau.hyxt.whu.com.   IN    A    56.238.236.66
gwhbvnpa.hyxt.whu.com.   IN    A    199.243.87.105
gndplfvk.hyxt.whu.com.   IN    A    141.69.128.111
ifoepkyl.hyxt.whu.com.   IN    A    5.233.32.8
tunpwkgr.hyxt.whu.com.   IN    A    205.9.167.217
hdmlvcie.hyxt.whu.com.   IN    A    207.238.124.234
rhdqlmgp.hyxt.whu.com.   IN    A    69.222.223.18
ldpubqgo.hyxt.whu.com.   IN    A    112.231.7.89
lqdnotgs.hyxt.whu.com.   IN    A    220.184.171.70
