www.lzu.com. 	14400	IN	SOA	ns1.www.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
www.lzu.com.		    IN	NS ns1.www.lzu.com.
hdxknial.www.lzu.com.    IN    A    191.190.91.255
hbxqkwcr.www.lzu.com.    IN    A    74.103.216.234
srktydbc.www.lzu.com.    IN    A    212.128.234.66
ksiuwbgq.www.lzu.com.    IN    A    200.13.89.160
vpfjhsbd.www.lzu.com.    IN    A    213.42.100.15
amfpdryl.www.lzu.com.    IN    A    3.143.29.118
lviktpgc.www.lzu.com.    IN    A    186.166.193.73
spkyifbj.www.lzu.com.    IN    A    65.87.39.137
cwrgutdk.www.lzu.com.    IN    A    106.14.109.251
fhsyptiu.www.lzu.com.    IN    A    0.213.117.29
gxrubael.www.lzu.com.    IN    A    157.198.183.74
ekbwvuqm.www.lzu.com.    IN    A    133.216.68.164
rtecvoyb.www.lzu.com.    IN    A    78.172.21.193
tgfbojiw.www.lzu.com.    IN    A    107.209.80.118
cngoyswt.www.lzu.com.    IN    A    78.238.203.91
fysvpweb.www.lzu.com.    IN    A    221.9.189.135
hopkqujb.www.lzu.com.    IN    A    166.232.140.38
qkrvwbto.www.lzu.com.    IN    A    168.50.116.162
jqhyutmn.www.lzu.com.    IN    A    223.1.222.63
srunpxjl.www.lzu.com.    IN    A    134.208.79.193
vqflgtko.www.lzu.com.    IN    A    108.205.214.216
daqmnjxe.www.lzu.com.    IN    A    121.73.248.16
fjkawdsh.www.lzu.com.    IN    A    206.202.80.230
vlriemyj.www.lzu.com.    IN    A    123.42.201.4
roucaesh.www.lzu.com.    IN    A    198.21.217.213
fijagkdt.www.lzu.com.    IN    A    145.206.30.82
skayxwhe.www.lzu.com.    IN    A    234.69.72.166
cpkxwalh.www.lzu.com.    IN    A    60.38.185.113
sdmtpurf.www.lzu.com.    IN    A    196.114.11.90
xbwhlqdr.www.lzu.com.    IN    A    79.4.62.179
vbgwdfys.www.lzu.com.    IN    A    116.48.92.157
chxutvaj.www.lzu.com.    IN    A    181.87.95.245
lofyutxh.www.lzu.com.    IN    A    16.227.15.81
ufgpvqbi.www.lzu.com.    IN    A    44.240.52.148
ioqvjdbm.www.lzu.com.    IN    A    225.247.106.142
sncgkbly.www.lzu.com.    IN    A    211.255.64.30
dphularm.www.lzu.com.    IN    A    179.53.189.10
qbhwyncm.www.lzu.com.    IN    A    232.132.30.84
cqmxtfbn.www.lzu.com.    IN    A    26.25.170.13
npotdrqa.www.lzu.com.    IN    A    29.180.68.107
cjvldywi.www.lzu.com.    IN    A    178.23.117.144
hrdlkewy.www.lzu.com.    IN    A    11.15.191.245
khgtvspm.www.lzu.com.    IN    A    243.68.116.39
caqkjlve.www.lzu.com.    IN    A    193.157.65.100
tfbxaius.www.lzu.com.    IN    A    141.221.14.233
onadygju.www.lzu.com.    IN    A    62.59.31.88
joyarekn.www.lzu.com.    IN    A    166.215.222.46
qsrfxibd.www.lzu.com.    IN    A    75.211.2.99
bwmqaguo.www.lzu.com.    IN    A    195.12.174.185
lthweayf.www.lzu.com.    IN    A    83.53.130.148
nlvrcwsp.www.lzu.com.    IN    A    116.197.72.192
vkyabqrh.www.lzu.com.    IN    A    87.56.245.182
tpvqgoak.www.lzu.com.    IN    A    22.84.172.114
npbxmwvo.www.lzu.com.    IN    A    200.237.47.241
kgunyjwf.www.lzu.com.    IN    A    108.219.55.165
xnmbijfu.www.lzu.com.    IN    A    124.1.176.143
futmdpkq.www.lzu.com.    IN    A    113.185.117.215
ejxkdbar.www.lzu.com.    IN    A    114.142.93.246
puxrefon.www.lzu.com.    IN    A    245.77.49.119
dbuxiptg.www.lzu.com.    IN    A    70.110.191.229
cwbvrnpa.www.lzu.com.    IN    A    252.5.131.146
scyhkvgw.www.lzu.com.    IN    A    3.77.142.100
nvlemcph.www.lzu.com.    IN    A    55.61.148.231
wkqlibrv.www.lzu.com.    IN    A    122.206.72.155
rpxvuntk.www.lzu.com.    IN    A    250.53.12.240
cmuhsoka.www.lzu.com.    IN    A    96.17.200.22
kyvmqjhx.www.lzu.com.    IN    A    30.130.96.221
gqnldcys.www.lzu.com.    IN    A    157.145.91.165
sfjxlatp.www.lzu.com.    IN    A    234.54.184.103
qkspncli.www.lzu.com.    IN    A    210.70.44.152
piycwboj.www.lzu.com.    IN    A    186.215.73.229
laqikrgu.www.lzu.com.    IN    A    253.9.34.206
firascyo.www.lzu.com.    IN    A    130.219.19.194
xjvpelck.www.lzu.com.    IN    A    121.152.138.197
vnoudlxk.www.lzu.com.    IN    A    149.182.152.127
beonvftd.www.lzu.com.    IN    A    37.234.173.171
xyuakhnw.www.lzu.com.    IN    A    122.41.87.35
thlcimsy.www.lzu.com.    IN    A    255.49.127.176
dhsfopbu.www.lzu.com.    IN    A    244.51.247.174
lrmfpexg.www.lzu.com.    IN    A    10.30.194.144
qtcropfm.www.lzu.com.    IN    A    178.182.13.112
cpioayst.www.lzu.com.    IN    A    156.57.120.125
dqplkvef.www.lzu.com.    IN    A    189.130.131.223
abyxrmue.www.lzu.com.    IN    A    11.152.176.214
etxpbydi.www.lzu.com.    IN    A    84.25.116.179
dskemygi.www.lzu.com.    IN    A    209.139.52.204
sdjgynwu.www.lzu.com.    IN    A    201.227.250.9
algvmyrb.www.lzu.com.    IN    A    195.50.240.152
qhkyuwlb.www.lzu.com.    IN    A    253.80.235.115
oicmdpyf.www.lzu.com.    IN    A    228.27.239.27
wakusqbe.www.lzu.com.    IN    A    224.10.34.225
rspyckhq.www.lzu.com.    IN    A    162.41.28.33
sdboxtja.www.lzu.com.    IN    A    120.65.158.162
uidojhck.www.lzu.com.    IN    A    198.143.159.215
nhdqupcr.www.lzu.com.    IN    A    54.232.85.110
cvegmwrd.www.lzu.com.    IN    A    229.224.20.124
plaivrkm.www.lzu.com.    IN    A    178.240.211.46
ixcpbuhw.www.lzu.com.    IN    A    132.115.88.243
kowqdhiv.www.lzu.com.    IN    A    182.61.81.127
ucyhpvkd.www.lzu.com.    IN    A    203.53.126.52
rensvbyf.www.lzu.com.    IN    A    169.119.158.52
hgfuswml.www.lzu.com.    IN    A    214.127.38.8
yvqfejat.www.lzu.com.    IN    A    25.234.249.125
vsohjykq.www.lzu.com.    IN    A    89.157.181.222
fculndwt.www.lzu.com.    IN    A    214.110.57.169
kjibcsqw.www.lzu.com.    IN    A    215.210.170.98
crxvdeny.www.lzu.com.    IN    A    171.60.162.248
dwxaqpfk.www.lzu.com.    IN    A    40.220.15.214
yaoksvmr.www.lzu.com.    IN    A    2.114.15.186
lmtnujyb.www.lzu.com.    IN    A    228.138.251.151
istjerbl.www.lzu.com.    IN    A    241.220.94.253
xuchnyat.www.lzu.com.    IN    A    189.252.179.225
wnkrucfx.www.lzu.com.    IN    A    180.71.203.220
kgsnumea.www.lzu.com.    IN    A    196.48.8.147
flsribpw.www.lzu.com.    IN    A    98.45.117.35
kxomults.www.lzu.com.    IN    A    88.234.234.237
mghpntus.www.lzu.com.    IN    A    117.248.20.135
faoxsleb.www.lzu.com.    IN    A    108.192.23.38
jquvciyx.www.lzu.com.    IN    A    39.80.48.1
kvdmywsu.www.lzu.com.    IN    A    38.136.82.45
xswkpvlu.www.lzu.com.    IN    A    197.32.42.255
phxfobkv.www.lzu.com.    IN    A    195.13.73.231
qyvlpswc.www.lzu.com.    IN    A    120.9.46.77
uwscrpkq.www.lzu.com.    IN    A    182.70.2.133
hmoasnwp.www.lzu.com.    IN    A    172.141.12.154
pjonhwia.www.lzu.com.    IN    A    125.171.165.112
irvwmalt.www.lzu.com.    IN    A    73.98.197.242
nrtksqbo.www.lzu.com.    IN    A    48.76.102.180
fqvsmlay.www.lzu.com.    IN    A    171.222.229.81
jvybtwhk.www.lzu.com.    IN    A    89.243.11.0
aioljmgq.www.lzu.com.    IN    A    159.227.11.224
civlrdtu.www.lzu.com.    IN    A    124.106.39.192
rbsevqtg.www.lzu.com.    IN    A    146.203.116.242
thnacgok.www.lzu.com.    IN    A    187.197.89.128
jmnhabiy.www.lzu.com.    IN    A    86.57.238.143
pnqmjeao.www.lzu.com.    IN    A    81.203.62.62
rdsujgkw.www.lzu.com.    IN    A    39.97.204.156
uomctyfn.www.lzu.com.    IN    A    88.96.28.180
dvtgyxfh.www.lzu.com.    IN    A    97.248.170.48
olxhmtdp.www.lzu.com.    IN    A    85.21.31.18
vgaeownf.www.lzu.com.    IN    A    242.8.10.76
mihtdvro.www.lzu.com.    IN    A    49.28.232.247
fislewyr.www.lzu.com.    IN    A    204.90.7.140
tsnqpkcr.www.lzu.com.    IN    A    165.56.174.220
pjowuxqr.www.lzu.com.    IN    A    221.93.148.16
dtljbcyr.www.lzu.com.    IN    A    81.192.123.103
rilyksbg.www.lzu.com.    IN    A    85.185.63.202
rmvsyieu.www.lzu.com.    IN    A    162.32.31.143
tfyqovxs.www.lzu.com.    IN    A    141.177.251.242
raepyvud.www.lzu.com.    IN    A    25.3.67.140
nosaujmy.www.lzu.com.    IN    A    135.21.216.76
tquiydep.www.lzu.com.    IN    A    239.98.180.160
moepwrdc.www.lzu.com.    IN    A    128.153.78.150
ancexibo.www.lzu.com.    IN    A    124.103.6.85
htwvmojg.www.lzu.com.    IN    A    124.178.139.174
cdgmytvw.www.lzu.com.    IN    A    25.226.30.12
ilgqsavd.www.lzu.com.    IN    A    54.221.226.175
ehowuxbs.www.lzu.com.    IN    A    135.90.150.234
trqlfsog.www.lzu.com.    IN    A    42.221.16.38
cjvmaqor.www.lzu.com.    IN    A    144.58.41.120
bolfgcuy.www.lzu.com.    IN    A    185.114.226.226
kofqlpmn.www.lzu.com.    IN    A    168.1.99.35
kvpqjylh.www.lzu.com.    IN    A    141.223.43.199
yhkblepv.www.lzu.com.    IN    A    21.253.158.96
exqmpnaf.www.lzu.com.    IN    A    53.110.17.170
xsjyhcti.www.lzu.com.    IN    A    138.67.137.117
cgdsmuoy.www.lzu.com.    IN    A    178.24.244.224
qgehfans.www.lzu.com.    IN    A    9.178.90.175
gftlmjnu.www.lzu.com.    IN    A    217.83.22.213
slgwcieo.www.lzu.com.    IN    A    128.78.47.83
gxfvsyba.www.lzu.com.    IN    A    132.236.236.193
wqnmbjvt.www.lzu.com.    IN    A    92.147.203.99
yjwtcfap.www.lzu.com.    IN    A    45.146.0.238
bflyiwgt.www.lzu.com.    IN    A    231.85.41.70
mofwuxap.www.lzu.com.    IN    A    60.87.233.10
xvqmhrul.www.lzu.com.    IN    A    199.238.161.253
xfkablrw.www.lzu.com.    IN    A    38.55.169.212
rysegvic.www.lzu.com.    IN    A    18.171.158.100
yokbvqxt.www.lzu.com.    IN    A    207.95.157.105
ubfekjgt.www.lzu.com.    IN    A    161.56.58.180
dikehvyf.www.lzu.com.    IN    A    50.240.238.0
nipumylo.www.lzu.com.    IN    A    103.192.104.167
kajlnvfw.www.lzu.com.    IN    A    103.200.53.5
tinspujm.www.lzu.com.    IN    A    161.202.28.113
onuwmfba.www.lzu.com.    IN    A    141.253.39.13
atcepgbq.www.lzu.com.    IN    A    232.127.191.41
bktsnely.www.lzu.com.    IN    A    226.19.197.166
fdtmvnwr.www.lzu.com.    IN    A    213.6.62.205
igsxuewl.www.lzu.com.    IN    A    209.185.37.221
ufkltyvg.www.lzu.com.    IN    A    216.131.70.123
rluohfvn.www.lzu.com.    IN    A    90.95.218.244
jkawulbr.www.lzu.com.    IN    A    64.46.235.253
eukxhnib.www.lzu.com.    IN    A    48.2.189.169
grkvjnpc.www.lzu.com.    IN    A    21.40.19.205
losyruxm.www.lzu.com.    IN    A    158.112.103.181
duojxysp.www.lzu.com.    IN    A    85.226.12.0
ayglcbkt.www.lzu.com.    IN    A    141.209.193.209
vuhbrkgp.www.lzu.com.    IN    A    46.255.10.180
sdgtqrno.www.lzu.com.    IN    A    218.13.93.251
sxfcedhu.www.lzu.com.    IN    A    116.87.94.162
jgwdruvp.www.lzu.com.    IN    A    100.29.161.149
ebhndlgf.www.lzu.com.    IN    A    93.209.126.20
mbudfext.www.lzu.com.    IN    A    87.38.224.235
arskbogy.www.lzu.com.    IN    A    192.54.159.12
roycantj.www.lzu.com.    IN    A    54.159.215.144
xmwskdyc.www.lzu.com.    IN    A    106.112.215.162
rwhdyvpn.www.lzu.com.    IN    A    58.243.67.142
cugdmpla.www.lzu.com.    IN    A    89.115.245.118
nqpyrleu.www.lzu.com.    IN    A    108.254.248.132
adkirhyc.www.lzu.com.    IN    A    117.26.224.219
paxfdbhj.www.lzu.com.    IN    A    158.241.33.197
dwytvxci.www.lzu.com.    IN    A    124.145.131.104
flidbyhk.www.lzu.com.    IN    A    186.43.249.99
iofrplax.www.lzu.com.    IN    A    116.247.101.146
thvqrxcu.www.lzu.com.    IN    A    61.177.75.98
uythqdml.www.lzu.com.    IN    A    253.211.44.74
ymstbghc.www.lzu.com.    IN    A    252.55.3.169
itkhpmxq.www.lzu.com.    IN    A    240.237.233.131
mxbrjctd.www.lzu.com.    IN    A    175.218.140.133
gnwlrykm.www.lzu.com.    IN    A    189.149.111.219
kdsmjeha.www.lzu.com.    IN    A    163.11.193.181
yhcrlgjs.www.lzu.com.    IN    A    79.28.32.105
bosxqtam.www.lzu.com.    IN    A    212.119.252.163
oqrxints.www.lzu.com.    IN    A    122.46.32.148
ibxkvauf.www.lzu.com.    IN    A    239.198.230.243
meilkwtd.www.lzu.com.    IN    A    121.85.206.249
ojilheps.www.lzu.com.    IN    A    85.240.71.13
pjvltxdn.www.lzu.com.    IN    A    1.1.210.182
dvukitaj.www.lzu.com.    IN    A    134.6.61.41
utlgsvpo.www.lzu.com.    IN    A    23.107.157.255
rlufeijc.www.lzu.com.    IN    A    172.192.139.6
bsqehuft.www.lzu.com.    IN    A    252.219.189.189
hwfegodi.www.lzu.com.    IN    A    26.79.38.30
vbajrtfc.www.lzu.com.    IN    A    236.200.207.92
ydvbkgom.www.lzu.com.    IN    A    83.194.140.240
lsacdgek.www.lzu.com.    IN    A    191.201.245.176
wujvepbt.www.lzu.com.    IN    A    248.98.42.22
yksgwojb.www.lzu.com.    IN    A    23.208.182.142
lsndbjtg.www.lzu.com.    IN    A    231.230.176.41
qrnmdjlx.www.lzu.com.    IN    A    25.95.113.255
kmldpfti.www.lzu.com.    IN    A    53.117.75.211
nubgvidp.www.lzu.com.    IN    A    98.167.67.152
vqjytoek.www.lzu.com.    IN    A    120.252.206.133
pwucmblr.www.lzu.com.    IN    A    156.26.242.195
mgkiovsl.www.lzu.com.    IN    A    116.102.48.204
ojkbicdl.www.lzu.com.    IN    A    223.193.122.213
psoiqcyr.www.lzu.com.    IN    A    126.190.200.208
elthbgsn.www.lzu.com.    IN    A    62.29.233.177
lgncvqiu.www.lzu.com.    IN    A    201.69.114.135
acfqumid.www.lzu.com.    IN    A    137.204.153.7
hvdfkoxs.www.lzu.com.    IN    A    206.84.97.37
jwolhqek.www.lzu.com.    IN    A    26.157.47.31
jalbtong.www.lzu.com.    IN    A    236.247.230.109
gibndtcp.www.lzu.com.    IN    A    52.135.12.150
pifcwbqx.www.lzu.com.    IN    A    119.3.148.44
gcvunxbs.www.lzu.com.    IN    A    244.21.10.58
fnlasdvg.www.lzu.com.    IN    A    1.21.52.193
jwclqbsy.www.lzu.com.    IN    A    181.166.146.241
obylwsgq.www.lzu.com.    IN    A    55.108.119.72
qsjlaxnu.www.lzu.com.    IN    A    96.84.0.137
bxposvmg.www.lzu.com.    IN    A    255.188.203.198
otfchkwi.www.lzu.com.    IN    A    118.91.33.254
hnvkyamj.www.lzu.com.    IN    A    80.46.246.140
umatkflc.www.lzu.com.    IN    A    61.145.181.248
fctjhpos.www.lzu.com.    IN    A    118.185.68.100
insycrem.www.lzu.com.    IN    A    180.230.195.93
rvwstakq.www.lzu.com.    IN    A    70.221.215.134
xcktofbq.www.lzu.com.    IN    A    232.40.201.106
uxirmcjd.www.lzu.com.    IN    A    147.70.168.6
nyqkhuej.www.lzu.com.    IN    A    77.186.9.70
genwxblc.www.lzu.com.    IN    A    97.143.23.43
ursvdlbf.www.lzu.com.    IN    A    128.117.206.16
ixvbadok.www.lzu.com.    IN    A    214.5.111.238
lsxcvonw.www.lzu.com.    IN    A    55.81.128.207
yxtlcgou.www.lzu.com.    IN    A    141.185.91.62
ixtelbgj.www.lzu.com.    IN    A    80.69.99.171
jwiegmdb.www.lzu.com.    IN    A    192.174.117.153
rnetvxof.www.lzu.com.    IN    A    174.177.225.36
ednixbsq.www.lzu.com.    IN    A    236.146.153.175
xwgmcuda.www.lzu.com.    IN    A    130.229.108.189
fxkvrpty.www.lzu.com.    IN    A    58.175.105.181
asniwlqo.www.lzu.com.    IN    A    91.26.107.111
ebdutryq.www.lzu.com.    IN    A    189.64.232.94
txvywajq.www.lzu.com.    IN    A    253.121.119.222
vtgqabhs.www.lzu.com.    IN    A    249.40.137.118
ajlehgix.www.lzu.com.    IN    A    88.85.9.188
rvompysl.www.lzu.com.    IN    A    108.160.89.41
itevqwop.www.lzu.com.    IN    A    253.63.210.9
ahxscbpv.www.lzu.com.    IN    A    129.77.5.164
bcrmqvyj.www.lzu.com.    IN    A    39.35.40.117
yngacwiu.www.lzu.com.    IN    A    209.223.43.115
cbjensty.www.lzu.com.    IN    A    222.71.83.54
oyvcnkwu.www.lzu.com.    IN    A    147.202.50.179
oratxkbw.www.lzu.com.    IN    A    158.248.202.23
nqadjhkc.www.lzu.com.    IN    A    131.247.45.101
hxkieypc.www.lzu.com.    IN    A    169.17.65.50
jugbqcya.www.lzu.com.    IN    A    174.238.223.126
kuslcedq.www.lzu.com.    IN    A    44.33.3.71
bqdaslgr.www.lzu.com.    IN    A    123.51.222.218
rjfhetap.www.lzu.com.    IN    A    241.127.228.228
oybepixa.www.lzu.com.    IN    A    158.238.214.174
nrbeqhpw.www.lzu.com.    IN    A    245.163.246.210
bwgdcvxl.www.lzu.com.    IN    A    51.65.119.171
etoqmjxa.www.lzu.com.    IN    A    143.236.189.150
lnmfjpyq.www.lzu.com.    IN    A    57.66.52.71
arpmocxh.www.lzu.com.    IN    A    2.167.20.160
apcwjkoi.www.lzu.com.    IN    A    156.218.145.17
tcyogkbl.www.lzu.com.    IN    A    4.245.82.152
hncvbjay.www.lzu.com.    IN    A    70.204.4.111
hesniaop.www.lzu.com.    IN    A    225.33.223.184
naqshlif.www.lzu.com.    IN    A    212.222.48.55
onpxfmch.www.lzu.com.    IN    A    47.27.27.139
bcmukyoq.www.lzu.com.    IN    A    203.134.160.63
kcafvdnu.www.lzu.com.    IN    A    44.193.49.235
xyhkenuq.www.lzu.com.    IN    A    66.218.145.129
xmkdvhja.www.lzu.com.    IN    A    68.60.109.23
buhdlpne.www.lzu.com.    IN    A    179.5.155.182
txvpoaki.www.lzu.com.    IN    A    6.160.236.113
hvkinjyu.www.lzu.com.    IN    A    87.78.7.213
jsbwrakd.www.lzu.com.    IN    A    140.161.23.92
rumhdiwk.www.lzu.com.    IN    A    102.67.55.32
ubydjfsn.www.lzu.com.    IN    A    6.66.131.190
qjutxpik.www.lzu.com.    IN    A    145.28.69.9
qkfwujpo.www.lzu.com.    IN    A    124.156.24.198
vikphnmt.www.lzu.com.    IN    A    141.78.153.253
smcxbjev.www.lzu.com.    IN    A    131.117.173.60
ioagjkef.www.lzu.com.    IN    A    194.116.25.142
kyvcamis.www.lzu.com.    IN    A    33.54.80.215
xtwbnrda.www.lzu.com.    IN    A    146.73.60.84
owdnpljm.www.lzu.com.    IN    A    95.176.130.116
flyhvdko.www.lzu.com.    IN    A    164.188.135.227
xqsmrwpd.www.lzu.com.    IN    A    75.198.55.77
ckdsleog.www.lzu.com.    IN    A    119.24.83.234
umrdegpq.www.lzu.com.    IN    A    42.251.73.68
hatfjlue.www.lzu.com.    IN    A    231.92.197.170
fcujoyhs.www.lzu.com.    IN    A    20.122.83.178
ugdmvjcy.www.lzu.com.    IN    A    166.187.232.60
djenkhag.www.lzu.com.    IN    A    94.118.81.208
dbqfkmey.www.lzu.com.    IN    A    80.38.141.214
wrulpfvq.www.lzu.com.    IN    A    7.43.245.116
scgxyiqd.www.lzu.com.    IN    A    243.119.107.122
vukwlmbr.www.lzu.com.    IN    A    65.103.179.61
rndviyfj.www.lzu.com.    IN    A    237.147.36.79
ogwlapuc.www.lzu.com.    IN    A    249.206.47.117
uitsmblj.www.lzu.com.    IN    A    117.232.62.136
evyxdwun.www.lzu.com.    IN    A    194.174.175.214
jiphqedr.www.lzu.com.    IN    A    162.208.61.65
mexuskcl.www.lzu.com.    IN    A    50.147.156.71
scudtgke.www.lzu.com.    IN    A    179.4.72.142
kxrhdlmv.www.lzu.com.    IN    A    253.86.65.135
yprmbnix.www.lzu.com.    IN    A    52.176.158.170
ptuyeflq.www.lzu.com.    IN    A    144.46.58.139
hcblxdju.www.lzu.com.    IN    A    220.153.19.58
wspbyaih.www.lzu.com.    IN    A    169.0.95.85
bhioedgp.www.lzu.com.    IN    A    169.18.236.50
thmdsurj.www.lzu.com.    IN    A    91.186.108.21
imwvxjuc.www.lzu.com.    IN    A    125.90.84.127
weicqtuo.www.lzu.com.    IN    A    159.94.192.173
ewkftixn.www.lzu.com.    IN    A    35.20.245.68
wxcqdpma.www.lzu.com.    IN    A    54.63.206.56
igcpmxwa.www.lzu.com.    IN    A    124.110.34.190
nmrhukxa.www.lzu.com.    IN    A    100.119.108.72
rgeukodm.www.lzu.com.    IN    A    125.216.7.132
ycnspewi.www.lzu.com.    IN    A    167.23.224.22
gmdayjes.www.lzu.com.    IN    A    108.194.171.94
niumdgqf.www.lzu.com.    IN    A    199.123.212.197
mldgtoxe.www.lzu.com.    IN    A    76.221.57.217
uvtlqoxk.www.lzu.com.    IN    A    93.174.78.89
jutdkosp.www.lzu.com.    IN    A    134.33.228.136
rdcaequj.www.lzu.com.    IN    A    70.242.249.180
yxjathcr.www.lzu.com.    IN    A    80.106.170.222
stbrdpqn.www.lzu.com.    IN    A    150.19.29.111
nkxocdpb.www.lzu.com.    IN    A    185.252.51.193
mvkftoiq.www.lzu.com.    IN    A    174.112.158.152
pkwasgxl.www.lzu.com.    IN    A    255.224.73.31
scjxlfmv.www.lzu.com.    IN    A    129.14.37.113
fcenpjmg.www.lzu.com.    IN    A    195.104.88.45
bxwlpimk.www.lzu.com.    IN    A    205.156.153.80
mqojbhxn.www.lzu.com.    IN    A    206.109.218.119
nslpciuv.www.lzu.com.    IN    A    59.127.86.102
oedhmvpr.www.lzu.com.    IN    A    63.78.112.176
xucenpgo.www.lzu.com.    IN    A    100.119.135.186
kxwprioe.www.lzu.com.    IN    A    30.136.2.0
ebuxcmdt.www.lzu.com.    IN    A    62.223.180.27
mshdjvpb.www.lzu.com.    IN    A    155.49.45.6
cwvbgphf.www.lzu.com.    IN    A    16.44.12.9
hfnmiyux.www.lzu.com.    IN    A    177.122.169.0
teunakod.www.lzu.com.    IN    A    148.241.189.225
cgfmthel.www.lzu.com.    IN    A    62.60.223.164
moblyuix.www.lzu.com.    IN    A    255.244.232.113
slxuqtca.www.lzu.com.    IN    A    124.166.134.12
pledosfr.www.lzu.com.    IN    A    46.172.199.111
qclxsvea.www.lzu.com.    IN    A    70.29.117.3
ngvuxhpr.www.lzu.com.    IN    A    30.217.12.62
rvoeiykx.www.lzu.com.    IN    A    111.107.235.42
gvlmdiwp.www.lzu.com.    IN    A    108.99.12.131
mefsodlj.www.lzu.com.    IN    A    9.79.3.135
dxsgjlou.www.lzu.com.    IN    A    233.23.192.86
pgyudxms.www.lzu.com.    IN    A    135.164.182.156
dnjobfxg.www.lzu.com.    IN    A    132.229.99.167
rgbvcoxf.www.lzu.com.    IN    A    120.135.115.171
kaoesgvi.www.lzu.com.    IN    A    161.38.62.52
xehgmtbd.www.lzu.com.    IN    A    161.23.114.169
hlpgfnri.www.lzu.com.    IN    A    165.149.182.209
islyeupn.www.lzu.com.    IN    A    24.118.147.175
iblrdwha.www.lzu.com.    IN    A    180.217.217.4
smgilcna.www.lzu.com.    IN    A    109.185.15.208
kpqfsmng.www.lzu.com.    IN    A    242.109.159.142
hilwcmgj.www.lzu.com.    IN    A    210.136.223.141
xjylftnb.www.lzu.com.    IN    A    216.29.252.55
scgoldrn.www.lzu.com.    IN    A    128.81.38.246
vkqxabgu.www.lzu.com.    IN    A    2.136.115.243
vgjbirlq.www.lzu.com.    IN    A    101.226.175.221
spaovitq.www.lzu.com.    IN    A    163.47.254.235
clqwidkb.www.lzu.com.    IN    A    228.154.138.5
yljnqhwx.www.lzu.com.    IN    A    87.255.228.22
amwcjehr.www.lzu.com.    IN    A    151.216.172.212
hjaeqmpf.www.lzu.com.    IN    A    18.228.130.63
xtsdnafr.www.lzu.com.    IN    A    56.25.198.113
xvtudlek.www.lzu.com.    IN    A    14.244.246.143
ljuhmwdb.www.lzu.com.    IN    A    8.161.45.6
drhesjtm.www.lzu.com.    IN    A    244.229.200.76
ilrajfcp.www.lzu.com.    IN    A    190.230.100.76
qfvorlgt.www.lzu.com.    IN    A    5.236.208.69
