www.whu.com. 	14400	IN	SOA	ns1.www.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
www.whu.com.		    IN	NS ns1.www.whu.com.
xonmldtv.www.whu.com.    IN    A    46.136.38.171
hsgwryvm.www.whu.com.    IN    A    231.56.206.18
hpbfsxdo.www.whu.com.    IN    A    80.238.161.125
jbelatrw.www.whu.com.    IN    A    62.137.151.238
ucmsfovk.www.whu.com.    IN    A    161.83.66.145
dygbhvir.www.whu.com.    IN    A    174.230.154.128
ktydgfan.www.whu.com.    IN    A    4.109.251.107
gvuacefj.www.whu.com.    IN    A    144.100.209.23
dcxjfntv.www.whu.com.    IN    A    104.117.237.148
wauibslf.www.whu.com.    IN    A    113.66.184.105
olxjvnsd.www.whu.com.    IN    A    136.113.14.85
hkgabnyd.www.whu.com.    IN    A    22.138.147.252
shedgqyo.www.whu.com.    IN    A    16.129.206.120
mnbaivpw.www.whu.com.    IN    A    141.109.164.11
jpqbtlvn.www.whu.com.    IN    A    238.76.69.51
cjuyidne.www.whu.com.    IN    A    125.232.249.185
gnkeupsb.www.whu.com.    IN    A    49.143.51.42
ketqbcwd.www.whu.com.    IN    A    68.122.231.112
foxewihc.www.whu.com.    IN    A    49.123.2.119
dnqafeij.www.whu.com.    IN    A    222.151.103.232
trvnblqw.www.whu.com.    IN    A    151.193.80.114
draucjhw.www.whu.com.    IN    A    249.207.15.117
ulkodxjv.www.whu.com.    IN    A    200.95.204.189
eihmaubp.www.whu.com.    IN    A    187.174.232.101
bajkulwc.www.whu.com.    IN    A    52.169.243.58
jrawmhbe.www.whu.com.    IN    A    140.249.56.191
utibjrlx.www.whu.com.    IN    A    179.182.57.205
tilhgsef.www.whu.com.    IN    A    202.49.121.39
gsehxufd.www.whu.com.    IN    A    214.5.46.246
vfdwimgx.www.whu.com.    IN    A    199.177.152.171
jlwqpcvr.www.whu.com.    IN    A    192.247.206.218
whgilcqk.www.whu.com.    IN    A    207.73.206.175
jiqynrma.www.whu.com.    IN    A    151.130.45.153
xkfesdol.www.whu.com.    IN    A    96.23.179.152
jilsceof.www.whu.com.    IN    A    253.253.129.236
lrtafeqs.www.whu.com.    IN    A    149.104.169.29
oijepkrl.www.whu.com.    IN    A    173.249.76.140
yrsafjxc.www.whu.com.    IN    A    77.143.176.113
knvdhipo.www.whu.com.    IN    A    100.191.168.93
ylpfcbrq.www.whu.com.    IN    A    146.118.152.147
yrhnlcau.www.whu.com.    IN    A    4.176.100.22
boqkftdp.www.whu.com.    IN    A    7.199.17.242
sdyqhibf.www.whu.com.    IN    A    198.86.33.175
dfmhsvlw.www.whu.com.    IN    A    199.95.151.47
ervmnoaq.www.whu.com.    IN    A    31.246.92.163
tjauwsyi.www.whu.com.    IN    A    20.31.241.76
cordymih.www.whu.com.    IN    A    117.245.171.113
pyqfemgk.www.whu.com.    IN    A    153.65.179.73
vuxfmjcl.www.whu.com.    IN    A    182.110.228.4
csjbnoue.www.whu.com.    IN    A    94.218.82.30
nidhqwje.www.whu.com.    IN    A    247.56.48.176
fcvdnxbq.www.whu.com.    IN    A    205.141.174.7
hctmajed.www.whu.com.    IN    A    153.80.30.76
wjmlxite.www.whu.com.    IN    A    14.238.192.199
rnmkgico.www.whu.com.    IN    A    222.68.252.136
kahmnlpx.www.whu.com.    IN    A    21.1.25.202
chfvjqlu.www.whu.com.    IN    A    203.206.212.163
hjkyvubf.www.whu.com.    IN    A    255.93.64.168
warxymlu.www.whu.com.    IN    A    235.98.205.108
wnsaryoi.www.whu.com.    IN    A    37.42.28.72
ohcuesip.www.whu.com.    IN    A    29.240.245.122
kgvjxpqf.www.whu.com.    IN    A    107.225.194.179
ybgtmcnk.www.whu.com.    IN    A    17.25.73.135
cfbtwmas.www.whu.com.    IN    A    162.105.118.1
rmtfdvil.www.whu.com.    IN    A    152.94.194.69
oatxhlbg.www.whu.com.    IN    A    238.239.137.88
psoauhiv.www.whu.com.    IN    A    164.34.68.71
eshpayil.www.whu.com.    IN    A    216.195.125.29
nmrvlicp.www.whu.com.    IN    A    97.205.194.129
duinraoe.www.whu.com.    IN    A    148.134.210.152
ftlmruek.www.whu.com.    IN    A    92.227.117.29
vcaqgtyl.www.whu.com.    IN    A    156.67.174.52
ygpmstqw.www.whu.com.    IN    A    143.67.60.236
owgynpvj.www.whu.com.    IN    A    111.208.59.76
lahwcrmu.www.whu.com.    IN    A    187.247.138.63
hqkdajti.www.whu.com.    IN    A    192.154.186.184
sbofpnwt.www.whu.com.    IN    A    97.151.233.134
efhxmyla.www.whu.com.    IN    A    90.182.44.39
epolmrqx.www.whu.com.    IN    A    226.187.24.226
xfgyuiko.www.whu.com.    IN    A    43.234.198.241
qyrjuhev.www.whu.com.    IN    A    174.248.117.230
dxvmsqwh.www.whu.com.    IN    A    180.105.189.170
pfsjvkge.www.whu.com.    IN    A    40.123.195.59
abjwsqgo.www.whu.com.    IN    A    148.66.159.46
pliqynmt.www.whu.com.    IN    A    79.17.179.254
ljiryghp.www.whu.com.    IN    A    212.161.165.61
dowtcnlm.www.whu.com.    IN    A    26.213.149.214
coetnwgu.www.whu.com.    IN    A    184.123.120.140
ixgsrtkb.www.whu.com.    IN    A    75.96.6.233
rdwqvfbu.www.whu.com.    IN    A    176.216.44.50
cgsfwoxk.www.whu.com.    IN    A    143.116.114.128
oasklphc.www.whu.com.    IN    A    3.193.178.113
criogemy.www.whu.com.    IN    A    171.92.16.89
bnfrikqo.www.whu.com.    IN    A    88.224.252.208
bnmiqjhy.www.whu.com.    IN    A    66.189.225.98
ofqubrgm.www.whu.com.    IN    A    224.51.6.187
tnwdkvlf.www.whu.com.    IN    A    107.21.171.246
osqvpkdw.www.whu.com.    IN    A    101.177.147.113
semwlrnc.www.whu.com.    IN    A    64.221.235.90
rkhmwqla.www.whu.com.    IN    A    184.225.170.160
dwglehav.www.whu.com.    IN    A    131.79.105.107
ngsqhkau.www.whu.com.    IN    A    103.198.192.228
uhkjcabg.www.whu.com.    IN    A    193.55.130.12
roiplbyf.www.whu.com.    IN    A    22.198.127.31
fighrsto.www.whu.com.    IN    A    27.232.129.113
hscqxvnj.www.whu.com.    IN    A    10.186.179.132
erxdfily.www.whu.com.    IN    A    94.126.158.24
pdbjioch.www.whu.com.    IN    A    151.197.234.31
ghwnrpsq.www.whu.com.    IN    A    219.221.67.121
alqkyumo.www.whu.com.    IN    A    12.18.70.202
incvfwjr.www.whu.com.    IN    A    117.218.231.39
pyldeonh.www.whu.com.    IN    A    117.171.239.75
beogchxf.www.whu.com.    IN    A    220.113.150.190
rcewhipk.www.whu.com.    IN    A    218.208.60.93
ghoxwjyr.www.whu.com.    IN    A    180.251.147.39
oajehpbs.www.whu.com.    IN    A    243.59.52.126
gfodpnqt.www.whu.com.    IN    A    93.135.180.222
wgxnokqs.www.whu.com.    IN    A    203.181.128.30
gmwrqyth.www.whu.com.    IN    A    62.224.225.229
gomrxsve.www.whu.com.    IN    A    15.48.214.111
ksornhit.www.whu.com.    IN    A    32.167.236.227
cteoriaf.www.whu.com.    IN    A    224.105.38.249
mbiwoauq.www.whu.com.    IN    A    136.77.182.183
bedotwir.www.whu.com.    IN    A    176.163.29.219
ewcjiysa.www.whu.com.    IN    A    217.151.129.115
uwiesycp.www.whu.com.    IN    A    119.49.213.59
cogxbake.www.whu.com.    IN    A    91.152.182.243
nilwjads.www.whu.com.    IN    A    89.184.136.74
eucsrhwo.www.whu.com.    IN    A    51.186.202.43
jebfialy.www.whu.com.    IN    A    152.118.220.1
yuakvqdj.www.whu.com.    IN    A    23.138.40.231
udjabcvs.www.whu.com.    IN    A    42.88.24.217
epxlkjmh.www.whu.com.    IN    A    38.32.65.172
grtjhpfi.www.whu.com.    IN    A    182.99.183.145
wfcdmnsu.www.whu.com.    IN    A    124.170.239.220
xskqcvyo.www.whu.com.    IN    A    115.250.170.178
vupgseyi.www.whu.com.    IN    A    202.253.35.189
bienhwyl.www.whu.com.    IN    A    251.150.229.94
esawipot.www.whu.com.    IN    A    0.82.153.69
uqfcbwte.www.whu.com.    IN    A    216.120.46.111
doycghls.www.whu.com.    IN    A    85.37.133.22
sibdtqkp.www.whu.com.    IN    A    130.181.189.86
ctkawgdh.www.whu.com.    IN    A    113.40.174.92
clribeyk.www.whu.com.    IN    A    44.248.131.170
etickyup.www.whu.com.    IN    A    118.42.24.207
fxcqlupk.www.whu.com.    IN    A    49.158.14.102
fqijoxul.www.whu.com.    IN    A    17.236.141.74
nopdefiy.www.whu.com.    IN    A    39.98.50.125
wrgkfheu.www.whu.com.    IN    A    112.122.151.186
pdulhjoe.www.whu.com.    IN    A    63.133.176.212
qlbmnkjg.www.whu.com.    IN    A    102.161.133.149
pnuivexb.www.whu.com.    IN    A    202.214.25.153
mghvfedj.www.whu.com.    IN    A    138.76.16.92
lkdsbntp.www.whu.com.    IN    A    47.88.160.184
bxijdfst.www.whu.com.    IN    A    188.66.188.136
irnylvoe.www.whu.com.    IN    A    96.38.243.26
skahlmuj.www.whu.com.    IN    A    247.64.23.101
jcygtevb.www.whu.com.    IN    A    51.161.29.168
kxfiuahq.www.whu.com.    IN    A    235.33.157.155
pvurhkao.www.whu.com.    IN    A    89.158.129.231
lkdjtqax.www.whu.com.    IN    A    136.18.163.77
bpcainov.www.whu.com.    IN    A    230.42.4.15
ekljyfpo.www.whu.com.    IN    A    27.145.198.117
aqbvprjc.www.whu.com.    IN    A    93.43.187.76
yqpsdcal.www.whu.com.    IN    A    253.238.127.225
kvofnxhe.www.whu.com.    IN    A    187.14.43.9
fnqwiljg.www.whu.com.    IN    A    56.17.124.101
ihvnlkdx.www.whu.com.    IN    A    21.217.245.14
kprofdsj.www.whu.com.    IN    A    28.249.111.239
reqiadkg.www.whu.com.    IN    A    43.24.203.198
jyidtbwg.www.whu.com.    IN    A    198.152.105.122
ngrbpfhe.www.whu.com.    IN    A    176.43.14.202
ckytdgqf.www.whu.com.    IN    A    66.224.20.47
fdhopske.www.whu.com.    IN    A    219.124.108.71
usbtlexc.www.whu.com.    IN    A    185.119.52.88
cxedwran.www.whu.com.    IN    A    229.147.111.111
cnyqgmbu.www.whu.com.    IN    A    189.228.148.135
payneirk.www.whu.com.    IN    A    97.115.106.80
xstiaykw.www.whu.com.    IN    A    144.68.131.136
tdaroeyq.www.whu.com.    IN    A    68.112.228.146
ltdqmcer.www.whu.com.    IN    A    110.78.220.146
lxmavtwh.www.whu.com.    IN    A    211.203.62.47
ufichegk.www.whu.com.    IN    A    213.103.79.80
oypflhjb.www.whu.com.    IN    A    78.15.30.171
rckdxmql.www.whu.com.    IN    A    245.232.52.23
apwxekjq.www.whu.com.    IN    A    125.214.204.222
yxthqgks.www.whu.com.    IN    A    135.231.144.233
ygnrtkwu.www.whu.com.    IN    A    194.59.112.89
poxdeqvt.www.whu.com.    IN    A    213.33.206.75
esplrynj.www.whu.com.    IN    A    144.111.190.149
rilkqxwc.www.whu.com.    IN    A    8.22.254.118
udqlrpxv.www.whu.com.    IN    A    112.162.92.93
eylwsdab.www.whu.com.    IN    A    234.107.21.234
dswtklgh.www.whu.com.    IN    A    27.3.16.231
musfbiqa.www.whu.com.    IN    A    147.230.107.194
qsxwopie.www.whu.com.    IN    A    171.46.105.246
yxcuhowm.www.whu.com.    IN    A    187.225.232.158
ypfkeolw.www.whu.com.    IN    A    50.189.54.89
rqyvhcuj.www.whu.com.    IN    A    218.103.138.24
uwnfiaet.www.whu.com.    IN    A    30.119.55.233
qxntlmre.www.whu.com.    IN    A    0.226.99.218
vctpibuo.www.whu.com.    IN    A    219.18.188.55
seuxbadc.www.whu.com.    IN    A    151.86.161.11
figdkxha.www.whu.com.    IN    A    92.58.179.109
ufywgxhn.www.whu.com.    IN    A    122.43.214.38
tbclsgde.www.whu.com.    IN    A    176.155.237.158
amnpqfou.www.whu.com.    IN    A    25.144.15.254
rsnblapj.www.whu.com.    IN    A    197.58.16.164
opqujhfd.www.whu.com.    IN    A    199.135.79.58
tjrdmngf.www.whu.com.    IN    A    107.93.136.222
hdcgusyf.www.whu.com.    IN    A    108.91.94.226
kuhwplxe.www.whu.com.    IN    A    35.251.69.2
smuedbil.www.whu.com.    IN    A    133.162.204.226
aqwiejkd.www.whu.com.    IN    A    85.201.46.186
tgmvxael.www.whu.com.    IN    A    97.50.138.180
rfvjlkqt.www.whu.com.    IN    A    20.112.63.70
owedysik.www.whu.com.    IN    A    91.227.55.229
arxlbvnu.www.whu.com.    IN    A    58.108.247.146
otfyhjwm.www.whu.com.    IN    A    151.128.240.156
sfaweybk.www.whu.com.    IN    A    101.218.25.233
qsryukic.www.whu.com.    IN    A    40.74.202.58
fbxnijkg.www.whu.com.    IN    A    77.19.112.222
vlapqefg.www.whu.com.    IN    A    110.224.22.2
hianbslu.www.whu.com.    IN    A    22.55.19.135
thsgxvad.www.whu.com.    IN    A    75.38.126.1
ioajtbkr.www.whu.com.    IN    A    45.99.247.231
yfsghjbm.www.whu.com.    IN    A    119.13.105.188
bitxkafw.www.whu.com.    IN    A    56.31.43.49
qbyrdocj.www.whu.com.    IN    A    91.98.215.195
kwidbqhp.www.whu.com.    IN    A    140.127.212.34
ixucojyp.www.whu.com.    IN    A    54.241.238.36
timrxuav.www.whu.com.    IN    A    217.189.57.205
wtlxgjpv.www.whu.com.    IN    A    221.107.166.138
iqunbjsc.www.whu.com.    IN    A    171.161.28.73
lchbdjno.www.whu.com.    IN    A    230.23.209.43
stgubqhv.www.whu.com.    IN    A    178.38.211.64
hribsmut.www.whu.com.    IN    A    180.180.7.3
prfhawvs.www.whu.com.    IN    A    167.126.52.113
iftdnqsk.www.whu.com.    IN    A    254.110.147.251
tqnpgmdi.www.whu.com.    IN    A    3.150.32.116
wovkxltd.www.whu.com.    IN    A    129.76.165.128
jnhqsavf.www.whu.com.    IN    A    172.241.152.28
wnlqecsk.www.whu.com.    IN    A    140.197.40.59
ipohresy.www.whu.com.    IN    A    170.22.245.65
bgedowxc.www.whu.com.    IN    A    163.102.7.199
smetcxih.www.whu.com.    IN    A    190.132.249.221
fjdlvneg.www.whu.com.    IN    A    218.43.153.164
omjtwapy.www.whu.com.    IN    A    31.195.47.69
fthikpsr.www.whu.com.    IN    A    176.118.222.219
cjipbmdk.www.whu.com.    IN    A    11.215.3.60
kxjcuort.www.whu.com.    IN    A    178.201.61.53
hcdinkwe.www.whu.com.    IN    A    112.15.224.105
cgqituyb.www.whu.com.    IN    A    229.175.10.115
mfdrqevl.www.whu.com.    IN    A    160.208.217.166
uqensgvb.www.whu.com.    IN    A    35.48.59.68
tvpdflrn.www.whu.com.    IN    A    155.228.253.165
qxvnypkt.www.whu.com.    IN    A    225.46.67.202
ijwpelyq.www.whu.com.    IN    A    203.179.21.78
pqcibgrj.www.whu.com.    IN    A    94.179.170.41
bxdlemch.www.whu.com.    IN    A    208.137.115.151
nuhtergo.www.whu.com.    IN    A    111.78.45.126
fiqdnlyp.www.whu.com.    IN    A    105.107.50.204
blkdsgno.www.whu.com.    IN    A    180.139.121.154
erymsdwv.www.whu.com.    IN    A    225.137.17.230
kyfiabjw.www.whu.com.    IN    A    246.1.243.31
fskdhcwl.www.whu.com.    IN    A    105.89.130.109
gnjremfv.www.whu.com.    IN    A    64.195.83.189
dgwslhya.www.whu.com.    IN    A    18.110.4.54
dhkmbpiq.www.whu.com.    IN    A    10.174.166.31
egoapkcm.www.whu.com.    IN    A    242.119.13.133
ptehqxco.www.whu.com.    IN    A    88.185.100.11
kbgmnjpv.www.whu.com.    IN    A    233.205.100.68
bxymofui.www.whu.com.    IN    A    53.210.73.191
ydikeasr.www.whu.com.    IN    A    190.54.32.123
gkjmespd.www.whu.com.    IN    A    83.70.0.163
yohetxna.www.whu.com.    IN    A    238.148.19.77
lgsmokdj.www.whu.com.    IN    A    139.71.64.12
emwdubry.www.whu.com.    IN    A    61.159.44.55
wqbdufte.www.whu.com.    IN    A    14.165.173.98
cpwkadmt.www.whu.com.    IN    A    176.252.194.19
pjentcgr.www.whu.com.    IN    A    63.228.11.17
jfbhygcp.www.whu.com.    IN    A    76.124.203.43
xhbnkivm.www.whu.com.    IN    A    174.157.178.230
cwvmpxkg.www.whu.com.    IN    A    100.12.242.82
hisexkrt.www.whu.com.    IN    A    84.54.151.21
duybjcfe.www.whu.com.    IN    A    29.57.203.56
ekwxvqgm.www.whu.com.    IN    A    184.16.133.137
yrvmktjl.www.whu.com.    IN    A    194.173.72.93
oihqkldr.www.whu.com.    IN    A    246.203.133.110
cyuvhweq.www.whu.com.    IN    A    226.214.144.195
kspmrqou.www.whu.com.    IN    A    182.222.221.242
qwsltdkm.www.whu.com.    IN    A    104.164.1.158
vecgsjqh.www.whu.com.    IN    A    109.27.87.96
efclomgi.www.whu.com.    IN    A    123.167.0.131
wcofvanr.www.whu.com.    IN    A    248.118.32.103
xaqypbwu.www.whu.com.    IN    A    211.19.193.159
jvqcrhio.www.whu.com.    IN    A    195.2.156.220
aqikndeh.www.whu.com.    IN    A    147.244.177.249
wrleiatj.www.whu.com.    IN    A    37.64.221.137
tcsbqemk.www.whu.com.    IN    A    134.170.237.83
foqeshnr.www.whu.com.    IN    A    158.146.229.130
hjlsmank.www.whu.com.    IN    A    37.51.120.229
jmsdfcie.www.whu.com.    IN    A    136.155.212.86
cjyxpamd.www.whu.com.    IN    A    75.231.216.233
fyjwgspc.www.whu.com.    IN    A    16.188.90.225
drcesjtg.www.whu.com.    IN    A    38.1.181.126
cajlwmqh.www.whu.com.    IN    A    175.178.74.78
lvdshwfo.www.whu.com.    IN    A    202.213.248.7
sgknxdpu.www.whu.com.    IN    A    64.118.29.255
lnvhxtpk.www.whu.com.    IN    A    104.248.7.20
axfomgsh.www.whu.com.    IN    A    236.121.135.107
scjwfhqu.www.whu.com.    IN    A    90.151.134.159
efgwxmcd.www.whu.com.    IN    A    227.170.154.47
wbnegdfh.www.whu.com.    IN    A    44.224.114.21
omyjudgt.www.whu.com.    IN    A    30.178.5.49
vwijlphq.www.whu.com.    IN    A    20.79.130.142
eynrcids.www.whu.com.    IN    A    236.226.128.223
naisphuo.www.whu.com.    IN    A    29.164.167.231
hlpdjrts.www.whu.com.    IN    A    78.93.2.156
wrpxonvb.www.whu.com.    IN    A    54.148.30.5
fqowbhyj.www.whu.com.    IN    A    74.200.181.214
fixenwqk.www.whu.com.    IN    A    188.125.45.131
egqxahfo.www.whu.com.    IN    A    137.74.95.48
tjkomfse.www.whu.com.    IN    A    247.99.50.15
lsrxjavp.www.whu.com.    IN    A    162.89.181.48
kmesiyga.www.whu.com.    IN    A    43.126.92.242
tpoghyjm.www.whu.com.    IN    A    139.32.217.28
sngprtkb.www.whu.com.    IN    A    241.254.0.236
cudpmsow.www.whu.com.    IN    A    138.22.172.40
adbkfryt.www.whu.com.    IN    A    74.221.32.170
ctjwgbiq.www.whu.com.    IN    A    203.130.7.126
iqkjbmde.www.whu.com.    IN    A    106.219.34.100
iacyfsqd.www.whu.com.    IN    A    204.205.147.35
rfvbkodq.www.whu.com.    IN    A    78.251.105.20
ivnmxrgs.www.whu.com.    IN    A    70.64.82.212
myjfoled.www.whu.com.    IN    A    225.65.241.142
malwtxse.www.whu.com.    IN    A    103.206.249.6
wvjlefix.www.whu.com.    IN    A    250.193.74.117
dhtnmlew.www.whu.com.    IN    A    127.196.9.58
hajvfrtk.www.whu.com.    IN    A    211.33.176.168
qlstpwuv.www.whu.com.    IN    A    134.48.123.187
monbvjre.www.whu.com.    IN    A    206.242.241.67
svyadcup.www.whu.com.    IN    A    20.129.117.252
vqldpjoe.www.whu.com.    IN    A    213.0.253.143
jdainbgf.www.whu.com.    IN    A    10.190.59.161
mvpylhde.www.whu.com.    IN    A    35.108.252.254
jybdglnx.www.whu.com.    IN    A    237.83.249.125
adjqnhpi.www.whu.com.    IN    A    220.157.98.45
vgtxbnwd.www.whu.com.    IN    A    218.170.128.44
htekuwmb.www.whu.com.    IN    A    219.36.133.46
wekuopyx.www.whu.com.    IN    A    214.32.199.19
saomrvnk.www.whu.com.    IN    A    216.91.181.237
npqfihaw.www.whu.com.    IN    A    161.19.47.46
mfvdbeok.www.whu.com.    IN    A    16.93.108.251
kujxhntl.www.whu.com.    IN    A    71.116.35.46
bnhwioaq.www.whu.com.    IN    A    122.136.8.53
gtvequsk.www.whu.com.    IN    A    101.237.78.216
agsfjtvd.www.whu.com.    IN    A    67.246.150.40
cbnrkxyg.www.whu.com.    IN    A    52.238.209.106
jwkblcxn.www.whu.com.    IN    A    244.130.254.36
bajpikhq.www.whu.com.    IN    A    49.72.252.229
qhbitxlm.www.whu.com.    IN    A    44.1.133.170
hsklupqv.www.whu.com.    IN    A    0.123.115.159
tpqvuywo.www.whu.com.    IN    A    151.45.179.147
lubedtnw.www.whu.com.    IN    A    4.201.233.94
ugjctyix.www.whu.com.    IN    A    33.177.109.184
tpxbchro.www.whu.com.    IN    A    105.217.124.224
rbugnodk.www.whu.com.    IN    A    35.15.94.219
mygxupli.www.whu.com.    IN    A    62.65.102.217
tykfvswl.www.whu.com.    IN    A    178.95.61.121
hmwjlidt.www.whu.com.    IN    A    93.163.174.237
ocwbkvnr.www.whu.com.    IN    A    0.18.46.58
qwxegyhc.www.whu.com.    IN    A    97.242.75.242
hgexycnq.www.whu.com.    IN    A    32.60.108.100
emantihs.www.whu.com.    IN    A    114.82.205.146
wdeflrup.www.whu.com.    IN    A    226.213.202.15
buldotpa.www.whu.com.    IN    A    47.145.232.222
elrwqcvb.www.whu.com.    IN    A    69.90.231.20
crxealnf.www.whu.com.    IN    A    0.201.156.116
hfrtvauc.www.whu.com.    IN    A    249.58.39.63
jtwoyhvn.www.whu.com.    IN    A    99.141.80.150
oisrmqxy.www.whu.com.    IN    A    46.186.117.169
tedyqoka.www.whu.com.    IN    A    154.157.144.219
timxhple.www.whu.com.    IN    A    70.83.168.216
pckgalyd.www.whu.com.    IN    A    32.187.122.34
mqjedgcv.www.whu.com.    IN    A    11.193.105.127
mthqvbfr.www.whu.com.    IN    A    194.184.104.133
hetdjfil.www.whu.com.    IN    A    110.96.135.35
nvorsmdf.www.whu.com.    IN    A    190.124.112.74
igoclmsq.www.whu.com.    IN    A    199.213.192.165
aemdfqto.www.whu.com.    IN    A    17.22.75.157
oephvtjy.www.whu.com.    IN    A    182.178.49.143
lxqwmfvy.www.whu.com.    IN    A    228.26.134.80
kcmstdhe.www.whu.com.    IN    A    8.229.175.46
fvrgkoqx.www.whu.com.    IN    A    11.83.90.78
escykbal.www.whu.com.    IN    A    10.253.37.188
esuojdcf.www.whu.com.    IN    A    110.176.139.82
cxyrakbf.www.whu.com.    IN    A    104.184.187.60
xchiarjw.www.whu.com.    IN    A    170.160.204.238
rumickfg.www.whu.com.    IN    A    27.184.245.67
tadhsuqp.www.whu.com.    IN    A    151.234.3.128
vxrsyuhj.www.whu.com.    IN    A    26.121.28.133
dqjgnsme.www.whu.com.    IN    A    4.213.158.127
svbygjwm.www.whu.com.    IN    A    21.0.113.56
obepjvci.www.whu.com.    IN    A    117.194.27.187
iwdoqbxm.www.whu.com.    IN    A    226.48.70.127
