; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR xmu.com. @ns2.xmu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
xmu.com.			      14400 IN NS	ns1.xmu.com.
ns1.xmu.com.			      14400 IN A	10.166.21.12

www.xmu.com.		      14400 IN NS	ns1.www.xmu.com.
ns1.www.xmu.com.		      14400 IN A		10.166.21.13

informatics.xmu.com.		      14400 IN NS	ns1.informatics.xmu.com.
ns1.informatics.xmu.com.		      14400 IN A		10.166.21.14

sm.xmu.com.		      14400 IN NS	ns1.sm.xmu.com.
ns1.sm.xmu.com.		      14400 IN A		10.166.21.15

xmu.com.			      14400 IN MX	10 smtp.xmu.edu.
xmu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
eotdvufp.xmu.com.        IN    A    123.86.222.26
mgrihcyp.xmu.com.        IN    A    12.198.24.169
audqvbjn.xmu.com.        IN    A    174.168.109.60
veabmlut.xmu.com.        IN    A    81.219.90.128
lwfbqvrc.xmu.com.        IN    A    144.220.146.227
qwjgusve.xmu.com.        IN    A    251.61.153.205
oafxkgih.xmu.com.        IN    A    117.42.52.116
hxoekndb.xmu.com.        IN    A    72.15.136.209
txgrifbv.xmu.com.        IN    A    169.153.202.205
evfkaymh.xmu.com.        IN    A    88.157.236.64
wprnjhma.xmu.com.        IN    A    34.159.132.95
qntclxwf.xmu.com.        IN    A    211.36.115.57
shqwdxib.xmu.com.        IN    A    56.77.191.205
yhrgnvti.xmu.com.        IN    A    28.121.3.34
bmtheukv.xmu.com.        IN    A    228.85.48.248
qjaxbkiv.xmu.com.        IN    A    110.27.128.193
xabtcgop.xmu.com.        IN    A    218.140.74.32
vfxygsda.xmu.com.        IN    A    209.198.220.51
mloixnhf.xmu.com.        IN    A    236.68.2.253
daqvjmye.xmu.com.        IN    A    165.165.32.119
fpnyewcr.xmu.com.        IN    A    118.53.69.254
rfbxqkdo.xmu.com.        IN    A    255.42.255.91
btsrhekn.xmu.com.        IN    A    104.229.239.119
wmpbkhts.xmu.com.        IN    A    202.2.179.8
rqdnkyop.xmu.com.        IN    A    38.223.45.234
wivnrlae.xmu.com.        IN    A    192.67.77.101
dgbikuxv.xmu.com.        IN    A    141.27.66.135
iljecmvr.xmu.com.        IN    A    41.156.58.49
apotsicv.xmu.com.        IN    A    30.38.59.253
muhvpflb.xmu.com.        IN    A    225.176.210.113
uxpyrqnw.xmu.com.        IN    A    166.17.85.163
foactelh.xmu.com.        IN    A    1.231.80.195
iysphmru.xmu.com.        IN    A    154.235.136.242
fpkmhjwd.xmu.com.        IN    A    223.241.23.159
asciqtpg.xmu.com.        IN    A    148.112.49.243
dxehpitc.xmu.com.        IN    A    84.26.189.191
oprkvdyt.xmu.com.        IN    A    91.154.168.102
ptwngifk.xmu.com.        IN    A    155.5.231.168
rnlhtegp.xmu.com.        IN    A    71.241.72.234
yiqesgrm.xmu.com.        IN    A    63.159.148.59
tjfmlvoh.xmu.com.        IN    A    136.102.236.1
qjmgfdsc.xmu.com.        IN    A    113.17.214.226
twhcbnuf.xmu.com.        IN    A    44.138.0.85
pahrjinx.xmu.com.        IN    A    54.47.227.4
ugboidty.xmu.com.        IN    A    144.103.64.100
iowbvuth.xmu.com.        IN    A    122.28.134.237
hnrpqvum.xmu.com.        IN    A    142.173.207.196
fgucavdj.xmu.com.        IN    A    84.190.207.151
dyfwaltm.xmu.com.        IN    A    252.48.237.219
nsdjoqgr.xmu.com.        IN    A    83.81.207.22
hrdlsmxe.xmu.com.        IN    A    73.243.182.241
femcwgan.xmu.com.        IN    A    170.202.156.219
bjpiemko.xmu.com.        IN    A    108.11.33.127
imbnuxcq.xmu.com.        IN    A    164.67.247.190
liypwvgd.xmu.com.        IN    A    156.237.86.224
bayuirtg.xmu.com.        IN    A    15.151.33.241
nyqpgjbf.xmu.com.        IN    A    66.190.115.5
marvhtqo.xmu.com.        IN    A    253.83.134.226
ekwbhagq.xmu.com.        IN    A    33.67.251.172
lyixfpbh.xmu.com.        IN    A    58.203.193.142
dpwmuvgc.xmu.com.        IN    A    103.187.213.83
kujrocen.xmu.com.        IN    A    188.31.178.53
ivbseuyt.xmu.com.        IN    A    28.41.24.253
txbumykd.xmu.com.        IN    A    203.211.94.71
brdnjgwl.xmu.com.        IN    A    172.45.26.32
ohtyvkrx.xmu.com.        IN    A    90.181.44.184
afthgmnk.xmu.com.        IN    A    237.88.32.152
hyxnpwij.xmu.com.        IN    A    25.66.188.186
yqdcfota.xmu.com.        IN    A    185.127.156.111
nubwilqx.xmu.com.        IN    A    239.174.134.71
chrjungp.xmu.com.        IN    A    45.126.235.246
ercobqkp.xmu.com.        IN    A    67.20.246.200
pjcwoyev.xmu.com.        IN    A    96.152.131.24
nhrsdbia.xmu.com.        IN    A    220.157.40.203
ujtpqirk.xmu.com.        IN    A    93.237.215.120
hoyilvrf.xmu.com.        IN    A    30.58.108.247
byhmxdgk.xmu.com.        IN    A    44.239.61.126
qetcsvdx.xmu.com.        IN    A    160.186.120.72
gnmjhqus.xmu.com.        IN    A    108.209.85.209
mhwtcvre.xmu.com.        IN    A    195.37.88.106
pahjrikw.xmu.com.        IN    A    150.8.216.246
pmljneck.xmu.com.        IN    A    212.165.249.234
thdrmkls.xmu.com.        IN    A    143.56.17.121
rcexsnuk.xmu.com.        IN    A    212.175.130.9
lwirboed.xmu.com.        IN    A    81.148.12.106
eimysbnh.xmu.com.        IN    A    212.156.253.148
fwrnpglv.xmu.com.        IN    A    20.61.92.68
rovalswe.xmu.com.        IN    A    16.0.57.197
yvtsjgbo.xmu.com.        IN    A    136.113.86.26
feximcrs.xmu.com.        IN    A    173.66.22.66
hfybusjp.xmu.com.        IN    A    190.55.251.86
jfqmahrb.xmu.com.        IN    A    217.113.148.67
rbomaufp.xmu.com.        IN    A    146.222.144.157
gvxiyuph.xmu.com.        IN    A    215.2.237.60
qditcwrb.xmu.com.        IN    A    155.204.35.243
iasotxub.xmu.com.        IN    A    93.19.37.122
qivhbnjm.xmu.com.        IN    A    150.17.18.249
tifcheod.xmu.com.        IN    A    146.164.109.116
igpqnuhe.xmu.com.        IN    A    154.92.128.253
giynrudf.xmu.com.        IN    A    59.171.0.238
retwoihb.xmu.com.        IN    A    226.4.26.251
aiqbleof.xmu.com.        IN    A    141.198.42.43
nrquwdsl.xmu.com.        IN    A    192.130.160.80
ekuohyqn.xmu.com.        IN    A    27.71.110.183
uxowdgqa.xmu.com.        IN    A    118.239.89.164
smqrchwf.xmu.com.        IN    A    24.99.189.152
tclerwuv.xmu.com.        IN    A    40.120.142.1
afolhxcs.xmu.com.        IN    A    119.97.223.29
wvxkadin.xmu.com.        IN    A    136.115.197.57
qcuwgdtb.xmu.com.        IN    A    239.87.201.93
kafdmlyv.xmu.com.        IN    A    36.150.204.251
hrsltkdp.xmu.com.        IN    A    230.20.103.246
xvhsygjb.xmu.com.        IN    A    254.173.187.203
koeqprma.xmu.com.        IN    A    18.26.228.28
gyjwtebd.xmu.com.        IN    A    112.102.105.226
mfqluktn.xmu.com.        IN    A    42.22.71.25
sbqepmxu.xmu.com.        IN    A    165.25.143.232
somnarcg.xmu.com.        IN    A    230.167.25.148
atvswbng.xmu.com.        IN    A    15.4.143.63
ltjnfqbv.xmu.com.        IN    A    167.132.81.247
pwjgmcnq.xmu.com.        IN    A    105.228.43.203
alyjnbxr.xmu.com.        IN    A    142.55.5.161
whbjpyim.xmu.com.        IN    A    90.195.107.236
kipyurbt.xmu.com.        IN    A    77.78.75.44
sdoriuvc.xmu.com.        IN    A    136.190.154.126
losbvmeg.xmu.com.        IN    A    14.186.165.167
gybcpxur.xmu.com.        IN    A    30.43.245.199
nwparsdm.xmu.com.        IN    A    217.185.51.249
fmlcovnt.xmu.com.        IN    A    7.237.7.103
oguksvme.xmu.com.        IN    A    18.193.144.34
dkegoipq.xmu.com.        IN    A    0.81.219.110
tfchspjk.xmu.com.        IN    A    5.230.22.189
qwypfneu.xmu.com.        IN    A    124.204.161.193
sfoydbcl.xmu.com.        IN    A    69.143.252.5
ashdkrvp.xmu.com.        IN    A    8.245.62.6
rexlgchf.xmu.com.        IN    A    119.0.50.134
gctsxnyf.xmu.com.        IN    A    229.181.160.33
osiqajdm.xmu.com.        IN    A    92.127.228.78
ywifalvx.xmu.com.        IN    A    92.29.95.184
dgseiaxv.xmu.com.        IN    A    200.21.49.229
hywbnrsq.xmu.com.        IN    A    16.233.113.75
ejukilno.xmu.com.        IN    A    101.104.43.93
esacitwm.xmu.com.        IN    A    210.96.183.5
pwgrxtdb.xmu.com.        IN    A    21.182.148.152
rwklbxvp.xmu.com.        IN    A    75.142.181.170
glqbponj.xmu.com.        IN    A    41.74.42.182
hewayobr.xmu.com.        IN    A    212.187.226.122
kfmboijt.xmu.com.        IN    A    73.103.234.50
nsluvtha.xmu.com.        IN    A    127.21.253.188
hlifpjst.xmu.com.        IN    A    108.140.32.206
oiuengpy.xmu.com.        IN    A    252.26.10.136
wqypbnir.xmu.com.        IN    A    242.76.24.150
mokglyex.xmu.com.        IN    A    225.200.207.59
enitqwxd.xmu.com.        IN    A    186.25.15.205
bkitspeg.xmu.com.        IN    A    152.244.229.152
dbyqhaxp.xmu.com.        IN    A    18.2.235.216
disceywq.xmu.com.        IN    A    183.14.123.176
trsmkovj.xmu.com.        IN    A    158.202.229.10
rnwajovq.xmu.com.        IN    A    158.124.23.37
hfriuxjq.xmu.com.        IN    A    218.88.238.178
kpbtmuvi.xmu.com.        IN    A    64.84.27.25
bdgmkqje.xmu.com.        IN    A    161.102.178.171
fuhtcxnk.xmu.com.        IN    A    184.75.49.104
pfrncstb.xmu.com.        IN    A    228.214.33.180
bhdliasr.xmu.com.        IN    A    183.103.169.162
unclikod.xmu.com.        IN    A    144.138.37.16
brespvml.xmu.com.        IN    A    124.118.57.18
sdonqyax.xmu.com.        IN    A    224.251.148.48
sltwxcjf.xmu.com.        IN    A    81.10.228.91
sfthdexj.xmu.com.        IN    A    133.166.222.95
okficgtd.xmu.com.        IN    A    136.158.241.209
xrndjtqc.xmu.com.        IN    A    191.164.14.127
aeiwyxop.xmu.com.        IN    A    179.96.227.70
riwtemou.xmu.com.        IN    A    129.208.254.184
jurnoigy.xmu.com.        IN    A    175.248.42.183
qrmivnla.xmu.com.        IN    A    171.7.219.111
edtmhkrq.xmu.com.        IN    A    151.113.187.146
ryjxmquh.xmu.com.        IN    A    139.180.46.57
bxhqmtuo.xmu.com.        IN    A    31.112.24.70
cahkrgfq.xmu.com.        IN    A    174.108.150.197
xacpwhyt.xmu.com.        IN    A    207.231.225.196
maphueox.xmu.com.        IN    A    222.181.64.57
oyqafuni.xmu.com.        IN    A    175.45.235.63
dfouhepg.xmu.com.        IN    A    138.59.101.73
jivpnref.xmu.com.        IN    A    71.79.32.192
yxuflhbp.xmu.com.        IN    A    96.118.229.182
ulbycvde.xmu.com.        IN    A    163.21.194.148
souwyhmj.xmu.com.        IN    A    91.86.234.229
jaqesgtl.xmu.com.        IN    A    10.155.230.241
mdtxyjlh.xmu.com.        IN    A    176.23.241.76
ajmlhweg.xmu.com.        IN    A    157.67.32.180
fbahrkti.xmu.com.        IN    A    250.237.165.218
swcgtrhu.xmu.com.        IN    A    0.169.185.139
bicvnefr.xmu.com.        IN    A    190.17.242.105
qtfkphaw.xmu.com.        IN    A    125.66.99.208
rjxpkoud.xmu.com.        IN    A    27.47.158.40
bwareojk.xmu.com.        IN    A    162.111.79.205
ibfykmqo.xmu.com.        IN    A    214.204.127.162
yqatpmnd.xmu.com.        IN    A    117.119.32.210
gatepxry.xmu.com.        IN    A    228.174.165.36
aemxruqk.xmu.com.        IN    A    2.59.41.225
ipsqhfex.xmu.com.        IN    A    220.136.171.7
yrpxqdtn.xmu.com.        IN    A    102.144.113.250
tsoqeiml.xmu.com.        IN    A    156.149.75.186
xidqfnwe.xmu.com.        IN    A    128.248.76.222
txlapkgi.xmu.com.        IN    A    84.67.118.155
kgslfvwq.xmu.com.        IN    A    211.5.149.124
qrmopeix.xmu.com.        IN    A    230.74.154.109
rvsplqem.xmu.com.        IN    A    117.227.155.179
xvrtygil.xmu.com.        IN    A    191.85.105.35
bjvlyhpn.xmu.com.        IN    A    167.251.53.236
uwxcrmae.xmu.com.        IN    A    158.194.5.168
acjlingm.xmu.com.        IN    A    115.241.225.208
syhxmqpg.xmu.com.        IN    A    227.178.97.245
wjpfluqh.xmu.com.        IN    A    42.55.48.137
hetjslpq.xmu.com.        IN    A    35.142.55.204
veiauxcn.xmu.com.        IN    A    158.183.114.147
xuimcolf.xmu.com.        IN    A    81.7.172.19
ljydrpot.xmu.com.        IN    A    11.124.90.105
ixamtwsg.xmu.com.        IN    A    160.129.235.159
dnpfwubc.xmu.com.        IN    A    4.90.190.46
ncyrstfm.xmu.com.        IN    A    175.146.32.169
whqmrifv.xmu.com.        IN    A    73.186.229.51
aojgwxdp.xmu.com.        IN    A    92.91.24.98
joqdukyn.xmu.com.        IN    A    192.6.21.118
tyvmxsdk.xmu.com.        IN    A    148.10.174.7
whycnqak.xmu.com.        IN    A    199.208.16.147
rlfpgeau.xmu.com.        IN    A    72.81.122.76
cadhojub.xmu.com.        IN    A    4.183.156.25
agqhcfbi.xmu.com.        IN    A    78.177.48.91
ivxsanme.xmu.com.        IN    A    72.0.228.247
wglkxnej.xmu.com.        IN    A    173.181.223.188
jgflmsai.xmu.com.        IN    A    61.80.48.46
xahdvskt.xmu.com.        IN    A    132.34.172.0
ugoypqst.xmu.com.        IN    A    113.56.29.178
lqpbmsje.xmu.com.        IN    A    59.31.70.100
fxvptcgj.xmu.com.        IN    A    237.204.13.98
ojlhikaq.xmu.com.        IN    A    167.7.18.117
vstqyjxb.xmu.com.        IN    A    141.80.98.38
tvdjpmeh.xmu.com.        IN    A    70.67.50.36
vfrlyahi.xmu.com.        IN    A    67.196.69.12
qbkunpsf.xmu.com.        IN    A    13.220.235.211
nhabtvdf.xmu.com.        IN    A    245.157.237.114
rbegtcsm.xmu.com.        IN    A    132.60.32.70
qdcwthke.xmu.com.        IN    A    101.199.19.64
cfqgytai.xmu.com.        IN    A    188.29.170.77
mdgfsoyr.xmu.com.        IN    A    42.183.216.144
umlhfbai.xmu.com.        IN    A    61.62.164.132
seputflw.xmu.com.        IN    A    97.32.109.122
duyipmoq.xmu.com.        IN    A    118.244.201.191
ifwacenp.xmu.com.        IN    A    77.200.101.192
hgedutxk.xmu.com.        IN    A    163.72.74.28
nebcawfx.xmu.com.        IN    A    161.90.60.220
ktnxqfbg.xmu.com.        IN    A    38.142.105.228
wsvuqtpa.xmu.com.        IN    A    63.189.73.192
lgektoir.xmu.com.        IN    A    69.138.68.84
kqvpejot.xmu.com.        IN    A    215.182.83.51
vxoescha.xmu.com.        IN    A    156.97.150.131
dsqlgiue.xmu.com.        IN    A    120.114.146.69
svqnabuo.xmu.com.        IN    A    160.123.82.108
inblufky.xmu.com.        IN    A    151.195.218.2
flucdoyb.xmu.com.        IN    A    212.71.74.103
iypajgxh.xmu.com.        IN    A    176.53.47.212
rpkflagd.xmu.com.        IN    A    12.9.120.74
ndtcuhmw.xmu.com.        IN    A    75.232.130.33
joseiaxy.xmu.com.        IN    A    111.4.3.31
mtnbvufk.xmu.com.        IN    A    115.145.145.150
kitgsohe.xmu.com.        IN    A    111.208.249.138
wfjdonkh.xmu.com.        IN    A    42.202.219.32
xjwsfdnc.xmu.com.        IN    A    231.27.26.54
klbigohe.xmu.com.        IN    A    156.229.67.185
fvhbkaex.xmu.com.        IN    A    167.22.4.74
nexaidqr.xmu.com.        IN    A    122.90.114.238
uavlypqj.xmu.com.        IN    A    34.131.69.137
tnksyfbd.xmu.com.        IN    A    131.153.75.109
xrkcevap.xmu.com.        IN    A    156.191.176.254
xdruohnk.xmu.com.        IN    A    56.93.126.191
gjepdwaf.xmu.com.        IN    A    105.4.132.227
fjoarbxi.xmu.com.        IN    A    75.86.97.128
tmvyphnk.xmu.com.        IN    A    73.155.248.22
kamvichf.xmu.com.        IN    A    151.125.34.147
qmgerocl.xmu.com.        IN    A    77.121.8.236
ydnfgboh.xmu.com.        IN    A    119.100.62.40
crspkgyx.xmu.com.        IN    A    30.46.103.179
ptiyhboc.xmu.com.        IN    A    62.235.180.114
tiuvdpno.xmu.com.        IN    A    113.109.155.196
xfykltce.xmu.com.        IN    A    223.245.245.210
hrtfauxw.xmu.com.        IN    A    136.61.117.116
rthqolkf.xmu.com.        IN    A    117.120.136.167
isvnokbx.xmu.com.        IN    A    154.38.243.84
evrjhtld.xmu.com.        IN    A    253.14.210.156
minpkhxg.xmu.com.        IN    A    143.96.88.227
otrmxdcv.xmu.com.        IN    A    185.44.119.214
bucqgywv.xmu.com.        IN    A    43.83.52.138
lhuwmjyf.xmu.com.        IN    A    24.49.187.8
gwsjncld.xmu.com.        IN    A    199.15.114.63
xwqguhdi.xmu.com.        IN    A    122.158.141.228
crntmiks.xmu.com.        IN    A    128.212.12.138
dojamwyf.xmu.com.        IN    A    164.125.137.109
irjgkucp.xmu.com.        IN    A    28.174.154.40
sirxonqh.xmu.com.        IN    A    240.192.53.251
jbiyvfeq.xmu.com.        IN    A    140.1.34.66
ygxrlhcj.xmu.com.        IN    A    167.11.38.115
lktmrfeg.xmu.com.        IN    A    31.239.103.56
tcsfurpi.xmu.com.        IN    A    209.228.246.242
lhirfxmc.xmu.com.        IN    A    219.36.80.239
eyntuxwg.xmu.com.        IN    A    169.27.178.181
yntjvrdo.xmu.com.        IN    A    176.31.247.12
wbycouns.xmu.com.        IN    A    162.164.2.152
pikmrcho.xmu.com.        IN    A    10.79.32.183
ilukeynq.xmu.com.        IN    A    21.178.75.41
xjndyvkw.xmu.com.        IN    A    91.191.73.62
doufnqcr.xmu.com.        IN    A    102.10.180.178
qrlevfwu.xmu.com.        IN    A    188.98.92.49
ghebfydu.xmu.com.        IN    A    35.73.168.49
fbdksluv.xmu.com.        IN    A    235.38.163.187
mfibjqst.xmu.com.        IN    A    12.26.126.45
rkoflavq.xmu.com.        IN    A    244.15.90.228
uovhmbiw.xmu.com.        IN    A    67.96.56.236
wlhmyinj.xmu.com.        IN    A    80.151.238.119
wqckxafm.xmu.com.        IN    A    16.1.32.147
ykovfjus.xmu.com.        IN    A    117.167.189.219
mpeivclr.xmu.com.        IN    A    126.118.121.254
civhmfyg.xmu.com.        IN    A    162.149.149.25
eavjdqhu.xmu.com.        IN    A    185.1.140.28
likygqod.xmu.com.        IN    A    40.135.197.137
xjhfsvnb.xmu.com.        IN    A    109.117.28.146
pjbmhgxu.xmu.com.        IN    A    190.230.165.200
qxaetrfp.xmu.com.        IN    A    76.6.233.0
pwmkflcy.xmu.com.        IN    A    8.7.97.66
ptvgckub.xmu.com.        IN    A    241.9.244.94
wqsmvtbl.xmu.com.        IN    A    153.109.120.11
iglchfat.xmu.com.        IN    A    91.89.33.15
ldicjsmy.xmu.com.        IN    A    13.237.126.8
nkiqvarh.xmu.com.        IN    A    50.58.208.150
cyptenwk.xmu.com.        IN    A    86.197.26.7
mbenlqaw.xmu.com.        IN    A    172.136.188.228
vthkcwqg.xmu.com.        IN    A    71.202.169.105
mjipguyo.xmu.com.        IN    A    26.158.240.85
lhymtcsb.xmu.com.        IN    A    219.202.69.119
oljsdcyf.xmu.com.        IN    A    202.205.33.81
ufsetxdl.xmu.com.        IN    A    44.76.16.13
bkvsfdeq.xmu.com.        IN    A    17.86.178.42
yjpkqxsu.xmu.com.        IN    A    184.215.52.76
urncjoml.xmu.com.        IN    A    201.2.234.238
ewgfuyca.xmu.com.        IN    A    7.207.47.162
wgleudmc.xmu.com.        IN    A    234.19.74.14
qvxoujbm.xmu.com.        IN    A    78.164.212.174
kigchnvb.xmu.com.        IN    A    160.6.61.126
nrgkcetw.xmu.com.        IN    A    21.230.186.170
hnmxidrv.xmu.com.        IN    A    175.220.50.83
alrgiehq.xmu.com.        IN    A    160.147.199.238
vjluiwob.xmu.com.        IN    A    106.94.160.72
psgfloaw.xmu.com.        IN    A    20.122.62.60
fagbchvi.xmu.com.        IN    A    105.142.147.243
jldwyixm.xmu.com.        IN    A    58.76.234.199
bfouagqk.xmu.com.        IN    A    30.108.53.59
btkfgvne.xmu.com.        IN    A    24.6.44.169
cgnjqysm.xmu.com.        IN    A    27.193.134.150
egoixals.xmu.com.        IN    A    238.240.78.250
midjuhtw.xmu.com.        IN    A    9.41.142.185
ipjdfkcq.xmu.com.        IN    A    178.93.60.193
ehouvmic.xmu.com.        IN    A    167.113.174.170
xfyktjpa.xmu.com.        IN    A    187.27.233.173
saibvkrd.xmu.com.        IN    A    212.228.170.35
tbxskqmh.xmu.com.        IN    A    57.152.73.2
ulivqrkd.xmu.com.        IN    A    57.148.124.139
dlvehaus.xmu.com.        IN    A    18.118.149.7
pcekhqsi.xmu.com.        IN    A    98.63.176.41
xvjsykgo.xmu.com.        IN    A    7.225.107.81
qhvcaerl.xmu.com.        IN    A    29.77.106.103
qwromcta.xmu.com.        IN    A    213.118.75.215
gouaeyjf.xmu.com.        IN    A    54.224.145.107
netdhwsk.xmu.com.        IN    A    194.31.87.212
ayjugmwo.xmu.com.        IN    A    124.179.14.19
nxaktrdl.xmu.com.        IN    A    249.113.193.254
tqesofhr.xmu.com.        IN    A    147.64.94.3
ewnmrdtv.xmu.com.        IN    A    126.39.21.90
ymshqvng.xmu.com.        IN    A    84.80.51.120
bcrnjomu.xmu.com.        IN    A    19.12.104.23
vadepqts.xmu.com.        IN    A    25.168.212.4
gsfciteb.xmu.com.        IN    A    131.65.150.205
lxvudtri.xmu.com.        IN    A    62.145.48.135
heaywtop.xmu.com.        IN    A    202.31.234.140
gsblqkfc.xmu.com.        IN    A    61.8.3.39
byjmpfeh.xmu.com.        IN    A    139.29.227.243
tvpnkcua.xmu.com.        IN    A    245.235.46.8
mwadnkhv.xmu.com.        IN    A    73.246.51.102
virgmjpx.xmu.com.        IN    A    171.190.104.69
fnetgqdl.xmu.com.        IN    A    215.99.244.199
pedulsog.xmu.com.        IN    A    38.106.134.245
xbftqcps.xmu.com.        IN    A    119.146.199.207
exojdbvw.xmu.com.        IN    A    145.12.142.42
sldfewgi.xmu.com.        IN    A    187.125.27.182
wrkmtlay.xmu.com.        IN    A    124.146.142.233
evgaodwi.xmu.com.        IN    A    139.157.248.97
omwgqjts.xmu.com.        IN    A    79.99.100.138
puvtdqjw.xmu.com.        IN    A    156.241.34.162
ndefwxbs.xmu.com.        IN    A    81.163.12.18
gapbyvqr.xmu.com.        IN    A    87.33.144.227
esmnqvju.xmu.com.        IN    A    25.108.249.94
xeopvyna.xmu.com.        IN    A    58.168.215.9
