xw.lzu.com.	14400	IN	SOA	ns1.xw.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
xw.lzu.com.		    IN	NS ns1.xw.lzu.com.
iohjxtew.xw.lzu.com.     IN    A    244.6.240.209
bdgcrayq.xw.lzu.com.     IN    A    155.194.222.192
lxonqksr.xw.lzu.com.     IN    A    245.18.39.235
acghujve.xw.lzu.com.     IN    A    225.146.249.218
vtjrcoxs.xw.lzu.com.     IN    A    17.119.18.114
glbunhqk.xw.lzu.com.     IN    A    202.132.4.189
hudcerfv.xw.lzu.com.     IN    A    173.244.192.50
bsxjqmvh.xw.lzu.com.     IN    A    209.15.31.27
trkyqocu.xw.lzu.com.     IN    A    199.1.223.124
nrshcobk.xw.lzu.com.     IN    A    17.4.21.168
tokvjuxi.xw.lzu.com.     IN    A    186.115.55.87
opmjwqrv.xw.lzu.com.     IN    A    149.148.117.17
jckwgpld.xw.lzu.com.     IN    A    71.218.231.247
sfeucdkm.xw.lzu.com.     IN    A    76.74.13.8
dtjricsb.xw.lzu.com.     IN    A    172.2.153.161
efxytnvb.xw.lzu.com.     IN    A    62.163.138.197
ewprnhqd.xw.lzu.com.     IN    A    176.181.63.43
vetkndiu.xw.lzu.com.     IN    A    43.106.101.209
dbpmjrgs.xw.lzu.com.     IN    A    117.109.0.199
htuvmdgr.xw.lzu.com.     IN    A    116.158.249.68
qkcrdhse.xw.lzu.com.     IN    A    249.37.203.207
wodphint.xw.lzu.com.     IN    A    22.80.238.86
huoxyrja.xw.lzu.com.     IN    A    88.218.26.155
cfnqyjmh.xw.lzu.com.     IN    A    196.84.211.200
sulcophr.xw.lzu.com.     IN    A    32.46.172.120
rntjvwuf.xw.lzu.com.     IN    A    51.25.114.173
uyxrqltd.xw.lzu.com.     IN    A    183.97.172.221
ngqjsmpr.xw.lzu.com.     IN    A    83.230.197.129
rvjsgubw.xw.lzu.com.     IN    A    194.68.53.143
tjcuenkx.xw.lzu.com.     IN    A    214.53.21.16
gwpvthek.xw.lzu.com.     IN    A    76.121.56.87
whidoary.xw.lzu.com.     IN    A    202.175.207.254
yjflphtw.xw.lzu.com.     IN    A    194.44.26.65
gntwxsla.xw.lzu.com.     IN    A    137.156.133.247
pxwfcieo.xw.lzu.com.     IN    A    102.171.118.174
xvkbonte.xw.lzu.com.     IN    A    113.85.237.194
imdwysfl.xw.lzu.com.     IN    A    100.212.25.147
saqtpned.xw.lzu.com.     IN    A    234.102.55.61
rpiunkhg.xw.lzu.com.     IN    A    21.91.96.216
utlcxhjn.xw.lzu.com.     IN    A    7.149.12.69
grfchjis.xw.lzu.com.     IN    A    78.36.97.101
xbvarfny.xw.lzu.com.     IN    A    145.236.227.79
qlkhwvdm.xw.lzu.com.     IN    A    199.199.243.254
uywbdsvi.xw.lzu.com.     IN    A    21.31.117.201
cluromin.xw.lzu.com.     IN    A    129.228.18.238
pjdwlkiq.xw.lzu.com.     IN    A    232.23.192.129
ilnmoxfe.xw.lzu.com.     IN    A    158.213.82.166
ksnidqhu.xw.lzu.com.     IN    A    116.155.2.110
ovgsqefd.xw.lzu.com.     IN    A    22.61.31.93
cysotuiv.xw.lzu.com.     IN    A    200.227.87.16
mxdsnahq.xw.lzu.com.     IN    A    171.156.166.191
ebwiqvxt.xw.lzu.com.     IN    A    248.143.231.32
pcsobvdk.xw.lzu.com.     IN    A    168.215.14.33
xapmbyot.xw.lzu.com.     IN    A    165.151.0.204
xqwidkgf.xw.lzu.com.     IN    A    165.7.112.244
cgtynxkj.xw.lzu.com.     IN    A    20.37.253.241
vpbxncye.xw.lzu.com.     IN    A    135.97.233.178
xeldrtbu.xw.lzu.com.     IN    A    69.194.151.254
gytlnocd.xw.lzu.com.     IN    A    86.68.33.95
mdaclypf.xw.lzu.com.     IN    A    52.216.201.89
gjrfweak.xw.lzu.com.     IN    A    29.19.240.107
omupwjtv.xw.lzu.com.     IN    A    16.44.91.31
dkirphwy.xw.lzu.com.     IN    A    23.212.211.143
xmasnckr.xw.lzu.com.     IN    A    67.58.100.7
nlwfpdte.xw.lzu.com.     IN    A    82.142.63.2
uxbnqvst.xw.lzu.com.     IN    A    150.104.184.97
kgqujxdl.xw.lzu.com.     IN    A    148.142.214.175
ibsdxnep.xw.lzu.com.     IN    A    132.71.100.117
dcvobpxg.xw.lzu.com.     IN    A    208.214.159.153
gychlvme.xw.lzu.com.     IN    A    212.100.68.234
qptuxhnc.xw.lzu.com.     IN    A    112.38.239.88
xyudqtmk.xw.lzu.com.     IN    A    13.124.109.27
vwuthper.xw.lzu.com.     IN    A    219.9.72.189
manyfkds.xw.lzu.com.     IN    A    191.239.159.182
ngswlubj.xw.lzu.com.     IN    A    98.77.98.66
fqlcjrxm.xw.lzu.com.     IN    A    88.39.23.145
xgckbvho.xw.lzu.com.     IN    A    251.215.244.162
kdchwgla.xw.lzu.com.     IN    A    229.126.42.22
imykqdbo.xw.lzu.com.     IN    A    254.144.6.56
caukpmyn.xw.lzu.com.     IN    A    178.180.255.231
hqcrlsev.xw.lzu.com.     IN    A    127.32.69.182
meyslpvw.xw.lzu.com.     IN    A    89.253.88.63
tpbgscwo.xw.lzu.com.     IN    A    108.23.67.29
tsxrfviy.xw.lzu.com.     IN    A    182.97.184.242
tsadjnfy.xw.lzu.com.     IN    A    160.74.57.65
njshlkmi.xw.lzu.com.     IN    A    3.231.7.56
xelpfhrj.xw.lzu.com.     IN    A    241.145.143.128
lotqcvwy.xw.lzu.com.     IN    A    70.58.24.38
frcyltmj.xw.lzu.com.     IN    A    71.9.53.226
kgqeotnx.xw.lzu.com.     IN    A    223.120.234.114
emwtlusy.xw.lzu.com.     IN    A    97.127.121.57
adnxqkft.xw.lzu.com.     IN    A    52.75.123.245
baewglmn.xw.lzu.com.     IN    A    28.131.114.136
sxanljhu.xw.lzu.com.     IN    A    6.126.92.74
ybmhlwkc.xw.lzu.com.     IN    A    130.101.213.26
xrpqcntj.xw.lzu.com.     IN    A    63.253.123.117
bcdtwqyk.xw.lzu.com.     IN    A    182.143.240.209
ajlqicwp.xw.lzu.com.     IN    A    195.138.123.143
dnrsvfoi.xw.lzu.com.     IN    A    152.171.244.124
gmjpadfs.xw.lzu.com.     IN    A    121.118.239.228
nkbadcmq.xw.lzu.com.     IN    A    179.197.87.21
yclsbipv.xw.lzu.com.     IN    A    205.157.178.147
ovmunefl.xw.lzu.com.     IN    A    83.53.222.199
tdkhpurj.xw.lzu.com.     IN    A    67.131.153.93
lekhpbro.xw.lzu.com.     IN    A    86.244.188.15
wonyjlae.xw.lzu.com.     IN    A    29.115.51.61
nyabrohe.xw.lzu.com.     IN    A    74.255.226.218
mignwkfb.xw.lzu.com.     IN    A    31.53.3.35
oipfvqcs.xw.lzu.com.     IN    A    67.83.238.112
rusypchx.xw.lzu.com.     IN    A    143.230.3.165
qgupehnd.xw.lzu.com.     IN    A    115.1.241.111
tspxnilv.xw.lzu.com.     IN    A    185.47.250.77
sfmeharv.xw.lzu.com.     IN    A    61.13.38.48
eayogqud.xw.lzu.com.     IN    A    73.60.219.16
dbjatmfu.xw.lzu.com.     IN    A    207.151.54.252
arhpylvx.xw.lzu.com.     IN    A    214.104.66.33
ilbaykxo.xw.lzu.com.     IN    A    62.141.60.88
xlaepqfk.xw.lzu.com.     IN    A    63.12.184.31
nyvejuhr.xw.lzu.com.     IN    A    119.229.141.38
xptksaqo.xw.lzu.com.     IN    A    53.36.235.233
gbkxisfu.xw.lzu.com.     IN    A    160.31.32.159
flaxqucd.xw.lzu.com.     IN    A    231.138.216.251
vewsukom.xw.lzu.com.     IN    A    156.240.113.149
wgqkxefc.xw.lzu.com.     IN    A    240.211.102.192
jvpbdtca.xw.lzu.com.     IN    A    100.140.96.30
xdyevgbj.xw.lzu.com.     IN    A    247.218.28.199
gpyxdmje.xw.lzu.com.     IN    A    252.180.142.127
kdfligbt.xw.lzu.com.     IN    A    52.26.44.103
eslrbucn.xw.lzu.com.     IN    A    62.204.147.158
idjmvkrc.xw.lzu.com.     IN    A    109.140.133.77
rvpufbqy.xw.lzu.com.     IN    A    214.143.15.184
mhrocyfj.xw.lzu.com.     IN    A    93.113.221.214
lagveoys.xw.lzu.com.     IN    A    199.91.61.174
itphvbnc.xw.lzu.com.     IN    A    119.141.252.199
ewdcpnhr.xw.lzu.com.     IN    A    78.4.210.141
jotlmbah.xw.lzu.com.     IN    A    185.118.93.163
utnjvpga.xw.lzu.com.     IN    A    84.92.52.196
rcyuelkm.xw.lzu.com.     IN    A    134.109.206.76
reavldhx.xw.lzu.com.     IN    A    14.72.221.41
giwukqvh.xw.lzu.com.     IN    A    75.66.221.172
smaukyli.xw.lzu.com.     IN    A    237.110.21.139
hbsfwcjo.xw.lzu.com.     IN    A    64.82.231.115
xtlfwujk.xw.lzu.com.     IN    A    126.76.206.194
cvhpwlni.xw.lzu.com.     IN    A    74.171.145.29
shrvtxnk.xw.lzu.com.     IN    A    132.47.232.178
ehtsognk.xw.lzu.com.     IN    A    221.194.150.133
whtxovra.xw.lzu.com.     IN    A    222.209.241.172
cvhunlmk.xw.lzu.com.     IN    A    26.228.38.192
lgeysuta.xw.lzu.com.     IN    A    176.165.229.216
ajxivbpg.xw.lzu.com.     IN    A    174.158.226.162
sifawvem.xw.lzu.com.     IN    A    219.145.31.179
atogcilb.xw.lzu.com.     IN    A    40.12.232.30
cqojmgpy.xw.lzu.com.     IN    A    162.251.209.142
aqdsnyhe.xw.lzu.com.     IN    A    23.64.181.242
miufterk.xw.lzu.com.     IN    A    185.237.140.179
mbydwkan.xw.lzu.com.     IN    A    155.80.18.228
byvdghic.xw.lzu.com.     IN    A    179.0.250.193
ivjaqmhd.xw.lzu.com.     IN    A    166.109.20.186
jlwgsobm.xw.lzu.com.     IN    A    232.77.50.80
nijrvosh.xw.lzu.com.     IN    A    147.193.76.248
priowyxs.xw.lzu.com.     IN    A    51.236.212.91
bekmtxui.xw.lzu.com.     IN    A    75.220.249.176
wpqbtlya.xw.lzu.com.     IN    A    221.43.126.29
ptijeymr.xw.lzu.com.     IN    A    156.215.40.104
lsfqwugi.xw.lzu.com.     IN    A    252.189.44.17
hytkpbur.xw.lzu.com.     IN    A    243.39.119.160
swqcayol.xw.lzu.com.     IN    A    65.123.202.98
dtqjrgxa.xw.lzu.com.     IN    A    216.99.166.123
cdbuenyh.xw.lzu.com.     IN    A    238.209.213.101
cakgmhjr.xw.lzu.com.     IN    A    211.203.210.231
umvypske.xw.lzu.com.     IN    A    96.104.76.138
keaifuoc.xw.lzu.com.     IN    A    38.50.35.18
tyfulpos.xw.lzu.com.     IN    A    48.156.43.47
lgentfbx.xw.lzu.com.     IN    A    239.175.27.96
kwxrtfao.xw.lzu.com.     IN    A    32.255.126.77
fdpinlmr.xw.lzu.com.     IN    A    43.159.71.103
ywolindk.xw.lzu.com.     IN    A    127.21.42.2
rmytifnk.xw.lzu.com.     IN    A    18.186.133.179
smpixevu.xw.lzu.com.     IN    A    80.50.54.251
yueblmqv.xw.lzu.com.     IN    A    237.234.72.168
ehlatsmn.xw.lzu.com.     IN    A    77.225.106.30
tmudqwby.xw.lzu.com.     IN    A    10.73.181.42
mguykaxd.xw.lzu.com.     IN    A    74.148.196.108
ndgkmavb.xw.lzu.com.     IN    A    29.230.95.184
ywusjbkq.xw.lzu.com.     IN    A    65.20.251.231
ajeymngb.xw.lzu.com.     IN    A    139.99.137.174
cohktjwr.xw.lzu.com.     IN    A    113.61.196.199
etlsyupb.xw.lzu.com.     IN    A    30.52.216.50
eofyxbpi.xw.lzu.com.     IN    A    170.193.0.150
rmvjkifn.xw.lzu.com.     IN    A    74.20.202.49
rsbhxnua.xw.lzu.com.     IN    A    118.117.92.22
dlyrupsq.xw.lzu.com.     IN    A    18.25.128.76
snhuodxk.xw.lzu.com.     IN    A    165.180.150.214
qjskdghe.xw.lzu.com.     IN    A    154.229.181.132
cpwimghr.xw.lzu.com.     IN    A    3.34.231.84
qarimsfw.xw.lzu.com.     IN    A    187.88.247.153
dfrepulc.xw.lzu.com.     IN    A    251.78.244.64
bytxopaq.xw.lzu.com.     IN    A    167.20.98.222
lihtvarn.xw.lzu.com.     IN    A    124.211.122.167
fytuljba.xw.lzu.com.     IN    A    84.110.15.93
dvsnlcgr.xw.lzu.com.     IN    A    181.35.194.23
rwqdvmlh.xw.lzu.com.     IN    A    85.153.84.175
lbxkeajd.xw.lzu.com.     IN    A    35.201.156.228
dxfajgrh.xw.lzu.com.     IN    A    123.124.184.12
awgrbqfk.xw.lzu.com.     IN    A    218.151.181.60
wmcvnqol.xw.lzu.com.     IN    A    94.129.229.105
ebvmhcwu.xw.lzu.com.     IN    A    179.202.10.132
taxebnud.xw.lzu.com.     IN    A    240.212.124.1
xnwhpfky.xw.lzu.com.     IN    A    123.51.52.181
syuxiphb.xw.lzu.com.     IN    A    247.81.171.63
xqfunspm.xw.lzu.com.     IN    A    31.202.29.162
mflsnvcx.xw.lzu.com.     IN    A    171.24.252.45
notjrpek.xw.lzu.com.     IN    A    114.196.126.3
vcirfgpb.xw.lzu.com.     IN    A    80.100.213.145
pgenhilq.xw.lzu.com.     IN    A    68.187.215.31
chmnevay.xw.lzu.com.     IN    A    221.56.241.237
byxmaqgl.xw.lzu.com.     IN    A    103.252.255.63
kfjrpmtn.xw.lzu.com.     IN    A    119.35.90.131
xkaoqetb.xw.lzu.com.     IN    A    70.172.97.250
hyrtbxki.xw.lzu.com.     IN    A    122.64.57.98
twbhdmjk.xw.lzu.com.     IN    A    161.51.58.155
wyhopjea.xw.lzu.com.     IN    A    239.211.43.24
yjsgrlbq.xw.lzu.com.     IN    A    163.124.165.41
bacgspvy.xw.lzu.com.     IN    A    252.41.183.138
iankvqdo.xw.lzu.com.     IN    A    131.31.176.111
ixodvmtf.xw.lzu.com.     IN    A    174.10.26.27
gxmjrokw.xw.lzu.com.     IN    A    250.144.18.160
ldsbicfr.xw.lzu.com.     IN    A    236.83.118.46
epyqfvlr.xw.lzu.com.     IN    A    220.36.37.124
icrbauqs.xw.lzu.com.     IN    A    185.254.225.126
tmbxyisr.xw.lzu.com.     IN    A    226.227.115.46
rsmtyekx.xw.lzu.com.     IN    A    235.163.25.200
vdkwebmg.xw.lzu.com.     IN    A    43.225.241.144
ghrabmid.xw.lzu.com.     IN    A    180.240.166.26
ytmixero.xw.lzu.com.     IN    A    194.50.188.128
fsrwlmpt.xw.lzu.com.     IN    A    60.54.203.205
vgmcrpeo.xw.lzu.com.     IN    A    31.101.115.114
wdsxgklh.xw.lzu.com.     IN    A    58.122.137.214
djgrilmb.xw.lzu.com.     IN    A    48.170.233.81
wrinavuf.xw.lzu.com.     IN    A    138.171.227.236
wrdqthux.xw.lzu.com.     IN    A    179.127.45.52
jvgtqocy.xw.lzu.com.     IN    A    122.158.154.161
xougynha.xw.lzu.com.     IN    A    20.146.230.195
sxcaemvp.xw.lzu.com.     IN    A    68.63.0.187
qahdcpsm.xw.lzu.com.     IN    A    188.104.118.26
oqmhilcu.xw.lzu.com.     IN    A    239.169.6.222
eqblngpc.xw.lzu.com.     IN    A    215.101.110.195
xmchevrs.xw.lzu.com.     IN    A    219.124.35.173
eutvonxj.xw.lzu.com.     IN    A    88.33.210.198
ygfritja.xw.lzu.com.     IN    A    177.58.219.139
odejuhkx.xw.lzu.com.     IN    A    21.159.34.30
wpmutavi.xw.lzu.com.     IN    A    143.192.24.7
kdnqutxf.xw.lzu.com.     IN    A    139.40.49.181
lfqxmhjt.xw.lzu.com.     IN    A    95.32.36.166
hulrbywx.xw.lzu.com.     IN    A    0.233.211.140
dmbufsjr.xw.lzu.com.     IN    A    46.152.63.199
andjhsgo.xw.lzu.com.     IN    A    197.39.48.200
sgnhtbfc.xw.lzu.com.     IN    A    147.142.184.64
wtxlcpbd.xw.lzu.com.     IN    A    240.219.83.133
vfgtwajm.xw.lzu.com.     IN    A    200.183.109.251
cpijdyrw.xw.lzu.com.     IN    A    169.236.135.123
jkaxmbif.xw.lzu.com.     IN    A    91.123.188.109
hxagsdpt.xw.lzu.com.     IN    A    95.69.163.36
hrkytego.xw.lzu.com.     IN    A    255.58.141.119
ogkcispd.xw.lzu.com.     IN    A    111.4.220.212
amhbgfru.xw.lzu.com.     IN    A    158.244.131.144
imeqrjlp.xw.lzu.com.     IN    A    206.177.109.65
tqwdmrxf.xw.lzu.com.     IN    A    51.46.157.112
yoewvfpg.xw.lzu.com.     IN    A    53.255.62.43
lkduiswq.xw.lzu.com.     IN    A    189.134.135.17
imcbghvy.xw.lzu.com.     IN    A    229.194.23.35
lfjwihxy.xw.lzu.com.     IN    A    157.82.93.40
botdhkwv.xw.lzu.com.     IN    A    70.143.100.251
nfutbkih.xw.lzu.com.     IN    A    190.232.224.150
ihewdfns.xw.lzu.com.     IN    A    179.51.8.134
jmtsrgae.xw.lzu.com.     IN    A    6.30.193.140
oqgyjfel.xw.lzu.com.     IN    A    4.51.156.64
osmrxeqh.xw.lzu.com.     IN    A    212.86.15.161
ytfxmiej.xw.lzu.com.     IN    A    244.211.250.13
eqjmhnxs.xw.lzu.com.     IN    A    174.32.197.147
ysahvrfm.xw.lzu.com.     IN    A    223.246.222.22
opefjxum.xw.lzu.com.     IN    A    13.62.57.90
krfhulcb.xw.lzu.com.     IN    A    148.161.176.85
kwjrmcbl.xw.lzu.com.     IN    A    36.145.219.194
ordufmqy.xw.lzu.com.     IN    A    10.146.3.118
bwlaydci.xw.lzu.com.     IN    A    123.131.70.170
iqcwhgtu.xw.lzu.com.     IN    A    176.54.136.70
yohdnuck.xw.lzu.com.     IN    A    68.126.68.225
hvkcyrse.xw.lzu.com.     IN    A    139.203.109.113
gqhfsalm.xw.lzu.com.     IN    A    233.162.183.0
nvqpreyb.xw.lzu.com.     IN    A    88.101.182.249
hlfpjwyi.xw.lzu.com.     IN    A    190.176.116.74
ejgdanqu.xw.lzu.com.     IN    A    24.232.5.149
ytikudvp.xw.lzu.com.     IN    A    19.75.101.173
obvumyqt.xw.lzu.com.     IN    A    216.244.231.201
rxituoqh.xw.lzu.com.     IN    A    23.61.212.34
agycvqep.xw.lzu.com.     IN    A    240.130.66.195
hvduqfkb.xw.lzu.com.     IN    A    129.158.126.211
iuxwyate.xw.lzu.com.     IN    A    50.196.152.145
kurhtadx.xw.lzu.com.     IN    A    140.224.138.152
ysudkile.xw.lzu.com.     IN    A    12.185.69.85
lowearqh.xw.lzu.com.     IN    A    201.192.183.170
nrfsmlpj.xw.lzu.com.     IN    A    31.244.162.236
ukosrbyl.xw.lzu.com.     IN    A    252.211.199.26
bdjghfnq.xw.lzu.com.     IN    A    204.38.42.74
dbkfwtjv.xw.lzu.com.     IN    A    22.157.191.77
yrulhjtx.xw.lzu.com.     IN    A    231.197.181.95
pbyuqdtv.xw.lzu.com.     IN    A    239.103.6.124
hmjwvget.xw.lzu.com.     IN    A    43.10.66.164
axtlsrcg.xw.lzu.com.     IN    A    53.20.34.16
mjcwogqh.xw.lzu.com.     IN    A    3.212.227.143
jmbfxrvp.xw.lzu.com.     IN    A    138.186.63.171
eqmfwynh.xw.lzu.com.     IN    A    86.247.63.134
ywjuklbq.xw.lzu.com.     IN    A    40.18.166.40
lspxfbvr.xw.lzu.com.     IN    A    207.145.52.70
wnbadtfh.xw.lzu.com.     IN    A    98.136.182.111
cunxiwoj.xw.lzu.com.     IN    A    159.211.23.158
mjovbfws.xw.lzu.com.     IN    A    4.203.105.186
oshngmwk.xw.lzu.com.     IN    A    147.192.244.11
fdmgoutl.xw.lzu.com.     IN    A    108.22.225.143
qvxrtude.xw.lzu.com.     IN    A    184.138.235.41
myrftoei.xw.lzu.com.     IN    A    243.97.23.44
klxharod.xw.lzu.com.     IN    A    231.167.4.44
gnxmcpfa.xw.lzu.com.     IN    A    87.125.149.136
tmqaudvs.xw.lzu.com.     IN    A    125.55.3.235
jvhmqntk.xw.lzu.com.     IN    A    208.95.110.2
rspwlfvy.xw.lzu.com.     IN    A    9.89.237.145
krauvpmc.xw.lzu.com.     IN    A    27.78.13.201
minowhdk.xw.lzu.com.     IN    A    142.64.130.113
urvgydxe.xw.lzu.com.     IN    A    195.96.120.62
mghctjnp.xw.lzu.com.     IN    A    1.36.43.129
kealoxqg.xw.lzu.com.     IN    A    253.37.159.152
pvqutxob.xw.lzu.com.     IN    A    191.13.243.189
iwahmeoy.xw.lzu.com.     IN    A    6.93.189.15
rmbuewch.xw.lzu.com.     IN    A    190.99.216.186
cmuvhyoj.xw.lzu.com.     IN    A    3.14.108.124
camholgw.xw.lzu.com.     IN    A    180.97.120.240
qfsparwj.xw.lzu.com.     IN    A    226.32.137.1
icrbajmt.xw.lzu.com.     IN    A    175.192.9.60
xsfavnkc.xw.lzu.com.     IN    A    66.137.1.135
nfdpvmxg.xw.lzu.com.     IN    A    134.38.84.125
alhgvxoc.xw.lzu.com.     IN    A    142.34.238.151
jduxstmb.xw.lzu.com.     IN    A    23.29.54.246
gxmdvljk.xw.lzu.com.     IN    A    155.149.42.72
lmkbiqhp.xw.lzu.com.     IN    A    204.124.216.147
pnqvdsuw.xw.lzu.com.     IN    A    121.7.184.98
cvtdqros.xw.lzu.com.     IN    A    38.45.220.151
ybxmwpsa.xw.lzu.com.     IN    A    13.167.234.83
idbjqhng.xw.lzu.com.     IN    A    125.222.85.28
oxupwklf.xw.lzu.com.     IN    A    71.134.161.186
eqkvdtpm.xw.lzu.com.     IN    A    113.15.198.228
hyilkotx.xw.lzu.com.     IN    A    70.167.73.65
bjehoxtw.xw.lzu.com.     IN    A    142.120.15.245
udpsheiq.xw.lzu.com.     IN    A    91.66.5.79
srmntogp.xw.lzu.com.     IN    A    135.166.140.182
fbxtyaps.xw.lzu.com.     IN    A    202.10.173.82
amebftqs.xw.lzu.com.     IN    A    220.62.53.177
rpkuaeid.xw.lzu.com.     IN    A    7.184.255.249
viplstbr.xw.lzu.com.     IN    A    195.140.33.20
cnjmqyvt.xw.lzu.com.     IN    A    144.240.218.156
ewmdpflo.xw.lzu.com.     IN    A    242.131.0.227
mskhfqgt.xw.lzu.com.     IN    A    229.196.21.0
xljfbgwa.xw.lzu.com.     IN    A    35.217.170.109
marcobfw.xw.lzu.com.     IN    A    254.234.158.2
nhdxifeg.xw.lzu.com.     IN    A    93.75.239.225
igjwstud.xw.lzu.com.     IN    A    2.114.119.63
sqgcybmx.xw.lzu.com.     IN    A    100.4.41.48
csbhtkin.xw.lzu.com.     IN    A    255.10.85.216
dlnghxms.xw.lzu.com.     IN    A    118.43.53.39
frstgkbo.xw.lzu.com.     IN    A    167.165.124.47
osqvjemk.xw.lzu.com.     IN    A    20.75.59.97
qjdusthe.xw.lzu.com.     IN    A    109.13.229.128
pymqbvnd.xw.lzu.com.     IN    A    9.96.2.74
xefghlyv.xw.lzu.com.     IN    A    72.238.113.168
xcjavyek.xw.lzu.com.     IN    A    99.193.226.156
gspymwxk.xw.lzu.com.     IN    A    93.197.78.165
dgeswjha.xw.lzu.com.     IN    A    104.5.10.247
tpnlchja.xw.lzu.com.     IN    A    240.29.2.189
iqhfytov.xw.lzu.com.     IN    A    17.150.175.104
xrblnstg.xw.lzu.com.     IN    A    158.180.36.82
pflrocse.xw.lzu.com.     IN    A    70.37.189.68
vkaitxrs.xw.lzu.com.     IN    A    189.60.226.79
elycfajt.xw.lzu.com.     IN    A    93.39.209.151
ljcxbunr.xw.lzu.com.     IN    A    190.142.152.245
irnequgv.xw.lzu.com.     IN    A    197.225.224.91
vnhawyor.xw.lzu.com.     IN    A    241.165.60.11
potwkend.xw.lzu.com.     IN    A    179.172.140.243
wlbumtko.xw.lzu.com.     IN    A    230.62.101.2
ynbewfij.xw.lzu.com.     IN    A    228.229.210.219
dmclbjfu.xw.lzu.com.     IN    A    7.176.159.92
qfrknlop.xw.lzu.com.     IN    A    182.74.11.2
vdefhbpu.xw.lzu.com.     IN    A    103.139.216.93
symokcxj.xw.lzu.com.     IN    A    218.108.87.15
chuodsnx.xw.lzu.com.     IN    A    196.108.239.248
tnvwrykm.xw.lzu.com.     IN    A    157.85.208.216
decobtsp.xw.lzu.com.     IN    A    238.45.126.107
eplvurad.xw.lzu.com.     IN    A    0.65.3.99
cugyljsf.xw.lzu.com.     IN    A    23.156.146.136
vrkdhnlt.xw.lzu.com.     IN    A    86.105.88.51
kvltpfgs.xw.lzu.com.     IN    A    48.250.27.182
hijndwrc.xw.lzu.com.     IN    A    183.152.42.103
ythoqebp.xw.lzu.com.     IN    A    17.206.186.26
dbwjimag.xw.lzu.com.     IN    A    6.105.41.200
jnrixtoy.xw.lzu.com.     IN    A    237.55.94.156
uinmgqvp.xw.lzu.com.     IN    A    180.200.112.195
snboweum.xw.lzu.com.     IN    A    195.167.124.67
tneprqav.xw.lzu.com.     IN    A    117.59.23.90
yafjpsgt.xw.lzu.com.     IN    A    46.33.50.102
rcjhugbv.xw.lzu.com.     IN    A    81.152.148.179
klgmhnsw.xw.lzu.com.     IN    A    5.250.142.4
xnfjgrpd.xw.lzu.com.     IN    A    105.204.138.19
trvuewfi.xw.lzu.com.     IN    A    115.175.194.94
fyhwieqn.xw.lzu.com.     IN    A    73.145.48.59
vckoyxin.xw.lzu.com.     IN    A    96.152.123.242
amudltgn.xw.lzu.com.     IN    A    144.229.218.164
dvabyjri.xw.lzu.com.     IN    A    62.79.105.211
ykvraxgi.xw.lzu.com.     IN    A    137.162.220.161
qvajdwtb.xw.lzu.com.     IN    A    91.190.253.49
wvhftrik.xw.lzu.com.     IN    A    139.160.118.212
srqiltyc.xw.lzu.com.     IN    A    127.32.171.55
siedgnmj.xw.lzu.com.     IN    A    18.90.57.209
pnlosjxm.xw.lzu.com.     IN    A    206.54.249.188
fbyqxmph.xw.lzu.com.     IN    A    57.89.98.143
ncbyvpah.xw.lzu.com.     IN    A    137.192.176.241
xltuewdf.xw.lzu.com.     IN    A    67.112.120.191
worpgbsa.xw.lzu.com.     IN    A    123.122.251.63
mantybqh.xw.lzu.com.     IN    A    19.115.93.11
rcdtkbgj.xw.lzu.com.     IN    A    119.189.97.51
fupcxtva.xw.lzu.com.     IN    A    198.177.46.26
xchisqou.xw.lzu.com.     IN    A    115.27.122.220
tlxabjos.xw.lzu.com.     IN    A    244.217.99.198
vhxqnute.xw.lzu.com.     IN    A    1.104.41.103
sgeabyhq.xw.lzu.com.     IN    A    251.73.235.191
xwvjgdsi.xw.lzu.com.     IN    A    12.128.215.85
ockwsqge.xw.lzu.com.     IN    A    65.15.73.39
motpkbry.xw.lzu.com.     IN    A    28.195.26.154
wqdfsnbh.xw.lzu.com.     IN    A    131.94.187.120
aohsdgiq.xw.lzu.com.     IN    A    152.48.88.174
