; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR cqu.com. @ns2.cqu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
cqu.com.			      14400 IN NS	ns1.cqu.com.
ns1.cqu.com.			      14400 IN A	10.166.21.15

www.cqu.com.		      14400 IN NS	ns1.www.cqu.com.
ns1.www.cqu.com.		      14400 IN A		10.166.21.12

sci.cqu.com.		      14400 IN NS	ns1.sci.cqu.com.
ns1.sci.cqu.com.		      14400 IN A		10.166.21.13

cse.cqu.com.		      14400 IN NS	ns1.cse.cqu.com.
ns1.cse.cqu.com.		      14400 IN A		10.166.21.14

cqu.com.			      14400 IN MX	10 csetp.cqu.edu.
cqu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
nkqhwxey.cqu.com.        IN    A    26.236.209.214
biopqhky.cqu.com.        IN    A    37.85.109.142
pgndaiox.cqu.com.        IN    A    69.148.245.73
xrhyckqi.cqu.com.        IN    A    139.197.193.69
pfxtnyli.cqu.com.        IN    A    234.178.225.1
dsivyaxf.cqu.com.        IN    A    80.75.72.72
xvctonwk.cqu.com.        IN    A    102.238.66.48
dyaxltuf.cqu.com.        IN    A    153.119.25.27
tvneolyi.cqu.com.        IN    A    99.152.130.137
urepiqym.cqu.com.        IN    A    120.116.223.71
nwvimdhk.cqu.com.        IN    A    3.112.244.124
ekmiyhaq.cqu.com.        IN    A    177.188.50.73
tbwdpyoc.cqu.com.        IN    A    95.36.65.20
gokvbhpj.cqu.com.        IN    A    92.130.209.251
sxrfcpkd.cqu.com.        IN    A    105.135.250.130
njhguxib.cqu.com.        IN    A    86.42.189.54
loekipwr.cqu.com.        IN    A    49.252.215.175
jqihsynx.cqu.com.        IN    A    138.162.248.9
qcdpaheg.cqu.com.        IN    A    66.224.71.144
sqoflyin.cqu.com.        IN    A    100.56.126.223
lnjetcay.cqu.com.        IN    A    171.170.205.250
vgukscyb.cqu.com.        IN    A    44.187.127.26
vhcomdsw.cqu.com.        IN    A    164.172.13.167
svcblkoa.cqu.com.        IN    A    240.82.172.230
rvmyolut.cqu.com.        IN    A    30.1.218.250
qjdsogen.cqu.com.        IN    A    21.112.83.192
bfatnkrm.cqu.com.        IN    A    154.33.154.41
xcquiaks.cqu.com.        IN    A    84.4.6.76
qeiaxwns.cqu.com.        IN    A    236.124.9.143
gdxyrfha.cqu.com.        IN    A    52.178.218.27
uomwnclp.cqu.com.        IN    A    168.90.176.241
cghbwyom.cqu.com.        IN    A    131.255.34.61
pxhufomb.cqu.com.        IN    A    166.154.210.194
fqshwogp.cqu.com.        IN    A    134.52.170.243
inktxepj.cqu.com.        IN    A    231.190.83.124
uratwnsl.cqu.com.        IN    A    174.25.142.21
qoavdiyb.cqu.com.        IN    A    136.173.7.123
nrbajkug.cqu.com.        IN    A    65.98.37.220
valwhour.cqu.com.        IN    A    1.165.1.216
jrbghmev.cqu.com.        IN    A    229.154.19.64
ekhspumg.cqu.com.        IN    A    63.22.49.200
ldargbqu.cqu.com.        IN    A    202.191.145.72
cvufydmg.cqu.com.        IN    A    2.168.157.67
wsfeitby.cqu.com.        IN    A    46.127.115.170
vltpqgao.cqu.com.        IN    A    81.251.248.176
wmcqnrjl.cqu.com.        IN    A    53.148.57.118
mqgnwupr.cqu.com.        IN    A    235.112.218.237
wigtvfej.cqu.com.        IN    A    115.35.203.238
plubmcxt.cqu.com.        IN    A    50.37.213.90
jmnhxkfp.cqu.com.        IN    A    77.229.98.55
bsrwcuvg.cqu.com.        IN    A    63.81.247.44
guqptjlc.cqu.com.        IN    A    252.122.70.29
pdjxhkfe.cqu.com.        IN    A    190.76.131.233
flwsycve.cqu.com.        IN    A    90.114.221.85
wtacydph.cqu.com.        IN    A    179.209.154.168
xplfhrdb.cqu.com.        IN    A    137.32.77.43
dsricvhl.cqu.com.        IN    A    17.103.196.139
irbmeuvg.cqu.com.        IN    A    98.161.157.238
lojmbqeg.cqu.com.        IN    A    48.98.60.149
rwavsxjf.cqu.com.        IN    A    54.37.106.67
otnlabuk.cqu.com.        IN    A    104.169.252.7
jufwlesh.cqu.com.        IN    A    188.68.205.60
blpieqju.cqu.com.        IN    A    185.8.23.44
ichdqgto.cqu.com.        IN    A    145.48.255.8
qkmojypg.cqu.com.        IN    A    239.19.192.225
jqwaihvk.cqu.com.        IN    A    244.150.246.245
ehbtrvaw.cqu.com.        IN    A    250.123.132.91
twqrauey.cqu.com.        IN    A    233.178.96.174
kqcroste.cqu.com.        IN    A    154.230.91.115
crmnjdil.cqu.com.        IN    A    212.108.158.217
mseydxnr.cqu.com.        IN    A    97.253.21.131
mwikqryj.cqu.com.        IN    A    163.225.38.249
pdbyonhr.cqu.com.        IN    A    207.194.73.241
fkjmuwcd.cqu.com.        IN    A    245.157.140.39
ptodhjnc.cqu.com.        IN    A    85.53.130.162
vcfgxlpe.cqu.com.        IN    A    197.27.66.9
hncpywrs.cqu.com.        IN    A    199.179.120.209
psnkvcli.cqu.com.        IN    A    50.15.36.92
fbkvyhce.cqu.com.        IN    A    173.94.98.17
ylcmnsxt.cqu.com.        IN    A    253.138.15.149
ewtrxghs.cqu.com.        IN    A    184.18.120.22
aguheyoq.cqu.com.        IN    A    184.11.202.96
gqdctmer.cqu.com.        IN    A    240.166.38.56
gofalxvb.cqu.com.        IN    A    162.157.160.148
hnqfwdxc.cqu.com.        IN    A    20.44.247.36
uaobsftq.cqu.com.        IN    A    94.156.134.73
nyqklmfi.cqu.com.        IN    A    206.126.70.112
yjcoawsn.cqu.com.        IN    A    59.1.11.250
ovwpqxfi.cqu.com.        IN    A    134.23.224.238
wcpxqyao.cqu.com.        IN    A    181.57.187.188
cnopdmgq.cqu.com.        IN    A    204.101.207.59
rmnxfysi.cqu.com.        IN    A    41.211.7.103
clufawjx.cqu.com.        IN    A    70.107.56.165
cuyrpetj.cqu.com.        IN    A    1.87.30.179
fmdsruec.cqu.com.        IN    A    250.10.78.214
eykiwgqx.cqu.com.        IN    A    135.161.98.70
hntsjiyr.cqu.com.        IN    A    157.209.189.230
ugqmksyv.cqu.com.        IN    A    45.208.6.39
puibmqfj.cqu.com.        IN    A    71.171.78.238
crodvugj.cqu.com.        IN    A    167.226.134.211
xcwsgpht.cqu.com.        IN    A    183.104.17.122
pthqsiwm.cqu.com.        IN    A    176.191.173.45
lscdprwb.cqu.com.        IN    A    79.49.154.138
uhetcoji.cqu.com.        IN    A    42.205.106.72
virkhlnm.cqu.com.        IN    A    249.160.26.28
rfdjgpay.cqu.com.        IN    A    14.122.3.232
gtwknmuq.cqu.com.        IN    A    18.225.117.54
fupmjlig.cqu.com.        IN    A    139.212.1.197
oqvkandr.cqu.com.        IN    A    240.100.234.127
luormjtf.cqu.com.        IN    A    234.159.178.17
bxosualt.cqu.com.        IN    A    59.60.219.56
jybhvxad.cqu.com.        IN    A    59.30.129.68
xbrcyvui.cqu.com.        IN    A    212.199.73.189
esdwyjab.cqu.com.        IN    A    204.52.146.153
rlvghtwb.cqu.com.        IN    A    90.66.148.164
lxkurcfm.cqu.com.        IN    A    224.5.222.180
dhmwlqcg.cqu.com.        IN    A    7.56.192.63
xhtfsgav.cqu.com.        IN    A    238.170.223.35
njxsleag.cqu.com.        IN    A    88.236.244.183
jngyiakt.cqu.com.        IN    A    228.137.112.138
lbvtaqjr.cqu.com.        IN    A    245.224.47.70
qkbcfopj.cqu.com.        IN    A    238.108.72.182
imkqxlcj.cqu.com.        IN    A    253.156.110.123
suapjhfl.cqu.com.        IN    A    196.254.163.100
eayvchsi.cqu.com.        IN    A    4.247.17.210
ojxlbfrn.cqu.com.        IN    A    19.211.167.112
agldhoeu.cqu.com.        IN    A    6.121.203.172
tiawqfvs.cqu.com.        IN    A    138.163.181.236
rsmuxdhe.cqu.com.        IN    A    211.143.17.26
gwhnalum.cqu.com.        IN    A    92.97.71.81
savkordg.cqu.com.        IN    A    58.170.246.204
vbuyrfmo.cqu.com.        IN    A    126.103.86.154
revmclkh.cqu.com.        IN    A    234.182.230.197
cglrsejq.cqu.com.        IN    A    155.85.213.52
crbnhkau.cqu.com.        IN    A    3.35.139.182
dmafsjci.cqu.com.        IN    A    167.227.214.155
vbkxfqrw.cqu.com.        IN    A    155.153.180.17
gxkrpqvc.cqu.com.        IN    A    202.129.129.57
hsupowxt.cqu.com.        IN    A    27.91.28.10
flkjdqmy.cqu.com.        IN    A    140.230.97.183
pqjlafxv.cqu.com.        IN    A    224.46.133.66
xpalgfdn.cqu.com.        IN    A    98.6.118.140
empyhsul.cqu.com.        IN    A    176.60.74.215
mtngkuxy.cqu.com.        IN    A    255.125.31.133
eicposmh.cqu.com.        IN    A    149.107.216.228
vohrypqj.cqu.com.        IN    A    95.139.106.43
vnahgcfj.cqu.com.        IN    A    60.91.51.206
vbeofkpx.cqu.com.        IN    A    163.180.205.94
nlbjeiyw.cqu.com.        IN    A    130.34.172.39
ilboxarn.cqu.com.        IN    A    77.59.223.148
vywdrnbl.cqu.com.        IN    A    68.136.186.144
bipjuash.cqu.com.        IN    A    194.182.5.157
scfelwrg.cqu.com.        IN    A    60.254.28.176
lkuwpxth.cqu.com.        IN    A    123.171.179.153
ujgtlpqi.cqu.com.        IN    A    1.8.72.143
iypxjvks.cqu.com.        IN    A    100.30.109.102
mpxchutj.cqu.com.        IN    A    85.217.174.21
rlxcaope.cqu.com.        IN    A    55.80.121.141
vmkeqhxp.cqu.com.        IN    A    88.202.94.57
lubpadco.cqu.com.        IN    A    218.248.174.215
oxgukqth.cqu.com.        IN    A    152.119.149.179
ufoxnklm.cqu.com.        IN    A    186.136.110.230
uqpfbnvx.cqu.com.        IN    A    225.7.157.198
wjimvhye.cqu.com.        IN    A    95.221.7.178
pmhrseqb.cqu.com.        IN    A    203.186.114.25
mclqjdyh.cqu.com.        IN    A    218.109.105.58
dhuqejgm.cqu.com.        IN    A    189.117.1.201
mceadksh.cqu.com.        IN    A    140.223.49.104
ojexldbu.cqu.com.        IN    A    62.179.129.10
pyibmoxl.cqu.com.        IN    A    65.212.70.5
jumqhcog.cqu.com.        IN    A    133.125.215.37
rfvpmhnu.cqu.com.        IN    A    95.45.136.227
wcfqtmyl.cqu.com.        IN    A    89.82.151.239
cfnkurps.cqu.com.        IN    A    26.189.125.30
fgyoiqvu.cqu.com.        IN    A    10.222.111.213
mviydpel.cqu.com.        IN    A    173.64.223.20
vjtkqwic.cqu.com.        IN    A    82.88.199.79
euyiklnh.cqu.com.        IN    A    101.239.25.60
vhiulgbr.cqu.com.        IN    A    206.164.55.239
cnjkgpye.cqu.com.        IN    A    127.86.255.148
yrfnescq.cqu.com.        IN    A    147.185.86.58
kqcyipeu.cqu.com.        IN    A    183.195.192.134
fskqpelo.cqu.com.        IN    A    92.121.200.231
siuqvjre.cqu.com.        IN    A    7.180.83.32
obhedcgr.cqu.com.        IN    A    6.204.220.230
jnqaphsw.cqu.com.        IN    A    245.206.238.176
dfsyhwek.cqu.com.        IN    A    202.6.132.21
ujdxpkog.cqu.com.        IN    A    23.221.59.221
xtpnrfio.cqu.com.        IN    A    181.10.72.215
rpyxatij.cqu.com.        IN    A    76.243.151.90
uwlovbft.cqu.com.        IN    A    89.80.40.220
fpgalnme.cqu.com.        IN    A    200.156.243.188
vxlqmbfp.cqu.com.        IN    A    110.231.103.74
pmnqoadx.cqu.com.        IN    A    11.227.82.195
lgmwvndo.cqu.com.        IN    A    3.214.250.27
xalqjsmd.cqu.com.        IN    A    155.107.217.166
etivqasy.cqu.com.        IN    A    66.161.52.138
ngavdywt.cqu.com.        IN    A    123.31.167.211
gfilnhec.cqu.com.        IN    A    62.190.7.237
hwoijtkp.cqu.com.        IN    A    134.87.86.8
nlcpwgev.cqu.com.        IN    A    188.17.104.121
ydeksfbt.cqu.com.        IN    A    210.185.131.252
hdgcuflo.cqu.com.        IN    A    89.202.166.8
iwljpkds.cqu.com.        IN    A    247.123.52.174
yiesxvrn.cqu.com.        IN    A    236.55.135.139
axqfoilv.cqu.com.        IN    A    104.189.161.177
vifbuyjc.cqu.com.        IN    A    130.87.171.15
ywemhlgi.cqu.com.        IN    A    12.78.122.27
uqojtyce.cqu.com.        IN    A    205.49.133.40
fxamklri.cqu.com.        IN    A    68.166.136.124
jibsxqfk.cqu.com.        IN    A    123.77.191.61
sfgnwelb.cqu.com.        IN    A    98.23.233.5
gjnehmkt.cqu.com.        IN    A    52.212.102.106
pgmiankc.cqu.com.        IN    A    228.101.14.202
vwfxnbtq.cqu.com.        IN    A    171.220.219.228
kneigvmd.cqu.com.        IN    A    161.193.30.81
pamlcenh.cqu.com.        IN    A    99.120.80.183
qdclrmvy.cqu.com.        IN    A    48.53.17.141
stlxeqfm.cqu.com.        IN    A    206.4.103.84
thaowksm.cqu.com.        IN    A    78.101.168.48
dcngfxjo.cqu.com.        IN    A    155.33.134.194
nrkehlxc.cqu.com.        IN    A    171.0.35.50
dkcjwgoh.cqu.com.        IN    A    160.61.132.189
kmxvoyuc.cqu.com.        IN    A    115.49.179.147
ebsdlitu.cqu.com.        IN    A    56.166.93.31
bpirhgkw.cqu.com.        IN    A    23.30.23.111
jnowckqf.cqu.com.        IN    A    105.45.103.76
txhamefl.cqu.com.        IN    A    46.201.159.185
slmwdhpk.cqu.com.        IN    A    249.6.230.54
ulnaqeox.cqu.com.        IN    A    239.95.236.13
ehagjpky.cqu.com.        IN    A    36.163.50.35
ymqcrhud.cqu.com.        IN    A    186.220.97.172
ltvqmxfa.cqu.com.        IN    A    210.93.97.161
kybtjlcm.cqu.com.        IN    A    34.171.211.197
hxincowm.cqu.com.        IN    A    94.72.161.125
xdpaseiu.cqu.com.        IN    A    191.195.21.209
bnayjkvr.cqu.com.        IN    A    78.232.189.233
oevyncxi.cqu.com.        IN    A    167.90.235.194
xwhbyacv.cqu.com.        IN    A    220.223.151.165
aftxjgco.cqu.com.        IN    A    94.241.232.209
wsvkqcgh.cqu.com.        IN    A    109.33.58.190
qxgoavts.cqu.com.        IN    A    248.73.36.24
srkdegvu.cqu.com.        IN    A    151.72.123.121
ldmjxhwp.cqu.com.        IN    A    208.234.231.173
uqypasjw.cqu.com.        IN    A    43.58.166.206
ebxoqmfs.cqu.com.        IN    A    165.28.31.94
fuexosci.cqu.com.        IN    A    48.235.193.0
midygvqk.cqu.com.        IN    A    97.33.97.147
nvrutqgk.cqu.com.        IN    A    44.81.168.119
xowubpev.cqu.com.        IN    A    130.119.151.104
xehjvkco.cqu.com.        IN    A    147.6.212.99
tdjvsakc.cqu.com.        IN    A    16.31.199.210
jxundgek.cqu.com.        IN    A    87.170.199.224
dpvgnamr.cqu.com.        IN    A    145.244.180.221
nxcafqte.cqu.com.        IN    A    2.95.182.40
xtmwfqda.cqu.com.        IN    A    64.61.147.57
qpvbwska.cqu.com.        IN    A    240.243.236.135
uvbpdlse.cqu.com.        IN    A    177.130.121.231
wfcoptag.cqu.com.        IN    A    22.148.233.37
vfepagys.cqu.com.        IN    A    46.203.142.201
qipmfkrj.cqu.com.        IN    A    68.182.90.152
htupvfbx.cqu.com.        IN    A    31.105.105.38
vkuxwtbg.cqu.com.        IN    A    162.212.162.41
qsrkyhvb.cqu.com.        IN    A    15.148.133.197
kipaboef.cqu.com.        IN    A    216.53.224.166
ginplewy.cqu.com.        IN    A    229.35.124.199
rfspevgb.cqu.com.        IN    A    20.101.183.162
tovaqksb.cqu.com.        IN    A    198.81.243.59
mhvqolfx.cqu.com.        IN    A    129.72.231.196
fitmdsbj.cqu.com.        IN    A    189.49.153.216
phrdmsjl.cqu.com.        IN    A    74.246.238.133
rfspindb.cqu.com.        IN    A    171.144.83.56
sfaqwhpr.cqu.com.        IN    A    251.253.216.39
musflqci.cqu.com.        IN    A    98.255.223.75
rekcphms.cqu.com.        IN    A    222.168.158.157
ekcsvnrl.cqu.com.        IN    A    92.115.163.50
waeybspg.cqu.com.        IN    A    65.59.214.135
jybxenku.cqu.com.        IN    A    143.82.224.14
uphebtrx.cqu.com.        IN    A    195.110.32.169
eofwmaht.cqu.com.        IN    A    59.106.166.127
wsxkclnu.cqu.com.        IN    A    11.213.173.132
pdtymrkq.cqu.com.        IN    A    117.26.207.41
olbjrpxy.cqu.com.        IN    A    126.146.84.109
jqbuhwtg.cqu.com.        IN    A    75.15.145.110
wklfxnhq.cqu.com.        IN    A    41.29.111.191
wlqtfasr.cqu.com.        IN    A    225.176.210.2
ckbtjyva.cqu.com.        IN    A    155.217.153.226
sapnkchf.cqu.com.        IN    A    246.56.162.162
eclitsyv.cqu.com.        IN    A    59.198.150.16
gcwemryu.cqu.com.        IN    A    224.37.184.215
keyvhbtr.cqu.com.        IN    A    122.11.234.30
lbgafnwv.cqu.com.        IN    A    69.138.6.34
klqtybpj.cqu.com.        IN    A    93.202.176.99
cyigtduv.cqu.com.        IN    A    123.210.3.102
qpdvxchy.cqu.com.        IN    A    13.110.174.42
timokrdw.cqu.com.        IN    A    38.185.115.181
avrlkctf.cqu.com.        IN    A    192.122.241.137
jwrxkvcm.cqu.com.        IN    A    233.56.22.82
uoprymfi.cqu.com.        IN    A    209.124.236.217
yfpilndg.cqu.com.        IN    A    243.99.52.188
yxnmchia.cqu.com.        IN    A    155.21.129.177
ygxvmjeb.cqu.com.        IN    A    246.148.71.185
krwjiehl.cqu.com.        IN    A    107.125.231.175
ytrqeldv.cqu.com.        IN    A    110.172.112.58
rmifpvcq.cqu.com.        IN    A    242.18.165.69
vanrpfwx.cqu.com.        IN    A    50.154.84.243
sdfehqng.cqu.com.        IN    A    148.78.127.231
cixsubdw.cqu.com.        IN    A    219.7.61.99
ngvrihyt.cqu.com.        IN    A    243.95.79.86
qdnsxgca.cqu.com.        IN    A    177.7.55.250
iunjlqdm.cqu.com.        IN    A    135.49.205.160
psfngcux.cqu.com.        IN    A    134.31.82.224
ukgdytfh.cqu.com.        IN    A    123.75.68.216
lpxmsdjg.cqu.com.        IN    A    121.95.53.164
olraceqd.cqu.com.        IN    A    24.123.234.34
tmixrcnu.cqu.com.        IN    A    0.70.68.14
pcrymlbw.cqu.com.        IN    A    254.7.157.127
fipuwbdm.cqu.com.        IN    A    8.158.77.143
kpyrhwov.cqu.com.        IN    A    205.160.138.68
axrltgnw.cqu.com.        IN    A    48.153.204.47
ibrdcwge.cqu.com.        IN    A    127.123.128.50
rlbkujeq.cqu.com.        IN    A    250.187.40.123
eqovuxns.cqu.com.        IN    A    46.245.126.108
vdnhlsiu.cqu.com.        IN    A    230.6.45.109
xirdtgyp.cqu.com.        IN    A    145.80.79.108
ylxahurc.cqu.com.        IN    A    186.46.139.217
kgjnsicv.cqu.com.        IN    A    195.47.63.222
ucjvlqya.cqu.com.        IN    A    83.129.68.13
btiwacpd.cqu.com.        IN    A    100.160.143.149
qrpvyusw.cqu.com.        IN    A    125.86.69.105
qjwfxgeu.cqu.com.        IN    A    203.10.218.110
xmvaphio.cqu.com.        IN    A    195.244.10.106
rtgkilbe.cqu.com.        IN    A    241.223.111.118
vdfkomgt.cqu.com.        IN    A    73.87.222.155
twrdexbg.cqu.com.        IN    A    216.37.101.209
wblvsejo.cqu.com.        IN    A    85.17.42.48
bksftqoh.cqu.com.        IN    A    154.20.129.115
leqxibyh.cqu.com.        IN    A    151.137.235.199
dyxpjrac.cqu.com.        IN    A    253.107.99.81
gxecfnob.cqu.com.        IN    A    128.159.136.21
vdgsnphw.cqu.com.        IN    A    62.255.100.204
obxvmhil.cqu.com.        IN    A    0.109.216.4
jhmxstqi.cqu.com.        IN    A    90.52.143.134
cbgvqstw.cqu.com.        IN    A    210.146.104.137
bynuogpq.cqu.com.        IN    A    65.102.123.170
qgfpoaus.cqu.com.        IN    A    223.159.36.190
hdkmogsa.cqu.com.        IN    A    4.161.149.221
ymangbpq.cqu.com.        IN    A    166.38.181.17
rmoclqga.cqu.com.        IN    A    112.193.245.12
cribdyep.cqu.com.        IN    A    131.255.198.203
ymaxintr.cqu.com.        IN    A    7.204.42.44
tmslewng.cqu.com.        IN    A    189.2.97.73
uxaqrtnb.cqu.com.        IN    A    214.212.64.118
trdsmibx.cqu.com.        IN    A    86.49.183.145
jdrethcq.cqu.com.        IN    A    167.93.163.155
krgmjuql.cqu.com.        IN    A    48.185.198.49
nipjalud.cqu.com.        IN    A    143.66.167.216
qhcarmls.cqu.com.        IN    A    12.176.28.47
rafecwsi.cqu.com.        IN    A    82.1.113.200
aoymjexi.cqu.com.        IN    A    147.163.152.103
dbmelhqj.cqu.com.        IN    A    56.92.129.245
lndxpmco.cqu.com.        IN    A    146.188.123.127
jkicmqyt.cqu.com.        IN    A    99.123.200.241
efswxlgc.cqu.com.        IN    A    194.123.77.250
fpovwabs.cqu.com.        IN    A    170.203.167.154
vurqxpbn.cqu.com.        IN    A    242.134.14.140
txhndska.cqu.com.        IN    A    57.216.239.38
osvakxtq.cqu.com.        IN    A    202.90.191.154
rqkwmucl.cqu.com.        IN    A    106.46.4.90
vjrilupx.cqu.com.        IN    A    115.237.102.99
xkutbjwh.cqu.com.        IN    A    150.137.204.139
qravpjde.cqu.com.        IN    A    109.0.168.44
ckebpwuo.cqu.com.        IN    A    119.210.204.169
bnlguorm.cqu.com.        IN    A    255.254.75.62
dsqmlipe.cqu.com.        IN    A    56.170.217.156
irymupcf.cqu.com.        IN    A    84.192.153.174
yqcswxbd.cqu.com.        IN    A    182.138.137.30
hqupmrsg.cqu.com.        IN    A    180.58.156.168
sbpqtlju.cqu.com.        IN    A    67.22.194.33
huyaprfi.cqu.com.        IN    A    50.203.86.76
leaitxvw.cqu.com.        IN    A    234.82.69.67
jklvaoim.cqu.com.        IN    A    54.222.124.55
shrvpexg.cqu.com.        IN    A    247.76.210.41
vqgjfnch.cqu.com.        IN    A    197.122.232.83
dpvwkgeu.cqu.com.        IN    A    246.209.192.136
kfgsabwt.cqu.com.        IN    A    219.126.152.9
gixepnrk.cqu.com.        IN    A    234.47.119.20
nydposcu.cqu.com.        IN    A    0.19.129.61
pgsxmvhe.cqu.com.        IN    A    174.173.147.124
mwlepnfb.cqu.com.        IN    A    95.177.120.217
wohnktfs.cqu.com.        IN    A    187.239.116.99
cnpleuit.cqu.com.        IN    A    207.59.211.44
jkwxiqyp.cqu.com.        IN    A    152.52.85.99
eqkchfvt.cqu.com.        IN    A    45.174.177.56
teyfnusl.cqu.com.        IN    A    85.188.15.46
cvolfkwb.cqu.com.        IN    A    89.209.255.169
jcgarwok.cqu.com.        IN    A    127.92.110.16
jpgtyxnv.cqu.com.        IN    A    4.152.246.98
yojrmwks.cqu.com.        IN    A    206.6.217.17
kfgelmai.cqu.com.        IN    A    76.26.165.72
ogksawch.cqu.com.        IN    A    85.241.182.179
pnjrksgl.cqu.com.        IN    A    198.148.211.175
