www.xmu.com. 	14400	IN	SOA	ns1.www.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
www.xmu.com.		    IN	NS ns1.www.xmu.com.
srohnput.www.xmu.com.    IN    A    21.220.63.122
tmabsexk.www.xmu.com.    IN    A    140.240.200.93
rxmoaehn.www.xmu.com.    IN    A    218.47.140.118
srngvqlf.www.xmu.com.    IN    A    233.176.115.86
qcivjosl.www.xmu.com.    IN    A    174.108.154.164
jkorpxdm.www.xmu.com.    IN    A    224.57.227.173
envmuprh.www.xmu.com.    IN    A    41.155.70.161
bextvjqp.www.xmu.com.    IN    A    206.73.41.235
ofspqltb.www.xmu.com.    IN    A    16.90.152.64
abuoljcg.www.xmu.com.    IN    A    221.247.158.196
gpontbjm.www.xmu.com.    IN    A    174.103.243.70
rxjkdoem.www.xmu.com.    IN    A    26.204.147.8
fxyijueb.www.xmu.com.    IN    A    161.26.126.33
qtudbxpw.www.xmu.com.    IN    A    91.222.110.153
aikbshjg.www.xmu.com.    IN    A    68.124.193.215
oxfgrtqs.www.xmu.com.    IN    A    201.90.184.101
muxfoekp.www.xmu.com.    IN    A    195.133.89.78
foyqjasm.www.xmu.com.    IN    A    50.12.226.93
frlvyknw.www.xmu.com.    IN    A    167.80.97.144
epulamji.www.xmu.com.    IN    A    151.186.69.32
fkyrmtvh.www.xmu.com.    IN    A    79.153.171.117
eofwqkns.www.xmu.com.    IN    A    232.253.165.141
uyxgqpsi.www.xmu.com.    IN    A    62.86.19.178
uvftpycj.www.xmu.com.    IN    A    126.136.198.207
qewmpoxu.www.xmu.com.    IN    A    234.175.221.100
gpfxtnby.www.xmu.com.    IN    A    171.73.212.153
tvwkdnsq.www.xmu.com.    IN    A    81.177.6.71
girlduho.www.xmu.com.    IN    A    139.131.26.149
tvoaqrdy.www.xmu.com.    IN    A    230.64.203.23
cpalrmon.www.xmu.com.    IN    A    63.73.58.118
cqlknvjh.www.xmu.com.    IN    A    70.228.33.3
uevbimsd.www.xmu.com.    IN    A    135.57.132.124
fdgwnbhc.www.xmu.com.    IN    A    97.100.252.114
cupwyfvl.www.xmu.com.    IN    A    148.162.193.252
vyierjdk.www.xmu.com.    IN    A    157.221.75.10
nrgiauex.www.xmu.com.    IN    A    66.11.29.140
smcxjyve.www.xmu.com.    IN    A    222.94.212.132
xfdcjthq.www.xmu.com.    IN    A    209.248.226.193
bcgfnriu.www.xmu.com.    IN    A    37.234.145.224
dkxejfmu.www.xmu.com.    IN    A    193.88.0.184
ftlweuia.www.xmu.com.    IN    A    111.13.39.153
pqgnhtde.www.xmu.com.    IN    A    41.76.225.155
skwyqgfe.www.xmu.com.    IN    A    95.108.199.138
foegdxwv.www.xmu.com.    IN    A    171.222.136.206
vfrhlipj.www.xmu.com.    IN    A    78.144.76.231
uftxanil.www.xmu.com.    IN    A    61.182.155.96
mkljvunr.www.xmu.com.    IN    A    219.189.124.5
imnbtpqk.www.xmu.com.    IN    A    187.67.164.3
liowngpd.www.xmu.com.    IN    A    189.249.91.63
aifyhbcs.www.xmu.com.    IN    A    222.170.167.210
fykjgvbt.www.xmu.com.    IN    A    247.80.47.74
lcqixyhb.www.xmu.com.    IN    A    190.210.152.5
vnheywax.www.xmu.com.    IN    A    36.155.153.193
warqhifo.www.xmu.com.    IN    A    20.254.16.58
kufolyqc.www.xmu.com.    IN    A    116.194.173.206
lifyhsne.www.xmu.com.    IN    A    126.167.236.129
omljsgxn.www.xmu.com.    IN    A    14.20.86.60
lymxichu.www.xmu.com.    IN    A    156.124.40.67
jpmqagbv.www.xmu.com.    IN    A    166.172.194.190
augwcvdq.www.xmu.com.    IN    A    83.65.80.67
gayqcjxw.www.xmu.com.    IN    A    201.211.210.237
mfsvqnrd.www.xmu.com.    IN    A    220.184.0.27
nmbdjrhv.www.xmu.com.    IN    A    70.221.134.207
tixdsoqn.www.xmu.com.    IN    A    89.165.188.37
scyiofux.www.xmu.com.    IN    A    41.38.206.77
lmrgypof.www.xmu.com.    IN    A    26.13.125.73
tcgrohmp.www.xmu.com.    IN    A    216.93.66.112
telxmvwf.www.xmu.com.    IN    A    226.95.226.250
xhnybmvj.www.xmu.com.    IN    A    138.35.180.134
hpyuangd.www.xmu.com.    IN    A    254.230.75.164
ckxngjbp.www.xmu.com.    IN    A    23.69.245.72
wxaibtfg.www.xmu.com.    IN    A    248.80.116.140
dthpsnrx.www.xmu.com.    IN    A    85.230.45.141
glfqmoay.www.xmu.com.    IN    A    52.122.101.234
knwtglvr.www.xmu.com.    IN    A    105.105.67.168
wjqravnp.www.xmu.com.    IN    A    107.32.183.180
usnvlhxo.www.xmu.com.    IN    A    224.41.164.117
jtwpgmec.www.xmu.com.    IN    A    49.247.36.119
mxwvghor.www.xmu.com.    IN    A    174.168.75.14
pqmjsrtn.www.xmu.com.    IN    A    221.151.59.89
kfcprlej.www.xmu.com.    IN    A    19.94.82.68
kpodblqh.www.xmu.com.    IN    A    207.219.128.164
jfrnuhqo.www.xmu.com.    IN    A    143.58.113.5
rsyaknjm.www.xmu.com.    IN    A    110.131.225.13
utmxsfvg.www.xmu.com.    IN    A    227.82.216.181
vmsyolpb.www.xmu.com.    IN    A    9.6.127.157
ygoncalj.www.xmu.com.    IN    A    90.181.146.208
bfwtnjor.www.xmu.com.    IN    A    214.177.113.236
muxdvlfs.www.xmu.com.    IN    A    115.22.248.90
fxmhdake.www.xmu.com.    IN    A    52.251.116.184
ekuytcnf.www.xmu.com.    IN    A    218.14.88.18
pjqkesum.www.xmu.com.    IN    A    126.8.77.221
iedaulny.www.xmu.com.    IN    A    29.39.201.198
kibeayqw.www.xmu.com.    IN    A    221.90.96.223
ckrspaem.www.xmu.com.    IN    A    215.95.167.130
oikmfvwg.www.xmu.com.    IN    A    172.220.248.84
omisbqwj.www.xmu.com.    IN    A    169.62.10.229
pycrkvja.www.xmu.com.    IN    A    171.239.229.175
skghmynl.www.xmu.com.    IN    A    206.26.41.103
krgyjdup.www.xmu.com.    IN    A    203.80.44.147
pxwikfey.www.xmu.com.    IN    A    169.81.214.71
kcfqvgyr.www.xmu.com.    IN    A    200.182.208.47
tromljnp.www.xmu.com.    IN    A    54.225.180.224
xufomwhb.www.xmu.com.    IN    A    145.4.21.254
gyiofexd.www.xmu.com.    IN    A    191.36.48.193
prkcfjbx.www.xmu.com.    IN    A    137.168.224.20
lnmhtkpi.www.xmu.com.    IN    A    254.176.223.219
usmkwtxy.www.xmu.com.    IN    A    107.190.106.216
xhwsnmvc.www.xmu.com.    IN    A    244.250.176.179
coagvije.www.xmu.com.    IN    A    234.83.154.181
baurevlo.www.xmu.com.    IN    A    242.119.172.175
qjyiwxhv.www.xmu.com.    IN    A    58.23.33.114
qsyoefmi.www.xmu.com.    IN    A    229.182.118.150
ejducgmp.www.xmu.com.    IN    A    99.3.91.135
ohlxbfku.www.xmu.com.    IN    A    132.175.74.61
ftyvcmld.www.xmu.com.    IN    A    251.148.143.187
xjdaotin.www.xmu.com.    IN    A    168.224.44.166
bqkjntua.www.xmu.com.    IN    A    8.15.107.112
fkscuwjr.www.xmu.com.    IN    A    248.98.136.66
ephtauvi.www.xmu.com.    IN    A    161.248.168.104
ghjybvsa.www.xmu.com.    IN    A    29.19.49.16
wojbrlhy.www.xmu.com.    IN    A    63.84.66.151
rocbvmyd.www.xmu.com.    IN    A    20.55.178.141
nlwjocum.www.xmu.com.    IN    A    224.237.206.7
aludcwhs.www.xmu.com.    IN    A    178.96.83.170
drkmiawf.www.xmu.com.    IN    A    214.94.107.194
xpgsbqmt.www.xmu.com.    IN    A    71.244.162.123
btkexrni.www.xmu.com.    IN    A    145.30.167.147
cqyejomr.www.xmu.com.    IN    A    16.41.85.158
hyqgdfvl.www.xmu.com.    IN    A    41.143.224.72
qfnbwugx.www.xmu.com.    IN    A    109.68.81.82
shuqajfn.www.xmu.com.    IN    A    85.246.99.61
tdkjflre.www.xmu.com.    IN    A    69.158.185.140
lxyqgvkb.www.xmu.com.    IN    A    155.50.40.12
otdungvp.www.xmu.com.    IN    A    185.15.66.27
mjxoybvu.www.xmu.com.    IN    A    195.87.239.33
nwkadqgy.www.xmu.com.    IN    A    144.218.123.238
eaykpmos.www.xmu.com.    IN    A    97.130.201.226
hxnodtag.www.xmu.com.    IN    A    169.234.51.250
ugjnitmq.www.xmu.com.    IN    A    185.174.98.147
erupdjbn.www.xmu.com.    IN    A    16.78.235.48
odvnfkqm.www.xmu.com.    IN    A    14.239.142.70
btykduph.www.xmu.com.    IN    A    25.233.114.106
kdlegptb.www.xmu.com.    IN    A    225.174.59.0
nadusphc.www.xmu.com.    IN    A    91.150.203.154
wfdmjcok.www.xmu.com.    IN    A    251.141.185.130
sojmcgai.www.xmu.com.    IN    A    9.168.104.238
ltsdukrg.www.xmu.com.    IN    A    65.229.119.56
dylobjwn.www.xmu.com.    IN    A    174.0.4.15
lmkapsxn.www.xmu.com.    IN    A    125.113.129.39
gkbyusxd.www.xmu.com.    IN    A    198.93.73.193
olayegxu.www.xmu.com.    IN    A    131.203.233.129
dgvhlwxo.www.xmu.com.    IN    A    79.158.131.31
rdnpugij.www.xmu.com.    IN    A    101.129.38.108
buvnmsqa.www.xmu.com.    IN    A    171.25.104.186
cqhfpova.www.xmu.com.    IN    A    42.198.208.188
olvickbx.www.xmu.com.    IN    A    132.213.193.18
sgfudhjk.www.xmu.com.    IN    A    1.201.15.89
nectkqwm.www.xmu.com.    IN    A    161.127.79.93
ehcnbfux.www.xmu.com.    IN    A    31.163.13.205
mvjnxkfd.www.xmu.com.    IN    A    186.121.68.196
owveqpsj.www.xmu.com.    IN    A    114.110.211.186
rafdhxjc.www.xmu.com.    IN    A    10.250.182.98
yijunhof.www.xmu.com.    IN    A    133.13.141.5
vupaqclg.www.xmu.com.    IN    A    44.227.218.225
bykgsdva.www.xmu.com.    IN    A    10.180.248.228
ctingrsd.www.xmu.com.    IN    A    141.158.229.60
hlpvuxyr.www.xmu.com.    IN    A    160.58.226.98
tdaurjbq.www.xmu.com.    IN    A    66.242.44.12
nmwtluhe.www.xmu.com.    IN    A    4.251.175.117
ljpnbogh.www.xmu.com.    IN    A    132.12.33.35
cmyqngaf.www.xmu.com.    IN    A    35.102.156.204
foctsbpd.www.xmu.com.    IN    A    10.40.81.239
dwqheost.www.xmu.com.    IN    A    209.80.121.2
bcwgljvr.www.xmu.com.    IN    A    199.61.223.82
towjdgym.www.xmu.com.    IN    A    111.150.129.170
wsdbvmil.www.xmu.com.    IN    A    147.22.21.230
uenqimdb.www.xmu.com.    IN    A    233.70.104.167
sdxgvwby.www.xmu.com.    IN    A    213.199.59.219
ubhykrwf.www.xmu.com.    IN    A    157.200.77.166
bcsenfho.www.xmu.com.    IN    A    185.57.155.84
uspdnkgo.www.xmu.com.    IN    A    80.68.232.234
cjgewpka.www.xmu.com.    IN    A    35.148.187.77
uopbexny.www.xmu.com.    IN    A    17.42.89.21
nopjsetu.www.xmu.com.    IN    A    59.37.41.222
kmpeorut.www.xmu.com.    IN    A    29.249.7.122
mvntxfyi.www.xmu.com.    IN    A    239.33.164.56
kcdhgxtm.www.xmu.com.    IN    A    45.53.156.217
edxlihfs.www.xmu.com.    IN    A    36.139.68.218
mdahxewn.www.xmu.com.    IN    A    116.45.203.106
mwhanutc.www.xmu.com.    IN    A    201.119.250.97
csrvqxhi.www.xmu.com.    IN    A    35.160.66.237
gidypxvm.www.xmu.com.    IN    A    209.33.127.63
ukespmbh.www.xmu.com.    IN    A    230.214.92.192
ogfwrcyd.www.xmu.com.    IN    A    114.4.130.166
skwpnoey.www.xmu.com.    IN    A    237.161.104.254
sanebulr.www.xmu.com.    IN    A    194.250.21.64
iwkpchsb.www.xmu.com.    IN    A    218.4.43.73
pquvmaic.www.xmu.com.    IN    A    231.158.65.84
fhaowsrn.www.xmu.com.    IN    A    235.160.136.248
bioanwts.www.xmu.com.    IN    A    102.0.133.255
dgpmqnwk.www.xmu.com.    IN    A    242.99.205.83
dsmfutkb.www.xmu.com.    IN    A    85.46.169.175
cpmslryt.www.xmu.com.    IN    A    220.159.15.88
brqpecyh.www.xmu.com.    IN    A    244.106.18.73
exvltnup.www.xmu.com.    IN    A    72.182.101.92
xfrnvysg.www.xmu.com.    IN    A    224.18.33.6
echuoybs.www.xmu.com.    IN    A    150.129.68.182
ahwkcfdi.www.xmu.com.    IN    A    177.38.141.97
ikmpcjwq.www.xmu.com.    IN    A    93.115.2.125
xotwavly.www.xmu.com.    IN    A    147.44.168.72
dntpejvr.www.xmu.com.    IN    A    112.128.175.128
kgdlvrhy.www.xmu.com.    IN    A    249.126.93.223
evqwuhtx.www.xmu.com.    IN    A    255.209.214.8
dxirpmje.www.xmu.com.    IN    A    14.1.59.215
hmuldspr.www.xmu.com.    IN    A    107.23.224.199
wmejxhtu.www.xmu.com.    IN    A    64.229.42.68
ekijcuyb.www.xmu.com.    IN    A    25.239.32.150
gbijtlfv.www.xmu.com.    IN    A    172.119.56.17
ltrveshb.www.xmu.com.    IN    A    16.48.127.191
imoqfjax.www.xmu.com.    IN    A    157.255.13.57
dcoyrpja.www.xmu.com.    IN    A    68.182.171.243
iohbvxfg.www.xmu.com.    IN    A    137.220.239.44
ynjdxmcl.www.xmu.com.    IN    A    192.37.44.122
jxwfgvot.www.xmu.com.    IN    A    108.73.227.168
gdsmoekp.www.xmu.com.    IN    A    164.146.37.41
amwudqsr.www.xmu.com.    IN    A    123.130.170.95
ovbnwuqi.www.xmu.com.    IN    A    185.197.243.73
gejotbxl.www.xmu.com.    IN    A    249.151.210.103
aqxwmgrj.www.xmu.com.    IN    A    136.95.60.122
yrqoknje.www.xmu.com.    IN    A    20.136.129.24
shcoaqbu.www.xmu.com.    IN    A    227.205.247.61
wjcilphb.www.xmu.com.    IN    A    24.9.214.23
nmhdtufr.www.xmu.com.    IN    A    98.85.59.142
dwlghtiu.www.xmu.com.    IN    A    140.228.37.230
dgpbuhvl.www.xmu.com.    IN    A    45.59.67.55
acbmhuve.www.xmu.com.    IN    A    89.136.237.151
sacbltry.www.xmu.com.    IN    A    241.236.30.63
byafosut.www.xmu.com.    IN    A    67.177.178.113
eqymvnbx.www.xmu.com.    IN    A    121.49.15.139
pjkxweof.www.xmu.com.    IN    A    80.49.86.178
xhfuqyol.www.xmu.com.    IN    A    9.98.20.29
arpvmqso.www.xmu.com.    IN    A    241.33.91.231
wuekbjfq.www.xmu.com.    IN    A    88.212.24.143
wbjsedpv.www.xmu.com.    IN    A    183.139.39.26
jfgykbuw.www.xmu.com.    IN    A    109.25.47.242
lapmyxvq.www.xmu.com.    IN    A    135.201.150.121
kqbvympd.www.xmu.com.    IN    A    153.120.147.40
khrvsbjg.www.xmu.com.    IN    A    67.116.123.3
saopjdux.www.xmu.com.    IN    A    211.141.32.104
vyqfhcwm.www.xmu.com.    IN    A    173.42.232.44
nbmvydrc.www.xmu.com.    IN    A    225.238.96.218
oqpwmjlv.www.xmu.com.    IN    A    24.154.103.175
gpouqltd.www.xmu.com.    IN    A    232.149.214.53
ygcaelsq.www.xmu.com.    IN    A    189.226.30.137
cbvafhsr.www.xmu.com.    IN    A    56.48.252.58
qiedctom.www.xmu.com.    IN    A    170.124.245.81
auimxlrs.www.xmu.com.    IN    A    238.197.64.205
kejncvst.www.xmu.com.    IN    A    87.203.189.248
jlqhwsnk.www.xmu.com.    IN    A    19.34.21.86
bcmiyhtk.www.xmu.com.    IN    A    70.100.91.17
ldthmsjk.www.xmu.com.    IN    A    64.184.72.206
huxndmwi.www.xmu.com.    IN    A    253.50.59.121
smutdfrp.www.xmu.com.    IN    A    86.211.41.155
bixntlqa.www.xmu.com.    IN    A    171.120.125.0
bwemyudo.www.xmu.com.    IN    A    40.59.141.224
ibfucptn.www.xmu.com.    IN    A    92.32.83.209
okaciqep.www.xmu.com.    IN    A    175.79.67.100
vcmyqrdb.www.xmu.com.    IN    A    104.87.163.14
bfosuxgn.www.xmu.com.    IN    A    75.70.231.251
hjcsuyvd.www.xmu.com.    IN    A    128.185.225.155
ryfvcpek.www.xmu.com.    IN    A    66.71.79.23
qpadcuol.www.xmu.com.    IN    A    102.154.168.237
godesmck.www.xmu.com.    IN    A    223.29.224.64
axdsemrn.www.xmu.com.    IN    A    164.221.202.149
lnfcaexk.www.xmu.com.    IN    A    247.104.139.49
xtnvjswk.www.xmu.com.    IN    A    222.16.105.135
frjtphgc.www.xmu.com.    IN    A    208.170.233.174
bqtaukoh.www.xmu.com.    IN    A    67.48.43.75
imysutae.www.xmu.com.    IN    A    209.185.224.250
iebomqty.www.xmu.com.    IN    A    174.114.221.207
ikeaxoqh.www.xmu.com.    IN    A    92.79.20.240
tfpwyrqe.www.xmu.com.    IN    A    45.200.121.101
rvwidoqb.www.xmu.com.    IN    A    198.32.168.206
cofyvkeq.www.xmu.com.    IN    A    3.131.129.33
kfxwdmli.www.xmu.com.    IN    A    29.108.63.190
cylhiovs.www.xmu.com.    IN    A    254.38.205.217
gsxcnyvh.www.xmu.com.    IN    A    96.186.30.151
mjbqgfro.www.xmu.com.    IN    A    230.106.235.95
aljbsrnd.www.xmu.com.    IN    A    72.118.70.125
jaortywp.www.xmu.com.    IN    A    178.96.229.74
kvosrgiy.www.xmu.com.    IN    A    88.41.212.56
logfyvcr.www.xmu.com.    IN    A    245.156.58.251
kecnrovf.www.xmu.com.    IN    A    188.216.76.202
xvgtaenb.www.xmu.com.    IN    A    212.70.188.254
agpwhext.www.xmu.com.    IN    A    203.230.218.161
mvbnhsia.www.xmu.com.    IN    A    39.99.241.40
cqhgvtfk.www.xmu.com.    IN    A    54.187.151.126
blpqmcod.www.xmu.com.    IN    A    46.178.80.32
ufhvdqlr.www.xmu.com.    IN    A    252.5.239.186
rmuaodbq.www.xmu.com.    IN    A    75.80.126.164
jvdybutc.www.xmu.com.    IN    A    191.57.242.56
dniyboqr.www.xmu.com.    IN    A    242.33.101.250
kcmhfqxa.www.xmu.com.    IN    A    220.130.59.31
oamgcpsl.www.xmu.com.    IN    A    134.196.185.247
gsdyfpvn.www.xmu.com.    IN    A    156.142.216.20
ajbdtywc.www.xmu.com.    IN    A    130.145.92.238
dloencuq.www.xmu.com.    IN    A    101.64.13.78
ubejpwqg.www.xmu.com.    IN    A    197.122.5.232
osbxunew.www.xmu.com.    IN    A    240.205.9.183
bwlgmikj.www.xmu.com.    IN    A    238.1.205.250
wvceuxfq.www.xmu.com.    IN    A    165.205.59.32
ejafmthd.www.xmu.com.    IN    A    160.218.0.97
weglutao.www.xmu.com.    IN    A    87.125.21.10
fjmwktsu.www.xmu.com.    IN    A    94.193.217.31
jehgvixa.www.xmu.com.    IN    A    193.38.227.132
sduiwcpk.www.xmu.com.    IN    A    22.185.113.110
alswyfou.www.xmu.com.    IN    A    161.16.231.21
olucwxhv.www.xmu.com.    IN    A    187.47.149.201
exvknrfa.www.xmu.com.    IN    A    41.100.139.132
iofbgdvs.www.xmu.com.    IN    A    65.71.46.69
pbuvjngw.www.xmu.com.    IN    A    233.122.107.102
csbyneuo.www.xmu.com.    IN    A    247.229.36.198
aoblcypv.www.xmu.com.    IN    A    178.16.227.204
awfevtck.www.xmu.com.    IN    A    72.140.72.163
qkrstief.www.xmu.com.    IN    A    96.102.224.6
kidrcbet.www.xmu.com.    IN    A    238.114.32.114
snheatck.www.xmu.com.    IN    A    75.129.171.57
pqkvblea.www.xmu.com.    IN    A    114.92.238.23
dfknitmh.www.xmu.com.    IN    A    244.201.75.247
lkxrmofe.www.xmu.com.    IN    A    147.120.77.134
tfbyequd.www.xmu.com.    IN    A    192.251.243.149
qofylrph.www.xmu.com.    IN    A    204.147.201.74
dwaljsxy.www.xmu.com.    IN    A    61.30.108.166
piekqduo.www.xmu.com.    IN    A    40.154.177.76
vbcmrkhs.www.xmu.com.    IN    A    178.150.167.252
rmcufpew.www.xmu.com.    IN    A    192.60.21.231
qipxnofd.www.xmu.com.    IN    A    225.77.176.129
teuxagdq.www.xmu.com.    IN    A    193.111.241.205
mixnbujg.www.xmu.com.    IN    A    169.109.1.189
yglwmeib.www.xmu.com.    IN    A    38.189.130.112
iqruvtjg.www.xmu.com.    IN    A    170.103.188.94
ysbwiqck.www.xmu.com.    IN    A    20.210.164.142
jvguycak.www.xmu.com.    IN    A    232.103.154.145
fdetxhsn.www.xmu.com.    IN    A    116.37.73.124
iveqydha.www.xmu.com.    IN    A    249.237.158.184
gaxdhrfo.www.xmu.com.    IN    A    198.138.95.27
ulmybkce.www.xmu.com.    IN    A    73.127.97.15
yliokudn.www.xmu.com.    IN    A    169.41.114.119
opbsnrik.www.xmu.com.    IN    A    60.30.12.189
oiamvhpg.www.xmu.com.    IN    A    80.122.232.203
wlijsmug.www.xmu.com.    IN    A    71.146.108.190
bpdgjtxo.www.xmu.com.    IN    A    46.221.196.213
senfdghl.www.xmu.com.    IN    A    197.114.91.202
xbnwgvlp.www.xmu.com.    IN    A    228.89.101.212
pcxnufdl.www.xmu.com.    IN    A    165.216.25.23
blyhoite.www.xmu.com.    IN    A    70.219.112.29
tblkqsvm.www.xmu.com.    IN    A    28.95.97.149
wufdkhbe.www.xmu.com.    IN    A    107.211.9.47
tgmjwrue.www.xmu.com.    IN    A    62.121.86.211
tbwqejax.www.xmu.com.    IN    A    25.255.78.212
aihdmwfn.www.xmu.com.    IN    A    191.253.238.25
vbfidnym.www.xmu.com.    IN    A    34.98.226.69
pgteyvqi.www.xmu.com.    IN    A    107.50.183.5
wuknleby.www.xmu.com.    IN    A    162.122.198.180
tfbryqcj.www.xmu.com.    IN    A    70.240.93.37
ujcvbmrs.www.xmu.com.    IN    A    27.234.253.55
ycvjnliq.www.xmu.com.    IN    A    214.92.142.4
tinrjdeg.www.xmu.com.    IN    A    111.36.60.215
kivaojby.www.xmu.com.    IN    A    236.79.93.190
rkpfocqd.www.xmu.com.    IN    A    53.119.28.94
ecqabodu.www.xmu.com.    IN    A    255.70.181.124
vikxgpqn.www.xmu.com.    IN    A    236.190.107.42
fyvhobji.www.xmu.com.    IN    A    168.208.174.156
jfetwlmv.www.xmu.com.    IN    A    225.106.38.59
fqyuljxk.www.xmu.com.    IN    A    107.199.146.14
cbudwtmq.www.xmu.com.    IN    A    231.219.186.20
agbcdhsq.www.xmu.com.    IN    A    242.77.74.124
gurnmyao.www.xmu.com.    IN    A    179.237.107.249
bdkgsvyl.www.xmu.com.    IN    A    214.185.86.195
ulyjpbwm.www.xmu.com.    IN    A    129.119.218.122
pldaxnku.www.xmu.com.    IN    A    242.208.174.175
xebkmdty.www.xmu.com.    IN    A    2.201.28.85
wurpketa.www.xmu.com.    IN    A    99.239.198.21
khvsiwog.www.xmu.com.    IN    A    57.158.191.208
nqdjshal.www.xmu.com.    IN    A    124.9.147.16
shcbnrxv.www.xmu.com.    IN    A    206.14.54.219
pibqntgj.www.xmu.com.    IN    A    254.201.1.60
ychbdnif.www.xmu.com.    IN    A    112.94.248.252
xmiedkvr.www.xmu.com.    IN    A    153.144.222.38
vtjywbfc.www.xmu.com.    IN    A    48.14.188.127
ofkysjvb.www.xmu.com.    IN    A    196.17.174.35
rdhpjnai.www.xmu.com.    IN    A    37.88.52.254
qlakimvc.www.xmu.com.    IN    A    136.67.226.222
xopkmfst.www.xmu.com.    IN    A    150.67.159.203
ifhwaunb.www.xmu.com.    IN    A    129.79.101.85
tdlqxyen.www.xmu.com.    IN    A    159.46.131.233
vjbxepsm.www.xmu.com.    IN    A    91.48.125.205
ashwrctu.www.xmu.com.    IN    A    162.121.107.189
iwedpnak.www.xmu.com.    IN    A    215.12.144.86
djswikmx.www.xmu.com.    IN    A    114.249.170.228
kdoimpcr.www.xmu.com.    IN    A    242.198.55.145
mpsnoade.www.xmu.com.    IN    A    176.91.109.186
sowclbjy.www.xmu.com.    IN    A    245.151.51.88
flchmdeb.www.xmu.com.    IN    A    9.133.186.38
iumqjawl.www.xmu.com.    IN    A    31.147.177.227
rlfcwjia.www.xmu.com.    IN    A    76.10.30.140
wglsoabk.www.xmu.com.    IN    A    253.100.182.204
ohkswcqa.www.xmu.com.    IN    A    177.78.72.52
jmrhqcol.www.xmu.com.    IN    A    210.80.236.250
meyvxrjk.www.xmu.com.    IN    A    12.197.252.203
nfqeoblm.www.xmu.com.    IN    A    164.189.18.82
qwaemsnd.www.xmu.com.    IN    A    205.241.187.63
sbadywrh.www.xmu.com.    IN    A    156.163.235.95
npawhsfg.www.xmu.com.    IN    A    69.74.203.71
xnmuecht.www.xmu.com.    IN    A    8.218.13.107
erjlhvpq.www.xmu.com.    IN    A    244.111.189.206
odacyelj.www.xmu.com.    IN    A    129.118.74.74
ypwtvihb.www.xmu.com.    IN    A    71.149.47.170
wndpalmk.www.xmu.com.    IN    A    85.24.148.69
ynjobusq.www.xmu.com.    IN    A    196.158.110.143
qjtngfvs.www.xmu.com.    IN    A    96.248.127.52
