; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR tju.com. @ns2.tju.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
tju.com.			      14400 IN NS	ns1.tju.com.
ns1.tju.com.			      14400 IN A	10.166.21.13

www.tju.com.		      14400 IN NS	ns1.www.tju.com.
ns1.www.tju.com.		      14400 IN A		10.166.21.14

science.tju.com.		      14400 IN NS	ns1.science.tju.com.
ns1.science.tju.com.		      14400 IN A		10.166.21.15

arch.tju.com.		      14400 IN NS	ns1.arch.tju.com.
ns1.arch.tju.com.		      14400 IN A		10.166.21.12

tju.com.			      14400 IN MX	10 archtp.tju.edu.
tju.com.			      14400 IN TXT	"v=spf1 a mx ~all"
rlgbeijf.tju.com.        IN    A    110.16.24.53
uinehtxj.tju.com.        IN    A    162.56.53.90
chvdmyqe.tju.com.        IN    A    56.156.164.153
ajxvytrh.tju.com.        IN    A    225.49.120.99
vfelbrhi.tju.com.        IN    A    167.76.73.21
dircsven.tju.com.        IN    A    33.86.163.202
ilkgchea.tju.com.        IN    A    68.25.75.65
kybplmnw.tju.com.        IN    A    138.215.183.49
sxtyorjv.tju.com.        IN    A    227.183.245.226
jxnatbgi.tju.com.        IN    A    84.44.219.139
onlgumjb.tju.com.        IN    A    49.214.99.214
pdjebqsw.tju.com.        IN    A    22.10.1.201
nyjqgbdl.tju.com.        IN    A    113.182.64.86
pferdmjx.tju.com.        IN    A    246.175.75.255
lwomceih.tju.com.        IN    A    208.100.196.235
vlegcxaf.tju.com.        IN    A    152.159.2.120
olinbpca.tju.com.        IN    A    242.93.91.135
gywqtdac.tju.com.        IN    A    81.237.252.99
bkqgnsem.tju.com.        IN    A    76.36.150.254
cbiynsux.tju.com.        IN    A    247.81.27.151
vaydxcwt.tju.com.        IN    A    193.124.140.96
pkuiwgab.tju.com.        IN    A    147.158.26.206
mbdgyiap.tju.com.        IN    A    180.115.242.183
ctionwbm.tju.com.        IN    A    118.101.172.118
rbkvfetp.tju.com.        IN    A    232.193.118.211
joisqmpr.tju.com.        IN    A    21.132.86.235
ilcbkygv.tju.com.        IN    A    17.247.162.110
yebgwahc.tju.com.        IN    A    52.170.99.209
tugxsweq.tju.com.        IN    A    0.237.47.216
mixaonrj.tju.com.        IN    A    204.238.236.144
rwmjgycd.tju.com.        IN    A    99.4.165.157
uidbqphe.tju.com.        IN    A    198.234.31.37
dtswxplk.tju.com.        IN    A    87.3.157.246
tiwakody.tju.com.        IN    A    203.184.125.5
ogqsbxrp.tju.com.        IN    A    122.58.5.177
wxfkyuor.tju.com.        IN    A    250.152.29.108
xchasjrn.tju.com.        IN    A    19.77.149.90
dtogfrbj.tju.com.        IN    A    49.71.216.225
bldcgkoj.tju.com.        IN    A    237.141.220.2
ubpshtrd.tju.com.        IN    A    23.72.237.174
vhudmyas.tju.com.        IN    A    38.160.48.83
beiunydr.tju.com.        IN    A    186.61.6.59
qjbiaoew.tju.com.        IN    A    72.101.172.144
xbpidlfc.tju.com.        IN    A    165.237.1.124
ufmikctp.tju.com.        IN    A    181.207.92.114
ahmybkwo.tju.com.        IN    A    223.4.208.220
pwtfdjlc.tju.com.        IN    A    216.49.139.13
iuprevjs.tju.com.        IN    A    24.244.220.144
wshovjrp.tju.com.        IN    A    171.236.55.7
hvecdkyi.tju.com.        IN    A    101.227.251.108
iksohwnq.tju.com.        IN    A    67.35.243.151
gyfwolvm.tju.com.        IN    A    139.125.220.160
gpknwmtr.tju.com.        IN    A    97.196.32.35
xtplqsmj.tju.com.        IN    A    237.17.180.82
imwyoucb.tju.com.        IN    A    130.231.231.28
pymlkrne.tju.com.        IN    A    139.177.88.19
cemjkrgv.tju.com.        IN    A    20.246.53.252
wipqmdej.tju.com.        IN    A    54.67.197.201
nbpcamur.tju.com.        IN    A    152.245.37.163
ahopsejw.tju.com.        IN    A    129.252.65.153
wcsxtngl.tju.com.        IN    A    244.244.122.128
psbgtjha.tju.com.        IN    A    209.14.111.85
xvwkcjeu.tju.com.        IN    A    65.227.246.64
bsgvfxkn.tju.com.        IN    A    231.130.63.149
pavhmbqn.tju.com.        IN    A    204.16.86.175
fsnvkexi.tju.com.        IN    A    143.55.167.29
upkjblon.tju.com.        IN    A    50.166.36.116
ynesvgbu.tju.com.        IN    A    183.184.134.217
jamnhqir.tju.com.        IN    A    187.165.225.74
wrfmpqya.tju.com.        IN    A    19.144.172.186
upnrbqlg.tju.com.        IN    A    121.210.182.193
ryeisdvf.tju.com.        IN    A    30.163.16.237
gpcjhoda.tju.com.        IN    A    139.48.253.195
iqchjmxy.tju.com.        IN    A    185.53.191.40
iwfpjgec.tju.com.        IN    A    48.84.1.225
atupkxcf.tju.com.        IN    A    173.171.243.230
ixbspaof.tju.com.        IN    A    238.140.205.60
ivqybdmr.tju.com.        IN    A    204.132.208.234
ienmgotx.tju.com.        IN    A    207.37.21.104
gyshftav.tju.com.        IN    A    16.173.194.159
qnijsbmo.tju.com.        IN    A    226.113.72.96
joxsiywl.tju.com.        IN    A    235.32.163.109
bwqicaoe.tju.com.        IN    A    144.184.135.85
hdysakgn.tju.com.        IN    A    95.90.130.247
qeodbfti.tju.com.        IN    A    149.178.128.118
qpvycbgo.tju.com.        IN    A    197.122.200.81
tryuvkce.tju.com.        IN    A    223.208.165.144
hkcrmjvw.tju.com.        IN    A    124.11.130.184
sycqtigl.tju.com.        IN    A    159.206.39.164
rsubovld.tju.com.        IN    A    179.89.109.45
ntbhvryj.tju.com.        IN    A    128.195.42.173
ylnuikaq.tju.com.        IN    A    209.87.241.253
fithvomb.tju.com.        IN    A    200.187.241.78
kcovnaxe.tju.com.        IN    A    47.185.39.234
ytdqjfnk.tju.com.        IN    A    181.253.107.74
firuwedm.tju.com.        IN    A    124.233.208.142
hwabdriv.tju.com.        IN    A    135.253.20.117
sefbcnkh.tju.com.        IN    A    121.9.138.103
dwsuqjmt.tju.com.        IN    A    146.161.207.49
jlvadmnb.tju.com.        IN    A    161.160.27.37
wkvaljie.tju.com.        IN    A    108.33.57.90
uvldomxa.tju.com.        IN    A    147.23.235.131
daokjeth.tju.com.        IN    A    242.197.0.41
ebsfydwa.tju.com.        IN    A    199.80.69.137
erntgydi.tju.com.        IN    A    26.76.207.134
htblcdra.tju.com.        IN    A    250.132.36.89
pxafnqhd.tju.com.        IN    A    205.218.77.74
jeqpixvu.tju.com.        IN    A    63.146.223.245
bmhvcjye.tju.com.        IN    A    64.248.245.155
uloqyxgd.tju.com.        IN    A    202.120.43.107
oknthwyd.tju.com.        IN    A    211.3.105.137
yjatdvxm.tju.com.        IN    A    160.136.74.71
loethknq.tju.com.        IN    A    24.182.200.48
qclfvgks.tju.com.        IN    A    68.84.32.78
ndtuomfe.tju.com.        IN    A    91.63.54.156
vxmciosf.tju.com.        IN    A    172.131.26.250
vpgidbjl.tju.com.        IN    A    239.58.218.203
yxdewkhj.tju.com.        IN    A    154.163.136.180
xbqkahld.tju.com.        IN    A    111.181.249.220
hicvpnao.tju.com.        IN    A    76.144.111.226
tmfukqlw.tju.com.        IN    A    211.106.204.189
rjpqxkhy.tju.com.        IN    A    55.74.168.235
eaiytmxo.tju.com.        IN    A    160.153.66.171
rgmiwthe.tju.com.        IN    A    248.239.76.2
qpmibofl.tju.com.        IN    A    58.225.225.110
wcbjqaoi.tju.com.        IN    A    171.3.225.251
syfpkorm.tju.com.        IN    A    31.253.9.220
djtfoqlb.tju.com.        IN    A    2.136.129.248
guchesbr.tju.com.        IN    A    211.85.89.65
rsnbqpgw.tju.com.        IN    A    201.230.122.60
wlcxsvgh.tju.com.        IN    A    14.80.161.49
rtdlcfqe.tju.com.        IN    A    75.146.113.204
qrmegupl.tju.com.        IN    A    59.80.134.45
yrtqfdin.tju.com.        IN    A    80.121.127.173
euqdckfr.tju.com.        IN    A    199.248.186.197
kbjnghty.tju.com.        IN    A    225.45.198.144
weurnfab.tju.com.        IN    A    37.188.134.25
cnejdqhu.tju.com.        IN    A    110.207.112.118
nkpdjvqm.tju.com.        IN    A    113.213.37.189
bcjsgwty.tju.com.        IN    A    254.148.35.6
nlxicwgr.tju.com.        IN    A    103.241.123.8
wesaglif.tju.com.        IN    A    99.180.133.248
xcdpwksa.tju.com.        IN    A    180.86.129.75
qtwkivmr.tju.com.        IN    A    216.157.199.214
dtcvmlfb.tju.com.        IN    A    73.109.33.97
lshrgabk.tju.com.        IN    A    25.205.40.129
cboyvidj.tju.com.        IN    A    220.148.154.79
qlydbpjr.tju.com.        IN    A    211.107.187.195
qjbnerkg.tju.com.        IN    A    32.212.215.55
piskogmw.tju.com.        IN    A    113.239.90.208
dpvabmtc.tju.com.        IN    A    195.78.200.62
uyqwvdah.tju.com.        IN    A    100.185.21.18
cpxmrhle.tju.com.        IN    A    35.173.145.114
gpifvthn.tju.com.        IN    A    169.30.84.116
ncqfiklh.tju.com.        IN    A    217.56.131.36
yebasqhn.tju.com.        IN    A    149.181.198.161
tqikaleh.tju.com.        IN    A    195.150.209.34
olchnfxp.tju.com.        IN    A    73.228.190.104
lkiayjos.tju.com.        IN    A    202.151.90.178
pmsnutal.tju.com.        IN    A    236.146.92.99
blgwdykx.tju.com.        IN    A    118.171.57.138
votbuafy.tju.com.        IN    A    68.199.217.78
nlajbpko.tju.com.        IN    A    23.27.78.106
oripyuak.tju.com.        IN    A    21.80.194.107
hteucpdy.tju.com.        IN    A    23.148.54.165
lymokjau.tju.com.        IN    A    149.151.247.103
xykpbhvc.tju.com.        IN    A    88.117.201.91
cbaogmhd.tju.com.        IN    A    206.35.255.179
okdarvsq.tju.com.        IN    A    63.247.133.175
htbdsnrp.tju.com.        IN    A    198.181.220.89
wsqrotdx.tju.com.        IN    A    119.33.0.140
xaiwdmks.tju.com.        IN    A    181.199.198.214
vompknxr.tju.com.        IN    A    198.133.143.175
wcqnkerg.tju.com.        IN    A    108.95.42.31
otuhpkbj.tju.com.        IN    A    51.244.232.155
ijrphyeq.tju.com.        IN    A    44.98.111.245
ghuosexw.tju.com.        IN    A    255.108.135.121
flmnerbo.tju.com.        IN    A    62.21.39.245
ohwaukxt.tju.com.        IN    A    245.45.99.214
pflndwjt.tju.com.        IN    A    107.101.79.30
ovtsjpqx.tju.com.        IN    A    125.29.67.61
nqyucltg.tju.com.        IN    A    37.34.101.32
ebasxfjr.tju.com.        IN    A    79.184.83.28
tlxjqrme.tju.com.        IN    A    75.82.237.245
xhklravb.tju.com.        IN    A    229.76.221.90
hydlcjpv.tju.com.        IN    A    99.140.163.103
vdhwognt.tju.com.        IN    A    117.62.144.173
bclkrimf.tju.com.        IN    A    179.230.200.213
rdtalcgv.tju.com.        IN    A    66.13.166.254
wvnsqabg.tju.com.        IN    A    24.26.10.69
kqhpjbtl.tju.com.        IN    A    240.41.47.178
khacplou.tju.com.        IN    A    163.0.75.174
mpxbnhys.tju.com.        IN    A    44.49.236.184
ulfovbji.tju.com.        IN    A    94.30.75.75
ysnoiplh.tju.com.        IN    A    249.167.180.183
wvubcglh.tju.com.        IN    A    218.116.108.20
vudifbgr.tju.com.        IN    A    202.195.78.174
evanwgqi.tju.com.        IN    A    42.182.127.107
jilvgsor.tju.com.        IN    A    237.43.93.98
lagyumtq.tju.com.        IN    A    249.164.175.83
thncixav.tju.com.        IN    A    94.73.204.55
kbwasnit.tju.com.        IN    A    43.114.63.126
uqmphnbw.tju.com.        IN    A    60.37.65.64
gevbtwkc.tju.com.        IN    A    31.102.86.236
rtejcmkx.tju.com.        IN    A    218.0.253.204
seidrkut.tju.com.        IN    A    158.24.106.63
dpjmtvxg.tju.com.        IN    A    194.163.25.237
rkxtvubh.tju.com.        IN    A    155.42.40.31
pimesctu.tju.com.        IN    A    156.182.166.56
btjskgdp.tju.com.        IN    A    184.221.149.226
qwljyuib.tju.com.        IN    A    116.3.208.162
pciwfton.tju.com.        IN    A    173.99.156.171
twqjrekg.tju.com.        IN    A    37.35.165.121
oyxmjlvg.tju.com.        IN    A    169.40.152.132
kwpgtuiq.tju.com.        IN    A    83.254.110.113
eixkpvfb.tju.com.        IN    A    252.182.195.164
spbtvmce.tju.com.        IN    A    49.163.158.205
bfxyknva.tju.com.        IN    A    172.235.43.122
gyitenfv.tju.com.        IN    A    211.181.113.183
agywrjsu.tju.com.        IN    A    188.107.47.173
fyabmcwi.tju.com.        IN    A    82.59.149.72
xkopsitl.tju.com.        IN    A    192.84.41.32
deofnycb.tju.com.        IN    A    32.211.227.106
jqdipowc.tju.com.        IN    A    197.84.56.230
gojeknbu.tju.com.        IN    A    12.109.207.183
hfmpyjwl.tju.com.        IN    A    141.226.197.127
eractvpd.tju.com.        IN    A    253.143.156.225
lpumevws.tju.com.        IN    A    54.170.49.225
qxfwngie.tju.com.        IN    A    135.125.93.234
kqljspyn.tju.com.        IN    A    61.173.39.178
rsilbvma.tju.com.        IN    A    70.104.241.5
viabqduw.tju.com.        IN    A    225.12.191.186
utqpbvxr.tju.com.        IN    A    201.176.136.241
bgepqnry.tju.com.        IN    A    4.108.106.36
wdnxgotf.tju.com.        IN    A    90.53.117.196
dsxwilfr.tju.com.        IN    A    222.14.247.162
slqiwejr.tju.com.        IN    A    44.55.238.61
ewygfuhp.tju.com.        IN    A    142.112.90.5
nltyjgbk.tju.com.        IN    A    89.168.103.64
bjskpeay.tju.com.        IN    A    9.107.188.28
vqnhdsua.tju.com.        IN    A    76.171.69.168
urpagtek.tju.com.        IN    A    198.102.61.55
xmqrbgko.tju.com.        IN    A    182.123.176.53
abwyvtxs.tju.com.        IN    A    238.184.191.213
vqkthmcx.tju.com.        IN    A    10.123.80.163
jnugxiws.tju.com.        IN    A    200.218.26.161
kmeiyrbl.tju.com.        IN    A    116.37.213.229
bnxesudt.tju.com.        IN    A    116.53.128.32
csjarhmp.tju.com.        IN    A    223.243.83.182
nrmdokvc.tju.com.        IN    A    52.199.23.211
hwutbkdr.tju.com.        IN    A    36.252.244.29
hvxmeliu.tju.com.        IN    A    168.237.56.152
wajifpuk.tju.com.        IN    A    7.220.154.109
jdkryxav.tju.com.        IN    A    200.217.230.194
nlwyxuho.tju.com.        IN    A    99.55.201.171
uyeilvqh.tju.com.        IN    A    173.143.91.195
dkfqtolr.tju.com.        IN    A    94.94.217.75
tfycnpaq.tju.com.        IN    A    130.80.110.199
lkcnbsof.tju.com.        IN    A    154.109.75.99
bgyucted.tju.com.        IN    A    6.121.187.12
ohvnipwd.tju.com.        IN    A    250.252.56.175
nydkrgtl.tju.com.        IN    A    63.51.120.255
rielgsxf.tju.com.        IN    A    217.254.226.173
qvcmgoha.tju.com.        IN    A    253.124.99.58
sjptxfln.tju.com.        IN    A    77.208.254.233
iwerdvmp.tju.com.        IN    A    194.224.140.217
fxprwjdu.tju.com.        IN    A    45.253.214.218
mefnhkgs.tju.com.        IN    A    137.14.211.103
gpfwlivm.tju.com.        IN    A    159.57.121.21
vhgctxof.tju.com.        IN    A    250.57.154.143
kjaeshny.tju.com.        IN    A    148.204.197.28
xewsmfvh.tju.com.        IN    A    170.97.174.223
jsbmtehp.tju.com.        IN    A    152.103.206.193
yqpxftok.tju.com.        IN    A    107.87.87.42
agelpjqs.tju.com.        IN    A    117.110.44.202
ewsdpbtj.tju.com.        IN    A    193.44.200.162
yfembgvj.tju.com.        IN    A    79.94.119.214
ycgqsafl.tju.com.        IN    A    115.223.137.5
cdhrlovn.tju.com.        IN    A    47.52.254.149
xnqhuikl.tju.com.        IN    A    15.21.217.121
qxwnfite.tju.com.        IN    A    224.182.121.96
fbcnytxo.tju.com.        IN    A    188.225.150.110
vprlbeqx.tju.com.        IN    A    13.33.13.66
pawicmtq.tju.com.        IN    A    237.63.126.93
gfnwvrjy.tju.com.        IN    A    242.76.89.126
hvocsenf.tju.com.        IN    A    220.57.23.211
gcktlhae.tju.com.        IN    A    206.90.65.214
vqgprejc.tju.com.        IN    A    105.148.27.15
gkrwlnmv.tju.com.        IN    A    123.187.9.222
fmyvtreu.tju.com.        IN    A    161.172.39.69
figbukym.tju.com.        IN    A    212.172.79.32
xkptnora.tju.com.        IN    A    155.52.113.152
wudnbykm.tju.com.        IN    A    224.165.208.4
jwygvtrd.tju.com.        IN    A    166.173.183.147
txfemjyp.tju.com.        IN    A    145.178.95.200
tenchfiw.tju.com.        IN    A    244.86.211.32
uvhqnkmw.tju.com.        IN    A    29.198.208.195
ykowpjid.tju.com.        IN    A    117.77.254.140
bkmherjw.tju.com.        IN    A    117.39.220.11
ndyhsxbj.tju.com.        IN    A    38.227.147.88
anjfhskr.tju.com.        IN    A    49.114.132.137
xyaltvsk.tju.com.        IN    A    234.15.24.175
gpcxyfma.tju.com.        IN    A    14.159.79.232
gcuhnird.tju.com.        IN    A    167.7.8.129
plsegotu.tju.com.        IN    A    181.111.222.127
virlewud.tju.com.        IN    A    60.10.132.15
wuqbvcry.tju.com.        IN    A    153.237.90.27
peyuwfhg.tju.com.        IN    A    42.90.77.0
ktymgdws.tju.com.        IN    A    6.105.182.169
cmdavyru.tju.com.        IN    A    164.154.148.19
pugexhjk.tju.com.        IN    A    69.229.190.109
oayfwvug.tju.com.        IN    A    167.239.209.141
fbarekpx.tju.com.        IN    A    250.155.2.172
xnlrwpjf.tju.com.        IN    A    119.246.85.54
ohqsyvmj.tju.com.        IN    A    180.95.91.60
jcuknqds.tju.com.        IN    A    16.245.220.95
uejydxko.tju.com.        IN    A    6.112.221.42
vuckrsgl.tju.com.        IN    A    192.177.208.227
whkrfsep.tju.com.        IN    A    220.121.207.141
ngtipsbq.tju.com.        IN    A    197.231.84.93
lyenmcap.tju.com.        IN    A    219.95.18.32
kxajhlmu.tju.com.        IN    A    160.139.2.249
bwifapsh.tju.com.        IN    A    78.148.134.132
johnekqp.tju.com.        IN    A    0.1.141.236
prxsatbd.tju.com.        IN    A    206.204.82.209
cokgrlhm.tju.com.        IN    A    30.211.224.79
wtdphbkx.tju.com.        IN    A    84.71.230.183
qjlyfhpd.tju.com.        IN    A    88.176.218.29
fslvbicx.tju.com.        IN    A    65.160.111.226
hlrpvnga.tju.com.        IN    A    97.204.56.236
txnsbjdc.tju.com.        IN    A    193.33.20.91
qnsrotam.tju.com.        IN    A    171.202.174.13
tjuoadgk.tju.com.        IN    A    99.55.188.161
apnoswxg.tju.com.        IN    A    67.71.157.145
sdcvrwxa.tju.com.        IN    A    9.49.167.151
owesixhc.tju.com.        IN    A    25.144.53.107
uxtyjmks.tju.com.        IN    A    233.55.84.211
fqvdwypa.tju.com.        IN    A    155.208.95.18
vkdgutly.tju.com.        IN    A    197.103.68.190
swtaqupe.tju.com.        IN    A    113.85.93.2
cuhynvqa.tju.com.        IN    A    32.88.134.1
protuiny.tju.com.        IN    A    133.239.241.73
wlgsomfk.tju.com.        IN    A    236.93.174.162
xfderutj.tju.com.        IN    A    163.104.38.243
cawyqgdj.tju.com.        IN    A    141.186.30.142
efkqjmdt.tju.com.        IN    A    185.67.174.235
qnbahspt.tju.com.        IN    A    121.208.133.38
lajhxkcb.tju.com.        IN    A    25.158.231.224
pehtnkqi.tju.com.        IN    A    82.211.79.81
emylsicx.tju.com.        IN    A    45.91.53.21
qcwpnjlh.tju.com.        IN    A    44.181.39.42
mvpfudjs.tju.com.        IN    A    184.112.72.210
yxmskjir.tju.com.        IN    A    60.241.129.144
hdelwuxa.tju.com.        IN    A    76.124.76.102
kivbxnla.tju.com.        IN    A    109.125.7.200
xwtgakjv.tju.com.        IN    A    154.5.37.78
pvsjlfxk.tju.com.        IN    A    149.127.181.45
robvlhsq.tju.com.        IN    A    54.35.136.174
qfrcghbw.tju.com.        IN    A    56.86.27.20
fcawhtjv.tju.com.        IN    A    175.89.155.112
iycumjeh.tju.com.        IN    A    196.255.236.147
sxhkqgib.tju.com.        IN    A    60.187.82.154
tpyroscx.tju.com.        IN    A    198.222.107.210
lvitngpw.tju.com.        IN    A    246.214.187.115
xjfshpmd.tju.com.        IN    A    235.242.241.12
txewsahp.tju.com.        IN    A    92.37.62.100
yxghdacl.tju.com.        IN    A    83.199.137.161
wykepdtl.tju.com.        IN    A    58.246.205.33
ydkvbfmi.tju.com.        IN    A    18.217.117.223
jpkhxget.tju.com.        IN    A    21.4.98.70
hornaqgp.tju.com.        IN    A    220.39.18.116
ckefdvli.tju.com.        IN    A    220.153.95.239
rkwfmgyq.tju.com.        IN    A    194.200.101.77
necqkbyw.tju.com.        IN    A    129.52.66.29
lewxpkym.tju.com.        IN    A    175.33.212.54
eskjhbxg.tju.com.        IN    A    239.82.255.20
ksuxytgc.tju.com.        IN    A    124.72.117.138
xnybkmcu.tju.com.        IN    A    197.42.4.67
wsbtiynl.tju.com.        IN    A    196.114.155.183
jqplfowy.tju.com.        IN    A    210.5.221.17
linagubp.tju.com.        IN    A    223.239.49.220
