; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR shu.com. @ns2.shu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
shu.com.			      14400 IN NS	ns1.shu.com.
ns1.shu.com.			      14400 IN A	10.166.21.15

www.shu.com.		      14400 IN NS	ns1.www.shu.com.
ns1.www.shu.com.		      14400 IN A		10.166.21.12

ai.shu.com.		      14400 IN NS	ns1.ai.shu.com.
ns1.ai.shu.com.		      14400 IN A		10.166.21.13

sociology.shu.com.		      14400 IN NS	ns1.sociology.shu.com.
ns1.sociology.shu.com.		      14400 IN A		10.166.21.14

shu.com.			      14400 IN MX	10 sociologytp.shu.edu.
shu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
tiawcfpu.shu.com.        IN    A    60.225.43.201
onjshuwb.shu.com.        IN    A    93.40.63.62
soilawnh.shu.com.        IN    A    227.210.109.186
lpwfvcks.shu.com.        IN    A    246.234.225.240
ebdxtipr.shu.com.        IN    A    90.14.160.78
fuelptmn.shu.com.        IN    A    13.138.170.180
khegjiml.shu.com.        IN    A    252.73.65.97
vfawcygk.shu.com.        IN    A    106.144.227.222
xvimehfc.shu.com.        IN    A    122.97.118.110
ewtxuoyn.shu.com.        IN    A    118.4.120.151
jheqsnwx.shu.com.        IN    A    9.44.126.103
thpyvrim.shu.com.        IN    A    62.205.151.217
gbtvkefl.shu.com.        IN    A    169.130.150.154
pfvwmhlt.shu.com.        IN    A    125.3.34.122
iheatnfx.shu.com.        IN    A    87.24.212.76
govabkxe.shu.com.        IN    A    9.108.208.127
fsrnliox.shu.com.        IN    A    52.47.116.101
hvbceqok.shu.com.        IN    A    102.7.241.51
afvxhrop.shu.com.        IN    A    178.185.143.184
bjwaiunk.shu.com.        IN    A    21.237.233.209
csfqwotd.shu.com.        IN    A    61.18.112.39
nspechbj.shu.com.        IN    A    56.117.14.60
bmgafypq.shu.com.        IN    A    1.135.97.0
ckhnvrui.shu.com.        IN    A    248.201.95.149
rohcplkm.shu.com.        IN    A    53.151.31.127
kgnjeltf.shu.com.        IN    A    201.13.151.229
tyuqhvbo.shu.com.        IN    A    246.49.210.230
xpcfkise.shu.com.        IN    A    112.209.249.117
piuxqvyl.shu.com.        IN    A    191.188.161.58
dvcshroe.shu.com.        IN    A    19.196.234.207
voqtfbin.shu.com.        IN    A    233.106.246.9
wruhljbs.shu.com.        IN    A    151.55.66.53
noltbhqu.shu.com.        IN    A    215.103.155.99
oekdpmyx.shu.com.        IN    A    36.133.121.56
tkgjvwud.shu.com.        IN    A    36.147.86.126
vaknrjsw.shu.com.        IN    A    83.30.104.247
ocukblmt.shu.com.        IN    A    70.45.162.56
incrpukq.shu.com.        IN    A    87.185.181.179
vkxwjfpq.shu.com.        IN    A    7.100.248.27
wjfxpoqa.shu.com.        IN    A    13.166.2.204
cngljxiu.shu.com.        IN    A    219.62.14.23
begimatx.shu.com.        IN    A    158.219.91.130
easytmdr.shu.com.        IN    A    203.28.84.189
bwofhkdl.shu.com.        IN    A    99.52.106.70
ygqburmf.shu.com.        IN    A    117.69.197.61
hfpdtiuq.shu.com.        IN    A    113.25.181.88
cveudltw.shu.com.        IN    A    230.3.3.248
oepbuikv.shu.com.        IN    A    165.2.233.1
ksnfgoip.shu.com.        IN    A    206.24.66.54
umngwshr.shu.com.        IN    A    135.110.254.94
bahxyuen.shu.com.        IN    A    12.44.92.4
ulepkmav.shu.com.        IN    A    59.142.108.102
irofheup.shu.com.        IN    A    238.139.146.55
xbnkdcjf.shu.com.        IN    A    103.11.187.10
kdstilgf.shu.com.        IN    A    30.13.41.41
doihnwsp.shu.com.        IN    A    180.73.86.164
pdtwhxge.shu.com.        IN    A    67.176.245.228
xajfwcvo.shu.com.        IN    A    9.43.17.225
anblcjvk.shu.com.        IN    A    185.148.112.94
fokthgrd.shu.com.        IN    A    83.88.159.73
cnepamvi.shu.com.        IN    A    219.20.53.220
oydiuqev.shu.com.        IN    A    86.52.98.208
cikjohpb.shu.com.        IN    A    44.112.112.81
tyexjdlp.shu.com.        IN    A    108.209.194.207
upswrnmb.shu.com.        IN    A    181.108.145.174
splmhkrc.shu.com.        IN    A    195.63.78.214
depwfjvi.shu.com.        IN    A    17.153.77.225
wdkpxocj.shu.com.        IN    A    167.206.74.223
ifvpjdco.shu.com.        IN    A    201.110.251.150
dcrinxst.shu.com.        IN    A    117.41.247.245
fdlitaxp.shu.com.        IN    A    253.246.170.61
waqtsmef.shu.com.        IN    A    29.193.120.45
istcoxfw.shu.com.        IN    A    91.142.1.65
bcflrxeg.shu.com.        IN    A    92.18.113.36
swlkbhfu.shu.com.        IN    A    21.238.181.9
tfykjqrs.shu.com.        IN    A    113.23.99.159
rijldept.shu.com.        IN    A    57.38.90.196
ndglxbre.shu.com.        IN    A    218.81.118.24
mnjhswtr.shu.com.        IN    A    168.135.114.113
xkvmfuoj.shu.com.        IN    A    236.149.48.66
qcstgwdu.shu.com.        IN    A    199.47.102.92
sxdnvjio.shu.com.        IN    A    94.239.128.64
cdtnlbmr.shu.com.        IN    A    195.165.121.231
rbamhegv.shu.com.        IN    A    19.4.152.220
tsoybedi.shu.com.        IN    A    112.190.97.201
ydqavjxg.shu.com.        IN    A    146.152.93.27
kvidhcsu.shu.com.        IN    A    98.217.34.228
bidgvrea.shu.com.        IN    A    19.10.183.144
avscfgjy.shu.com.        IN    A    165.113.163.222
sgoldhwk.shu.com.        IN    A    255.153.244.77
kuhtdpaj.shu.com.        IN    A    198.93.169.53
tvrhcaqw.shu.com.        IN    A    44.120.153.74
wgkhqpdt.shu.com.        IN    A    213.221.246.5
amqhxcpf.shu.com.        IN    A    184.150.72.227
gwefsmux.shu.com.        IN    A    114.27.254.147
kigyjwua.shu.com.        IN    A    194.205.235.37
emyiqbco.shu.com.        IN    A    68.193.90.133
pxajiwcs.shu.com.        IN    A    33.203.249.171
rqpselnb.shu.com.        IN    A    97.108.54.50
vmohqple.shu.com.        IN    A    43.88.177.240
qpgcilno.shu.com.        IN    A    112.49.58.61
orhfvgeb.shu.com.        IN    A    232.187.255.213
osbqxwed.shu.com.        IN    A    119.194.96.239
wqpudfrc.shu.com.        IN    A    44.72.224.236
bvthjemo.shu.com.        IN    A    65.126.166.7
bjmugyei.shu.com.        IN    A    29.99.67.70
dqmvxtek.shu.com.        IN    A    195.186.179.103
vximyhtu.shu.com.        IN    A    37.92.183.232
dutjfylm.shu.com.        IN    A    178.70.163.5
wlpdtoev.shu.com.        IN    A    112.69.1.39
qcjkesro.shu.com.        IN    A    138.62.115.212
tywjdkmi.shu.com.        IN    A    7.95.170.207
ucqyosmw.shu.com.        IN    A    117.69.99.186
anwycdeh.shu.com.        IN    A    248.63.141.98
stmirynf.shu.com.        IN    A    206.48.252.82
ipgjrvsa.shu.com.        IN    A    184.201.212.240
wsonjgcf.shu.com.        IN    A    126.142.254.75
uascfbgi.shu.com.        IN    A    140.57.73.227
ikgdvyql.shu.com.        IN    A    142.62.97.64
wqgsrkin.shu.com.        IN    A    134.254.78.80
xqrmfayi.shu.com.        IN    A    120.6.106.132
ldtapcxy.shu.com.        IN    A    53.162.160.32
fceprjhl.shu.com.        IN    A    220.109.251.228
mrtkjnsu.shu.com.        IN    A    49.182.55.124
lrcgyous.shu.com.        IN    A    234.189.184.164
prtqhkof.shu.com.        IN    A    110.157.92.57
jymuatrb.shu.com.        IN    A    116.234.224.38
cguwhfkp.shu.com.        IN    A    157.186.92.166
kpydjshg.shu.com.        IN    A    37.134.227.15
okuhnqli.shu.com.        IN    A    228.8.53.34
qxhcosjd.shu.com.        IN    A    139.90.219.126
vjnximhl.shu.com.        IN    A    85.176.67.23
bjqpvean.shu.com.        IN    A    175.172.195.234
qojtniha.shu.com.        IN    A    14.80.65.55
fkirpmab.shu.com.        IN    A    30.254.82.208
mgfrktdb.shu.com.        IN    A    181.238.95.148
kxafgdvq.shu.com.        IN    A    97.161.207.60
mihfxgpl.shu.com.        IN    A    31.101.255.42
enjlhcwd.shu.com.        IN    A    215.172.30.237
pculdkvg.shu.com.        IN    A    63.110.199.149
gfudklop.shu.com.        IN    A    238.161.105.31
pfgwtycv.shu.com.        IN    A    90.27.18.188
bvpsamxh.shu.com.        IN    A    34.19.224.84
bowhjfgm.shu.com.        IN    A    103.221.133.226
goqsmlwj.shu.com.        IN    A    236.240.128.50
nxolvdti.shu.com.        IN    A    11.137.23.128
gjrbxodp.shu.com.        IN    A    89.222.94.108
anhxibqk.shu.com.        IN    A    10.232.14.1
hpfmvguc.shu.com.        IN    A    189.28.128.247
kmpndgvu.shu.com.        IN    A    145.51.232.234
ubgkcfxj.shu.com.        IN    A    53.234.90.151
etnlxsua.shu.com.        IN    A    218.189.1.200
qtjhlwbo.shu.com.        IN    A    19.56.190.36
oqxynwdi.shu.com.        IN    A    186.157.132.254
bplriyue.shu.com.        IN    A    35.116.137.171
pertlnhk.shu.com.        IN    A    147.198.23.127
xplbfqjd.shu.com.        IN    A    192.25.53.94
phsbxygj.shu.com.        IN    A    81.157.227.75
tpjlvxun.shu.com.        IN    A    55.117.70.57
ifhryncb.shu.com.        IN    A    27.154.83.136
uadfjklo.shu.com.        IN    A    122.211.24.146
jpveartg.shu.com.        IN    A    243.22.152.247
dlcyqsni.shu.com.        IN    A    6.161.171.165
xbiecnrw.shu.com.        IN    A    104.83.66.60
pbqwsiuj.shu.com.        IN    A    61.80.83.131
uopkgawe.shu.com.        IN    A    249.192.239.172
lnxoefha.shu.com.        IN    A    25.5.153.182
gmyeafqs.shu.com.        IN    A    175.87.90.63
aotldskq.shu.com.        IN    A    242.184.151.114
daygskjo.shu.com.        IN    A    99.163.6.199
ermbiyfd.shu.com.        IN    A    6.166.152.41
hjiergcp.shu.com.        IN    A    235.62.170.93
khdflqxw.shu.com.        IN    A    193.70.189.232
tfidjxsh.shu.com.        IN    A    239.103.142.16
cdwpkfmx.shu.com.        IN    A    154.61.157.77
xoelvapj.shu.com.        IN    A    231.52.130.68
qarubdmf.shu.com.        IN    A    213.70.216.56
pfaslhro.shu.com.        IN    A    189.162.72.230
krsxjbou.shu.com.        IN    A    68.83.16.18
kvebrsco.shu.com.        IN    A    82.63.177.210
ypdsvqhc.shu.com.        IN    A    216.60.173.10
fahgxrmy.shu.com.        IN    A    229.165.122.199
aqgtinsr.shu.com.        IN    A    212.201.51.165
rmpaujwi.shu.com.        IN    A    1.146.247.148
bctrgfxp.shu.com.        IN    A    135.145.10.34
icuwkxje.shu.com.        IN    A    37.69.77.69
safentbu.shu.com.        IN    A    75.150.140.53
yngqtrph.shu.com.        IN    A    226.11.112.89
sdihcqym.shu.com.        IN    A    59.9.151.36
hqdskpwv.shu.com.        IN    A    83.108.207.56
webgjqdx.shu.com.        IN    A    107.110.168.184
cfpbivgo.shu.com.        IN    A    205.7.10.236
yrkfdmoa.shu.com.        IN    A    250.206.164.132
vsbktlug.shu.com.        IN    A    105.49.21.104
pknlogdc.shu.com.        IN    A    157.252.64.162
eofnlsxa.shu.com.        IN    A    40.176.210.238
ehrkanmg.shu.com.        IN    A    246.66.121.135
ljuveyfp.shu.com.        IN    A    202.205.19.40
wxtbhrnq.shu.com.        IN    A    7.145.119.47
qbciavtf.shu.com.        IN    A    107.22.177.185
donvepfh.shu.com.        IN    A    216.149.121.189
gxdlhuik.shu.com.        IN    A    176.125.80.65
yeusqbpw.shu.com.        IN    A    29.60.112.87
xwrgnujy.shu.com.        IN    A    163.107.74.247
efdstngm.shu.com.        IN    A    106.232.163.192
fphawgyl.shu.com.        IN    A    185.132.176.154
vuhqlckd.shu.com.        IN    A    107.231.195.147
fwonpygr.shu.com.        IN    A    223.217.156.74
cdxgpkwv.shu.com.        IN    A    127.50.122.20
ynqlpdbu.shu.com.        IN    A    202.90.172.69
armsfyto.shu.com.        IN    A    137.24.227.152
lxkjsdyn.shu.com.        IN    A    104.30.206.105
sarecjyx.shu.com.        IN    A    30.87.129.185
hcpbiswm.shu.com.        IN    A    126.92.177.100
becrvufd.shu.com.        IN    A    198.183.254.128
ciorkwqp.shu.com.        IN    A    95.3.135.99
epvwdntu.shu.com.        IN    A    114.226.223.130
intsrbav.shu.com.        IN    A    227.212.191.151
axdjtpbu.shu.com.        IN    A    214.78.70.146
lxvspanf.shu.com.        IN    A    187.8.211.47
huwglsay.shu.com.        IN    A    89.4.203.155
wqncutpr.shu.com.        IN    A    125.204.133.75
wikjmeqa.shu.com.        IN    A    245.208.122.134
bprtwvki.shu.com.        IN    A    213.174.185.164
gdmrlovn.shu.com.        IN    A    53.201.87.39
cbigfmtn.shu.com.        IN    A    89.85.42.124
pywentvl.shu.com.        IN    A    1.230.76.50
elbqkshd.shu.com.        IN    A    46.45.124.186
ypxjsuhe.shu.com.        IN    A    118.149.231.186
cshoilgd.shu.com.        IN    A    240.96.34.87
dgxoehwp.shu.com.        IN    A    195.143.90.132
hxwciare.shu.com.        IN    A    16.150.226.205
fswktiol.shu.com.        IN    A    201.94.35.213
clsivtkf.shu.com.        IN    A    156.30.78.58
waimrdjy.shu.com.        IN    A    34.59.97.209
vlwimesr.shu.com.        IN    A    106.45.167.255
mxqjdslg.shu.com.        IN    A    77.111.145.190
hrbfqwla.shu.com.        IN    A    233.115.223.254
gxylmqjr.shu.com.        IN    A    22.14.93.149
kheavxcy.shu.com.        IN    A    209.254.86.66
grdpawbt.shu.com.        IN    A    96.88.54.242
djvfxqmb.shu.com.        IN    A    125.174.210.85
imolxvkg.shu.com.        IN    A    13.26.226.167
dxtrklem.shu.com.        IN    A    184.231.83.233
iabpcwfn.shu.com.        IN    A    247.232.200.1
erkoypcd.shu.com.        IN    A    245.183.132.65
eiwxdvca.shu.com.        IN    A    185.179.116.70
qrehatnf.shu.com.        IN    A    174.67.112.177
gcxnmafh.shu.com.        IN    A    5.112.226.242
tbeskqvi.shu.com.        IN    A    128.18.238.223
cuolxhwv.shu.com.        IN    A    144.155.126.110
gbtsdfau.shu.com.        IN    A    98.241.157.214
uyxgkjfh.shu.com.        IN    A    105.255.230.51
hqygdmab.shu.com.        IN    A    3.82.49.79
viaufqcl.shu.com.        IN    A    248.224.44.187
jbuxanec.shu.com.        IN    A    162.243.84.187
gbcyhnrf.shu.com.        IN    A    117.245.160.244
pnhoyfvj.shu.com.        IN    A    91.125.125.127
adbrxefn.shu.com.        IN    A    234.11.33.219
jefbphol.shu.com.        IN    A    22.48.250.133
fylnxoqw.shu.com.        IN    A    143.1.62.108
fdavwgoi.shu.com.        IN    A    220.99.133.29
einpoqas.shu.com.        IN    A    107.205.199.212
dgpfmoqi.shu.com.        IN    A    166.103.144.236
layirobs.shu.com.        IN    A    56.153.128.174
nilmgbap.shu.com.        IN    A    86.75.109.192
vljrnech.shu.com.        IN    A    3.214.241.160
kehgdlax.shu.com.        IN    A    93.180.74.88
nfyucijk.shu.com.        IN    A    86.122.222.99
nqsbgjyt.shu.com.        IN    A    215.128.166.212
kmjighwc.shu.com.        IN    A    44.100.199.29
skvmnthi.shu.com.        IN    A    203.98.100.32
jrfhgket.shu.com.        IN    A    163.237.124.158
haufyedv.shu.com.        IN    A    247.56.38.224
snycofxg.shu.com.        IN    A    163.217.162.169
oendbfkt.shu.com.        IN    A    118.204.129.154
tgxvykef.shu.com.        IN    A    139.33.145.3
vfiethma.shu.com.        IN    A    58.140.16.134
ulsairnd.shu.com.        IN    A    48.153.243.79
xwnvcuhq.shu.com.        IN    A    83.219.146.8
hyvrtsdl.shu.com.        IN    A    52.238.87.149
aulngrwx.shu.com.        IN    A    121.66.237.191
adnyvxmg.shu.com.        IN    A    139.51.142.55
qhgtdlym.shu.com.        IN    A    28.28.86.238
xnwqleaf.shu.com.        IN    A    158.64.203.60
kshqcjpu.shu.com.        IN    A    198.167.54.155
slxwrmba.shu.com.        IN    A    213.137.216.206
hixrbcso.shu.com.        IN    A    230.229.37.233
tbforacs.shu.com.        IN    A    49.219.173.51
vdgwrtnk.shu.com.        IN    A    222.169.25.155
qerfyuan.shu.com.        IN    A    137.32.60.28
wuatpgjv.shu.com.        IN    A    222.143.209.158
lveqpyux.shu.com.        IN    A    245.35.89.175
faxtmcwe.shu.com.        IN    A    205.214.69.231
nkoxjitf.shu.com.        IN    A    230.167.125.79
mnxlagfq.shu.com.        IN    A    237.238.183.4
xnmgdhjt.shu.com.        IN    A    255.158.163.244
ketyrnhf.shu.com.        IN    A    102.145.92.190
vcbwjxkf.shu.com.        IN    A    93.93.116.9
vjucoldt.shu.com.        IN    A    164.12.205.123
fuaqhcwg.shu.com.        IN    A    83.65.176.36
kcgsxjwy.shu.com.        IN    A    220.204.91.220
ytcgrbwd.shu.com.        IN    A    22.225.159.69
roihyucv.shu.com.        IN    A    83.162.13.79
nxvhjgpc.shu.com.        IN    A    179.181.118.140
ldjyhixn.shu.com.        IN    A    32.163.9.101
obfuwkvt.shu.com.        IN    A    23.47.84.48
oxfiecvb.shu.com.        IN    A    135.207.250.244
jskwcvmn.shu.com.        IN    A    192.60.93.194
duscmrlx.shu.com.        IN    A    110.79.16.85
jpdkhwqe.shu.com.        IN    A    101.27.255.226
pgvbndtl.shu.com.        IN    A    147.109.133.124
asrpujck.shu.com.        IN    A    95.167.195.183
knbluafy.shu.com.        IN    A    47.170.127.125
lxkdnfte.shu.com.        IN    A    58.166.53.232
hdaswxcp.shu.com.        IN    A    185.192.63.35
blwdxips.shu.com.        IN    A    53.1.175.177
omfjpuqx.shu.com.        IN    A    162.14.170.105
shvxqtaj.shu.com.        IN    A    36.153.121.105
dslqmrxg.shu.com.        IN    A    170.154.166.234
ecqvybds.shu.com.        IN    A    69.175.4.198
ldcyrejf.shu.com.        IN    A    0.206.126.163
xehufamb.shu.com.        IN    A    129.215.22.244
wruinydl.shu.com.        IN    A    94.218.233.201
kahnbsrx.shu.com.        IN    A    224.164.217.9
inrygmxq.shu.com.        IN    A    59.7.207.178
nqaiuekt.shu.com.        IN    A    49.60.27.73
dgopabcu.shu.com.        IN    A    254.216.16.120
xhwjunrp.shu.com.        IN    A    160.161.158.65
vhqbcufk.shu.com.        IN    A    224.138.11.46
ptgrkwhx.shu.com.        IN    A    91.85.201.215
fdjkrtye.shu.com.        IN    A    180.198.121.117
dfaqysvk.shu.com.        IN    A    165.106.76.218
qxabcdti.shu.com.        IN    A    115.113.173.10
bmglaknc.shu.com.        IN    A    192.194.232.75
ntrsdupf.shu.com.        IN    A    9.130.100.182
nqpmthys.shu.com.        IN    A    155.25.2.135
bntgwmif.shu.com.        IN    A    224.8.247.60
ytrmpxsi.shu.com.        IN    A    8.3.4.49
fvoijbsu.shu.com.        IN    A    221.108.34.12
fsxtqjpv.shu.com.        IN    A    48.44.116.240
cqlavuin.shu.com.        IN    A    130.8.242.71
hrqjgvux.shu.com.        IN    A    109.4.180.140
hfyqjcib.shu.com.        IN    A    62.27.197.213
tbwdekni.shu.com.        IN    A    232.219.186.103
iprqoxsl.shu.com.        IN    A    217.214.66.219
xelcbjht.shu.com.        IN    A    144.134.194.57
fpbwmgdj.shu.com.        IN    A    96.157.232.199
csfbowxl.shu.com.        IN    A    8.80.43.230
juqalxnt.shu.com.        IN    A    116.114.226.39
idaywmlf.shu.com.        IN    A    71.3.42.58
vnrpymiu.shu.com.        IN    A    231.210.251.81
xdtoqvbs.shu.com.        IN    A    27.80.163.74
jcydistg.shu.com.        IN    A    218.140.43.150
tjyhrmqe.shu.com.        IN    A    152.185.7.146
igyfvaps.shu.com.        IN    A    240.191.244.48
edfkxgqc.shu.com.        IN    A    214.97.27.205
nsceftgq.shu.com.        IN    A    15.110.149.196
dcktpmnw.shu.com.        IN    A    12.94.117.40
chsflkyx.shu.com.        IN    A    195.92.219.110
sfnbpltx.shu.com.        IN    A    17.254.96.18
gokxtcdm.shu.com.        IN    A    120.19.125.60
wumergcj.shu.com.        IN    A    34.36.61.83
umxnpkca.shu.com.        IN    A    239.73.77.89
prjnfsxd.shu.com.        IN    A    199.83.30.231
qpghclib.shu.com.        IN    A    101.73.61.30
fxiwkhag.shu.com.        IN    A    195.57.18.148
webrypha.shu.com.        IN    A    194.252.25.249
yutfebqd.shu.com.        IN    A    235.45.253.107
lrgdkuwx.shu.com.        IN    A    205.62.125.135
hgqybnlk.shu.com.        IN    A    222.114.220.153
nlksbmpu.shu.com.        IN    A    203.211.61.169
bqymnxrc.shu.com.        IN    A    18.132.31.132
aigcuets.shu.com.        IN    A    61.235.74.29
kgcxdieo.shu.com.        IN    A    186.147.54.43
hyusimba.shu.com.        IN    A    151.240.159.134
quhlypbk.shu.com.        IN    A    192.139.83.119
gdckaboy.shu.com.        IN    A    43.118.199.207
vopafjce.shu.com.        IN    A    222.73.162.140
hiwganvu.shu.com.        IN    A    139.149.77.155
tahgrymv.shu.com.        IN    A    63.157.42.50
fpwkaimh.shu.com.        IN    A    51.186.23.184
iaueyrnc.shu.com.        IN    A    217.251.15.59
