www.pku.com. 	14400	IN	SOA	ns1.www.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
www.pku.com.		    IN	NS ns1.www.pku.com.
obfdsyke.www.pku.com.    IN    A    86.166.194.117
jbxqhfty.www.pku.com.    IN    A    195.192.237.253
dyferswq.www.pku.com.    IN    A    86.244.60.55
utdlsgfx.www.pku.com.    IN    A    239.180.154.246
hnuclfxo.www.pku.com.    IN    A    214.143.229.70
pxwlqevd.www.pku.com.    IN    A    231.214.231.174
mqlgtxwp.www.pku.com.    IN    A    120.157.17.125
wyacogsi.www.pku.com.    IN    A    207.156.174.174
qfpulnxs.www.pku.com.    IN    A    16.222.219.18
fganvejs.www.pku.com.    IN    A    106.186.201.86
ftecqdyp.www.pku.com.    IN    A    150.250.152.237
nblhmtjs.www.pku.com.    IN    A    38.227.97.85
oxvugtpb.www.pku.com.    IN    A    58.70.183.165
wtmfcokj.www.pku.com.    IN    A    181.236.179.0
lqtwaygd.www.pku.com.    IN    A    46.73.99.7
dutrvswk.www.pku.com.    IN    A    213.4.226.178
hrxdtklm.www.pku.com.    IN    A    11.190.133.199
gkojlmtb.www.pku.com.    IN    A    34.217.246.177
hpenwtaf.www.pku.com.    IN    A    103.202.96.90
qomsjcrk.www.pku.com.    IN    A    109.131.222.88
uwgtajei.www.pku.com.    IN    A    232.28.150.111
cxvapiuw.www.pku.com.    IN    A    7.173.204.141
jsyqetwu.www.pku.com.    IN    A    113.137.248.124
bnghrayq.www.pku.com.    IN    A    5.204.167.60
cmnvlhdp.www.pku.com.    IN    A    255.226.150.96
vueqhpjs.www.pku.com.    IN    A    130.88.203.223
uvkqajic.www.pku.com.    IN    A    200.37.213.42
bcepqwkr.www.pku.com.    IN    A    141.189.142.155
hjxcvftw.www.pku.com.    IN    A    204.244.32.255
sqamvdbk.www.pku.com.    IN    A    4.107.16.26
sephiqbw.www.pku.com.    IN    A    115.239.19.107
uvytxpbr.www.pku.com.    IN    A    179.143.129.22
jyirlgcf.www.pku.com.    IN    A    242.171.1.200
ahimslfj.www.pku.com.    IN    A    20.77.60.95
arvjtubn.www.pku.com.    IN    A    153.203.51.147
qhklobms.www.pku.com.    IN    A    53.244.165.212
tbxgjrdu.www.pku.com.    IN    A    31.104.108.227
poflkuvg.www.pku.com.    IN    A    88.164.80.199
atcymluo.www.pku.com.    IN    A    147.164.250.7
lbhgadev.www.pku.com.    IN    A    116.97.53.113
tykgpmlj.www.pku.com.    IN    A    251.140.191.5
gyvcspnw.www.pku.com.    IN    A    94.109.149.160
ujsltfwa.www.pku.com.    IN    A    157.170.168.148
vincwmux.www.pku.com.    IN    A    129.206.240.54
ospcafvk.www.pku.com.    IN    A    25.117.152.91
wyvsphue.www.pku.com.    IN    A    169.161.163.141
fdworlyv.www.pku.com.    IN    A    83.182.117.170
vdjwyecr.www.pku.com.    IN    A    32.31.208.251
ibcnwgjl.www.pku.com.    IN    A    44.82.90.253
adbrltkn.www.pku.com.    IN    A    51.233.147.198
dpormnvf.www.pku.com.    IN    A    65.139.59.12
dxgbyhak.www.pku.com.    IN    A    71.64.124.106
isythgea.www.pku.com.    IN    A    71.209.150.93
obpixlch.www.pku.com.    IN    A    233.29.163.41
huebylfo.www.pku.com.    IN    A    78.247.139.45
ulbpefms.www.pku.com.    IN    A    102.111.114.144
ohukcirt.www.pku.com.    IN    A    74.73.64.166
xuvwpeqb.www.pku.com.    IN    A    161.103.2.0
lkwcvfam.www.pku.com.    IN    A    1.207.82.78
borjanpq.www.pku.com.    IN    A    110.102.246.85
owdvuiap.www.pku.com.    IN    A    237.13.162.118
nxqjbvia.www.pku.com.    IN    A    63.184.62.0
eqixjdrg.www.pku.com.    IN    A    127.107.66.255
vcqrmhbt.www.pku.com.    IN    A    76.83.144.139
lcsjifwm.www.pku.com.    IN    A    66.196.189.218
tcwpokbh.www.pku.com.    IN    A    18.3.188.150
vmkjstpl.www.pku.com.    IN    A    80.34.232.9
hmdqfoub.www.pku.com.    IN    A    54.234.190.239
gpumivdj.www.pku.com.    IN    A    6.11.27.173
rukhoxpa.www.pku.com.    IN    A    72.21.189.251
aubqefnv.www.pku.com.    IN    A    217.77.138.210
xqnabulh.www.pku.com.    IN    A    192.95.57.7
pkyhcqod.www.pku.com.    IN    A    207.139.26.36
uvldqyrk.www.pku.com.    IN    A    91.100.62.202
ljmnqofb.www.pku.com.    IN    A    144.93.140.152
davlxjpt.www.pku.com.    IN    A    46.227.67.73
vcfdwjsu.www.pku.com.    IN    A    185.1.205.5
ywgfkqsv.www.pku.com.    IN    A    145.38.74.251
xhprtglo.www.pku.com.    IN    A    79.99.130.125
rjptuqvd.www.pku.com.    IN    A    94.9.2.185
ghsncdau.www.pku.com.    IN    A    146.181.152.65
qsomtcvf.www.pku.com.    IN    A    8.222.148.52
speltmbh.www.pku.com.    IN    A    203.212.238.193
dcubomte.www.pku.com.    IN    A    224.230.249.233
ilupyokn.www.pku.com.    IN    A    3.193.50.108
elyjinqu.www.pku.com.    IN    A    163.113.11.72
gvlijnum.www.pku.com.    IN    A    151.80.125.127
lmcyxuag.www.pku.com.    IN    A    60.94.168.206
rkleyupo.www.pku.com.    IN    A    42.222.5.218
bdkorqxg.www.pku.com.    IN    A    0.192.219.230
kmsgiefo.www.pku.com.    IN    A    149.116.174.150
adgshqwb.www.pku.com.    IN    A    76.122.234.38
gyslwcum.www.pku.com.    IN    A    25.33.92.36
pjmqlhto.www.pku.com.    IN    A    62.38.250.249
fgyrakxd.www.pku.com.    IN    A    95.14.253.10
gfkoxmwy.www.pku.com.    IN    A    52.223.95.105
uhkpxnor.www.pku.com.    IN    A    190.126.18.19
emjficnt.www.pku.com.    IN    A    158.50.14.228
omhfulpr.www.pku.com.    IN    A    140.179.107.38
frmovsih.www.pku.com.    IN    A    73.241.148.140
esrchudx.www.pku.com.    IN    A    61.7.205.249
qucdnjmw.www.pku.com.    IN    A    33.84.68.171
uxclwapm.www.pku.com.    IN    A    100.210.208.23
fohygwbe.www.pku.com.    IN    A    140.218.121.66
yojsiprk.www.pku.com.    IN    A    219.94.93.177
jiensvrm.www.pku.com.    IN    A    5.171.251.8
eopqidsk.www.pku.com.    IN    A    196.206.232.136
ongivuhb.www.pku.com.    IN    A    191.28.64.131
mfdwtnxl.www.pku.com.    IN    A    81.35.137.50
rxhjmitv.www.pku.com.    IN    A    213.136.38.31
sthnejxk.www.pku.com.    IN    A    155.120.210.184
sgadpceh.www.pku.com.    IN    A    212.234.76.32
tyasmejx.www.pku.com.    IN    A    194.168.143.117
nfdksoax.www.pku.com.    IN    A    73.246.66.109
touibjes.www.pku.com.    IN    A    136.249.128.16
gmxinorf.www.pku.com.    IN    A    61.129.217.104
bcivdyhw.www.pku.com.    IN    A    90.193.20.79
pcknhoau.www.pku.com.    IN    A    175.164.50.191
hcoqnmwf.www.pku.com.    IN    A    237.127.31.59
dkxefjpt.www.pku.com.    IN    A    180.201.101.39
vaeygkrp.www.pku.com.    IN    A    201.245.80.178
ijctnrpu.www.pku.com.    IN    A    77.219.26.99
gyrulfth.www.pku.com.    IN    A    19.4.122.172
jqusiafl.www.pku.com.    IN    A    130.54.204.112
mqphriga.www.pku.com.    IN    A    105.225.170.33
wuyelikx.www.pku.com.    IN    A    12.45.120.122
aqgciofr.www.pku.com.    IN    A    159.118.198.125
jglmfndp.www.pku.com.    IN    A    134.168.232.221
mwjuoist.www.pku.com.    IN    A    163.31.19.134
xcnrsyqm.www.pku.com.    IN    A    90.176.115.185
awicvmyh.www.pku.com.    IN    A    43.121.64.178
nbguaiok.www.pku.com.    IN    A    0.133.128.191
cmvfokrw.www.pku.com.    IN    A    240.168.90.243
autrfvgw.www.pku.com.    IN    A    92.196.228.221
sduqycxr.www.pku.com.    IN    A    185.115.240.39
dscnlvri.www.pku.com.    IN    A    21.177.199.202
oqpetuwi.www.pku.com.    IN    A    197.101.109.229
aqmxvoth.www.pku.com.    IN    A    109.194.215.71
xmwtvpnf.www.pku.com.    IN    A    51.98.232.3
mfithwsl.www.pku.com.    IN    A    248.67.251.253
joutcmry.www.pku.com.    IN    A    38.130.95.201
riwgodyf.www.pku.com.    IN    A    215.177.210.112
ocviqghp.www.pku.com.    IN    A    213.76.59.171
pbryfmhw.www.pku.com.    IN    A    247.50.248.27
fdgmaqix.www.pku.com.    IN    A    242.167.55.235
vnsxgayl.www.pku.com.    IN    A    14.87.47.250
bustixac.www.pku.com.    IN    A    94.226.254.29
awxrlgjs.www.pku.com.    IN    A    54.210.82.64
wqareisk.www.pku.com.    IN    A    55.114.88.65
xumsajft.www.pku.com.    IN    A    131.19.220.251
miyjaxlk.www.pku.com.    IN    A    116.97.252.92
eigvtunx.www.pku.com.    IN    A    135.130.46.185
pamslykr.www.pku.com.    IN    A    81.52.202.254
ywvfomnc.www.pku.com.    IN    A    58.100.60.35
mwirnjck.www.pku.com.    IN    A    213.55.240.124
biwpvjor.www.pku.com.    IN    A    156.132.218.38
lfyndiuq.www.pku.com.    IN    A    239.161.194.100
phuwxfiv.www.pku.com.    IN    A    173.70.125.115
bigsedtm.www.pku.com.    IN    A    132.89.180.78
vgeurdwp.www.pku.com.    IN    A    161.80.67.8
ieqsvbwa.www.pku.com.    IN    A    167.125.169.252
pbhmdjgl.www.pku.com.    IN    A    22.50.210.150
eowtcmdg.www.pku.com.    IN    A    81.126.160.16
lyaudoft.www.pku.com.    IN    A    228.224.246.177
nqewmduo.www.pku.com.    IN    A    132.113.36.252
nfigjxoa.www.pku.com.    IN    A    31.173.196.118
upbyqsne.www.pku.com.    IN    A    117.184.38.2
ctodqhxb.www.pku.com.    IN    A    54.229.54.215
hoblakgq.www.pku.com.    IN    A    35.58.59.205
hwtiqfmu.www.pku.com.    IN    A    140.164.135.242
ngcawiyf.www.pku.com.    IN    A    252.123.21.44
spoafjlx.www.pku.com.    IN    A    108.155.196.4
hrvmjlxq.www.pku.com.    IN    A    244.141.60.128
melvgkpu.www.pku.com.    IN    A    194.79.250.254
sugqdhbm.www.pku.com.    IN    A    153.95.220.244
xbfqucma.www.pku.com.    IN    A    43.140.96.217
cldoruxa.www.pku.com.    IN    A    200.215.153.67
erqlpmxg.www.pku.com.    IN    A    221.241.245.82
fvpwytjo.www.pku.com.    IN    A    201.172.133.204
cvnrtyum.www.pku.com.    IN    A    205.205.11.189
qwfygruh.www.pku.com.    IN    A    29.235.21.205
dfvmjtgs.www.pku.com.    IN    A    59.4.15.247
lkuptxbq.www.pku.com.    IN    A    101.171.146.200
snupojra.www.pku.com.    IN    A    148.192.144.92
yqtdrfch.www.pku.com.    IN    A    246.40.191.145
utylfcxq.www.pku.com.    IN    A    49.237.234.64
smlydeck.www.pku.com.    IN    A    179.234.229.105
ejplwksy.www.pku.com.    IN    A    50.13.86.177
uwcyjptg.www.pku.com.    IN    A    164.159.177.25
lhixjkeu.www.pku.com.    IN    A    40.64.127.41
nsxomlcv.www.pku.com.    IN    A    102.248.3.204
xsbrghje.www.pku.com.    IN    A    212.3.131.145
rxmbgevt.www.pku.com.    IN    A    81.43.60.121
eshgtidp.www.pku.com.    IN    A    116.171.76.37
hgdowkpr.www.pku.com.    IN    A    102.134.184.178
qcyxrtdb.www.pku.com.    IN    A    239.176.95.229
cqrgedlh.www.pku.com.    IN    A    237.66.196.200
fybxumse.www.pku.com.    IN    A    229.177.59.22
locurtbk.www.pku.com.    IN    A    29.133.197.118
xaybgwmv.www.pku.com.    IN    A    117.249.228.4
rwgmbskp.www.pku.com.    IN    A    82.173.97.203
klrpofgj.www.pku.com.    IN    A    220.148.21.50
udijxgtw.www.pku.com.    IN    A    206.237.104.99
qcuyetsl.www.pku.com.    IN    A    5.54.146.217
sdxiankj.www.pku.com.    IN    A    220.250.246.103
xntuwyas.www.pku.com.    IN    A    204.170.166.169
sirfjkha.www.pku.com.    IN    A    14.66.105.157
ufodlnqw.www.pku.com.    IN    A    165.184.246.84
sgqrxfum.www.pku.com.    IN    A    181.46.107.184
iuxlyhwn.www.pku.com.    IN    A    195.109.13.6
ehquyjov.www.pku.com.    IN    A    225.126.192.160
uqecfdyj.www.pku.com.    IN    A    34.50.3.125
rualtknj.www.pku.com.    IN    A    73.230.231.109
vqkxunhl.www.pku.com.    IN    A    254.158.187.232
wgxdpbse.www.pku.com.    IN    A    77.133.157.48
acgsexdq.www.pku.com.    IN    A    30.125.8.66
blroteqj.www.pku.com.    IN    A    199.156.87.29
nfakicjp.www.pku.com.    IN    A    11.239.210.150
vdyjugni.www.pku.com.    IN    A    148.52.246.152
fbymtrec.www.pku.com.    IN    A    164.173.150.243
hbvxruji.www.pku.com.    IN    A    215.126.45.244
ayplqhgm.www.pku.com.    IN    A    206.154.162.161
pvqldwrg.www.pku.com.    IN    A    182.249.134.27
xsbeqnpf.www.pku.com.    IN    A    98.197.136.206
areyhclk.www.pku.com.    IN    A    21.223.224.180
lrehdoba.www.pku.com.    IN    A    132.172.125.160
pjslqnfw.www.pku.com.    IN    A    123.159.31.128
ugipyqwl.www.pku.com.    IN    A    70.40.46.51
kxdhybma.www.pku.com.    IN    A    110.40.129.150
dqhmugln.www.pku.com.    IN    A    204.7.214.176
qvpshrxc.www.pku.com.    IN    A    69.184.180.112
qegkaipo.www.pku.com.    IN    A    254.200.38.58
hsqmocfb.www.pku.com.    IN    A    21.210.167.121
rqofkmbd.www.pku.com.    IN    A    222.6.19.149
xhdtypmk.www.pku.com.    IN    A    146.213.191.75
fgqwnjei.www.pku.com.    IN    A    0.46.209.107
sdpqlbca.www.pku.com.    IN    A    52.134.33.19
lsdixtwy.www.pku.com.    IN    A    67.214.241.251
pshjxcvf.www.pku.com.    IN    A    216.52.84.239
favgntbi.www.pku.com.    IN    A    25.125.156.24
cndsxpkg.www.pku.com.    IN    A    177.231.215.237
bgkvrwld.www.pku.com.    IN    A    194.90.250.247
tasoimfq.www.pku.com.    IN    A    39.60.84.143
hgpdorly.www.pku.com.    IN    A    68.81.86.162
kajwfoqe.www.pku.com.    IN    A    159.51.149.88
oeidbnag.www.pku.com.    IN    A    191.153.153.171
wlefbmcd.www.pku.com.    IN    A    1.70.95.36
wlpqvgyr.www.pku.com.    IN    A    212.179.163.112
blquwrdm.www.pku.com.    IN    A    122.176.140.91
pcqimkrx.www.pku.com.    IN    A    220.40.219.93
hmxicqpu.www.pku.com.    IN    A    10.246.138.8
yvnihmbw.www.pku.com.    IN    A    195.55.64.214
okqsxiwt.www.pku.com.    IN    A    37.23.197.91
ysrvoumt.www.pku.com.    IN    A    249.32.205.177
moiptdvj.www.pku.com.    IN    A    120.117.174.228
gpetoscv.www.pku.com.    IN    A    223.110.250.20
dcpkunbg.www.pku.com.    IN    A    214.248.85.227
rhekvqcn.www.pku.com.    IN    A    15.155.37.169
ugalpdjr.www.pku.com.    IN    A    43.17.237.227
isutdhnv.www.pku.com.    IN    A    30.186.186.118
jgmxduoy.www.pku.com.    IN    A    194.222.161.153
ykrevpxw.www.pku.com.    IN    A    217.138.120.219
mcrguqxn.www.pku.com.    IN    A    104.245.114.11
falnihwx.www.pku.com.    IN    A    21.72.248.101
ulsdvwpj.www.pku.com.    IN    A    75.123.255.15
vxpqndmb.www.pku.com.    IN    A    159.19.243.58
towpivmr.www.pku.com.    IN    A    152.216.97.49
cerglykf.www.pku.com.    IN    A    215.193.5.175
ckrulmbe.www.pku.com.    IN    A    63.30.158.217
aclxoypu.www.pku.com.    IN    A    125.255.102.85
imjuvtox.www.pku.com.    IN    A    88.60.221.208
cmeygqjd.www.pku.com.    IN    A    142.79.132.136
rtdsivhu.www.pku.com.    IN    A    106.151.139.86
rxavjtfl.www.pku.com.    IN    A    230.101.246.10
uxatjknr.www.pku.com.    IN    A    106.239.146.122
kfotmljd.www.pku.com.    IN    A    229.247.50.164
prqdkyvu.www.pku.com.    IN    A    64.137.6.28
ykdceroj.www.pku.com.    IN    A    192.39.30.65
aeujyfhl.www.pku.com.    IN    A    250.146.232.81
njcxpifq.www.pku.com.    IN    A    68.86.55.251
ndwsmyfp.www.pku.com.    IN    A    209.188.55.122
mkfdnsje.www.pku.com.    IN    A    91.160.36.203
uhodykrv.www.pku.com.    IN    A    176.187.188.2
uowfmapl.www.pku.com.    IN    A    124.158.62.201
ilpaswmn.www.pku.com.    IN    A    184.115.84.199
qwudmkix.www.pku.com.    IN    A    156.161.80.24
vabtgljs.www.pku.com.    IN    A    124.175.11.88
goajscdt.www.pku.com.    IN    A    164.42.227.26
cijowegy.www.pku.com.    IN    A    103.188.114.208
bluvqpca.www.pku.com.    IN    A    245.214.213.190
pgxsedlq.www.pku.com.    IN    A    5.121.75.209
cwnstirq.www.pku.com.    IN    A    23.116.58.48
dtckgofu.www.pku.com.    IN    A    146.101.115.90
taprhbew.www.pku.com.    IN    A    235.71.150.230
osqarfjc.www.pku.com.    IN    A    231.253.204.128
vurmwoqt.www.pku.com.    IN    A    195.111.81.67
quixjdfk.www.pku.com.    IN    A    94.181.242.18
nhiwatxp.www.pku.com.    IN    A    155.107.24.20
ecnbgdfp.www.pku.com.    IN    A    175.86.119.237
sorqjbpm.www.pku.com.    IN    A    207.228.178.230
rwenlfdi.www.pku.com.    IN    A    184.82.200.128
ydwmcqsl.www.pku.com.    IN    A    136.236.105.55
nsgqefod.www.pku.com.    IN    A    162.246.236.201
frdnsucw.www.pku.com.    IN    A    174.58.206.245
lkjxnbrt.www.pku.com.    IN    A    115.55.131.209
tambcife.www.pku.com.    IN    A    147.5.158.145
rsjmotqf.www.pku.com.    IN    A    205.25.42.84
igdkmuhv.www.pku.com.    IN    A    223.163.80.253
rxgaqtmh.www.pku.com.    IN    A    142.232.52.59
eosrqlfu.www.pku.com.    IN    A    156.233.18.78
uvgtjmrf.www.pku.com.    IN    A    101.131.69.133
glcysxjo.www.pku.com.    IN    A    187.226.135.121
puasyxcw.www.pku.com.    IN    A    194.45.14.204
glisxruf.www.pku.com.    IN    A    41.130.175.62
cykiouxe.www.pku.com.    IN    A    209.32.67.242
dabwprhn.www.pku.com.    IN    A    1.202.83.203
hyupnkbx.www.pku.com.    IN    A    125.15.192.246
eicqdbhw.www.pku.com.    IN    A    237.189.121.254
pwlxmqgi.www.pku.com.    IN    A    56.141.155.90
nsrmkpue.www.pku.com.    IN    A    220.178.236.170
yxwfdaqt.www.pku.com.    IN    A    176.159.221.83
nxeqvlta.www.pku.com.    IN    A    9.85.222.94
dykratvb.www.pku.com.    IN    A    60.1.240.15
xatksuie.www.pku.com.    IN    A    45.151.49.52
jnbqrfxu.www.pku.com.    IN    A    190.120.227.3
prtbaqin.www.pku.com.    IN    A    231.143.90.75
alyrwfvn.www.pku.com.    IN    A    226.40.197.35
niqtdkjp.www.pku.com.    IN    A    69.118.222.140
iknscgou.www.pku.com.    IN    A    72.67.8.18
qiswhteb.www.pku.com.    IN    A    147.35.234.147
ciojbnlh.www.pku.com.    IN    A    186.249.20.27
jebtmonh.www.pku.com.    IN    A    7.26.233.241
gdbpeasr.www.pku.com.    IN    A    133.35.254.170
iecjphql.www.pku.com.    IN    A    224.246.169.45
ghfwmsne.www.pku.com.    IN    A    96.197.162.71
suptfaml.www.pku.com.    IN    A    249.247.99.163
ytfquioh.www.pku.com.    IN    A    39.243.98.37
orshucdl.www.pku.com.    IN    A    220.197.194.50
mofgcrsl.www.pku.com.    IN    A    95.54.248.65
cluhptve.www.pku.com.    IN    A    12.233.198.93
cnqybhed.www.pku.com.    IN    A    70.222.130.108
epdwiklv.www.pku.com.    IN    A    12.190.208.68
uscflpdi.www.pku.com.    IN    A    110.136.9.129
rpykdntv.www.pku.com.    IN    A    185.202.65.85
hscfpktb.www.pku.com.    IN    A    19.110.210.173
tcmxawrl.www.pku.com.    IN    A    191.39.164.56
dtverius.www.pku.com.    IN    A    159.96.213.217
sgexpoaf.www.pku.com.    IN    A    119.110.3.45
rxadtvwe.www.pku.com.    IN    A    134.118.16.102
pcqonxjm.www.pku.com.    IN    A    229.242.118.173
liwufcea.www.pku.com.    IN    A    233.117.252.226
uotnjbvy.www.pku.com.    IN    A    174.168.60.141
lvhgdpqx.www.pku.com.    IN    A    246.94.167.197
ltbfmekv.www.pku.com.    IN    A    153.212.239.18
nfxgteyd.www.pku.com.    IN    A    71.75.183.240
wcyksvqj.www.pku.com.    IN    A    159.145.207.88
wojnlfqm.www.pku.com.    IN    A    37.210.51.216
unhbxoqg.www.pku.com.    IN    A    94.86.254.26
fvturpcl.www.pku.com.    IN    A    177.147.48.184
ihkajtvu.www.pku.com.    IN    A    251.213.8.30
yqrjctvw.www.pku.com.    IN    A    123.61.79.88
xasdkgje.www.pku.com.    IN    A    114.241.82.184
xihdjlkb.www.pku.com.    IN    A    225.155.194.224
duajevch.www.pku.com.    IN    A    39.122.151.192
vmpaskcy.www.pku.com.    IN    A    193.27.252.184
gbqvsywa.www.pku.com.    IN    A    232.197.5.86
cgqhetio.www.pku.com.    IN    A    198.28.115.76
rcknxfeu.www.pku.com.    IN    A    24.164.27.137
jmhytore.www.pku.com.    IN    A    39.79.116.203
jnfrshbw.www.pku.com.    IN    A    163.113.89.105
xamsqtjd.www.pku.com.    IN    A    165.102.120.48
qlxfhscm.www.pku.com.    IN    A    154.248.15.53
lojegbsc.www.pku.com.    IN    A    157.94.115.22
xfpkdnlu.www.pku.com.    IN    A    52.89.130.18
fatxihwc.www.pku.com.    IN    A    215.19.59.45
nkyijwmo.www.pku.com.    IN    A    151.181.71.191
hsjudfac.www.pku.com.    IN    A    104.43.196.137
rdxpflug.www.pku.com.    IN    A    122.10.245.167
jvxaolsy.www.pku.com.    IN    A    26.114.22.186
hajxqpft.www.pku.com.    IN    A    239.88.139.187
ctdipbur.www.pku.com.    IN    A    29.223.204.12
cvpsuotm.www.pku.com.    IN    A    8.153.45.222
hmwjdekg.www.pku.com.    IN    A    198.170.196.102
tfbmkveu.www.pku.com.    IN    A    6.173.22.170
gqaoebld.www.pku.com.    IN    A    130.157.10.242
pkrqdjet.www.pku.com.    IN    A    169.5.247.177
iuwldycv.www.pku.com.    IN    A    57.201.168.16
goxheprb.www.pku.com.    IN    A    70.189.174.63
bkpiadeu.www.pku.com.    IN    A    15.23.8.116
svhkrxoj.www.pku.com.    IN    A    59.102.155.225
cyptiogh.www.pku.com.    IN    A    76.231.86.3
cgosvjwk.www.pku.com.    IN    A    91.196.181.177
rosfaicw.www.pku.com.    IN    A    54.223.165.20
gmjodqxv.www.pku.com.    IN    A    25.84.77.14
mybqpvwi.www.pku.com.    IN    A    88.172.121.233
ogmierab.www.pku.com.    IN    A    227.12.173.115
kiqsabml.www.pku.com.    IN    A    198.51.10.118
xhkpftlq.www.pku.com.    IN    A    193.232.247.70
dyjxocpn.www.pku.com.    IN    A    5.48.133.108
thskdpqb.www.pku.com.    IN    A    85.187.134.145
djpilkmh.www.pku.com.    IN    A    11.155.26.9
hacxvefg.www.pku.com.    IN    A    252.152.149.89
gsiuydte.www.pku.com.    IN    A    230.191.156.115
psqduaoh.www.pku.com.    IN    A    222.108.26.239
uowarxhc.www.pku.com.    IN    A    52.123.82.201
cnwkqyav.www.pku.com.    IN    A    131.58.17.34
