; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR lzu.com. @ns2.lzu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
lzu.com.			      14400 IN NS	ns1.lzu.com.
ns1.lzu.com.			      14400 IN A	10.166.21.12

www.lzu.com.		      14400 IN NS	ns1.www.lzu.com.
ns1.www.lzu.com.		      14400 IN A		10.166.21.13

xw.lzu.com.		      14400 IN NS	ns1.xw.lzu.com.
ns1.xw.lzu.com.		      14400 IN A		10.166.21.14

zheshexi.lzu.com.		      14400 IN NS	ns1.zheshexi.lzu.com.
ns1.zheshexi.lzu.com.		      14400 IN A		10.166.21.15

lzu.com.			      14400 IN MX	10 zheshexitp.lzu.edu.
lzu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
oeumygvq.lzu.com.        IN    A    42.59.222.150
mibpcujr.lzu.com.        IN    A    56.81.30.166
civutphf.lzu.com.        IN    A    50.211.247.181
kdalwotf.lzu.com.        IN    A    63.17.49.221
tkyegsxw.lzu.com.        IN    A    224.16.143.63
ohpdkxfm.lzu.com.        IN    A    55.171.65.6
keugavws.lzu.com.        IN    A    223.11.93.68
fbsuxrqi.lzu.com.        IN    A    50.183.109.159
wciolvfp.lzu.com.        IN    A    16.55.49.216
reugasxb.lzu.com.        IN    A    183.126.13.161
kvitngyo.lzu.com.        IN    A    165.67.99.54
bjnqixha.lzu.com.        IN    A    127.52.75.207
qxvreykf.lzu.com.        IN    A    229.80.166.118
tyrdxlvc.lzu.com.        IN    A    122.187.186.238
lcbkaipt.lzu.com.        IN    A    171.151.57.222
omrkvxae.lzu.com.        IN    A    169.217.50.101
ealqctvm.lzu.com.        IN    A    14.70.212.10
qbdcgwjr.lzu.com.        IN    A    97.140.22.115
eauylkpc.lzu.com.        IN    A    146.3.186.30
bnvgylsf.lzu.com.        IN    A    5.66.53.193
vfqyxpsl.lzu.com.        IN    A    142.118.49.215
wphkoilq.lzu.com.        IN    A    142.6.106.89
hltigvra.lzu.com.        IN    A    237.163.87.180
bdkpcrwt.lzu.com.        IN    A    55.108.120.99
wndtxoqb.lzu.com.        IN    A    157.135.93.198
ligrmtsh.lzu.com.        IN    A    145.175.76.247
lbmrwvfa.lzu.com.        IN    A    150.159.183.247
ernqflyu.lzu.com.        IN    A    216.133.200.10
mdyoxkqa.lzu.com.        IN    A    191.205.252.23
bedljrok.lzu.com.        IN    A    38.72.117.1
nafljpqw.lzu.com.        IN    A    186.38.86.181
xrmlgobk.lzu.com.        IN    A    252.20.194.198
nfocmpyw.lzu.com.        IN    A    203.5.46.209
hqlwkjev.lzu.com.        IN    A    119.137.221.79
nkvlfodw.lzu.com.        IN    A    101.40.87.109
rjamfcxl.lzu.com.        IN    A    137.39.2.60
dywouanr.lzu.com.        IN    A    194.65.154.157
tdreqcjp.lzu.com.        IN    A    189.62.133.64
kticsrwd.lzu.com.        IN    A    218.202.153.56
iyevunfx.lzu.com.        IN    A    95.121.148.224
qkbsviec.lzu.com.        IN    A    221.190.227.145
elcfvptr.lzu.com.        IN    A    102.180.132.13
nvlfoeqg.lzu.com.        IN    A    128.247.12.7
kfpgoqcb.lzu.com.        IN    A    216.34.88.22
jmbtphso.lzu.com.        IN    A    241.201.130.142
abhcjfxw.lzu.com.        IN    A    46.20.131.181
mholaude.lzu.com.        IN    A    93.129.167.44
psofqbyr.lzu.com.        IN    A    189.246.242.193
scuwkrhd.lzu.com.        IN    A    39.207.18.177
yhuitcxg.lzu.com.        IN    A    130.9.37.117
wqkpcsri.lzu.com.        IN    A    97.54.63.243
ftkaerhd.lzu.com.        IN    A    5.203.183.97
rbuyvgqf.lzu.com.        IN    A    53.59.56.71
ixfsluea.lzu.com.        IN    A    27.14.80.17
fynhmxsl.lzu.com.        IN    A    176.9.216.170
klgwvura.lzu.com.        IN    A    82.69.88.17
hwadgfvq.lzu.com.        IN    A    8.235.4.10
sulnqxki.lzu.com.        IN    A    148.94.121.231
pshmrvlc.lzu.com.        IN    A    7.173.114.204
cvdtngaj.lzu.com.        IN    A    253.87.36.233
dslntevc.lzu.com.        IN    A    14.157.93.215
lcadtmrh.lzu.com.        IN    A    176.136.152.76
rufhlnbs.lzu.com.        IN    A    114.253.115.43
lgqswbjm.lzu.com.        IN    A    149.230.193.220
mdyxevih.lzu.com.        IN    A    185.112.143.115
tijafqnu.lzu.com.        IN    A    245.160.248.222
pocabmgl.lzu.com.        IN    A    102.157.154.150
hkqeapbt.lzu.com.        IN    A    182.33.1.218
gvaqnljm.lzu.com.        IN    A    197.3.179.220
gjfecbnk.lzu.com.        IN    A    83.29.241.209
tbdplhcs.lzu.com.        IN    A    144.249.59.33
elcmskqt.lzu.com.        IN    A    230.209.66.214
xngptoak.lzu.com.        IN    A    36.90.94.38
sybdlfnj.lzu.com.        IN    A    235.11.179.90
rosneuhm.lzu.com.        IN    A    189.81.138.49
btsvjlrk.lzu.com.        IN    A    35.118.14.207
xlyikhca.lzu.com.        IN    A    102.64.80.80
kchavfjg.lzu.com.        IN    A    30.96.196.34
npjksled.lzu.com.        IN    A    37.61.138.64
dankhqcx.lzu.com.        IN    A    250.53.14.243
ajgpuqrm.lzu.com.        IN    A    32.199.146.33
lorfpqkc.lzu.com.        IN    A    169.174.55.7
lgufpjnd.lzu.com.        IN    A    253.122.150.11
wtubervg.lzu.com.        IN    A    112.71.164.149
vnmegbay.lzu.com.        IN    A    93.33.214.6
umcjqvys.lzu.com.        IN    A    145.30.245.9
sltipqrm.lzu.com.        IN    A    100.102.74.118
pxyewgtk.lzu.com.        IN    A    229.29.12.61
lipxaunt.lzu.com.        IN    A    42.40.144.54
opsyarnv.lzu.com.        IN    A    128.27.49.15
ahiodbet.lzu.com.        IN    A    86.215.249.24
fcgeykxh.lzu.com.        IN    A    140.14.232.44
shjqowvu.lzu.com.        IN    A    107.172.103.34
ahqbvrmi.lzu.com.        IN    A    147.77.27.89
onrxflsg.lzu.com.        IN    A    243.192.214.71
ismaxgde.lzu.com.        IN    A    118.2.44.216
bjrfkcud.lzu.com.        IN    A    81.178.233.54
ynsderlo.lzu.com.        IN    A    135.95.119.86
jrtsfdln.lzu.com.        IN    A    230.128.106.98
qwgtrcim.lzu.com.        IN    A    135.189.107.40
waprvjsl.lzu.com.        IN    A    118.189.18.101
dfxctuik.lzu.com.        IN    A    26.127.159.44
xaoejycw.lzu.com.        IN    A    93.89.29.144
dgpnkham.lzu.com.        IN    A    186.199.47.174
sdlhucpn.lzu.com.        IN    A    162.199.82.5
playovcw.lzu.com.        IN    A    35.26.202.39
cpkglfbj.lzu.com.        IN    A    202.28.146.168
ylbwnrqc.lzu.com.        IN    A    173.52.105.224
qirwjofs.lzu.com.        IN    A    18.37.43.153
gphkjqey.lzu.com.        IN    A    135.162.28.225
fujlbika.lzu.com.        IN    A    242.161.73.7
btlnhiwu.lzu.com.        IN    A    111.147.131.28
tbudcawq.lzu.com.        IN    A    170.213.109.230
ycetagrv.lzu.com.        IN    A    44.179.45.55
bgeamxpo.lzu.com.        IN    A    80.141.183.72
ftnjdogq.lzu.com.        IN    A    226.81.50.126
btnkpxqg.lzu.com.        IN    A    113.138.41.8
fvslrhty.lzu.com.        IN    A    74.87.175.216
ujkbtmsg.lzu.com.        IN    A    194.138.93.243
gbvrtnox.lzu.com.        IN    A    213.123.21.209
brxdpahf.lzu.com.        IN    A    17.154.135.1
vujnoyhi.lzu.com.        IN    A    81.71.155.34
plvmhoaj.lzu.com.        IN    A    114.18.108.236
mviucbtf.lzu.com.        IN    A    141.111.3.95
lwnetmgf.lzu.com.        IN    A    234.194.16.160
kdcqxvrm.lzu.com.        IN    A    165.183.107.47
ngcrlydx.lzu.com.        IN    A    105.189.46.89
rgdkyswa.lzu.com.        IN    A    126.190.55.120
qexdcwpy.lzu.com.        IN    A    176.127.249.14
ihepbtja.lzu.com.        IN    A    217.210.229.83
fhqlewij.lzu.com.        IN    A    83.2.5.73
wcfdpasr.lzu.com.        IN    A    30.132.73.120
vrcuihdn.lzu.com.        IN    A    14.132.130.154
rdajgokv.lzu.com.        IN    A    110.152.157.16
fuqmawoe.lzu.com.        IN    A    140.209.62.231
efrtmghx.lzu.com.        IN    A    9.46.183.136
vrgkaufb.lzu.com.        IN    A    17.70.97.154
slbcgeyi.lzu.com.        IN    A    101.149.60.35
tmufncpk.lzu.com.        IN    A    64.36.166.198
hmtyowbi.lzu.com.        IN    A    118.240.74.253
atvmcbyo.lzu.com.        IN    A    82.37.204.223
hugotyjv.lzu.com.        IN    A    160.61.122.249
khrenxva.lzu.com.        IN    A    162.163.50.181
qdotwsel.lzu.com.        IN    A    108.159.43.207
oufpkqdt.lzu.com.        IN    A    153.162.102.169
dbvorcpk.lzu.com.        IN    A    148.157.18.193
ptndhclg.lzu.com.        IN    A    88.200.147.201
rudvsnqo.lzu.com.        IN    A    65.228.153.176
fkbnjeyx.lzu.com.        IN    A    159.224.47.226
evaphqwf.lzu.com.        IN    A    137.102.146.188
hmrvdpkl.lzu.com.        IN    A    139.79.35.205
oxbdlgrm.lzu.com.        IN    A    150.134.96.25
kdowfguc.lzu.com.        IN    A    111.230.138.202
cujtsvql.lzu.com.        IN    A    128.86.78.37
xiheklvm.lzu.com.        IN    A    156.63.96.169
sroedicw.lzu.com.        IN    A    21.10.82.153
ascbghxw.lzu.com.        IN    A    105.130.36.180
verbdsxw.lzu.com.        IN    A    127.154.150.79
pvmsacnw.lzu.com.        IN    A    110.93.129.186
axuhplfj.lzu.com.        IN    A    28.250.145.180
trsokmci.lzu.com.        IN    A    225.125.9.185
hmegwqyb.lzu.com.        IN    A    33.59.24.32
lbuchnky.lzu.com.        IN    A    161.16.127.235
ajhekqso.lzu.com.        IN    A    237.148.83.31
dhfbetys.lzu.com.        IN    A    64.235.123.196
uqtgrvad.lzu.com.        IN    A    39.213.104.3
qansjxdc.lzu.com.        IN    A    128.71.180.6
edujyhot.lzu.com.        IN    A    4.73.155.250
rsfqnkco.lzu.com.        IN    A    231.108.70.40
nsegamwx.lzu.com.        IN    A    64.110.60.64
vtbpjeiq.lzu.com.        IN    A    13.113.92.143
gfhmtbdj.lzu.com.        IN    A    24.226.205.104
stlxcgbr.lzu.com.        IN    A    126.90.31.248
hlwdqbng.lzu.com.        IN    A    246.197.210.114
vfwbpxej.lzu.com.        IN    A    122.245.78.190
hsiwkmfx.lzu.com.        IN    A    195.59.28.95
elsxmfqa.lzu.com.        IN    A    222.6.141.3
linkqtsc.lzu.com.        IN    A    119.40.206.33
cuvsleyi.lzu.com.        IN    A    146.54.28.101
ojfhxsnp.lzu.com.        IN    A    244.70.76.9
gjatqlcm.lzu.com.        IN    A    153.238.42.255
jfopbcid.lzu.com.        IN    A    60.102.224.17
njkwgeyp.lzu.com.        IN    A    118.126.29.152
ypdvawtx.lzu.com.        IN    A    151.138.196.138
ukvinoqp.lzu.com.        IN    A    166.137.77.66
mgdchuvn.lzu.com.        IN    A    203.87.98.231
dtvlpnhq.lzu.com.        IN    A    23.16.125.91
qyndwhla.lzu.com.        IN    A    162.22.137.152
conwvtgj.lzu.com.        IN    A    116.176.224.239
dywerfiq.lzu.com.        IN    A    88.37.38.223
matbuenh.lzu.com.        IN    A    193.151.32.89
wsqvlxgo.lzu.com.        IN    A    166.21.6.129
cgajrdsx.lzu.com.        IN    A    151.227.230.2
fpcbjtqs.lzu.com.        IN    A    173.156.47.153
oysubpjh.lzu.com.        IN    A    124.70.73.49
akerwxfg.lzu.com.        IN    A    254.9.130.188
hrpiywld.lzu.com.        IN    A    159.87.16.146
tnjbulvm.lzu.com.        IN    A    135.48.166.16
iuvsftny.lzu.com.        IN    A    23.123.252.155
luochpfb.lzu.com.        IN    A    91.53.254.238
bclywkov.lzu.com.        IN    A    153.228.243.150
tpvmlqkc.lzu.com.        IN    A    8.134.222.49
ymkpqilf.lzu.com.        IN    A    205.198.231.0
urgbonpx.lzu.com.        IN    A    57.150.110.204
kpeclnfw.lzu.com.        IN    A    225.203.11.101
ybdukali.lzu.com.        IN    A    3.255.61.120
bwushadc.lzu.com.        IN    A    61.120.31.127
ubnlaqvr.lzu.com.        IN    A    150.114.154.117
pbcutfso.lzu.com.        IN    A    90.4.170.64
krgifuwt.lzu.com.        IN    A    183.195.99.169
eymlwtov.lzu.com.        IN    A    116.53.193.166
khpjyfuo.lzu.com.        IN    A    238.200.102.34
lvhkmjpd.lzu.com.        IN    A    7.242.52.47
qowesgrc.lzu.com.        IN    A    231.209.197.90
gmbeufiy.lzu.com.        IN    A    61.228.17.85
thujenkw.lzu.com.        IN    A    15.39.134.152
ybivdunm.lzu.com.        IN    A    57.248.206.210
nyoerfik.lzu.com.        IN    A    107.138.4.229
jhtlpasw.lzu.com.        IN    A    189.86.157.15
qjanxmhr.lzu.com.        IN    A    114.237.211.174
geykxvbo.lzu.com.        IN    A    144.205.6.82
pljohymt.lzu.com.        IN    A    169.183.211.74
cmbgjpkl.lzu.com.        IN    A    5.132.72.23
vlroctnf.lzu.com.        IN    A    132.10.222.115
tcslquwm.lzu.com.        IN    A    106.123.45.141
mtaouyrs.lzu.com.        IN    A    252.163.208.127
cihoqkrx.lzu.com.        IN    A    195.13.26.92
aegjtvrw.lzu.com.        IN    A    129.110.168.7
esfwryik.lzu.com.        IN    A    110.236.104.51
qxhnslwf.lzu.com.        IN    A    132.64.88.218
buynqxmp.lzu.com.        IN    A    26.9.151.33
pwcydlrb.lzu.com.        IN    A    24.129.24.238
pcxftrbg.lzu.com.        IN    A    180.129.69.45
ytwaixpr.lzu.com.        IN    A    104.173.189.45
nxeksgwy.lzu.com.        IN    A    197.242.254.235
teaqygnr.lzu.com.        IN    A    47.52.65.225
rnghxvwb.lzu.com.        IN    A    92.208.218.113
bejlpkyt.lzu.com.        IN    A    109.15.171.32
howntjri.lzu.com.        IN    A    97.84.37.165
pvhdckoj.lzu.com.        IN    A    12.36.213.171
kmvsaidb.lzu.com.        IN    A    84.214.237.52
uotcpkfm.lzu.com.        IN    A    65.42.52.77
ykmovxnp.lzu.com.        IN    A    217.181.182.162
kjetgdsh.lzu.com.        IN    A    4.15.48.149
fvulyksn.lzu.com.        IN    A    201.84.4.145
mfjiuqbx.lzu.com.        IN    A    94.92.209.27
mwpihagt.lzu.com.        IN    A    36.35.2.193
nfplejdg.lzu.com.        IN    A    145.168.7.5
emuckjwi.lzu.com.        IN    A    136.111.159.132
mqswakgy.lzu.com.        IN    A    39.27.172.23
leuwyqis.lzu.com.        IN    A    15.10.4.159
ksncoyjq.lzu.com.        IN    A    115.29.19.126
tnwspcdk.lzu.com.        IN    A    159.247.88.171
oauphxdw.lzu.com.        IN    A    117.51.106.83
uhvnmoga.lzu.com.        IN    A    166.194.171.93
itxoqgbm.lzu.com.        IN    A    231.30.12.234
mhcuanky.lzu.com.        IN    A    125.83.216.158
dvkqbmhp.lzu.com.        IN    A    118.209.143.14
dxngehmf.lzu.com.        IN    A    221.182.36.2
fsypboew.lzu.com.        IN    A    96.174.147.123
hivcdkrp.lzu.com.        IN    A    110.224.64.243
fbkrhmou.lzu.com.        IN    A    148.3.226.168
yirwgxtp.lzu.com.        IN    A    225.26.231.11
qsewlcbr.lzu.com.        IN    A    91.171.216.225
vesyrqkc.lzu.com.        IN    A    67.73.236.86
ofuqtpbm.lzu.com.        IN    A    213.133.44.211
xqcsvaie.lzu.com.        IN    A    68.212.67.188
mpagjdxf.lzu.com.        IN    A    62.58.195.163
lcefgbiq.lzu.com.        IN    A    244.229.84.29
fbqtknao.lzu.com.        IN    A    34.18.35.65
kdoriqjm.lzu.com.        IN    A    33.187.79.142
nabhmsrp.lzu.com.        IN    A    47.8.140.105
dbpgcear.lzu.com.        IN    A    187.248.72.93
qivotpbk.lzu.com.        IN    A    186.185.193.237
jchtepgb.lzu.com.        IN    A    139.88.195.76
wpdrcqbo.lzu.com.        IN    A    72.15.94.125
iwnusqxp.lzu.com.        IN    A    24.97.210.192
qmlavrhj.lzu.com.        IN    A    209.99.141.255
dywbvigm.lzu.com.        IN    A    99.1.10.78
gjhdcmxu.lzu.com.        IN    A    18.123.114.237
oixtrsej.lzu.com.        IN    A    219.109.55.41
laxhqpnt.lzu.com.        IN    A    57.124.228.240
ydjhbuiq.lzu.com.        IN    A    239.80.86.160
iyegwmxc.lzu.com.        IN    A    183.28.242.76
yqmwlfna.lzu.com.        IN    A    38.224.248.242
pknyjado.lzu.com.        IN    A    33.98.62.10
mputcfyd.lzu.com.        IN    A    226.140.172.96
gtxieopa.lzu.com.        IN    A    69.103.141.41
miywoxcl.lzu.com.        IN    A    70.244.69.28
fhnakutx.lzu.com.        IN    A    141.231.31.53
mjxdnetl.lzu.com.        IN    A    11.1.163.196
cwihmydo.lzu.com.        IN    A    215.245.40.145
khmejxav.lzu.com.        IN    A    254.154.51.196
mbyftwsh.lzu.com.        IN    A    135.184.168.122
mutycaik.lzu.com.        IN    A    39.99.191.160
bvmciejy.lzu.com.        IN    A    250.129.143.181
qgsujory.lzu.com.        IN    A    134.176.56.226
vmqxhdla.lzu.com.        IN    A    3.1.43.139
vepoqinh.lzu.com.        IN    A    93.6.252.128
lysqknid.lzu.com.        IN    A    141.151.244.117
kgeaomxd.lzu.com.        IN    A    57.3.99.201
ufevqsgc.lzu.com.        IN    A    34.23.1.107
pnmetsvh.lzu.com.        IN    A    216.39.182.22
tfoxrigw.lzu.com.        IN    A    45.231.52.207
cdqikjrm.lzu.com.        IN    A    26.156.241.94
ukvhawde.lzu.com.        IN    A    247.28.167.178
omdsrpiv.lzu.com.        IN    A    127.225.250.138
qsoibdlk.lzu.com.        IN    A    74.79.17.86
kiwbjpng.lzu.com.        IN    A    14.197.174.42
jdweuhqv.lzu.com.        IN    A    41.53.25.127
vtrdmcey.lzu.com.        IN    A    121.28.49.29
pmjirnbu.lzu.com.        IN    A    242.209.251.114
sjkbchvl.lzu.com.        IN    A    179.3.103.136
ndupackf.lzu.com.        IN    A    9.70.16.14
welbfcsa.lzu.com.        IN    A    130.62.219.248
naufgdrw.lzu.com.        IN    A    153.206.156.118
tpknohrm.lzu.com.        IN    A    145.79.9.47
fvwhpqmx.lzu.com.        IN    A    116.44.13.42
krdqohaj.lzu.com.        IN    A    166.183.208.65
ihobnfjq.lzu.com.        IN    A    235.210.255.141
rvmcyjdt.lzu.com.        IN    A    70.85.97.84
nyfetksu.lzu.com.        IN    A    25.97.62.138
vplxgbhd.lzu.com.        IN    A    235.117.150.159
tpfcrxwl.lzu.com.        IN    A    109.227.150.124
loymjsqa.lzu.com.        IN    A    247.108.33.172
yohtjpld.lzu.com.        IN    A    142.53.221.158
lcbmijdy.lzu.com.        IN    A    188.228.241.16
olycavxr.lzu.com.        IN    A    217.164.30.4
fiugmpax.lzu.com.        IN    A    228.113.135.249
qeatfuyd.lzu.com.        IN    A    203.169.126.103
fhdjasul.lzu.com.        IN    A    41.3.205.151
kljmsgrh.lzu.com.        IN    A    84.189.48.85
lvpohdxw.lzu.com.        IN    A    197.37.93.191
akminhot.lzu.com.        IN    A    44.234.172.137
xtsoyqag.lzu.com.        IN    A    178.1.102.43
hyamfxin.lzu.com.        IN    A    177.247.67.122
lpvuefyw.lzu.com.        IN    A    225.43.23.219
onlfdxjc.lzu.com.        IN    A    107.128.186.162
vsiwcbth.lzu.com.        IN    A    167.163.149.180
etvoiygj.lzu.com.        IN    A    27.252.183.83
ivwnolcf.lzu.com.        IN    A    78.30.5.87
nqhyxdmf.lzu.com.        IN    A    42.140.213.199
etyimuoh.lzu.com.        IN    A    133.139.102.97
okagvmyc.lzu.com.        IN    A    24.163.51.235
hrbnoapf.lzu.com.        IN    A    36.242.230.32
toeadsvw.lzu.com.        IN    A    122.205.127.133
vhqudpes.lzu.com.        IN    A    79.217.209.226
uhsbwvcf.lzu.com.        IN    A    207.229.107.96
xewsirhl.lzu.com.        IN    A    185.165.215.104
fymcpqrb.lzu.com.        IN    A    202.182.247.16
cxbkfwrq.lzu.com.        IN    A    108.57.221.24
ivfbxotd.lzu.com.        IN    A    52.207.10.91
xspluahj.lzu.com.        IN    A    55.208.59.247
qblwupca.lzu.com.        IN    A    2.122.81.56
uysqarmv.lzu.com.        IN    A    244.113.113.193
vqdfswlt.lzu.com.        IN    A    148.40.163.183
hxpomlct.lzu.com.        IN    A    145.70.254.96
fagodyql.lzu.com.        IN    A    23.62.150.197
ytdgferi.lzu.com.        IN    A    192.109.217.150
npxtmahb.lzu.com.        IN    A    229.82.202.84
lweptbhn.lzu.com.        IN    A    36.132.202.202
vpkbojdu.lzu.com.        IN    A    178.31.159.239
gihlsntx.lzu.com.        IN    A    89.236.247.21
lxajpuyo.lzu.com.        IN    A    85.79.138.140
wndqkpms.lzu.com.        IN    A    233.132.234.157
tvmqoscp.lzu.com.        IN    A    40.89.173.118
rsdivxec.lzu.com.        IN    A    129.76.226.127
dkimfnyo.lzu.com.        IN    A    43.155.145.202
qthpisnf.lzu.com.        IN    A    55.17.124.189
cgrfxplb.lzu.com.        IN    A    239.54.175.230
ruilndfa.lzu.com.        IN    A    120.6.198.218
uhinkyef.lzu.com.        IN    A    5.12.62.60
greilosk.lzu.com.        IN    A    225.54.41.251
rloujtda.lzu.com.        IN    A    173.227.19.1
gunqhwyl.lzu.com.        IN    A    208.55.140.69
cmlyijgp.lzu.com.        IN    A    99.186.237.117
prjoselb.lzu.com.        IN    A    181.65.107.164
oyewdhab.lzu.com.        IN    A    165.42.117.12
wmhpsgbd.lzu.com.        IN    A    62.15.173.246
bupejxng.lzu.com.        IN    A    105.113.36.44
wtmbypus.lzu.com.        IN    A    253.222.20.123
bcxuhrqo.lzu.com.        IN    A    197.147.137.183
spknvtde.lzu.com.        IN    A    129.137.156.133
tqpoxhey.lzu.com.        IN    A    205.183.189.34
vireoutm.lzu.com.        IN    A    116.2.154.142
avxcwdeo.lzu.com.        IN    A    164.15.169.235
imhjsbun.lzu.com.        IN    A    192.26.196.18
hrnjilvs.lzu.com.        IN    A    156.168.20.212
iqapyjum.lzu.com.        IN    A    70.59.246.80
pthodumc.lzu.com.        IN    A    21.232.58.189
kmoyuhdi.lzu.com.        IN    A    134.28.169.124
wkagxmyb.lzu.com.        IN    A    46.63.99.253
jbsrohmu.lzu.com.        IN    A    200.254.213.36
acqveyli.lzu.com.        IN    A    218.114.150.9
vowtdqhy.lzu.com.        IN    A    95.123.80.80
wuvkenca.lzu.com.        IN    A    201.0.83.182
wkhdaxec.lzu.com.        IN    A    120.167.217.64
pgdasnxw.lzu.com.        IN    A    150.96.213.126
efwpjusv.lzu.com.        IN    A    255.82.75.132
norbytai.lzu.com.        IN    A    17.54.204.88
vstjuyqg.lzu.com.        IN    A    2.62.25.26
qnpxgyms.lzu.com.        IN    A    242.45.138.30
