law.nju.com.	14400	IN	SOA	ns1.law.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
law.nju.com.		    IN	NS ns1.law.nju.com.
bfuhpoiy.law.nju.com.    IN    A    83.34.54.168
eiycpxgr.law.nju.com.    IN    A    185.67.54.179
sqhfyrxg.law.nju.com.    IN    A    200.136.0.91
qhaerjdo.law.nju.com.    IN    A    155.74.163.80
mnlgtjce.law.nju.com.    IN    A    36.57.23.11
brygadql.law.nju.com.    IN    A    221.227.231.115
tckrhves.law.nju.com.    IN    A    149.166.155.195
cwgeibrs.law.nju.com.    IN    A    24.151.41.16
ntlbdmiw.law.nju.com.    IN    A    125.211.120.59
hodmjpqu.law.nju.com.    IN    A    222.193.63.149
ayqgvjtr.law.nju.com.    IN    A    129.223.78.196
duetnosb.law.nju.com.    IN    A    141.176.137.196
fqybdwks.law.nju.com.    IN    A    24.154.207.6
ctpjormy.law.nju.com.    IN    A    156.186.77.252
tkvxgnye.law.nju.com.    IN    A    137.141.164.253
pvbrqtaf.law.nju.com.    IN    A    119.213.44.57
sitbcogh.law.nju.com.    IN    A    125.100.91.187
ibgmlvsr.law.nju.com.    IN    A    94.89.245.85
qjsterkg.law.nju.com.    IN    A    192.19.141.209
ihcolqtr.law.nju.com.    IN    A    74.202.45.228
rhxgipje.law.nju.com.    IN    A    25.140.107.11
kqlxtwmu.law.nju.com.    IN    A    40.150.224.6
hyqeloki.law.nju.com.    IN    A    190.189.68.179
kifbvtgw.law.nju.com.    IN    A    250.231.40.155
livnurwa.law.nju.com.    IN    A    255.236.133.115
gfqumibd.law.nju.com.    IN    A    247.66.22.87
bxgaehlf.law.nju.com.    IN    A    3.113.33.211
kvudbyql.law.nju.com.    IN    A    249.183.109.69
qeopfhbv.law.nju.com.    IN    A    115.31.120.54
nxoekvuh.law.nju.com.    IN    A    178.167.10.88
imjxngvd.law.nju.com.    IN    A    107.3.52.230
kmbqdgrh.law.nju.com.    IN    A    214.64.180.133
spfnrquc.law.nju.com.    IN    A    29.242.68.230
yatxmlwp.law.nju.com.    IN    A    49.159.192.49
ksejclap.law.nju.com.    IN    A    150.11.74.136
vonklqwr.law.nju.com.    IN    A    248.131.99.7
uyospbjr.law.nju.com.    IN    A    145.22.12.229
jxvifenq.law.nju.com.    IN    A    247.93.41.255
unjmlikq.law.nju.com.    IN    A    63.69.125.122
hwobvliq.law.nju.com.    IN    A    192.119.106.0
tjpsqiku.law.nju.com.    IN    A    180.142.120.35
edthjgka.law.nju.com.    IN    A    12.132.218.185
jwmofixh.law.nju.com.    IN    A    128.223.179.81
bacthxml.law.nju.com.    IN    A    118.198.60.19
vhadmroy.law.nju.com.    IN    A    127.69.242.138
qoyhlbck.law.nju.com.    IN    A    142.147.13.61
ytabfupe.law.nju.com.    IN    A    76.229.69.20
yndojpea.law.nju.com.    IN    A    36.174.111.180
wqgmvsdu.law.nju.com.    IN    A    119.77.250.2
miskangh.law.nju.com.    IN    A    188.134.232.5
ubvpocti.law.nju.com.    IN    A    92.135.206.77
fvxdprwb.law.nju.com.    IN    A    5.230.16.54
mntpayxq.law.nju.com.    IN    A    60.214.22.25
tfvrenju.law.nju.com.    IN    A    234.140.91.103
eyorvltn.law.nju.com.    IN    A    22.175.204.230
ihmfaved.law.nju.com.    IN    A    95.138.197.144
bosprkfc.law.nju.com.    IN    A    77.218.206.55
likhuvsq.law.nju.com.    IN    A    229.40.8.201
rwefsqhp.law.nju.com.    IN    A    37.202.114.223
ryqvbhsd.law.nju.com.    IN    A    44.120.117.163
tgmxucpr.law.nju.com.    IN    A    242.14.154.66
teyvqwoa.law.nju.com.    IN    A    72.209.86.33
fwolheja.law.nju.com.    IN    A    187.116.199.236
fcoptsga.law.nju.com.    IN    A    61.216.136.185
xeswrfui.law.nju.com.    IN    A    192.251.57.125
wptilfgu.law.nju.com.    IN    A    5.172.200.34
lvwktcfx.law.nju.com.    IN    A    187.24.8.203
rlumfkds.law.nju.com.    IN    A    90.83.221.234
jbaydoiv.law.nju.com.    IN    A    98.9.199.57
vjyxkauw.law.nju.com.    IN    A    124.7.33.96
qsgwinmj.law.nju.com.    IN    A    127.148.75.79
rxolwuaj.law.nju.com.    IN    A    162.64.141.122
kityxpbq.law.nju.com.    IN    A    226.120.154.220
kiyectdp.law.nju.com.    IN    A    160.42.153.179
ptmjbqol.law.nju.com.    IN    A    44.155.199.247
ckwhbjvd.law.nju.com.    IN    A    89.24.216.139
fhrdjyxo.law.nju.com.    IN    A    177.78.56.193
bqrcmuos.law.nju.com.    IN    A    181.95.139.39
qjtichon.law.nju.com.    IN    A    47.239.212.123
kujhvlre.law.nju.com.    IN    A    216.84.113.204
xrjihmgo.law.nju.com.    IN    A    254.23.98.7
jqkublfv.law.nju.com.    IN    A    214.227.226.79
fausjomn.law.nju.com.    IN    A    57.92.166.43
uqntgiby.law.nju.com.    IN    A    43.88.159.194
akwirhyb.law.nju.com.    IN    A    149.14.168.117
wgkipjmf.law.nju.com.    IN    A    46.156.191.5
hpvstknc.law.nju.com.    IN    A    207.190.176.162
mjagevdu.law.nju.com.    IN    A    10.26.244.77
nwdgmtli.law.nju.com.    IN    A    51.162.92.99
pbascwix.law.nju.com.    IN    A    70.228.35.49
hxlnoabe.law.nju.com.    IN    A    161.109.131.143
litknupr.law.nju.com.    IN    A    27.175.160.54
xjvkusnd.law.nju.com.    IN    A    32.14.245.25
rolsfuke.law.nju.com.    IN    A    190.223.226.65
xvjehsbn.law.nju.com.    IN    A    81.150.175.26
ognhvirb.law.nju.com.    IN    A    23.35.44.60
etigpdav.law.nju.com.    IN    A    100.204.29.138
misqpalu.law.nju.com.    IN    A    253.79.181.248
jrnabydx.law.nju.com.    IN    A    94.120.64.57
mnhugdsv.law.nju.com.    IN    A    156.118.9.89
nfupdekj.law.nju.com.    IN    A    44.73.72.18
jslyntuv.law.nju.com.    IN    A    198.146.148.74
giwoxmsq.law.nju.com.    IN    A    144.214.26.18
wtbjrnod.law.nju.com.    IN    A    16.35.161.20
lqxfsgwp.law.nju.com.    IN    A    145.96.131.67
tdfxwcvj.law.nju.com.    IN    A    34.222.193.91
bfyvwmqk.law.nju.com.    IN    A    193.110.218.61
qdvjwuxk.law.nju.com.    IN    A    92.148.80.142
nvoisxya.law.nju.com.    IN    A    234.17.252.130
rvpbkscm.law.nju.com.    IN    A    59.103.232.8
dlefnbvm.law.nju.com.    IN    A    211.101.155.37
gofyakht.law.nju.com.    IN    A    120.204.71.143
xfoawnrv.law.nju.com.    IN    A    46.12.171.150
gemqflbs.law.nju.com.    IN    A    193.73.150.69
auwosgmk.law.nju.com.    IN    A    117.188.98.194
ewxhlkcu.law.nju.com.    IN    A    206.45.202.11
ftwsrdgh.law.nju.com.    IN    A    2.212.91.127
optclanj.law.nju.com.    IN    A    69.241.156.227
yslnqmij.law.nju.com.    IN    A    200.105.206.153
tngfoxlb.law.nju.com.    IN    A    11.187.49.74
oyxhmdkj.law.nju.com.    IN    A    63.60.65.47
xkbnildj.law.nju.com.    IN    A    230.142.49.4
ftyuidjg.law.nju.com.    IN    A    21.199.96.182
ubplyrfa.law.nju.com.    IN    A    17.146.248.180
axqjwtyr.law.nju.com.    IN    A    122.39.231.206
armvdjtw.law.nju.com.    IN    A    123.203.206.27
bwlhjrxs.law.nju.com.    IN    A    1.169.221.179
dxnjwrha.law.nju.com.    IN    A    184.69.231.144
xajvhlwf.law.nju.com.    IN    A    126.216.161.239
jdmnrpbk.law.nju.com.    IN    A    192.213.28.255
pawkrbhq.law.nju.com.    IN    A    204.46.121.191
bksuoqwp.law.nju.com.    IN    A    45.104.249.238
ucytihlw.law.nju.com.    IN    A    105.212.113.186
xjsgmayb.law.nju.com.    IN    A    53.33.87.76
wcrigxuk.law.nju.com.    IN    A    66.151.145.191
hvrgmbkl.law.nju.com.    IN    A    77.110.127.185
wlnqgmki.law.nju.com.    IN    A    12.249.55.93
lhpfntwa.law.nju.com.    IN    A    188.28.246.85
idkvjgyt.law.nju.com.    IN    A    164.147.34.250
voexkljt.law.nju.com.    IN    A    2.165.155.170
grwymben.law.nju.com.    IN    A    104.62.103.118
tgyubcol.law.nju.com.    IN    A    207.174.50.74
byqfsioc.law.nju.com.    IN    A    9.139.184.245
eripfsbc.law.nju.com.    IN    A    75.175.143.150
byladtmx.law.nju.com.    IN    A    228.175.79.235
dkhgjetf.law.nju.com.    IN    A    220.138.187.146
maotyerj.law.nju.com.    IN    A    148.242.119.185
ohwjlsce.law.nju.com.    IN    A    146.75.132.215
aogvxbci.law.nju.com.    IN    A    117.174.37.76
hxngrbte.law.nju.com.    IN    A    241.98.114.33
tydhoufc.law.nju.com.    IN    A    110.185.72.19
wxemoujy.law.nju.com.    IN    A    17.168.242.105
hfsnqwmd.law.nju.com.    IN    A    156.174.178.52
ilkuthdn.law.nju.com.    IN    A    205.182.161.228
odamkyje.law.nju.com.    IN    A    37.163.157.59
xoivmsfb.law.nju.com.    IN    A    120.20.29.110
gehmoqlj.law.nju.com.    IN    A    115.132.21.166
xfydpiwn.law.nju.com.    IN    A    179.101.216.138
ocxrvgwh.law.nju.com.    IN    A    188.109.76.182
kamhnvjt.law.nju.com.    IN    A    205.219.95.227
oxmbnvqe.law.nju.com.    IN    A    19.162.219.229
wkrsfydq.law.nju.com.    IN    A    165.225.185.183
hotjugfq.law.nju.com.    IN    A    84.52.107.212
imtspgbc.law.nju.com.    IN    A    150.57.76.84
huyfndcs.law.nju.com.    IN    A    99.98.233.138
jkqxobey.law.nju.com.    IN    A    65.30.65.222
nhgrcjxk.law.nju.com.    IN    A    61.123.108.50
tksxpjgr.law.nju.com.    IN    A    55.130.75.49
snlmqrgt.law.nju.com.    IN    A    193.93.178.46
ufqyrdcs.law.nju.com.    IN    A    209.158.154.108
gqtrbukv.law.nju.com.    IN    A    115.247.164.215
emuitkjr.law.nju.com.    IN    A    52.125.189.155
ufdxotpk.law.nju.com.    IN    A    227.134.63.239
cnmqyplh.law.nju.com.    IN    A    167.69.108.107
wiqkltsc.law.nju.com.    IN    A    152.174.1.19
qtmsvclk.law.nju.com.    IN    A    50.231.48.21
rxbmgsdp.law.nju.com.    IN    A    132.202.162.105
tswarnjp.law.nju.com.    IN    A    9.164.0.166
qprbesuf.law.nju.com.    IN    A    71.189.97.5
tuijaklh.law.nju.com.    IN    A    116.68.130.9
nsulhmfk.law.nju.com.    IN    A    170.225.226.228
crandwxe.law.nju.com.    IN    A    179.116.56.53
kbyjcnhq.law.nju.com.    IN    A    213.135.206.133
nqohcmsw.law.nju.com.    IN    A    125.23.100.142
isyprklo.law.nju.com.    IN    A    48.190.67.87
dmvywlhg.law.nju.com.    IN    A    167.101.243.167
bnkhoudj.law.nju.com.    IN    A    53.144.103.99
wnblavec.law.nju.com.    IN    A    121.187.19.198
nbdflhpk.law.nju.com.    IN    A    129.36.151.35
gletraip.law.nju.com.    IN    A    222.27.231.96
dtkovfxj.law.nju.com.    IN    A    80.29.19.42
rgmtcqsj.law.nju.com.    IN    A    98.191.170.217
uxmloqvf.law.nju.com.    IN    A    159.116.9.191
tnxovcuf.law.nju.com.    IN    A    138.159.142.89
mgajufet.law.nju.com.    IN    A    75.231.137.253
lbyqhper.law.nju.com.    IN    A    53.92.77.71
wfcrskeg.law.nju.com.    IN    A    175.206.195.165
mqdtsxib.law.nju.com.    IN    A    255.240.92.244
itncdyqp.law.nju.com.    IN    A    130.230.226.164
kwyahqds.law.nju.com.    IN    A    58.144.189.187
gkojtlfq.law.nju.com.    IN    A    180.225.186.60
jfrgmsto.law.nju.com.    IN    A    109.21.97.196
hvxtwreu.law.nju.com.    IN    A    72.132.143.192
iughwdse.law.nju.com.    IN    A    67.3.53.57
gdbfvnqr.law.nju.com.    IN    A    117.162.250.150
grdsmnof.law.nju.com.    IN    A    128.139.78.29
oqxpcnvb.law.nju.com.    IN    A    30.57.104.110
wyhbgsux.law.nju.com.    IN    A    40.18.237.67
hxujdebw.law.nju.com.    IN    A    111.125.116.215
gachlndw.law.nju.com.    IN    A    143.97.89.34
skvbrhnl.law.nju.com.    IN    A    201.27.62.85
njorcdkm.law.nju.com.    IN    A    121.154.140.48
ixhynwkd.law.nju.com.    IN    A    113.2.147.0
bwxyluki.law.nju.com.    IN    A    243.161.90.254
lputacwk.law.nju.com.    IN    A    34.68.178.168
lhgcievk.law.nju.com.    IN    A    6.125.102.133
pgkdlmja.law.nju.com.    IN    A    110.243.222.141
rkqncjwt.law.nju.com.    IN    A    114.254.91.189
ywepvoxl.law.nju.com.    IN    A    13.242.235.96
yjlhewof.law.nju.com.    IN    A    217.157.19.145
snjawimg.law.nju.com.    IN    A    251.20.178.44
ekyhlnfg.law.nju.com.    IN    A    246.66.117.151
vqebalnu.law.nju.com.    IN    A    144.49.45.229
khrdeacb.law.nju.com.    IN    A    190.235.68.174
larikqng.law.nju.com.    IN    A    196.229.22.188
ptdwhmsv.law.nju.com.    IN    A    210.186.141.152
gbatcqfx.law.nju.com.    IN    A    168.106.207.244
hurnqcws.law.nju.com.    IN    A    45.114.32.141
nydquplx.law.nju.com.    IN    A    204.29.147.120
keaxdstw.law.nju.com.    IN    A    196.18.123.171
qajlewiy.law.nju.com.    IN    A    144.120.175.127
tnxisgjy.law.nju.com.    IN    A    163.212.255.195
yjkgupmb.law.nju.com.    IN    A    139.35.141.167
pygfkqws.law.nju.com.    IN    A    116.109.49.114
qgyxfbok.law.nju.com.    IN    A    90.204.167.131
wksiyxhd.law.nju.com.    IN    A    190.82.111.21
qxwumyvi.law.nju.com.    IN    A    60.221.122.8
lvrpdyba.law.nju.com.    IN    A    80.166.146.216
gocbmphw.law.nju.com.    IN    A    75.99.182.55
dlyuxavp.law.nju.com.    IN    A    72.109.111.16
bwvpgxor.law.nju.com.    IN    A    181.43.84.150
iasjkdml.law.nju.com.    IN    A    246.44.163.30
ovmqxfin.law.nju.com.    IN    A    50.230.82.164
moanpsbr.law.nju.com.    IN    A    58.206.208.196
ioxrvbaw.law.nju.com.    IN    A    87.252.127.5
dxyeukbq.law.nju.com.    IN    A    22.238.30.164
miovegsk.law.nju.com.    IN    A    3.202.17.7
plrhktgf.law.nju.com.    IN    A    83.72.240.195
kfdsrevh.law.nju.com.    IN    A    110.238.71.249
onejlgty.law.nju.com.    IN    A    132.20.105.180
qgekpfat.law.nju.com.    IN    A    217.156.182.20
oisqncld.law.nju.com.    IN    A    141.44.110.147
nuregyxo.law.nju.com.    IN    A    46.160.93.26
jvfgwusp.law.nju.com.    IN    A    200.76.136.219
wflnxmqa.law.nju.com.    IN    A    114.197.210.11
eqxvlmhs.law.nju.com.    IN    A    46.74.179.217
ntvuxhwj.law.nju.com.    IN    A    31.50.242.49
bmjtdpfo.law.nju.com.    IN    A    34.48.27.122
xpaeokwy.law.nju.com.    IN    A    31.233.250.13
hauokerq.law.nju.com.    IN    A    86.101.102.72
pisxuhfa.law.nju.com.    IN    A    208.19.190.70
nkqdoyum.law.nju.com.    IN    A    235.187.185.181
owrthmsb.law.nju.com.    IN    A    145.220.66.15
ahtycbnq.law.nju.com.    IN    A    96.57.231.52
gtwyuial.law.nju.com.    IN    A    252.92.73.55
iynlrhjw.law.nju.com.    IN    A    215.97.6.127
bwujyvdn.law.nju.com.    IN    A    13.27.115.184
wuqbxhar.law.nju.com.    IN    A    70.144.176.209
aprexqvi.law.nju.com.    IN    A    4.177.204.114
ewntqxmj.law.nju.com.    IN    A    41.95.88.111
hcqnlots.law.nju.com.    IN    A    154.113.174.227
qocingfj.law.nju.com.    IN    A    137.136.83.143
jukmiael.law.nju.com.    IN    A    7.8.46.116
ehjqriua.law.nju.com.    IN    A    182.134.218.119
qrjkxidl.law.nju.com.    IN    A    93.121.147.242
tfowcqag.law.nju.com.    IN    A    215.46.4.122
plshokbd.law.nju.com.    IN    A    243.200.48.238
roxviytc.law.nju.com.    IN    A    41.204.180.113
hxbedmlp.law.nju.com.    IN    A    2.19.194.195
plsjiekx.law.nju.com.    IN    A    80.78.47.43
joshdkil.law.nju.com.    IN    A    26.234.146.109
nidhvwuf.law.nju.com.    IN    A    74.240.146.161
mcwgbhft.law.nju.com.    IN    A    197.194.249.43
benwvmix.law.nju.com.    IN    A    69.216.177.210
wrkebtap.law.nju.com.    IN    A    36.101.51.6
wehqfksv.law.nju.com.    IN    A    85.113.172.222
qbraofyd.law.nju.com.    IN    A    50.82.99.221
vtmrkdgf.law.nju.com.    IN    A    179.198.226.229
xftjnqpu.law.nju.com.    IN    A    92.32.191.55
jykenhdi.law.nju.com.    IN    A    87.31.168.183
uqgvwkhb.law.nju.com.    IN    A    171.249.210.157
qbkxjvcw.law.nju.com.    IN    A    22.61.255.211
lctwnogj.law.nju.com.    IN    A    17.200.52.187
ugvmyope.law.nju.com.    IN    A    46.38.203.158
gptwcymr.law.nju.com.    IN    A    180.106.120.180
ndiopgca.law.nju.com.    IN    A    66.16.37.158
kdsbjlmi.law.nju.com.    IN    A    252.84.19.193
ufitlaqo.law.nju.com.    IN    A    52.63.188.201
xtmuplah.law.nju.com.    IN    A    160.172.60.35
pklajisv.law.nju.com.    IN    A    188.166.244.32
drlgipxe.law.nju.com.    IN    A    201.182.14.201
bsywlurh.law.nju.com.    IN    A    251.40.64.230
dsyfevxg.law.nju.com.    IN    A    82.252.173.189
slkuwhvt.law.nju.com.    IN    A    245.26.62.196
vdursylp.law.nju.com.    IN    A    74.157.182.126
oiemgbqa.law.nju.com.    IN    A    88.115.98.129
xqabnphw.law.nju.com.    IN    A    32.55.1.165
hmuwvona.law.nju.com.    IN    A    12.137.44.44
vpkieudr.law.nju.com.    IN    A    77.89.193.10
uwjaytgo.law.nju.com.    IN    A    81.141.89.41
vjerkqtc.law.nju.com.    IN    A    195.194.215.42
dklgiusy.law.nju.com.    IN    A    158.175.76.109
ehminxlc.law.nju.com.    IN    A    245.202.213.45
jweygkia.law.nju.com.    IN    A    246.255.63.157
gyoisjnt.law.nju.com.    IN    A    85.96.195.147
yglhdnje.law.nju.com.    IN    A    75.130.7.200
lfrhtuqs.law.nju.com.    IN    A    245.101.14.154
igsvxeju.law.nju.com.    IN    A    46.4.228.167
bxeghmja.law.nju.com.    IN    A    79.96.12.119
dblhywer.law.nju.com.    IN    A    206.244.214.1
oxpbvdqe.law.nju.com.    IN    A    182.60.223.149
umkthdqf.law.nju.com.    IN    A    81.95.147.176
ejoralvi.law.nju.com.    IN    A    111.63.1.52
radhxnwy.law.nju.com.    IN    A    242.184.107.233
nyroiwuc.law.nju.com.    IN    A    201.100.182.125
nuiwmdck.law.nju.com.    IN    A    161.7.109.46
kicbprum.law.nju.com.    IN    A    135.225.201.6
sikchfwx.law.nju.com.    IN    A    138.37.85.99
pkladvgf.law.nju.com.    IN    A    213.49.188.207
qaycxtkw.law.nju.com.    IN    A    195.202.209.206
hjewrpul.law.nju.com.    IN    A    120.34.63.238
ulkjeysr.law.nju.com.    IN    A    87.10.109.199
foxvegta.law.nju.com.    IN    A    227.200.80.145
hsvfobip.law.nju.com.    IN    A    205.49.55.171
qbytufcr.law.nju.com.    IN    A    158.182.174.66
bugvejtc.law.nju.com.    IN    A    16.245.187.63
mfyscvpj.law.nju.com.    IN    A    59.167.133.168
ktvfqyja.law.nju.com.    IN    A    84.181.175.4
skolawrn.law.nju.com.    IN    A    194.50.252.29
iaxvuylk.law.nju.com.    IN    A    81.55.93.161
pwrktadl.law.nju.com.    IN    A    137.226.41.70
vcmhgali.law.nju.com.    IN    A    118.172.40.183
deyoplsw.law.nju.com.    IN    A    244.179.0.25
uxsoieqv.law.nju.com.    IN    A    69.237.182.76
dkpxmagt.law.nju.com.    IN    A    199.65.182.188
anpfcgyd.law.nju.com.    IN    A    199.196.148.202
ywbmoslp.law.nju.com.    IN    A    149.126.150.158
vnoaseih.law.nju.com.    IN    A    34.222.95.81
wuljsimp.law.nju.com.    IN    A    156.180.176.209
mqiolvxg.law.nju.com.    IN    A    21.247.192.106
yegpaucl.law.nju.com.    IN    A    118.159.168.81
ysenloru.law.nju.com.    IN    A    250.193.144.86
cspoqwdg.law.nju.com.    IN    A    182.85.203.235
syrlhqda.law.nju.com.    IN    A    41.39.239.242
tuoybeqg.law.nju.com.    IN    A    252.176.234.99
waldvepk.law.nju.com.    IN    A    173.16.2.214
njotlkgi.law.nju.com.    IN    A    226.101.141.155
rfschvno.law.nju.com.    IN    A    102.134.71.32
pnisrlkg.law.nju.com.    IN    A    158.143.146.162
dchljwtg.law.nju.com.    IN    A    114.73.72.3
vgjylscm.law.nju.com.    IN    A    101.29.143.40
pwyrecsh.law.nju.com.    IN    A    105.248.210.236
oitewxlc.law.nju.com.    IN    A    232.11.130.220
gmluvnws.law.nju.com.    IN    A    65.188.250.235
wkcibmxf.law.nju.com.    IN    A    210.226.158.98
ovyarkfj.law.nju.com.    IN    A    152.170.168.210
hscpvnqw.law.nju.com.    IN    A    168.52.194.146
guojpsdf.law.nju.com.    IN    A    177.194.210.149
ryjkbwuf.law.nju.com.    IN    A    23.114.164.13
askfjovn.law.nju.com.    IN    A    148.2.10.199
axytolmn.law.nju.com.    IN    A    132.239.79.214
asbktmxr.law.nju.com.    IN    A    35.193.121.247
gkoupsdc.law.nju.com.    IN    A    217.21.236.199
btkjaune.law.nju.com.    IN    A    128.199.136.107
ieksuwca.law.nju.com.    IN    A    184.47.85.127
ewsgucpq.law.nju.com.    IN    A    89.83.82.94
dcnfskrh.law.nju.com.    IN    A    104.109.186.166
yduirtnp.law.nju.com.    IN    A    140.201.39.251
elbnkmdj.law.nju.com.    IN    A    57.144.38.113
tmhiwgpd.law.nju.com.    IN    A    36.251.62.242
qdcawyug.law.nju.com.    IN    A    255.79.44.212
dslngvto.law.nju.com.    IN    A    181.88.243.135
hpwkjeta.law.nju.com.    IN    A    169.207.117.107
bvnxceuf.law.nju.com.    IN    A    101.200.177.36
pxvdkhjs.law.nju.com.    IN    A    212.58.148.185
gwpohkdf.law.nju.com.    IN    A    238.204.116.252
xvnibypm.law.nju.com.    IN    A    253.33.232.22
snpbulyw.law.nju.com.    IN    A    147.193.224.248
osbvutcm.law.nju.com.    IN    A    73.254.242.126
qbdoasyx.law.nju.com.    IN    A    59.230.36.124
rhxsqeid.law.nju.com.    IN    A    46.139.196.151
xfhuktlr.law.nju.com.    IN    A    243.212.218.226
mgnxbtkw.law.nju.com.    IN    A    246.208.247.67
njvdtxuo.law.nju.com.    IN    A    126.231.160.168
fcrtgael.law.nju.com.    IN    A    233.240.148.207
uktayjcw.law.nju.com.    IN    A    80.84.166.99
dpqlecig.law.nju.com.    IN    A    177.118.43.185
rowvntpc.law.nju.com.    IN    A    159.144.209.164
iperahkc.law.nju.com.    IN    A    7.147.214.217
ybhxourg.law.nju.com.    IN    A    84.102.57.150
vfqamcbu.law.nju.com.    IN    A    216.207.220.247
eloxywua.law.nju.com.    IN    A    106.67.40.178
owmkldei.law.nju.com.    IN    A    78.115.248.149
wfsomjhe.law.nju.com.    IN    A    188.18.187.35
lncwtvpm.law.nju.com.    IN    A    98.103.117.78
wqrhmies.law.nju.com.    IN    A    167.57.147.107
