; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR pku.com. @ns2.pku.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
pku.com.			      14400 IN NS	ns1.pku.com.
ns1.pku.com.			      14400 IN A	10.166.21.14

www.pku.com.		      14400 IN NS	ns1.www.pku.com.
ns1.www.pku.com.		      14400 IN A		10.166.21.15

math.pku.com.		      14400 IN NS	ns1.math.pku.com.
ns1.math.pku.com.		      14400 IN A		10.166.21.12

hist.pku.com.		      14400 IN NS	ns1.hist.pku.com.
ns1.hist.pku.com.		      14400 IN A		10.166.21.13

pku.com.			      14400 IN MX	10 histtp.pku.edu.
pku.com.			      14400 IN TXT	"v=spf1 a mx ~all"
thukryej.pku.com.        IN    A    230.238.1.70
whkdnsof.pku.com.        IN    A    189.103.41.222
qdxrsjlb.pku.com.        IN    A    240.201.242.10
weotkrna.pku.com.        IN    A    11.223.147.23
beyculki.pku.com.        IN    A    176.36.163.29
dgjovrhu.pku.com.        IN    A    216.3.175.55
dvernpih.pku.com.        IN    A    101.191.248.167
iuhqnjrv.pku.com.        IN    A    177.125.44.206
mjuwpdog.pku.com.        IN    A    130.129.154.108
lqumatwv.pku.com.        IN    A    28.67.217.83
ichjkvqo.pku.com.        IN    A    15.50.165.109
glftavju.pku.com.        IN    A    35.126.242.122
buqryxam.pku.com.        IN    A    94.119.84.177
wftskoau.pku.com.        IN    A    99.157.62.134
codnarxy.pku.com.        IN    A    115.21.61.118
sjeqytbw.pku.com.        IN    A    101.110.143.47
xehtnfky.pku.com.        IN    A    124.237.253.136
arxjqumk.pku.com.        IN    A    177.176.100.247
lvbsqupy.pku.com.        IN    A    38.184.31.49
jvdebpcn.pku.com.        IN    A    148.170.203.21
pndvcqob.pku.com.        IN    A    114.88.246.165
opxbjdtk.pku.com.        IN    A    15.141.39.152
dgenhkop.pku.com.        IN    A    204.12.90.175
ovldijyc.pku.com.        IN    A    181.253.213.37
awchyvql.pku.com.        IN    A    66.127.32.64
oeumaphn.pku.com.        IN    A    108.153.83.200
kjohypmd.pku.com.        IN    A    73.4.191.242
pivmjkos.pku.com.        IN    A    219.199.208.189
yjxocnmg.pku.com.        IN    A    134.209.48.111
gscrmaxd.pku.com.        IN    A    45.87.121.199
mbdjxeuv.pku.com.        IN    A    112.250.242.100
vleckuxj.pku.com.        IN    A    230.126.208.189
jeqdoipu.pku.com.        IN    A    158.55.99.60
upvdweqc.pku.com.        IN    A    184.126.166.182
mnstehbw.pku.com.        IN    A    176.6.128.121
vlhrosmp.pku.com.        IN    A    83.174.22.198
ekictspa.pku.com.        IN    A    211.13.128.52
kwqhtrxj.pku.com.        IN    A    113.63.199.171
uoslarcp.pku.com.        IN    A    179.132.100.244
qtnihukb.pku.com.        IN    A    142.229.40.216
rxjkghve.pku.com.        IN    A    146.131.45.23
taxfpkvc.pku.com.        IN    A    128.10.0.156
pcgovhqd.pku.com.        IN    A    116.233.12.116
ysfcmkav.pku.com.        IN    A    21.219.85.160
xbwysikq.pku.com.        IN    A    246.121.219.208
wlergkus.pku.com.        IN    A    52.194.38.115
jvestpql.pku.com.        IN    A    60.216.52.1
bqdmaoju.pku.com.        IN    A    88.167.186.142
khctrnau.pku.com.        IN    A    225.172.143.7
rcufkayo.pku.com.        IN    A    41.224.39.60
vcmtnbfq.pku.com.        IN    A    184.240.96.5
lmxpjygn.pku.com.        IN    A    215.64.106.227
vodfhtap.pku.com.        IN    A    51.209.163.120
sqxidvyu.pku.com.        IN    A    145.47.0.92
koxytqve.pku.com.        IN    A    175.162.137.77
vwbnuagt.pku.com.        IN    A    102.56.149.121
soewipvd.pku.com.        IN    A    108.83.187.158
eawvufhq.pku.com.        IN    A    47.17.250.228
xpdwngsq.pku.com.        IN    A    98.169.64.27
snedjpgq.pku.com.        IN    A    209.146.176.133
soikalnm.pku.com.        IN    A    161.100.96.83
shgcwdam.pku.com.        IN    A    9.83.139.155
pmthwcxi.pku.com.        IN    A    98.3.11.43
tkfexgas.pku.com.        IN    A    189.157.105.204
bfeoarqg.pku.com.        IN    A    181.236.159.49
ajudyqfe.pku.com.        IN    A    90.111.233.75
qjlycteu.pku.com.        IN    A    108.81.60.180
lsdbvfcr.pku.com.        IN    A    49.95.213.118
pkwmbary.pku.com.        IN    A    50.100.199.242
hsvmwnud.pku.com.        IN    A    248.205.46.26
nlykmfbg.pku.com.        IN    A    108.88.221.154
atqndseu.pku.com.        IN    A    192.44.211.152
ehtubqmc.pku.com.        IN    A    194.186.214.118
rdhmanvl.pku.com.        IN    A    62.252.220.240
afrcuobw.pku.com.        IN    A    241.184.211.231
hqxkpwoc.pku.com.        IN    A    232.126.125.156
piumxnco.pku.com.        IN    A    15.225.62.44
pslixvye.pku.com.        IN    A    73.66.73.139
ovrkweyj.pku.com.        IN    A    24.197.158.156
icmfspyl.pku.com.        IN    A    41.124.149.159
knqyrcbm.pku.com.        IN    A    56.33.3.204
xroyijcq.pku.com.        IN    A    148.139.237.95
vinmbgox.pku.com.        IN    A    224.156.5.234
gfhliwro.pku.com.        IN    A    149.205.198.243
tokeixad.pku.com.        IN    A    205.18.179.197
jqetwxhc.pku.com.        IN    A    79.179.78.160
adhbfmkc.pku.com.        IN    A    157.151.29.157
ulmgcrej.pku.com.        IN    A    141.76.244.45
ajuvptcx.pku.com.        IN    A    145.230.105.46
qdbkntai.pku.com.        IN    A    129.5.190.110
yhbustop.pku.com.        IN    A    27.59.146.203
pvxqioth.pku.com.        IN    A    64.4.26.248
vfjlxngs.pku.com.        IN    A    180.222.157.210
bwevjdks.pku.com.        IN    A    96.89.58.134
srojdthv.pku.com.        IN    A    202.255.117.134
qhroeadb.pku.com.        IN    A    220.93.100.113
lcjgsufq.pku.com.        IN    A    12.121.43.42
ijpctosn.pku.com.        IN    A    231.54.152.51
ysedfqcb.pku.com.        IN    A    89.24.166.36
joxgnwbc.pku.com.        IN    A    100.129.61.133
vmktiqoa.pku.com.        IN    A    197.213.85.184
hbqmuyjl.pku.com.        IN    A    138.39.23.194
srutpwxh.pku.com.        IN    A    248.51.139.237
dxbrunes.pku.com.        IN    A    211.55.7.45
glvdpcso.pku.com.        IN    A    74.80.25.225
canymeuh.pku.com.        IN    A    245.72.206.28
tiwuemsk.pku.com.        IN    A    249.8.18.17
yvtmnspi.pku.com.        IN    A    16.23.24.130
cxjdikye.pku.com.        IN    A    132.200.17.19
ocbyjegl.pku.com.        IN    A    90.43.10.191
eqkmpasi.pku.com.        IN    A    9.141.146.104
uwtvlhcg.pku.com.        IN    A    208.188.152.185
ghfbjvdm.pku.com.        IN    A    9.20.2.178
tlgwbfmr.pku.com.        IN    A    217.96.152.26
vsphiyrd.pku.com.        IN    A    134.89.133.28
sxnicykl.pku.com.        IN    A    109.131.176.111
jmektipw.pku.com.        IN    A    166.131.227.216
wixvymhp.pku.com.        IN    A    240.222.178.4
qwibtljf.pku.com.        IN    A    75.150.145.208
rwhvycte.pku.com.        IN    A    40.249.89.156
qldoranf.pku.com.        IN    A    176.143.200.35
ryvswfdq.pku.com.        IN    A    170.80.209.208
pyouvjkn.pku.com.        IN    A    73.217.59.143
tfuxwykp.pku.com.        IN    A    76.28.149.101
qshcaiyu.pku.com.        IN    A    227.232.80.252
ymtkxdhi.pku.com.        IN    A    63.36.20.112
ltoejgxr.pku.com.        IN    A    191.45.99.24
aokqyemx.pku.com.        IN    A    28.171.110.167
spfcdoug.pku.com.        IN    A    138.70.253.251
dmcgvjae.pku.com.        IN    A    150.40.243.9
fiobecwq.pku.com.        IN    A    92.182.240.104
uphxktsr.pku.com.        IN    A    141.43.166.130
lwditjre.pku.com.        IN    A    196.48.199.96
fvpusqgb.pku.com.        IN    A    189.145.4.13
tfegxouk.pku.com.        IN    A    68.34.173.155
jmvinbdk.pku.com.        IN    A    104.135.182.16
toblufqx.pku.com.        IN    A    45.201.119.62
bvyqwsfr.pku.com.        IN    A    241.161.53.15
ioyvxmsc.pku.com.        IN    A    70.82.57.166
hipujgef.pku.com.        IN    A    122.148.137.116
djspbxho.pku.com.        IN    A    78.19.103.158
hrmoyqlj.pku.com.        IN    A    34.16.11.30
fupvmdyx.pku.com.        IN    A    67.12.193.175
yxdcbtpi.pku.com.        IN    A    162.46.155.94
cxgkujpw.pku.com.        IN    A    64.250.108.63
jlwcxkbh.pku.com.        IN    A    145.124.83.213
cajphnfv.pku.com.        IN    A    169.231.180.68
oqlmyidb.pku.com.        IN    A    24.52.66.219
ksyxenbu.pku.com.        IN    A    66.131.57.20
kqlsgrvh.pku.com.        IN    A    242.186.134.42
hniodtqw.pku.com.        IN    A    178.1.115.163
mefsowxr.pku.com.        IN    A    86.182.230.9
edvhtrcq.pku.com.        IN    A    172.225.192.41
uqrwcpoj.pku.com.        IN    A    172.40.245.191
djmwvguq.pku.com.        IN    A    185.45.44.142
svlwioxn.pku.com.        IN    A    88.120.167.147
bahivpny.pku.com.        IN    A    74.18.173.23
ywefjnxb.pku.com.        IN    A    96.170.4.243
jmvgrifn.pku.com.        IN    A    179.89.23.153
akwtnxru.pku.com.        IN    A    15.69.204.234
kihynosx.pku.com.        IN    A    88.112.150.47
udmtpqsi.pku.com.        IN    A    53.79.46.176
nriwaxdg.pku.com.        IN    A    246.114.128.197
jpsxvydo.pku.com.        IN    A    72.39.231.101
lofynstm.pku.com.        IN    A    45.53.86.209
tvdhsmqc.pku.com.        IN    A    130.186.17.128
ewtroyqx.pku.com.        IN    A    54.205.115.210
bvpaydhm.pku.com.        IN    A    210.89.106.3
vtujghop.pku.com.        IN    A    246.162.179.224
rdjhmlxq.pku.com.        IN    A    234.163.55.221
bsgpiyuv.pku.com.        IN    A    129.71.181.131
nvswolbm.pku.com.        IN    A    188.175.247.40
bpomsrak.pku.com.        IN    A    194.117.18.219
wmjqgtxb.pku.com.        IN    A    13.118.92.122
qvbcwpia.pku.com.        IN    A    225.125.106.239
telpuihv.pku.com.        IN    A    114.77.26.125
qlsbmakt.pku.com.        IN    A    64.179.225.139
hwdynbem.pku.com.        IN    A    243.29.173.150
emyjdksh.pku.com.        IN    A    142.214.70.189
ejcxvnrs.pku.com.        IN    A    105.79.194.224
riobjnfe.pku.com.        IN    A    205.101.52.10
yskimdcq.pku.com.        IN    A    97.229.215.140
ijxbhgmu.pku.com.        IN    A    61.219.182.171
qtodcyla.pku.com.        IN    A    149.240.28.81
qarehlkc.pku.com.        IN    A    143.91.244.222
deiybhck.pku.com.        IN    A    18.139.151.69
rkimqejc.pku.com.        IN    A    125.42.151.95
wbeucrni.pku.com.        IN    A    237.53.18.179
vquhwgby.pku.com.        IN    A    117.174.42.67
pmyxqflk.pku.com.        IN    A    75.158.111.64
gpfkchme.pku.com.        IN    A    189.193.94.27
weynbagr.pku.com.        IN    A    171.222.252.131
mbdchvtj.pku.com.        IN    A    78.42.107.140
islfdong.pku.com.        IN    A    64.22.220.28
xqvufglt.pku.com.        IN    A    189.167.128.28
kequwjmt.pku.com.        IN    A    28.110.65.139
ylkbauoe.pku.com.        IN    A    134.255.239.102
rkgenldy.pku.com.        IN    A    238.147.6.154
aqpgkudi.pku.com.        IN    A    110.163.122.204
efrkcatg.pku.com.        IN    A    99.165.109.157
dxvyuslo.pku.com.        IN    A    19.234.215.2
rkhnweyf.pku.com.        IN    A    59.20.129.92
tiaqgjvp.pku.com.        IN    A    138.242.66.140
oynedibm.pku.com.        IN    A    35.220.18.174
kfapoyng.pku.com.        IN    A    139.201.203.3
ugwnhsjb.pku.com.        IN    A    228.211.183.150
pmtywfsa.pku.com.        IN    A    94.147.196.159
pfsgyrwu.pku.com.        IN    A    183.254.67.176
gektlnhp.pku.com.        IN    A    146.252.203.78
wkcrygiu.pku.com.        IN    A    147.77.170.253
gdlphnvq.pku.com.        IN    A    115.88.164.207
xntiejfy.pku.com.        IN    A    129.107.58.97
aondxjhs.pku.com.        IN    A    207.29.23.50
hruiskad.pku.com.        IN    A    95.110.32.219
fqdtknla.pku.com.        IN    A    189.191.146.1
hacdmkiv.pku.com.        IN    A    222.110.28.107
icjomtde.pku.com.        IN    A    218.96.15.89
xbiouewp.pku.com.        IN    A    245.227.197.27
qavifjlo.pku.com.        IN    A    243.30.47.221
mpduqhrg.pku.com.        IN    A    41.209.216.241
moijxbft.pku.com.        IN    A    71.49.174.49
jpdhlvre.pku.com.        IN    A    253.162.95.64
dglwqipb.pku.com.        IN    A    60.138.111.185
gdsbjcpm.pku.com.        IN    A    193.106.203.11
ihxeqvpb.pku.com.        IN    A    63.0.236.113
ugdmjylh.pku.com.        IN    A    121.67.74.128
gtayrido.pku.com.        IN    A    130.77.250.200
cruhvoea.pku.com.        IN    A    158.212.247.236
seqjtcxw.pku.com.        IN    A    181.205.78.5
dqomujsh.pku.com.        IN    A    178.146.43.54
ybtswlqa.pku.com.        IN    A    52.166.70.137
qckuwgfb.pku.com.        IN    A    151.232.22.179
ocmlkuei.pku.com.        IN    A    7.64.110.26
elcnbukm.pku.com.        IN    A    59.6.234.140
pcoxlydi.pku.com.        IN    A    89.81.213.184
lcjmvkwu.pku.com.        IN    A    36.61.119.232
puyidmal.pku.com.        IN    A    106.23.194.105
gliosmkd.pku.com.        IN    A    226.36.246.175
cubyreiv.pku.com.        IN    A    253.239.151.207
cfrshpxd.pku.com.        IN    A    202.13.103.62
jbprxdqv.pku.com.        IN    A    247.186.208.117
snmboaft.pku.com.        IN    A    198.142.91.240
taivdrbf.pku.com.        IN    A    6.123.65.200
vgkfydcb.pku.com.        IN    A    64.202.197.250
kgdwubhs.pku.com.        IN    A    6.22.236.17
ypfcxdow.pku.com.        IN    A    233.36.38.136
kwbhyfpe.pku.com.        IN    A    238.65.180.149
moptsyae.pku.com.        IN    A    159.223.153.149
xktgdarj.pku.com.        IN    A    108.44.36.246
tmgwjicx.pku.com.        IN    A    20.84.50.126
kvudxjpw.pku.com.        IN    A    1.255.106.102
usirpxdh.pku.com.        IN    A    184.146.142.113
tkeuxyow.pku.com.        IN    A    159.18.27.108
xaevbtkd.pku.com.        IN    A    118.138.173.5
pxsotyih.pku.com.        IN    A    180.72.119.118
akphxusn.pku.com.        IN    A    25.204.163.169
xprkctev.pku.com.        IN    A    189.91.253.201
ycixthvp.pku.com.        IN    A    26.5.33.247
bpxvleht.pku.com.        IN    A    35.163.87.147
grhnkvwd.pku.com.        IN    A    233.196.14.59
gsidltce.pku.com.        IN    A    64.222.166.188
orikcgvm.pku.com.        IN    A    167.158.199.141
klhwjbuy.pku.com.        IN    A    78.0.232.212
ubcpkwlr.pku.com.        IN    A    207.17.64.94
vrbgkaqd.pku.com.        IN    A    235.46.229.100
rfloiywu.pku.com.        IN    A    138.103.36.22
ochpneal.pku.com.        IN    A    124.57.214.73
gpakidbj.pku.com.        IN    A    150.244.202.40
aimygukr.pku.com.        IN    A    181.84.113.23
cyipjmoq.pku.com.        IN    A    25.217.85.25
elyrjdhq.pku.com.        IN    A    200.12.149.158
oqhabmeg.pku.com.        IN    A    161.145.167.65
gxqhfeiw.pku.com.        IN    A    180.17.198.104
sudeqklm.pku.com.        IN    A    193.129.74.29
xrobscji.pku.com.        IN    A    207.174.163.148
nogidqsf.pku.com.        IN    A    177.39.210.149
uklvgrsm.pku.com.        IN    A    26.207.15.198
snplvkdu.pku.com.        IN    A    71.135.35.188
vxctrefo.pku.com.        IN    A    37.12.140.36
lgecjfvs.pku.com.        IN    A    107.235.138.69
fikampxe.pku.com.        IN    A    40.14.86.131
hkxcmpdv.pku.com.        IN    A    241.199.155.23
pksbcadx.pku.com.        IN    A    92.227.131.43
hvguilwm.pku.com.        IN    A    117.225.66.171
oqykspnd.pku.com.        IN    A    122.45.209.171
dyhwgrvk.pku.com.        IN    A    201.246.27.84
jamhxfqb.pku.com.        IN    A    92.71.248.68
fkmgeulp.pku.com.        IN    A    34.169.72.170
xplakofj.pku.com.        IN    A    154.220.117.225
rjuxflgs.pku.com.        IN    A    201.46.30.72
nhbrwjpv.pku.com.        IN    A    69.37.97.11
lpayuqor.pku.com.        IN    A    101.22.61.217
upaylkdn.pku.com.        IN    A    69.93.53.43
upjbnvrf.pku.com.        IN    A    231.121.13.200
mqiefwgu.pku.com.        IN    A    239.1.103.14
aojqsrbx.pku.com.        IN    A    132.130.73.70
owrsgivx.pku.com.        IN    A    221.131.74.8
febmoxhk.pku.com.        IN    A    64.86.219.145
pkhxijcl.pku.com.        IN    A    137.13.114.9
bhrtcvyj.pku.com.        IN    A    9.238.59.70
juctiyrq.pku.com.        IN    A    109.47.121.107
bvdgyqhr.pku.com.        IN    A    122.200.218.62
qlbsjxtf.pku.com.        IN    A    129.146.133.40
ekwvpjgo.pku.com.        IN    A    213.216.28.164
geuxvyno.pku.com.        IN    A    13.241.70.174
pbnhmeyu.pku.com.        IN    A    160.106.164.140
qbfcyxnh.pku.com.        IN    A    190.139.44.133
wyqpmnls.pku.com.        IN    A    7.128.158.111
kghfwrdi.pku.com.        IN    A    254.3.187.126
rpmqhvud.pku.com.        IN    A    39.252.194.144
enabthgl.pku.com.        IN    A    17.251.239.117
giuftopa.pku.com.        IN    A    142.27.200.6
kbquevti.pku.com.        IN    A    71.110.157.36
kraethqm.pku.com.        IN    A    25.153.80.28
rwytjavm.pku.com.        IN    A    113.88.141.29
lgbvaxnh.pku.com.        IN    A    210.225.30.116
qtrlxobk.pku.com.        IN    A    41.250.134.123
bqrtadlf.pku.com.        IN    A    55.13.116.245
ldtrpomf.pku.com.        IN    A    5.160.54.57
tsgyjhnp.pku.com.        IN    A    141.52.20.146
qxiuvsbf.pku.com.        IN    A    218.81.133.160
xltairhm.pku.com.        IN    A    127.54.229.118
nwkbouha.pku.com.        IN    A    55.94.186.99
melobyqd.pku.com.        IN    A    177.34.59.60
vqulmgty.pku.com.        IN    A    163.58.192.114
vxpodyke.pku.com.        IN    A    181.127.115.215
dvhscmrt.pku.com.        IN    A    83.39.207.155
evqycfrp.pku.com.        IN    A    205.1.26.206
oljapwfk.pku.com.        IN    A    255.40.59.236
axkrifnt.pku.com.        IN    A    155.181.159.233
hlikptxn.pku.com.        IN    A    77.166.70.65
yanrvksd.pku.com.        IN    A    63.196.39.15
ajxnhdwg.pku.com.        IN    A    168.12.158.20
cglkujxi.pku.com.        IN    A    57.5.65.249
hlwfdkgs.pku.com.        IN    A    189.64.147.26
syejcbnx.pku.com.        IN    A    19.223.75.19
ctaxnmiv.pku.com.        IN    A    123.162.30.181
iaesdlhk.pku.com.        IN    A    92.16.20.72
arwefohk.pku.com.        IN    A    32.71.184.226
ghspyuvk.pku.com.        IN    A    158.59.31.138
vndxslti.pku.com.        IN    A    207.54.244.230
rkuybdqs.pku.com.        IN    A    175.165.38.4
joaxsubi.pku.com.        IN    A    190.46.113.155
fibepond.pku.com.        IN    A    115.228.115.238
tdgwjleh.pku.com.        IN    A    171.186.76.165
viknotjs.pku.com.        IN    A    236.245.114.205
fierlwgu.pku.com.        IN    A    178.166.10.5
gudepwhi.pku.com.        IN    A    41.63.70.86
gbmlotvw.pku.com.        IN    A    129.148.156.145
tuvliynk.pku.com.        IN    A    126.191.232.128
mkyxcnbi.pku.com.        IN    A    103.226.96.127
juxbrcek.pku.com.        IN    A    206.175.19.200
mqclhywi.pku.com.        IN    A    93.155.42.106
cdtieqgu.pku.com.        IN    A    185.46.23.248
orftpuei.pku.com.        IN    A    55.80.236.105
restlfng.pku.com.        IN    A    88.114.85.58
vghyutcx.pku.com.        IN    A    170.29.39.122
klyscvnb.pku.com.        IN    A    78.35.175.241
yduwmsqc.pku.com.        IN    A    165.180.11.18
sejachdp.pku.com.        IN    A    79.35.122.2
xvaefwgo.pku.com.        IN    A    15.229.203.121
mrtwsylk.pku.com.        IN    A    152.205.5.25
vshjiugx.pku.com.        IN    A    76.79.73.172
tfyedsuw.pku.com.        IN    A    98.200.88.216
tilfdemc.pku.com.        IN    A    84.124.72.2
hmuedrtp.pku.com.        IN    A    76.26.215.205
emnsfvyx.pku.com.        IN    A    113.68.66.184
yjdipohg.pku.com.        IN    A    56.87.9.167
kbarwdct.pku.com.        IN    A    63.86.85.240
yxmocejf.pku.com.        IN    A    147.97.250.181
vhsdlikt.pku.com.        IN    A    8.80.93.215
nxyojcem.pku.com.        IN    A    172.79.96.87
rvygpsmh.pku.com.        IN    A    171.184.156.91
pivqgkao.pku.com.        IN    A    44.245.166.148
nupehcti.pku.com.        IN    A    18.86.175.110
dqgwavfy.pku.com.        IN    A    209.125.163.169
qjadbsfv.pku.com.        IN    A    222.6.206.159
cdmtelho.pku.com.        IN    A    155.221.163.96
rkylwesu.pku.com.        IN    A    235.172.70.112
evfagcpy.pku.com.        IN    A    166.234.71.128
dwivkrxa.pku.com.        IN    A    93.194.112.109
