www.nju.com. 	14400	IN	SOA	ns1.www.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
www.nju.com.		    IN	NS ns1.www.nju.com.
dcgbiulv.www.nju.com.    IN    A    101.164.198.42
kwexshbu.www.nju.com.    IN    A    106.74.15.19
yelhjbpa.www.nju.com.    IN    A    62.159.165.225
omwelish.www.nju.com.    IN    A    83.247.157.46
dsfgkrqv.www.nju.com.    IN    A    64.48.131.145
biolrxjn.www.nju.com.    IN    A    201.138.85.202
iuwqgpln.www.nju.com.    IN    A    239.223.233.247
vmsrxgua.www.nju.com.    IN    A    233.233.31.135
mkvtdwau.www.nju.com.    IN    A    54.227.168.63
mjdsaxcq.www.nju.com.    IN    A    250.20.71.233
joybpnlc.www.nju.com.    IN    A    191.214.211.233
cxqgsidv.www.nju.com.    IN    A    222.61.83.198
swcjduon.www.nju.com.    IN    A    28.15.140.197
ohcrgibp.www.nju.com.    IN    A    17.174.54.16
lwngvryi.www.nju.com.    IN    A    241.242.16.19
udwfpohk.www.nju.com.    IN    A    220.187.204.8
fkqdbjom.www.nju.com.    IN    A    8.251.5.214
tljabyum.www.nju.com.    IN    A    59.146.254.107
meldbkwt.www.nju.com.    IN    A    248.194.227.2
dhvqtpln.www.nju.com.    IN    A    204.253.170.74
fmscvwpq.www.nju.com.    IN    A    98.6.108.202
mtuijwxd.www.nju.com.    IN    A    254.178.201.18
wyaekjof.www.nju.com.    IN    A    171.24.152.69
yaqmohsx.www.nju.com.    IN    A    156.20.97.106
cdxpseom.www.nju.com.    IN    A    105.65.223.167
ealgoyci.www.nju.com.    IN    A    161.250.40.92
iocujxae.www.nju.com.    IN    A    31.158.202.27
urjimatw.www.nju.com.    IN    A    112.199.7.16
uhrcqopl.www.nju.com.    IN    A    84.33.255.20
hxtqlevu.www.nju.com.    IN    A    175.179.133.32
kgceumla.www.nju.com.    IN    A    18.84.88.87
fujaigrq.www.nju.com.    IN    A    248.148.203.174
pqmvrauy.www.nju.com.    IN    A    142.50.73.255
rbwtehsc.www.nju.com.    IN    A    14.51.14.172
tpjcygau.www.nju.com.    IN    A    158.55.55.246
ekoisybm.www.nju.com.    IN    A    111.181.81.10
ojcnshpl.www.nju.com.    IN    A    173.21.157.30
liexrsfv.www.nju.com.    IN    A    93.252.39.16
crxdevwo.www.nju.com.    IN    A    201.122.224.96
xpylaqgr.www.nju.com.    IN    A    107.186.171.11
ejiwcuvq.www.nju.com.    IN    A    35.244.179.202
wfyvjqso.www.nju.com.    IN    A    162.135.79.102
skvetlho.www.nju.com.    IN    A    156.195.3.93
yfwxjova.www.nju.com.    IN    A    179.151.144.94
tirlfdvc.www.nju.com.    IN    A    29.240.241.253
mhyurwsg.www.nju.com.    IN    A    6.68.3.62
otnkgryq.www.nju.com.    IN    A    215.33.237.228
fmhvwsuc.www.nju.com.    IN    A    48.123.37.1
pqhdmgsv.www.nju.com.    IN    A    164.33.161.31
jdwesvfc.www.nju.com.    IN    A    55.84.249.167
rbnxjqfh.www.nju.com.    IN    A    66.57.230.153
lkupqefw.www.nju.com.    IN    A    74.231.211.160
osuhxnry.www.nju.com.    IN    A    93.163.160.19
ldoaunmv.www.nju.com.    IN    A    152.70.37.30
rpwoymvu.www.nju.com.    IN    A    234.243.32.195
artcmqek.www.nju.com.    IN    A    192.149.44.36
bfsikmay.www.nju.com.    IN    A    86.34.66.151
xuwlfdga.www.nju.com.    IN    A    246.201.157.142
toqvaniu.www.nju.com.    IN    A    226.237.203.57
bqgtrpoi.www.nju.com.    IN    A    200.147.224.191
ueqbhgtc.www.nju.com.    IN    A    12.151.82.29
hrbclgmo.www.nju.com.    IN    A    87.226.115.205
mtdhlvfa.www.nju.com.    IN    A    51.151.42.107
phocgwfs.www.nju.com.    IN    A    250.160.168.41
cjtvgwky.www.nju.com.    IN    A    7.202.21.225
nhfueayk.www.nju.com.    IN    A    96.21.108.235
jvmhqcpl.www.nju.com.    IN    A    63.190.223.48
wstuqbrl.www.nju.com.    IN    A    4.234.78.229
jpcwhexs.www.nju.com.    IN    A    1.161.244.58
lmkfvnxy.www.nju.com.    IN    A    33.56.8.125
lvghuspa.www.nju.com.    IN    A    191.170.195.131
etjqroax.www.nju.com.    IN    A    158.95.12.115
qsrwcjbg.www.nju.com.    IN    A    54.162.36.126
fnkxgpla.www.nju.com.    IN    A    75.159.42.234
yhgpnrsa.www.nju.com.    IN    A    59.199.63.64
giofamej.www.nju.com.    IN    A    135.152.255.52
osrbynwm.www.nju.com.    IN    A    110.222.102.8
bxiwdltm.www.nju.com.    IN    A    85.116.186.251
kupcvdlo.www.nju.com.    IN    A    0.20.53.65
gmkwifrx.www.nju.com.    IN    A    29.39.108.114
uedrfysa.www.nju.com.    IN    A    136.95.47.172
qwyxodks.www.nju.com.    IN    A    161.212.80.97
lnwxvcye.www.nju.com.    IN    A    177.103.186.116
jngsmayd.www.nju.com.    IN    A    200.148.253.253
wvgsalbh.www.nju.com.    IN    A    147.61.117.92
vkpfdbij.www.nju.com.    IN    A    193.170.160.51
repbwlvh.www.nju.com.    IN    A    164.132.193.22
hdprilng.www.nju.com.    IN    A    117.250.219.101
dxiclvmq.www.nju.com.    IN    A    66.127.215.207
bimtghfe.www.nju.com.    IN    A    177.14.223.172
ghislpok.www.nju.com.    IN    A    29.254.118.167
wapurxnb.www.nju.com.    IN    A    12.234.237.51
dmerqliw.www.nju.com.    IN    A    196.17.153.222
vmbchsgi.www.nju.com.    IN    A    84.249.151.50
yxadecbh.www.nju.com.    IN    A    228.231.77.241
ufatypon.www.nju.com.    IN    A    1.112.122.190
sujlrwqc.www.nju.com.    IN    A    66.35.11.181
fesmwhka.www.nju.com.    IN    A    75.197.199.70
ilfnhuyp.www.nju.com.    IN    A    87.184.224.246
cvqglwds.www.nju.com.    IN    A    46.141.143.197
urwtcdvs.www.nju.com.    IN    A    250.66.180.135
dwvsnpui.www.nju.com.    IN    A    62.146.234.195
rnfxodia.www.nju.com.    IN    A    196.120.139.167
fpqchbwt.www.nju.com.    IN    A    80.176.84.18
xdbplyhi.www.nju.com.    IN    A    34.98.168.55
wubrxgej.www.nju.com.    IN    A    61.54.222.200
kovgfayc.www.nju.com.    IN    A    135.21.204.100
kgdubqrf.www.nju.com.    IN    A    56.240.250.173
abgjoktd.www.nju.com.    IN    A    254.186.164.22
gxafqwis.www.nju.com.    IN    A    159.244.244.152
xjpreysb.www.nju.com.    IN    A    36.18.44.182
qtnvescy.www.nju.com.    IN    A    194.19.111.236
lhosedma.www.nju.com.    IN    A    13.127.1.75
eiykcgol.www.nju.com.    IN    A    51.253.159.70
txhsqyna.www.nju.com.    IN    A    226.63.6.164
feyqxoac.www.nju.com.    IN    A    102.182.179.173
mvnoexht.www.nju.com.    IN    A    191.101.46.158
jdyxwmkp.www.nju.com.    IN    A    91.241.114.32
kivnejpg.www.nju.com.    IN    A    69.73.21.246
rwncjovs.www.nju.com.    IN    A    78.80.169.192
wicbhavx.www.nju.com.    IN    A    104.136.210.151
egublhpi.www.nju.com.    IN    A    236.111.241.92
trhjlqsk.www.nju.com.    IN    A    210.140.246.95
ajfevtws.www.nju.com.    IN    A    46.72.156.125
uarglysq.www.nju.com.    IN    A    87.156.235.5
ruelwksn.www.nju.com.    IN    A    200.223.239.5
ysmjiuth.www.nju.com.    IN    A    115.251.126.80
ejhbqtmk.www.nju.com.    IN    A    206.83.233.38
wxygbadr.www.nju.com.    IN    A    208.76.199.58
tohevfun.www.nju.com.    IN    A    114.133.10.24
njskybmr.www.nju.com.    IN    A    219.226.181.193
drupyeca.www.nju.com.    IN    A    168.61.106.212
iakxuqtv.www.nju.com.    IN    A    151.30.23.115
afnwprsh.www.nju.com.    IN    A    5.2.71.221
vyaowjkl.www.nju.com.    IN    A    114.82.22.182
hnroqies.www.nju.com.    IN    A    2.177.166.109
qvfetosj.www.nju.com.    IN    A    8.238.52.167
kbpxqfig.www.nju.com.    IN    A    28.40.82.147
ncqgrjfl.www.nju.com.    IN    A    198.167.47.225
porkuxib.www.nju.com.    IN    A    107.221.131.126
yshircou.www.nju.com.    IN    A    75.71.172.146
girtfpws.www.nju.com.    IN    A    246.47.109.7
oyhjdmit.www.nju.com.    IN    A    93.153.101.111
nfgxtqjs.www.nju.com.    IN    A    155.134.224.132
xutmpqjb.www.nju.com.    IN    A    48.153.2.119
jgpnqefx.www.nju.com.    IN    A    39.178.231.178
kdrhfwnm.www.nju.com.    IN    A    186.95.116.229
uwyrdpml.www.nju.com.    IN    A    101.196.144.25
rleqpikj.www.nju.com.    IN    A    88.41.73.99
yvrebtux.www.nju.com.    IN    A    139.219.22.114
ofkgmaxv.www.nju.com.    IN    A    128.122.184.139
cugwdhbp.www.nju.com.    IN    A    213.167.18.175
mnrupoxa.www.nju.com.    IN    A    48.96.221.221
xksrwfmo.www.nju.com.    IN    A    217.14.223.31
kojugtdq.www.nju.com.    IN    A    188.101.176.118
islgkxrv.www.nju.com.    IN    A    222.49.32.13
jxmbloqt.www.nju.com.    IN    A    121.58.230.125
vuthfanc.www.nju.com.    IN    A    251.223.160.247
pxvinsah.www.nju.com.    IN    A    120.51.83.73
xjmhvwsr.www.nju.com.    IN    A    182.181.202.30
wytvrdbn.www.nju.com.    IN    A    68.146.204.13
nmcrhteq.www.nju.com.    IN    A    127.169.33.30
thnwprxf.www.nju.com.    IN    A    176.155.111.164
bixdqgtk.www.nju.com.    IN    A    103.235.255.50
fstyclvu.www.nju.com.    IN    A    170.185.65.254
ufeshjtk.www.nju.com.    IN    A    219.35.107.138
idjafyuk.www.nju.com.    IN    A    174.33.164.19
donmrauk.www.nju.com.    IN    A    170.143.205.180
sifgjkxv.www.nju.com.    IN    A    155.219.50.58
gbaqmnor.www.nju.com.    IN    A    220.193.31.114
nrejipoh.www.nju.com.    IN    A    102.130.105.208
lrfjidax.www.nju.com.    IN    A    8.214.46.23
jeulknah.www.nju.com.    IN    A    48.250.84.180
ibdvfnqp.www.nju.com.    IN    A    88.42.172.137
kaqxnfbm.www.nju.com.    IN    A    211.209.196.16
hrqtbykn.www.nju.com.    IN    A    76.227.66.12
fydqhotw.www.nju.com.    IN    A    132.46.77.39
jbuqrvtd.www.nju.com.    IN    A    218.16.251.9
ajenqkbd.www.nju.com.    IN    A    175.0.187.151
srikyleu.www.nju.com.    IN    A    66.16.113.228
qnkielry.www.nju.com.    IN    A    152.66.102.20
rulsvexj.www.nju.com.    IN    A    181.197.37.70
emnlrwcd.www.nju.com.    IN    A    83.44.4.253
sritvneb.www.nju.com.    IN    A    135.225.60.155
dpjrtsao.www.nju.com.    IN    A    248.90.59.6
cpougetv.www.nju.com.    IN    A    31.60.109.44
jbuvgtan.www.nju.com.    IN    A    139.89.81.247
nbtgyxsw.www.nju.com.    IN    A    97.186.155.142
shiqvujo.www.nju.com.    IN    A    115.163.97.171
twekqpug.www.nju.com.    IN    A    109.76.138.104
dqgnpryv.www.nju.com.    IN    A    99.206.105.128
mlrhpqsu.www.nju.com.    IN    A    103.127.212.114
ycebogfq.www.nju.com.    IN    A    62.80.55.76
pcmdenyb.www.nju.com.    IN    A    34.198.35.204
vaxbynjm.www.nju.com.    IN    A    87.16.92.112
lcmanwqd.www.nju.com.    IN    A    141.3.60.127
tmnurxpf.www.nju.com.    IN    A    182.63.25.156
kcqnbstd.www.nju.com.    IN    A    23.71.232.141
topwylhk.www.nju.com.    IN    A    75.114.209.14
skgiqxbe.www.nju.com.    IN    A    44.232.7.106
welrxsni.www.nju.com.    IN    A    8.127.24.86
bsfcphrj.www.nju.com.    IN    A    62.248.106.227
rbksfoiv.www.nju.com.    IN    A    25.113.132.159
gqbflkdr.www.nju.com.    IN    A    152.165.222.160
dovleimq.www.nju.com.    IN    A    50.143.22.11
mfrekpsh.www.nju.com.    IN    A    209.48.195.81
hfcebtwy.www.nju.com.    IN    A    1.17.106.217
adempicu.www.nju.com.    IN    A    18.28.41.215
bfpcxqmg.www.nju.com.    IN    A    12.113.115.89
lxweugdr.www.nju.com.    IN    A    240.248.74.69
ndfrgtjk.www.nju.com.    IN    A    25.214.244.128
lvwabtcn.www.nju.com.    IN    A    241.166.25.39
joqbwnpr.www.nju.com.    IN    A    174.121.55.235
gwudsrvn.www.nju.com.    IN    A    58.199.119.100
ldscfbnw.www.nju.com.    IN    A    195.144.149.169
uhscfmto.www.nju.com.    IN    A    55.247.44.46
slqjuvtp.www.nju.com.    IN    A    40.27.78.28
ywqujbdo.www.nju.com.    IN    A    170.19.254.134
sfipjbno.www.nju.com.    IN    A    243.50.227.126
nicrhqpy.www.nju.com.    IN    A    52.124.182.78
gsriyavw.www.nju.com.    IN    A    27.86.79.74
iewhflpu.www.nju.com.    IN    A    61.171.116.87
ycqrnlfs.www.nju.com.    IN    A    181.144.163.201
uekohgcf.www.nju.com.    IN    A    192.15.6.220
cfuxpavd.www.nju.com.    IN    A    207.109.140.214
dnwmyogu.www.nju.com.    IN    A    100.126.71.188
rswdmteo.www.nju.com.    IN    A    178.158.40.160
bpsylrvf.www.nju.com.    IN    A    240.137.142.54
krwybhsa.www.nju.com.    IN    A    17.245.80.102
bgiuxfap.www.nju.com.    IN    A    104.155.173.8
huclewmn.www.nju.com.    IN    A    202.23.51.95
umfiqcyb.www.nju.com.    IN    A    46.130.220.32
nrkhateq.www.nju.com.    IN    A    117.123.148.253
gutbwjvr.www.nju.com.    IN    A    250.47.121.213
otkhiejg.www.nju.com.    IN    A    97.149.226.45
vsxwkuea.www.nju.com.    IN    A    1.247.205.43
pmklxtyq.www.nju.com.    IN    A    114.99.23.196
cpsqyxiv.www.nju.com.    IN    A    216.120.92.115
vlpncqeg.www.nju.com.    IN    A    215.212.219.236
qjhvsdcf.www.nju.com.    IN    A    114.202.150.167
sxcmqfbr.www.nju.com.    IN    A    213.24.165.132
xklesoyd.www.nju.com.    IN    A    209.176.95.33
echfvrjy.www.nju.com.    IN    A    208.47.152.0
lbqameyn.www.nju.com.    IN    A    159.46.186.179
vylatqjs.www.nju.com.    IN    A    163.48.67.153
nvotjqlg.www.nju.com.    IN    A    197.193.135.177
qgrptcie.www.nju.com.    IN    A    249.129.91.81
ywgfimat.www.nju.com.    IN    A    107.4.33.64
yrdwfqpc.www.nju.com.    IN    A    97.71.97.81
yqbafpvn.www.nju.com.    IN    A    235.102.104.213
ybjxmdsp.www.nju.com.    IN    A    246.196.183.79
ncismope.www.nju.com.    IN    A    39.72.112.54
ufscxbvk.www.nju.com.    IN    A    80.39.36.241
iurvhptk.www.nju.com.    IN    A    24.21.62.96
krlfnxuq.www.nju.com.    IN    A    34.53.67.192
ansmpdbv.www.nju.com.    IN    A    83.182.136.57
nmacqlps.www.nju.com.    IN    A    42.115.36.107
fwhuxyat.www.nju.com.    IN    A    54.114.174.225
qacnluev.www.nju.com.    IN    A    18.155.45.234
jwvfhqbg.www.nju.com.    IN    A    245.178.142.228
fqywldsv.www.nju.com.    IN    A    229.121.74.198
nxcwqmol.www.nju.com.    IN    A    42.56.98.106
nlhjxavo.www.nju.com.    IN    A    45.18.237.67
nftikvwr.www.nju.com.    IN    A    195.193.0.201
jynuerqh.www.nju.com.    IN    A    222.23.38.53
qhkxmgfj.www.nju.com.    IN    A    122.94.97.152
gxdptmev.www.nju.com.    IN    A    228.152.28.3
iuveshta.www.nju.com.    IN    A    182.234.88.179
oykafhtp.www.nju.com.    IN    A    37.41.21.177
oxtbdhcs.www.nju.com.    IN    A    4.154.105.245
nlkufqia.www.nju.com.    IN    A    3.237.131.99
topycwvs.www.nju.com.    IN    A    197.100.113.44
qmrbvhxn.www.nju.com.    IN    A    19.48.85.104
ouvinpej.www.nju.com.    IN    A    212.102.30.253
cbdswynl.www.nju.com.    IN    A    26.27.86.109
frlqehwm.www.nju.com.    IN    A    145.209.198.226
qcdvtfem.www.nju.com.    IN    A    99.110.33.151
foklrjpa.www.nju.com.    IN    A    83.182.6.165
cuokldeq.www.nju.com.    IN    A    116.91.245.184
tqvrcxye.www.nju.com.    IN    A    126.246.139.251
gldnfevh.www.nju.com.    IN    A    162.1.68.192
ysvgpaej.www.nju.com.    IN    A    235.213.62.186
njakevpw.www.nju.com.    IN    A    191.0.153.248
ajsnvqeo.www.nju.com.    IN    A    7.126.91.229
fomwtlsh.www.nju.com.    IN    A    176.45.246.228
urvhmopq.www.nju.com.    IN    A    236.189.156.150
eqvrjcnh.www.nju.com.    IN    A    132.145.223.225
sugelpat.www.nju.com.    IN    A    87.104.135.192
ofbnkajg.www.nju.com.    IN    A    149.112.198.106
mufreylk.www.nju.com.    IN    A    59.45.193.195
tquyeacl.www.nju.com.    IN    A    169.0.129.192
klmxqtfc.www.nju.com.    IN    A    106.181.103.31
pqcsygfd.www.nju.com.    IN    A    114.129.177.193
ynmoebkf.www.nju.com.    IN    A    45.10.112.106
hslpugtx.www.nju.com.    IN    A    162.189.211.242
krhbefpl.www.nju.com.    IN    A    45.92.26.35
uvtrdoai.www.nju.com.    IN    A    224.161.205.165
krfamvic.www.nju.com.    IN    A    196.63.26.103
igyentsa.www.nju.com.    IN    A    90.148.93.167
msfbodjx.www.nju.com.    IN    A    45.99.32.70
mhbwxiac.www.nju.com.    IN    A    199.100.218.167
ihckebgm.www.nju.com.    IN    A    110.121.254.134
bqplfyen.www.nju.com.    IN    A    16.76.74.89
uhaifwnq.www.nju.com.    IN    A    127.52.118.197
ckrqljht.www.nju.com.    IN    A    121.51.57.173
fdaoknhv.www.nju.com.    IN    A    72.114.127.174
kjdvmyhx.www.nju.com.    IN    A    151.99.176.69
cyrlnefs.www.nju.com.    IN    A    243.228.188.163
gbpaenof.www.nju.com.    IN    A    145.109.246.195
amuoifkg.www.nju.com.    IN    A    155.187.113.253
gspbxyrf.www.nju.com.    IN    A    147.229.238.206
idnfvouj.www.nju.com.    IN    A    24.123.44.204
ehqodsgm.www.nju.com.    IN    A    130.218.167.88
wjykpceg.www.nju.com.    IN    A    148.248.83.253
lvqfcbdr.www.nju.com.    IN    A    63.109.44.46
gbnrukxh.www.nju.com.    IN    A    128.235.250.140
mfbtoyjs.www.nju.com.    IN    A    174.43.192.56
hviwdojt.www.nju.com.    IN    A    166.46.12.250
osmgkpte.www.nju.com.    IN    A    23.240.197.89
sqdergjc.www.nju.com.    IN    A    229.12.114.196
fnapgwjs.www.nju.com.    IN    A    175.56.95.244
eqmnpodl.www.nju.com.    IN    A    191.56.110.214
lydxopum.www.nju.com.    IN    A    68.239.162.219
ldornami.www.nju.com.    IN    A    52.66.166.239
ycfmtpaw.www.nju.com.    IN    A    230.43.2.94
qdvctxhu.www.nju.com.    IN    A    249.207.18.121
baxpymjh.www.nju.com.    IN    A    98.36.75.123
gsobcniy.www.nju.com.    IN    A    216.98.96.192
byqiwesv.www.nju.com.    IN    A    253.179.202.179
ealjmkfg.www.nju.com.    IN    A    51.84.81.235
xymdjtlw.www.nju.com.    IN    A    155.47.177.173
scryjnip.www.nju.com.    IN    A    1.204.255.215
luriwaeh.www.nju.com.    IN    A    230.142.207.116
fkupicmv.www.nju.com.    IN    A    56.107.55.83
tjlnyqxs.www.nju.com.    IN    A    210.75.241.33
njrvcwad.www.nju.com.    IN    A    159.55.154.57
ihebnwaq.www.nju.com.    IN    A    246.163.136.193
ntvhdaxp.www.nju.com.    IN    A    160.172.205.106
smyldecj.www.nju.com.    IN    A    6.24.240.139
fsmlieuo.www.nju.com.    IN    A    72.176.124.74
pwqnimus.www.nju.com.    IN    A    95.157.63.90
bqrtvhxj.www.nju.com.    IN    A    79.179.110.199
uftdgjhn.www.nju.com.    IN    A    29.44.163.201
itljdmkx.www.nju.com.    IN    A    125.64.53.114
sqlxrtpw.www.nju.com.    IN    A    51.116.229.61
yfsuqodg.www.nju.com.    IN    A    66.221.20.253
gmofjudb.www.nju.com.    IN    A    120.13.34.147
jwdlapcb.www.nju.com.    IN    A    193.3.39.27
cxwshvln.www.nju.com.    IN    A    132.8.175.212
hsdmpown.www.nju.com.    IN    A    17.156.95.36
bpmueylr.www.nju.com.    IN    A    28.4.143.126
egrjdtmw.www.nju.com.    IN    A    163.101.95.42
exofrtdy.www.nju.com.    IN    A    109.98.36.206
biuqaxrk.www.nju.com.    IN    A    30.128.183.65
ltpkhqaw.www.nju.com.    IN    A    172.18.126.87
mypcilwb.www.nju.com.    IN    A    76.90.90.111
fjyxbvcr.www.nju.com.    IN    A    241.249.143.4
mngjktvq.www.nju.com.    IN    A    62.147.51.84
ayxvocfm.www.nju.com.    IN    A    149.121.26.65
uinaerfo.www.nju.com.    IN    A    20.46.138.132
togvubkq.www.nju.com.    IN    A    43.73.60.185
dsatkqie.www.nju.com.    IN    A    242.114.98.30
nagvoucw.www.nju.com.    IN    A    117.221.230.68
kgacpljy.www.nju.com.    IN    A    219.62.78.133
telnhgox.www.nju.com.    IN    A    102.76.53.1
dmlauytv.www.nju.com.    IN    A    175.170.144.110
vxfinhrt.www.nju.com.    IN    A    220.3.203.168
lhcenwio.www.nju.com.    IN    A    28.86.227.237
kovumyew.www.nju.com.    IN    A    20.253.105.56
vihbcjlq.www.nju.com.    IN    A    67.178.74.69
btfuvjkc.www.nju.com.    IN    A    112.68.247.60
ygxnrful.www.nju.com.    IN    A    4.88.55.77
tfwslmqo.www.nju.com.    IN    A    94.149.63.186
hsjgafxd.www.nju.com.    IN    A    67.66.159.67
jrvdieso.www.nju.com.    IN    A    31.78.202.110
hdtofajw.www.nju.com.    IN    A    254.29.24.6
ouhcydpn.www.nju.com.    IN    A    232.217.45.136
jsrdqgwm.www.nju.com.    IN    A    157.238.69.138
orlnygbx.www.nju.com.    IN    A    60.166.177.142
iouygmkl.www.nju.com.    IN    A    167.47.7.128
yilgueca.www.nju.com.    IN    A    117.54.23.2
jdwxqtpi.www.nju.com.    IN    A    1.120.144.63
tjoxlqkg.www.nju.com.    IN    A    47.214.8.164
gmwjafpu.www.nju.com.    IN    A    93.32.142.243
nilxjtay.www.nju.com.    IN    A    241.135.215.164
joweigvn.www.nju.com.    IN    A    30.123.178.150
vlabnjko.www.nju.com.    IN    A    200.36.66.250
ctfodqme.www.nju.com.    IN    A    208.230.227.204
gschmkod.www.nju.com.    IN    A    37.34.19.55
gisjhcwu.www.nju.com.    IN    A    130.168.92.64
sjtgaemi.www.nju.com.    IN    A    42.139.157.141
btkalisq.www.nju.com.    IN    A    109.152.116.197
cvtbnwku.www.nju.com.    IN    A    136.96.97.28
lhejdyrv.www.nju.com.    IN    A    169.27.56.19
eonkdfuy.www.nju.com.    IN    A    24.95.15.8
odnmqwle.www.nju.com.    IN    A    73.5.150.2
mihubrgx.www.nju.com.    IN    A    215.250.97.238
escgqfbu.www.nju.com.    IN    A    24.123.207.154
ukpymctg.www.nju.com.    IN    A    145.181.80.14
hamgitef.www.nju.com.    IN    A    110.43.209.38
rshuecgl.www.nju.com.    IN    A    234.179.129.4
dnjwvqxh.www.nju.com.    IN    A    39.253.99.26
eduvpjwf.www.nju.com.    IN    A    29.132.191.79
bkquofxp.www.nju.com.    IN    A    165.83.174.84
uepcdxkg.www.nju.com.    IN    A    214.212.113.156
eiomlnus.www.nju.com.    IN    A    50.172.76.149
