sci.cqu.com.	14400	IN	SOA	ns1.sci.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
sci.cqu.com.		    IN	NS ns1.sci.cqu.com.
ayntgfeb.sci.cqu.com.    IN    A    191.208.5.69
tjfgdkle.sci.cqu.com.    IN    A    1.25.229.23
kmryjivh.sci.cqu.com.    IN    A    17.177.190.117
khsutcio.sci.cqu.com.    IN    A    73.7.248.49
tajelpoi.sci.cqu.com.    IN    A    113.48.214.218
muvowale.sci.cqu.com.    IN    A    109.229.57.243
gedwpqfu.sci.cqu.com.    IN    A    177.70.44.114
fiklwrpd.sci.cqu.com.    IN    A    55.240.177.228
sixhqbay.sci.cqu.com.    IN    A    213.84.141.47
ipvqkhtn.sci.cqu.com.    IN    A    217.42.35.153
awlcdpqh.sci.cqu.com.    IN    A    55.176.123.39
viclnqek.sci.cqu.com.    IN    A    135.251.102.158
lvdpwnaf.sci.cqu.com.    IN    A    80.21.131.166
cowarmbs.sci.cqu.com.    IN    A    24.7.65.246
mxdjshcq.sci.cqu.com.    IN    A    172.241.186.183
xnoafjid.sci.cqu.com.    IN    A    122.48.176.175
pimekoxt.sci.cqu.com.    IN    A    223.249.9.169
hpkwqbty.sci.cqu.com.    IN    A    44.106.44.69
vyxikhfu.sci.cqu.com.    IN    A    78.105.158.217
ibwcuyln.sci.cqu.com.    IN    A    32.26.132.152
owuqvscx.sci.cqu.com.    IN    A    202.174.79.137
ylkighdc.sci.cqu.com.    IN    A    113.82.185.176
mvwjgsix.sci.cqu.com.    IN    A    39.248.14.165
bgniwkqm.sci.cqu.com.    IN    A    41.41.195.119
ckmqewst.sci.cqu.com.    IN    A    0.141.109.114
onrgwvmf.sci.cqu.com.    IN    A    69.170.225.66
gloqytfe.sci.cqu.com.    IN    A    81.244.167.248
ausgtyjp.sci.cqu.com.    IN    A    175.17.203.227
dmgeqkwx.sci.cqu.com.    IN    A    183.203.47.106
whsrtyda.sci.cqu.com.    IN    A    63.152.152.254
fyvdeopk.sci.cqu.com.    IN    A    214.226.0.85
pqemgiwt.sci.cqu.com.    IN    A    183.107.34.199
tgubkxsq.sci.cqu.com.    IN    A    162.249.45.94
wsatkejp.sci.cqu.com.    IN    A    220.34.88.76
rapkhdis.sci.cqu.com.    IN    A    31.115.185.65
fneyxdso.sci.cqu.com.    IN    A    233.172.210.215
wmodfxvr.sci.cqu.com.    IN    A    165.84.205.159
qjsdihme.sci.cqu.com.    IN    A    238.141.152.146
bcgfvjdy.sci.cqu.com.    IN    A    156.48.120.64
yorbwfnu.sci.cqu.com.    IN    A    235.109.110.233
otkvybfl.sci.cqu.com.    IN    A    152.226.178.79
agbenfrt.sci.cqu.com.    IN    A    243.4.245.159
cfdrejkw.sci.cqu.com.    IN    A    216.105.38.134
ivcupwqa.sci.cqu.com.    IN    A    27.67.88.207
vtmjdyhr.sci.cqu.com.    IN    A    195.169.135.25
wfqpiksc.sci.cqu.com.    IN    A    113.162.88.106
eojbnycf.sci.cqu.com.    IN    A    70.243.229.147
bptsgiom.sci.cqu.com.    IN    A    180.246.255.152
qexpdafw.sci.cqu.com.    IN    A    92.178.156.194
ygcuximd.sci.cqu.com.    IN    A    2.38.149.178
kbohsaxe.sci.cqu.com.    IN    A    63.145.252.195
cuptifqk.sci.cqu.com.    IN    A    194.93.175.19
siwxbhtl.sci.cqu.com.    IN    A    128.1.191.30
oqplbjxv.sci.cqu.com.    IN    A    108.62.105.24
eihdgvaj.sci.cqu.com.    IN    A    218.203.36.215
bniytacx.sci.cqu.com.    IN    A    92.251.40.8
cletrgsx.sci.cqu.com.    IN    A    97.197.234.105
hwscnjvk.sci.cqu.com.    IN    A    15.182.27.189
pisnxmjo.sci.cqu.com.    IN    A    6.213.214.105
nelyiojp.sci.cqu.com.    IN    A    64.156.0.4
iburqflc.sci.cqu.com.    IN    A    132.23.5.45
txgjeack.sci.cqu.com.    IN    A    66.135.208.247
ndekjrwf.sci.cqu.com.    IN    A    59.0.146.211
ckumlord.sci.cqu.com.    IN    A    243.235.57.197
qxwvkfmt.sci.cqu.com.    IN    A    35.164.167.4
qhxgscrp.sci.cqu.com.    IN    A    185.62.76.3
bxlfywus.sci.cqu.com.    IN    A    97.213.7.221
oxlkwthc.sci.cqu.com.    IN    A    131.225.134.126
qsgxhnfa.sci.cqu.com.    IN    A    92.246.123.176
fhotwkeg.sci.cqu.com.    IN    A    207.142.183.233
btemwids.sci.cqu.com.    IN    A    115.57.24.216
vxqufkbg.sci.cqu.com.    IN    A    236.182.252.209
wlqcfgui.sci.cqu.com.    IN    A    1.135.105.75
qysbgrce.sci.cqu.com.    IN    A    139.254.3.172
wmbgrcju.sci.cqu.com.    IN    A    241.242.8.102
nhvdbwij.sci.cqu.com.    IN    A    93.55.89.29
ygxpunde.sci.cqu.com.    IN    A    237.48.183.30
hokebmpy.sci.cqu.com.    IN    A    142.238.200.61
dljebtwa.sci.cqu.com.    IN    A    168.184.212.72
rpcqdkty.sci.cqu.com.    IN    A    57.120.45.176
ivolxcjf.sci.cqu.com.    IN    A    140.144.157.154
pmfjbdko.sci.cqu.com.    IN    A    172.78.15.157
qipmgukl.sci.cqu.com.    IN    A    35.253.195.220
bcqynprw.sci.cqu.com.    IN    A    224.35.39.18
wvigsuam.sci.cqu.com.    IN    A    85.5.246.22
abnlifyj.sci.cqu.com.    IN    A    173.107.5.39
bqfvyrtx.sci.cqu.com.    IN    A    173.48.239.65
ahbqgtjv.sci.cqu.com.    IN    A    144.21.29.217
uajydvoc.sci.cqu.com.    IN    A    132.159.254.4
aqxurywf.sci.cqu.com.    IN    A    27.205.73.112
rteqgnku.sci.cqu.com.    IN    A    89.99.80.17
fmyvujpl.sci.cqu.com.    IN    A    196.236.159.72
crnwdheu.sci.cqu.com.    IN    A    117.120.183.172
riskxyjg.sci.cqu.com.    IN    A    98.9.167.216
sfjdpliv.sci.cqu.com.    IN    A    177.130.39.141
mrqwfyjx.sci.cqu.com.    IN    A    133.56.119.136
ueiprtao.sci.cqu.com.    IN    A    215.152.96.83
bevwsqhm.sci.cqu.com.    IN    A    135.113.208.121
ghlyquxi.sci.cqu.com.    IN    A    125.45.235.255
cmknyrji.sci.cqu.com.    IN    A    80.102.210.123
btweaygh.sci.cqu.com.    IN    A    167.155.188.247
odipvhsg.sci.cqu.com.    IN    A    89.64.183.33
picaqrkx.sci.cqu.com.    IN    A    183.28.74.38
mexjklba.sci.cqu.com.    IN    A    190.196.125.124
wahlpjbe.sci.cqu.com.    IN    A    127.92.18.110
kjvesoxq.sci.cqu.com.    IN    A    78.34.244.213
isamcvxu.sci.cqu.com.    IN    A    178.49.114.121
lpqyideg.sci.cqu.com.    IN    A    24.130.229.97
nlfthera.sci.cqu.com.    IN    A    196.45.217.201
ngjmfpcl.sci.cqu.com.    IN    A    86.223.37.52
vsanoecx.sci.cqu.com.    IN    A    169.157.81.6
rojfxphy.sci.cqu.com.    IN    A    31.93.232.163
piehuxlt.sci.cqu.com.    IN    A    54.92.166.26
cdksbgry.sci.cqu.com.    IN    A    65.30.186.28
eudvpfjy.sci.cqu.com.    IN    A    55.132.44.222
ymrdolnf.sci.cqu.com.    IN    A    240.11.94.133
sgneybqp.sci.cqu.com.    IN    A    196.184.26.71
gvdetuwy.sci.cqu.com.    IN    A    227.177.49.160
asexblkg.sci.cqu.com.    IN    A    220.237.238.51
liqocxfr.sci.cqu.com.    IN    A    151.193.98.251
oypwjdal.sci.cqu.com.    IN    A    39.250.225.116
efhxlctq.sci.cqu.com.    IN    A    234.221.26.28
ipjuamhf.sci.cqu.com.    IN    A    59.84.223.60
gdcuqeyh.sci.cqu.com.    IN    A    96.54.43.155
nqsimpha.sci.cqu.com.    IN    A    100.20.210.64
hknmefbq.sci.cqu.com.    IN    A    249.187.39.132
bawvuyem.sci.cqu.com.    IN    A    188.212.81.206
fbpiaqkr.sci.cqu.com.    IN    A    16.33.7.202
ompyfakj.sci.cqu.com.    IN    A    206.71.200.63
rofiscwn.sci.cqu.com.    IN    A    177.119.164.70
idnagble.sci.cqu.com.    IN    A    214.221.101.75
enhfmpwd.sci.cqu.com.    IN    A    106.201.58.16
gvcpulym.sci.cqu.com.    IN    A    201.90.70.102
jbsekpor.sci.cqu.com.    IN    A    25.151.152.101
pvewmdab.sci.cqu.com.    IN    A    152.104.169.224
jsrdwtav.sci.cqu.com.    IN    A    158.212.123.148
ojuebcxp.sci.cqu.com.    IN    A    224.114.142.30
ucvraydl.sci.cqu.com.    IN    A    48.2.169.116
lgjtdfvu.sci.cqu.com.    IN    A    14.214.197.155
frtipcua.sci.cqu.com.    IN    A    152.140.204.81
cwihebrs.sci.cqu.com.    IN    A    54.234.215.103
armywvxs.sci.cqu.com.    IN    A    206.236.106.214
ptkrwlus.sci.cqu.com.    IN    A    42.36.245.5
khmferic.sci.cqu.com.    IN    A    115.47.37.253
lscetuwv.sci.cqu.com.    IN    A    143.233.39.21
oiksuqvb.sci.cqu.com.    IN    A    157.4.148.144
kjeygaop.sci.cqu.com.    IN    A    96.233.186.142
wbdaimyk.sci.cqu.com.    IN    A    235.200.114.46
gbdisuyf.sci.cqu.com.    IN    A    146.175.44.10
teapcolm.sci.cqu.com.    IN    A    8.240.254.240
ywmbpled.sci.cqu.com.    IN    A    50.187.89.227
qbagwslv.sci.cqu.com.    IN    A    107.193.85.81
koiwvugb.sci.cqu.com.    IN    A    249.216.135.250
sewhgkyv.sci.cqu.com.    IN    A    243.97.179.131
knrbmqvw.sci.cqu.com.    IN    A    25.1.26.55
xythckjf.sci.cqu.com.    IN    A    81.85.122.47
frslqphi.sci.cqu.com.    IN    A    188.115.157.77
xnpobfes.sci.cqu.com.    IN    A    61.12.65.208
raupckvy.sci.cqu.com.    IN    A    35.73.167.198
onurwchd.sci.cqu.com.    IN    A    205.229.28.123
bwcdphty.sci.cqu.com.    IN    A    12.158.88.140
gsrdekqb.sci.cqu.com.    IN    A    34.175.252.186
lewtdxno.sci.cqu.com.    IN    A    67.174.224.139
dnrgeswo.sci.cqu.com.    IN    A    220.255.214.204
rfsbymdk.sci.cqu.com.    IN    A    96.249.250.0
eciqdalx.sci.cqu.com.    IN    A    48.31.170.84
pjnchqei.sci.cqu.com.    IN    A    129.166.245.49
lqjfeksm.sci.cqu.com.    IN    A    32.249.131.221
ckmwsgbt.sci.cqu.com.    IN    A    83.118.245.167
gqoxmynp.sci.cqu.com.    IN    A    252.64.179.10
jtpxgqwf.sci.cqu.com.    IN    A    164.38.129.118
fjtxyasq.sci.cqu.com.    IN    A    153.40.246.203
qhdfybmg.sci.cqu.com.    IN    A    26.60.225.129
ohdbxtjn.sci.cqu.com.    IN    A    135.243.76.127
anwqgpxm.sci.cqu.com.    IN    A    33.162.68.96
twklhcsa.sci.cqu.com.    IN    A    150.224.15.184
hnxygfap.sci.cqu.com.    IN    A    203.166.233.117
phejgoyx.sci.cqu.com.    IN    A    101.31.185.67
diojlsfe.sci.cqu.com.    IN    A    132.95.213.238
udtsbein.sci.cqu.com.    IN    A    190.14.138.91
lqudvyex.sci.cqu.com.    IN    A    173.198.192.115
pjrbwkft.sci.cqu.com.    IN    A    252.76.159.78
jbpghsox.sci.cqu.com.    IN    A    190.75.185.164
nvibyatr.sci.cqu.com.    IN    A    241.41.97.238
lunyxbkv.sci.cqu.com.    IN    A    242.94.6.87
mgfarhyt.sci.cqu.com.    IN    A    88.158.177.228
hneqvktu.sci.cqu.com.    IN    A    178.37.149.203
mcrvnwjk.sci.cqu.com.    IN    A    156.201.90.193
gwnypctj.sci.cqu.com.    IN    A    242.92.229.239
nryqgcmi.sci.cqu.com.    IN    A    88.105.209.139
wcngpdrh.sci.cqu.com.    IN    A    76.238.241.132
qvheskao.sci.cqu.com.    IN    A    141.83.72.1
poidcsgf.sci.cqu.com.    IN    A    149.78.110.26
raeinobs.sci.cqu.com.    IN    A    13.20.194.34
hbtnvymu.sci.cqu.com.    IN    A    171.74.21.152
gconklxu.sci.cqu.com.    IN    A    208.47.156.57
kxbeyidl.sci.cqu.com.    IN    A    123.41.92.63
tjnymreb.sci.cqu.com.    IN    A    146.56.227.1
odsafmvi.sci.cqu.com.    IN    A    9.240.64.86
frdltqik.sci.cqu.com.    IN    A    216.221.98.28
dfyxlpeb.sci.cqu.com.    IN    A    158.103.217.32
dvqmylpj.sci.cqu.com.    IN    A    34.227.121.118
rlawfcuh.sci.cqu.com.    IN    A    107.249.104.152
jomkqxgl.sci.cqu.com.    IN    A    30.51.86.21
eshwvplc.sci.cqu.com.    IN    A    134.236.230.247
psdhfqiw.sci.cqu.com.    IN    A    245.156.203.243
uthiwlsa.sci.cqu.com.    IN    A    95.87.43.243
arjbvxwg.sci.cqu.com.    IN    A    224.3.188.47
rubqdmng.sci.cqu.com.    IN    A    126.185.130.169
qwujibsk.sci.cqu.com.    IN    A    28.158.116.63
yhokxcga.sci.cqu.com.    IN    A    148.243.94.21
lxfuierk.sci.cqu.com.    IN    A    189.242.249.65
eobipufv.sci.cqu.com.    IN    A    111.19.221.121
vktbejrm.sci.cqu.com.    IN    A    28.120.96.47
isglubqt.sci.cqu.com.    IN    A    51.252.1.162
mulkoifn.sci.cqu.com.    IN    A    236.14.158.64
mkfgyheo.sci.cqu.com.    IN    A    211.112.183.226
vqlgwcsa.sci.cqu.com.    IN    A    133.111.207.200
cfhntpdw.sci.cqu.com.    IN    A    105.144.144.120
nfhxteyl.sci.cqu.com.    IN    A    144.230.49.148
qpruismv.sci.cqu.com.    IN    A    19.155.113.127
haqodjtg.sci.cqu.com.    IN    A    249.152.89.217
gtsalpyu.sci.cqu.com.    IN    A    226.76.250.8
qcxrmklv.sci.cqu.com.    IN    A    151.115.224.175
rsdwkoaj.sci.cqu.com.    IN    A    85.132.88.236
nipaegtf.sci.cqu.com.    IN    A    125.216.149.186
pfxckqwv.sci.cqu.com.    IN    A    63.180.231.115
ncawmgry.sci.cqu.com.    IN    A    196.121.210.254
nrjcsgki.sci.cqu.com.    IN    A    82.69.208.232
vigyxslo.sci.cqu.com.    IN    A    199.168.233.132
invfseag.sci.cqu.com.    IN    A    56.169.156.207
yqtcrfgn.sci.cqu.com.    IN    A    130.92.204.39
gsvhqolk.sci.cqu.com.    IN    A    108.123.44.149
rhvcqxmg.sci.cqu.com.    IN    A    230.105.48.71
oqrbtdgj.sci.cqu.com.    IN    A    140.178.88.196
bjnsgkph.sci.cqu.com.    IN    A    40.225.9.196
oacxwrdl.sci.cqu.com.    IN    A    65.36.193.7
txsebknw.sci.cqu.com.    IN    A    52.73.215.227
vjydarlq.sci.cqu.com.    IN    A    140.195.111.31
kahsutlc.sci.cqu.com.    IN    A    18.205.155.22
smefqbdp.sci.cqu.com.    IN    A    83.252.43.213
jlbysqkd.sci.cqu.com.    IN    A    27.139.216.212
lgvfkdoy.sci.cqu.com.    IN    A    227.70.47.48
nakwsgxt.sci.cqu.com.    IN    A    106.65.252.187
mbngdpte.sci.cqu.com.    IN    A    109.252.11.10
whnvkoaj.sci.cqu.com.    IN    A    123.99.251.174
mnhqaiky.sci.cqu.com.    IN    A    3.178.26.191
lphfvbqy.sci.cqu.com.    IN    A    23.187.194.255
qwtrivax.sci.cqu.com.    IN    A    103.61.125.135
fgcjtlhr.sci.cqu.com.    IN    A    248.171.254.247
ytriojln.sci.cqu.com.    IN    A    76.204.19.1
iujxrbge.sci.cqu.com.    IN    A    20.188.126.210
xmwrfeuq.sci.cqu.com.    IN    A    219.43.93.84
odewgbhp.sci.cqu.com.    IN    A    163.12.169.165
ijmbfkpr.sci.cqu.com.    IN    A    12.36.46.166
gomjputy.sci.cqu.com.    IN    A    157.40.13.173
txvupfkn.sci.cqu.com.    IN    A    200.48.235.7
njkwfuto.sci.cqu.com.    IN    A    21.254.45.112
mlvyuxgb.sci.cqu.com.    IN    A    149.119.222.239
vyuiwjkx.sci.cqu.com.    IN    A    195.120.134.206
opjmywbf.sci.cqu.com.    IN    A    190.17.148.157
gdehrsqt.sci.cqu.com.    IN    A    196.1.36.140
bsncdjmx.sci.cqu.com.    IN    A    77.250.6.119
oematkcb.sci.cqu.com.    IN    A    39.28.146.125
gqdmpxwu.sci.cqu.com.    IN    A    53.7.242.98
jcqebapg.sci.cqu.com.    IN    A    114.233.57.239
mrcxgqav.sci.cqu.com.    IN    A    130.41.141.23
xufhnjmr.sci.cqu.com.    IN    A    201.231.148.108
fuxrolct.sci.cqu.com.    IN    A    206.64.120.206
tpdqserj.sci.cqu.com.    IN    A    193.216.211.246
jwgydkhm.sci.cqu.com.    IN    A    159.73.37.255
wrghcnfx.sci.cqu.com.    IN    A    217.179.30.70
fvxebjrq.sci.cqu.com.    IN    A    194.183.14.6
okdmvjci.sci.cqu.com.    IN    A    15.139.253.164
bgpmkyqd.sci.cqu.com.    IN    A    67.173.144.46
icepnhft.sci.cqu.com.    IN    A    99.47.136.201
vocdipjb.sci.cqu.com.    IN    A    200.102.167.106
okwyhrbe.sci.cqu.com.    IN    A    115.235.80.201
ivdorehc.sci.cqu.com.    IN    A    22.149.75.21
hjndvcme.sci.cqu.com.    IN    A    9.171.15.84
vyondmjw.sci.cqu.com.    IN    A    255.27.18.219
unavytrq.sci.cqu.com.    IN    A    128.9.197.188
bikpdeur.sci.cqu.com.    IN    A    185.247.146.146
asoniyqt.sci.cqu.com.    IN    A    80.76.49.235
tabljkyu.sci.cqu.com.    IN    A    78.191.151.44
wputcvqd.sci.cqu.com.    IN    A    17.143.228.175
ngujcelr.sci.cqu.com.    IN    A    255.4.55.176
dwkghiyn.sci.cqu.com.    IN    A    81.51.53.201
kupcerfn.sci.cqu.com.    IN    A    156.23.138.242
gcyqrskj.sci.cqu.com.    IN    A    242.68.94.150
cugbjysh.sci.cqu.com.    IN    A    189.165.77.74
ijfdacsy.sci.cqu.com.    IN    A    102.88.41.168
sqlanbri.sci.cqu.com.    IN    A    164.207.122.185
tovyhauj.sci.cqu.com.    IN    A    185.25.112.25
hdvmpejl.sci.cqu.com.    IN    A    191.186.233.71
iswvdpur.sci.cqu.com.    IN    A    101.1.198.254
twbvrihu.sci.cqu.com.    IN    A    30.27.40.166
vxhcapkm.sci.cqu.com.    IN    A    178.78.71.29
fwhantiu.sci.cqu.com.    IN    A    2.140.58.144
mluhcwjt.sci.cqu.com.    IN    A    50.164.82.31
cebfsynw.sci.cqu.com.    IN    A    2.137.203.39
obemcjwn.sci.cqu.com.    IN    A    33.16.194.149
tevaokpj.sci.cqu.com.    IN    A    11.112.103.208
sqlbhpei.sci.cqu.com.    IN    A    100.149.132.179
afmusijc.sci.cqu.com.    IN    A    73.206.190.30
cakptixw.sci.cqu.com.    IN    A    216.179.3.125
fqmjoibx.sci.cqu.com.    IN    A    188.25.213.14
mbnurxvc.sci.cqu.com.    IN    A    41.139.169.118
gsxfrcoe.sci.cqu.com.    IN    A    212.101.189.237
ugjkymfr.sci.cqu.com.    IN    A    250.83.56.45
trkcdusm.sci.cqu.com.    IN    A    42.132.127.151
cfdewvau.sci.cqu.com.    IN    A    71.24.243.201
wrnxlqfu.sci.cqu.com.    IN    A    198.209.52.34
sonmetcw.sci.cqu.com.    IN    A    102.168.10.18
kqmbgnte.sci.cqu.com.    IN    A    26.198.74.49
jcywifan.sci.cqu.com.    IN    A    205.158.1.57
ofcnipxe.sci.cqu.com.    IN    A    211.214.57.94
xadsfnup.sci.cqu.com.    IN    A    185.154.170.143
aqxopnuk.sci.cqu.com.    IN    A    184.179.4.88
cagbmptl.sci.cqu.com.    IN    A    36.39.243.152
vdjpunfs.sci.cqu.com.    IN    A    44.47.142.53
cjbwpsgd.sci.cqu.com.    IN    A    200.16.106.47
cetnsqhv.sci.cqu.com.    IN    A    62.14.164.154
swkmljor.sci.cqu.com.    IN    A    79.2.55.144
wuohrptf.sci.cqu.com.    IN    A    111.124.143.255
xkcsyjtm.sci.cqu.com.    IN    A    125.126.202.91
xuqeyftr.sci.cqu.com.    IN    A    62.47.122.116
pswlagej.sci.cqu.com.    IN    A    185.152.158.22
dkopacim.sci.cqu.com.    IN    A    2.197.45.204
vuqkwsyo.sci.cqu.com.    IN    A    120.130.204.28
ukcmrtxb.sci.cqu.com.    IN    A    207.132.56.43
bomugjer.sci.cqu.com.    IN    A    217.176.233.130
vjkwoscq.sci.cqu.com.    IN    A    165.6.185.169
deirgckj.sci.cqu.com.    IN    A    121.239.209.3
nxwdalpj.sci.cqu.com.    IN    A    170.137.31.237
mpibduxl.sci.cqu.com.    IN    A    138.44.165.7
iheotkuw.sci.cqu.com.    IN    A    6.223.100.108
gmlsieuy.sci.cqu.com.    IN    A    230.37.133.195
hcxafujy.sci.cqu.com.    IN    A    114.165.108.145
iwesgjlo.sci.cqu.com.    IN    A    53.26.206.100
ubcaqwhe.sci.cqu.com.    IN    A    42.213.9.114
vcugfxod.sci.cqu.com.    IN    A    126.70.253.133
htspykwv.sci.cqu.com.    IN    A    161.210.48.98
dtpbmaku.sci.cqu.com.    IN    A    254.116.88.195
gxutdcjy.sci.cqu.com.    IN    A    165.100.90.10
ujsvnqox.sci.cqu.com.    IN    A    52.8.150.220
giacdupq.sci.cqu.com.    IN    A    215.16.112.185
rtvwhclf.sci.cqu.com.    IN    A    145.162.14.161
dbnvpase.sci.cqu.com.    IN    A    91.137.231.64
btypoirn.sci.cqu.com.    IN    A    214.183.54.106
jdabsltx.sci.cqu.com.    IN    A    30.17.246.86
uaitfcbj.sci.cqu.com.    IN    A    30.148.135.43
pudslhif.sci.cqu.com.    IN    A    30.48.125.218
ndifcymp.sci.cqu.com.    IN    A    227.0.68.209
wxtphres.sci.cqu.com.    IN    A    197.22.59.64
ojyrcwbi.sci.cqu.com.    IN    A    125.80.63.93
risxvofq.sci.cqu.com.    IN    A    70.101.79.124
yxslfgan.sci.cqu.com.    IN    A    114.232.111.117
oqjkywfa.sci.cqu.com.    IN    A    75.32.38.192
eiguoyfj.sci.cqu.com.    IN    A    66.125.94.176
fajpylxn.sci.cqu.com.    IN    A    227.225.134.189
wulmjobn.sci.cqu.com.    IN    A    79.88.89.40
xqytgdwp.sci.cqu.com.    IN    A    179.22.143.61
frboclud.sci.cqu.com.    IN    A    81.177.38.47
oydkhaug.sci.cqu.com.    IN    A    219.63.230.108
tyfjunxm.sci.cqu.com.    IN    A    209.183.245.127
jgwbtpxq.sci.cqu.com.    IN    A    239.9.92.205
stadrxkw.sci.cqu.com.    IN    A    146.112.164.107
vpslcgxt.sci.cqu.com.    IN    A    29.148.179.198
ivqwltng.sci.cqu.com.    IN    A    173.198.244.40
rvcfiase.sci.cqu.com.    IN    A    165.79.247.58
blrgepqu.sci.cqu.com.    IN    A    243.153.51.143
dcslibht.sci.cqu.com.    IN    A    193.169.116.246
oekcswhi.sci.cqu.com.    IN    A    19.214.35.240
odiyjlpt.sci.cqu.com.    IN    A    27.179.28.2
garbwdfo.sci.cqu.com.    IN    A    54.141.201.151
etcdxmbf.sci.cqu.com.    IN    A    15.195.50.124
dhtwaxri.sci.cqu.com.    IN    A    130.178.9.8
akthcsex.sci.cqu.com.    IN    A    22.254.98.213
rxegonjs.sci.cqu.com.    IN    A    148.53.78.242
qygntbdh.sci.cqu.com.    IN    A    223.247.155.212
edfkujhb.sci.cqu.com.    IN    A    141.69.98.26
gxvhsjap.sci.cqu.com.    IN    A    45.16.183.50
lthpgjoy.sci.cqu.com.    IN    A    34.102.40.111
ucxraomd.sci.cqu.com.    IN    A    6.211.7.200
ygkrsvth.sci.cqu.com.    IN    A    184.244.66.31
cflohrgq.sci.cqu.com.    IN    A    192.87.100.29
ahxvwclm.sci.cqu.com.    IN    A    141.253.238.97
fejoksut.sci.cqu.com.    IN    A    42.252.65.162
pivkcbsx.sci.cqu.com.    IN    A    58.172.107.95
ymhiegos.sci.cqu.com.    IN    A    97.195.84.181
sunhaqbl.sci.cqu.com.    IN    A    230.168.99.221
vayjgmts.sci.cqu.com.    IN    A    59.10.168.143
xedasuli.sci.cqu.com.    IN    A    36.154.154.178
sxkuqhtj.sci.cqu.com.    IN    A    153.93.113.73
isglmxud.sci.cqu.com.    IN    A    96.204.234.233
yrejahdp.sci.cqu.com.    IN    A    7.220.213.161
gkhosyrv.sci.cqu.com.    IN    A    102.52.142.47
samjpovg.sci.cqu.com.    IN    A    122.205.29.1
mwhvapsf.sci.cqu.com.    IN    A    84.175.56.12
bdyosnfa.sci.cqu.com.    IN    A    9.50.178.223
rfubcjdx.sci.cqu.com.    IN    A    4.247.75.56
yfxdwehl.sci.cqu.com.    IN    A    92.173.90.57
uydgjfbx.sci.cqu.com.    IN    A    192.17.250.244
iconwbyf.sci.cqu.com.    IN    A    209.184.221.1
neqypcis.sci.cqu.com.    IN    A    105.118.138.217
misrkfln.sci.cqu.com.    IN    A    107.26.85.89
dxyevqrk.sci.cqu.com.    IN    A    131.206.143.184
bvrhmkpn.sci.cqu.com.    IN    A    80.210.124.209
cltgewqb.sci.cqu.com.    IN    A    109.154.182.40
lrjqhagp.sci.cqu.com.    IN    A    47.112.112.125
okyehspl.sci.cqu.com.    IN    A    154.15.234.154
rgjofbsy.sci.cqu.com.    IN    A    98.69.198.145
eplvwcxy.sci.cqu.com.    IN    A    47.48.145.130
jdtycawu.sci.cqu.com.    IN    A    6.195.166.215
osbfuqyg.sci.cqu.com.    IN    A    186.177.248.104
dulmkyoh.sci.cqu.com.    IN    A    99.68.1.162
oybrdnei.sci.cqu.com.    IN    A    62.115.130.32
vqkrtflh.sci.cqu.com.    IN    A    124.27.156.202
bugoctjs.sci.cqu.com.    IN    A    121.107.34.139
syfxkmge.sci.cqu.com.    IN    A    163.57.17.227
bqxnokla.sci.cqu.com.    IN    A    186.118.223.13
cpsfbdvw.sci.cqu.com.    IN    A    157.57.172.144
gqirmfba.sci.cqu.com.    IN    A    229.210.215.134
gyjfbwco.sci.cqu.com.    IN    A    151.33.194.217
ipmvtwlx.sci.cqu.com.    IN    A    0.159.248.95
nghomjsy.sci.cqu.com.    IN    A    244.95.58.224
keprohxm.sci.cqu.com.    IN    A    41.31.13.180
htokcbrf.sci.cqu.com.    IN    A    252.59.217.50
ukixwepg.sci.cqu.com.    IN    A    194.117.96.112
iodsurwt.sci.cqu.com.    IN    A    86.178.141.166
mdaklrjo.sci.cqu.com.    IN    A    11.2.94.24
wokgutpj.sci.cqu.com.    IN    A    68.200.246.180
aeibhnvd.sci.cqu.com.    IN    A    80.152.90.135
phuyrqsc.sci.cqu.com.    IN    A    240.208.16.111
fipyqxvo.sci.cqu.com.    IN    A    64.238.170.94
vnyslqkp.sci.cqu.com.    IN    A    60.88.148.23
nsxogpwb.sci.cqu.com.    IN    A    52.12.99.185
dfatwxiv.sci.cqu.com.    IN    A    67.24.206.179
vmahlpni.sci.cqu.com.    IN    A    111.99.197.169
